GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001EA,C16007_001MA,C16007_002EA,C16007_002MA,C16007_003EA,C16007_003MA,C16007_004EA,C16007_004MA,C16007_005MA,C16007_005EA,C16007_006MA,C16007_006EA,C16007_007EA,C16007_007MA,C16007_008EA,C16007_008MA,C16007_009EA,C16007_009MA,C16007_010MA,C16007_010EA,C16007_011MA,C16007_011EA,C16007_012EA,C16007_012MA,C16007_013EA,C16007_013MA,state
0400000US01,4585850,2856,805164,2907,749304,4421,42032,3122,13828,2576,2977470,3175,2816484,7606,92947,4935,68039,5384,803216,2822,785663,2524,6637,1655,10916,1728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,132262,851,114169,2828,2956,881,15137,2607,471573,1078,392691,4486,15403,2172,63479,3941,83041,1041,70562,1589,1533,644,10946,1037,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,1197687,1702,846238,10143,299616,9844,51833,5025,4182692,1751,2928881,17560,947380,14543,306431,9255,1200850,1541,1003173,5214,128371,3593,69306,3578,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,521793,2863,470611,4258,41701,3771,9481,2060,1798822,2572,1653077,5931,103451,3971,42294,3976,497024,2463,483960,2079,7480,1670,5584,1219,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,6596961,4022,3690770,27264,2266229,23614,639962,12234,24974450,3912,13364683,40543,7517602,38034,4092165,30068,5504817,3250,3541121,15616,914306,9279,1049390,11696,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,929766,2406,739797,6958,144828,6533,45141,4513,3571096,2585,2956560,13370,415062,12676,199474,7981,773699,2159,687337,3965,50054,2617,36308,2760,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,560084,1205,437489,6406,79523,4330,43072,4176,2244812,1475,1696780,9183,302499,5296,245533,8132,601094,1271,507284,3983,32641,1561,61169,3688,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,149406,450,124055,2750,18042,1852,7309,2255,584409,843,495253,4827,44693,2745,44463,4112,173217,766,161516,1308,3492,733,8209,1166,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,79533,173,63676,1858,11601,1294,4256,1380,485382,358,394920,4540,46066,2271,44396,4221,83992,302,76173,1044,3337,603,4482,887,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,3071458,4585,2162181,15361,694813,12525,214464,9903,12568388,5463,8467055,30052,3031956,19483,1069377,20782,4215232,4692,3337640,11519,599517,5979,278075,9235,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9774156,5384,1859542,5539,1563681,10191,213874,7661,81987,6531,6512764,4714,5526918,13950,544057,9165,441789,12066,1401850,4011,1307339,5322,33587,2882,60924,3885,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1337965,223,216424,456,180237,3775,4224,1282,31963,3506,867791,783,629804,10025,24241,3261,213746,9054,253750,730,183044,4287,1803,631,68903,4195,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1600717,1915,327059,2257,290459,4409,29955,3614,6645,1714,1011064,2117,890247,5810,88138,4018,32679,3600,262594,1827,249703,2130,7943,1377,4948,1317,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12034675,2622,2127742,2982,1605104,11294,369426,8211,153212,8119,7959338,3703,5968866,18492,1147308,11417,843164,17102,1947595,2898,1635320,5800,120471,3235,191804,5342,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6247266,2273,1154479,3228,1029188,6776,77057,4122,48234,5034,4068901,4097,3685089,11244,201634,6996,182178,7974,1023886,3135,980320,4011,18123,2000,25443,2776,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2947088,2385,531727,2905,480412,3949,30821,2736,20494,2654,1890737,2617,1720179,7230,80953,4421,89605,5799,524624,1649,508538,1735,4234,1030,11852,1730,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2720074,2410,519526,2979,447967,4479,56004,3524,15555,2410,1753097,2830,1523685,6452,144375,5099,85037,4115,447451,1997,424208,2226,11510,1193,11733,1690,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4177833,2604,738248,3606,692355,5744,21493,2402,24400,4451,2730537,3512,2555486,7748,80828,3764,94223,6868,709048,2390,694091,3031,4217,862,10740,2086,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4378120,3181,803029,3524,754020,5836,33230,2699,15779,2682,2878980,3085,2641141,8579,126924,5651,110915,5198,696111,2645,628642,3925,10619,1314,56850,3378,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1271517,1099,189812,1286,181376,2123,2486,941,5950,1653,814964,1411,770522,3564,7446,1228,36996,3221,266741,1072,245237,2238,1428,614,20076,1941,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5688864,1648,983637,1996,791595,6753,113898,3667,78144,5264,3802641,2014,3022560,12563,344016,6073,436065,11176,902586,1889,790370,3354,28098,1870,84118,2759,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6499483,1271,1010248,1444,775089,7570,112932,5596,122227,6250,4381411,1885,3243713,15597,433098,6672,704600,14564,1107824,1578,918546,6311,45155,1738,144123,5782,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9389941,2095,1603491,2667,1421831,7846,69058,4257,112602,6925,6121337,2776,5482723,12985,187085,5698,451529,10730,1665113,2118,1555508,4172,21364,1405,88241,4048,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5222746,1971,943922,2435,801738,6695,55264,3311,86920,5734,3419920,2485,2987302,10097,135333,4506,297285,8545,858904,1653,810857,3096,8176,1474,39871,3016,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2801633,2590,532086,2798,513224,3499,13418,2021,5444,1454,1803828,3130,1729763,5838,45769,4248,28296,3171,465719,2711,455297,2612,3395,1033,7027,1336,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5739531,2822,1013660,4350,945508,6825,35379,3375,32773,3782,3715602,4238,3458869,9484,103255,4980,153478,8280,1010269,2793,978578,2762,8934,1563,22757,2328,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,989088,1178,168490,1435,160561,2175,3704,1170,4225,1430,630382,1718,601292,3302,12416,1841,16674,1950,190216,1384,184893,1471,1486,555,3837,812,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
