GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001EA,B09001_001MA,B09001_002MA,B09001_002EA,B09001_003MA,B09001_003EA,B09001_004MA,B09001_004EA,B09001_005MA,B09001_005EA,B09001_006EA,B09001_006MA,B09001_007EA,B09001_007MA,B09001_008MA,B09001_008EA,B09001_009MA,B09001_009EA,B09001_010MA,B09001_010EA,state
0400000US42,2664971,2071,2654629,2379,413462,6993,290926,6518,135232,5919,422030,9148,468779,7087,461012,8509,463188,1993,10342,920,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,206972,685,206165,768,33122,1992,21897,2027,10582,1827,36559,2580,35267,2677,31750,2666,36988,934,807,397,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1101720,2175,1098484,2280,171830,5203,117676,4876,55411,3831,185798,6453,193191,6394,189668,5616,184910,2507,3236,557,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213228,1058,211042,1263,35932,2035,24363,2078,13069,1512,34684,2431,35573,2453,34889,2478,32532,1252,2186,702,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1508252,3390,1504948,3436,238434,5854,166694,6180,73991,4653,245112,7043,260312,7583,262882,7740,257523,2959,3304,420,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7365163,4625,7352043,5045,1190214,14034,829326,14288,379947,13413,1207431,17643,1271165,18141,1257609,17730,1216351,4871,13120,1693,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,925094,971,922915,1138,149853,3798,103140,3866,46837,3655,159365,5295,158711,4401,155608,4739,149401,1659,2179,554,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,117755,1072,117424,1065,17171,1307,12925,1366,6854,970,17104,1444,21882,1227,20923,1559,20565,511,331,167,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1868081,3629,1863065,3579,297369,6958,204551,6472,101478,5239,306246,7468,325214,6748,314617,8577,313590,3165,5016,628,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1646733,1842,1643320,2023,262889,4450,191535,4739,92197,4971,280590,7527,285186,6475,262934,7624,267989,1920,3413,667,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,373403,1664,371786,1640,55571,2799,42316,2305,20510,2363,62811,3591,65843,3072,62504,3570,62231,1390,1617,306,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1279361,2191,1278523,2225,198122,4041,135863,3785,66099,3325,209944,5770,223833,5708,221935,5799,222727,1737,838,368,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,138062,979,137500,981,20953,1729,16957,1628,6025,1067,24644,2003,25650,1755,22421,1957,20850,1262,562,86,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,656794,-555555555,654424,370,77854,3688,68845,3701,33730,4253,103310,6315,118393,6315,122826,6738,129466,1512,2370,371,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
