GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001EA,B09001_001MA,B09001_002MA,B09001_002EA,B09001_003MA,B09001_003EA,B09001_004MA,B09001_004EA,B09001_005MA,B09001_005EA,B09001_006EA,B09001_006MA,B09001_007EA,B09001_007MA,B09001_008MA,B09001_008EA,B09001_009MA,B09001_009EA,B09001_010MA,B09001_010EA,state
0400000US01,1094061,1656,1092073,1649,169710,4689,119184,4779,55290,4322,176055,6589,197085,7299,184736,6324,190013,3554,1988,363,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,185181,156,184501,384,32381,1886,20536,1702,11472,1966,31568,2121,29798,1987,30272,2256,28474,1198,680,358,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1632728,1374,1628174,1463,250398,5506,183812,5407,78600,4114,262622,7274,296247,7722,279271,6728,277224,1829,4554,672,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,708433,1834,706429,1856,110823,4028,75789,3801,39598,3125,115749,5517,128472,4942,114894,4865,121104,2791,2004,156,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9057386,2378,9035623,2619,1436656,11090,1022386,11516,471953,10946,1471208,19596,1589766,20010,1529525,19400,1514129,2940,21763,1392,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1262359,1586,1259366,1680,198703,4511,133644,4637,67089,3715,200575,5953,226382,5923,221456,7593,211517,2011,2993,433,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,742278,860,740449,926,106946,2850,75248,2860,33302,3066,118521,4593,129600,4017,137347,5299,139485,1708,1829,270,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,204313,386,203417,528,32364,2315,22543,2333,9631,1754,35617,2877,33130,2748,36010,3141,34122,510,896,364,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,124598,181,123954,577,27085,1941,17980,1935,6771,1366,22036,1840,18849,1812,15948,1938,15285,515,644,564,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4200780,3126,4188677,3183,669889,9988,458633,9708,210882,8465,691458,12609,721464,13683,714841,12973,721510,3039,12103,1106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2514765,3201,2510161,3248,384016,8263,271207,7984,127513,7053,414813,11066,443288,11475,437983,10029,431341,3888,4604,685,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305997,403,303653,1108,51949,2360,36895,2311,19312,1965,49551,2824,51039,2656,49539,3113,45368,789,2344,980,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,443285,1346,442536,1360,65910,2648,50153,2451,21916,2630,72446,4533,79734,4239,76904,4541,75473,1407,749,271,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2895090,2328,2890464,2426,451906,6429,315306,6433,142669,6937,464456,10081,514883,10493,498421,9320,502823,2403,4626,700,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1574031,2647,1567263,2772,247762,4885,170814,5345,85645,4668,260860,6963,261557,6717,272041,7627,268584,2460,6768,677,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,730350,2582,727027,2736,119923,3651,78228,3178,40347,3034,119533,4128,123900,3967,124031,4410,121065,2047,3323,556,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,712575,2767,710321,2730,109826,3992,83223,3808,43795,2968,121906,4665,118901,4166,115958,4015,116712,1562,2254,307,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1014604,3342,1011218,3349,158402,4728,117827,4716,53843,3310,167021,4918,175670,5796,168061,5590,170394,2214,3386,635,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1109242,1961,1107369,2035,172997,5390,133216,5046,53806,3601,183328,6786,193242,7053,187171,7003,183609,3142,1873,372,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,254202,1053,252679,1121,38462,1706,25928,1673,12294,1611,41855,2786,44929,2610,43622,2702,45589,1076,1523,378,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1346950,1107,1344798,1104,212270,4942,151034,4978,69453,4474,215898,7691,235327,7302,231443,6339,229373,1743,2152,279,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1370584,784,1364881,1092,214513,5294,145776,5396,72433,4491,214886,6076,236164,6925,235481,6754,245628,1354,5703,823,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2175861,2468,2169986,2455,340502,6418,231634,6035,109454,4664,349820,7212,372672,7335,376277,7552,389627,2064,5875,629,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1297782,1972,1293283,2130,207575,4205,145789,4337,71625,4409,215580,4832,220527,4742,219748,4745,212439,1691,4499,790,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,714553,1717,711206,1734,106447,4047,76012,3950,33456,3054,117465,6233,135194,4721,121129,5911,121503,2686,3347,365,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1387661,4492,1381027,4611,220657,4757,153217,5407,72191,4825,221749,6704,240129,6255,240054,6807,233030,2891,6634,968,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,229895,1298,228197,1414,35951,2046,25446,2012,11935,1794,38771,2869,38687,2508,39252,2721,38155,1137,1698,476,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474597,1296,472399,1349,80151,2393,51245,2420,26985,2036,74550,3528,84132,2989,80082,3409,75254,1382,2198,611,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,683957,810,682699,882,107557,3821,76498,3887,35427,3378,118361,5509,121164,4820,108893,4512,114799,1274,1258,381,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,258195,1174,257414,1259,36885,2231,26638,2142,14816,1921,39950,2642,46078,2549,44456,2535,48591,989,781,282,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1978796,1120,1972892,1334,307435,6193,212575,6281,102585,5131,317199,7134,342731,7759,343291,9485,347076,1722,5904,855,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,489722,1984,488386,2031,77222,3475,49205,3076,23964,2646,83874,4499,88619,4230,82940,4266,82562,1487,1336,390,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4153497,2562,4128798,3252,680131,8732,473787,8495,218282,7808,674188,12209,684259,11597,696162,10784,701989,2826,24699,1934,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2301190,3625,2296418,3621,356007,6836,245021,7121,122993,5590,375998,8841,401520,9961,392932,9708,401947,4607,4772,619,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,173136,1509,172686,1497,32567,1909,20235,1433,10404,1418,28657,2433,29894,2321,26871,2150,24058,1017,450,141,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2601997,2557,2596822,2663,418179,5987,276622,5896,128358,6010,419758,8987,451517,9191,447213,10190,455175,2370,5175,468,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,961483,1678,959059,1659,160014,3042,102469,3159,50537,3102,157764,5554,167164,4751,162717,5589,158394,1995,2424,437,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,873774,2080,870725,2187,135195,4131,96889,3737,43137,3471,149899,5238,153525,5520,146012,6024,146068,1752,3049,614,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
