GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,NAME,B15002H_001MA,B15002H_001EA,B15002H_002EA,B15002H_002MA,B15002H_003EA,B15002H_003MA,B15002H_004EA,B15002H_004MA,B15002H_005MA,B15002H_005EA,B15002H_006MA,B15002H_006EA,B15002H_007MA,B15002H_007EA,B15002H_008MA,B15002H_008EA,B15002H_009EA,B15002H_009MA,B15002H_010EA,B15002H_010MA,B15002H_011MA,B15002H_011EA,B15002H_012MA,B15002H_012EA,B15002H_013MA,B15002H_013EA,B15002H_014MA,B15002H_014EA,B15002H_015EA,B15002H_015MA,B15002H_016MA,B15002H_016EA,B15002H_017MA,B15002H_017EA,B15002H_018MA,B15002H_018EA,B15002H_019MA,B15002H_019EA,state
0400000US01,2283461,2692,1097286,1633,38839,3365,91780,5300,266163,8155,67948,4238,234756,6915,79678,4076,198863,5903,119259,4970,1186175,1556,36416,3202,91738,4984,291275,7479,65111,3918,251302,6376,114603,5418,211068,7201,124662,4561,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,320775,577,170087,571,1527,465,6521,1634,39557,2822,11305,1596,43829,2889,14286,2026,32113,2333,20949,1877,150688,390,1994,794,5088,1183,24404,1985,7413,1450,39270,3193,14377,1773,34897,2513,23245,2150,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2918549,2449,1423643,1133,23034,2863,63365,4181,252543,7720,61781,3950,374468,9191,126270,5577,319282,8490,202900,7182,1494906,1721,17004,2377,55879,4050,297637,7755,43336,3235,407458,8177,150207,7353,327293,7439,196092,6308,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1540589,2294,743494,1546,26062,2553,58317,4170,215351,6754,55466,3887,161495,4762,44228,2956,120267,4747,62308,3607,797095,1686,22799,2182,52614,3448,213759,7492,46303,3681,184214,6721,69319,4168,130857,4441,77230,3876,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11228631,5355,5558568,2848,75307,4964,217059,7023,876939,14513,147756,6034,1294611,15925,453924,10937,1496923,17789,996049,14968,5670063,3426,82117,4984,185273,6644,950958,13522,92141,5209,1369195,16996,556591,12858,1466339,17338,967449,14147,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2796851,2650,1386422,1776,11780,1645,42718,3528,217008,7171,56578,4105,298160,8313,106674,4363,411464,7719,242040,6521,1410429,1402,11917,1714,36292,3114,226376,6716,34571,2255,297278,7197,129558,5395,425207,8007,249230,5989,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1772594,1890,848519,1006,16210,1893,36557,3907,197678,7023,28182,2346,140971,4935,61748,4522,207626,6156,159547,4471,924075,1150,16479,2195,30116,2571,209055,5951,19628,2174,150461,5005,87993,4869,224090,5917,186253,5398,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,452331,568,215404,294,4417,850,13732,2177,59583,3669,8573,1336,41243,2486,13455,1866,44590,2917,29811,2383,236927,375,4639,1215,8253,1374,65800,3542,5830,1095,47601,3008,23434,2212,46342,3149,35028,2440,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,197526,684,99906,337,285,193,756,435,2067,784,778,470,5140,1061,1375,580,32574,2587,56931,2913,97620,432,201,196,218,188,2202,817,133,171,3759,908,1260,531,34037,2693,55810,2784,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8767219,6274,4242184,3626,88158,5731,237316,8591,969211,16567,220616,8322,887336,13985,381357,10132,896320,15736,561870,10872,4525035,3528,71354,5280,225842,10254,1122987,16061,175268,7596,959090,14630,505199,13184,933616,16381,531679,10249,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
