GEO_ID,B17001G_001E,B17001G_001M,B17001G_002E,B17001G_002M,B17001G_003E,B17001G_003M,B17001G_004E,B17001G_004M,B17001G_005E,B17001G_005M,B17001G_006E,B17001G_006M,B17001G_007E,B17001G_007M,B17001G_008E,B17001G_008M,B17001G_009E,B17001G_009M,B17001G_010E,B17001G_010M,B17001G_011E,B17001G_011M,B17001G_012E,B17001G_012M,B17001G_013E,B17001G_013M,B17001G_014E,B17001G_014M,B17001G_015E,B17001G_015M,B17001G_016E,B17001G_016M,B17001G_017E,B17001G_017M,B17001G_018E,B17001G_018M,B17001G_019E,B17001G_019M,B17001G_020E,B17001G_020M,B17001G_021E,B17001G_021M,B17001G_022E,B17001G_022M,B17001G_023E,B17001G_023M,B17001G_024E,B17001G_024M,B17001G_025E,B17001G_025M,B17001G_026E,B17001G_026M,B17001G_027E,B17001G_027M,B17001G_028E,B17001G_028M,B17001G_029E,B17001G_029M,B17001G_030E,B17001G_030M,B17001G_031E,B17001G_031M,B17001G_032E,B17001G_032M,B17001G_033E,B17001G_033M,B17001G_034E,B17001G_034M,B17001G_035E,B17001G_035M,B17001G_036E,B17001G_036M,B17001G_037E,B17001G_037M,B17001G_038E,B17001G_038M,B17001G_039E,B17001G_039M,B17001G_040E,B17001G_040M,B17001G_041E,B17001G_041M,B17001G_042E,B17001G_042M,B17001G_043E,B17001G_043M,B17001G_044E,B17001G_044M,B17001G_045E,B17001G_045M,B17001G_046E,B17001G_046M,B17001G_047E,B17001G_047M,B17001G_048E,B17001G_048M,B17001G_049E,B17001G_049M,B17001G_050E,B17001G_050M,B17001G_051E,B17001G_051M,B17001G_052E,B17001G_052M,B17001G_053E,B17001G_053M,B17001G_054E,B17001G_054M,B17001G_055E,B17001G_055M,B17001G_056E,B17001G_056M,B17001G_057E,B17001G_057M,B17001G_058E,B17001G_058M,B17001G_059E,B17001G_059M,NAME,B17001G_001MA,B17001G_001EA,B17001G_002MA,B17001G_002EA,B17001G_003EA,B17001G_003MA,B17001G_004EA,B17001G_004MA,B17001G_005EA,B17001G_005MA,B17001G_006MA,B17001G_006EA,B17001G_007MA,B17001G_007EA,B17001G_008MA,B17001G_008EA,B17001G_009EA,B17001G_009MA,B17001G_010EA,B17001G_010MA,B17001G_011MA,B17001G_011EA,B17001G_012MA,B17001G_012EA,B17001G_013MA,B17001G_013EA,B17001G_014EA,B17001G_014MA,B17001G_015EA,B17001G_015MA,B17001G_016EA,B17001G_016MA,B17001G_017MA,B17001G_017EA,B17001G_018MA,B17001G_018EA,B17001G_019MA,B17001G_019EA,B17001G_020EA,B17001G_020MA,B17001G_021EA,B17001G_021MA,B17001G_022MA,B17001G_022EA,B17001G_023MA,B17001G_023EA,B17001G_024MA,B17001G_024EA,B17001G_025EA,B17001G_025MA,B17001G_026EA,B17001G_026MA,B17001G_027EA,B17001G_027MA,B17001G_028MA,B17001G_028EA,B17001G_029MA,B17001G_029EA,B17001G_030MA,B17001G_030EA,B17001G_031EA,B17001G_031MA,B17001G_032EA,B17001G_032MA,B17001G_033MA,B17001G_033EA,B17001G_034MA,B17001G_034EA,B17001G_035MA,B17001G_035EA,B17001G_036EA,B17001G_036MA,B17001G_037EA,B17001G_037MA,B17001G_038EA,B17001G_038MA,B17001G_039MA,B17001G_039EA,B17001G_040MA,B17001G_040EA,B17001G_041MA,B17001G_041EA,B17001G_042EA,B17001G_042MA,B17001G_043EA,B17001G_043MA,B17001G_044MA,B17001G_044EA,B17001G_045MA,B17001G_045EA,B17001G_046MA,B17001G_046EA,B17001G_047EA,B17001G_047MA,B17001G_048EA,B17001G_048MA,B17001G_049EA,B17001G_049MA,B17001G_050MA,B17001G_050EA,B17001G_051MA,B17001G_051EA,B17001G_052MA,B17001G_052EA,B17001G_053EA,B17001G_053MA,B17001G_054EA,B17001G_054MA,B17001G_055MA,B17001G_055EA,B17001G_056MA,B17001G_056EA,B17001G_057MA,B17001G_057EA,B17001G_058EA,B17001G_058MA,B17001G_059EA,B17001G_059MA,state
0400000US01,91940,6753,23059,4177,10392,2319,1457,672,423,336,2380,975,676,456,349,291,465,293,1663,834,671,470,920,719,439,379,620,323,298,280,31,52,12667,2961,3097,1295,241,230,1671,921,270,219,30,43,151,147,1826,913,1380,571,2005,855,644,352,543,343,557,324,252,250,68881,5201,34236,3110,5201,1058,996,451,5687,1408,2497,844,899,468,2098,794,3661,1509,3235,1147,3988,1232,2168,814,2191,688,1439,517,176,146,34645,3573,4252,1057,629,448,4806,1076,1561,533,1250,691,1716,558,5243,1754,3322,1101,2840,1023,3087,929,3204,1035,1770,583,965,446,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60919,5321,6525,1370,3782,1032,771,468,0,153,749,443,360,216,24,31,224,246,264,343,455,310,327,312,86,76,406,282,0,153,116,168,2743,787,410,201,53,62,343,234,90,103,311,461,84,76,53,46,740,431,270,205,176,156,119,145,94,122,0,153,54394,5239,27299,3240,2561,870,459,316,4246,1222,2029,769,1152,848,1496,419,3861,1051,4373,1052,3552,951,1552,508,864,450,748,293,406,191,27095,2970,3377,902,2047,891,4157,1057,2402,740,301,154,1325,616,2114,736,3595,958,3405,934,1804,883,1731,554,608,309,229,128,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,258574,11346,45564,5293,21775,3335,3904,1213,671,377,3334,1125,1745,738,523,428,819,399,3397,986,2204,1100,1627,674,1273,642,1278,573,552,365,448,280,23789,3022,2824,1074,1259,561,4288,991,1531,630,602,334,1002,481,3669,1045,3071,784,1882,690,1182,488,1543,665,532,351,404,352,213010,11190,106787,6814,13901,2180,2846,961,19626,3243,5987,1266,2025,764,5769,1361,11447,2194,15905,2402,10743,1841,7296,1250,5385,1091,4223,1035,1634,466,106223,6339,15236,2082,2447,934,14728,2005,8050,1620,2824,901,4437,1049,12111,2143,13649,2122,11741,1767,7567,1388,6226,1131,3687,997,3520,894,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,83089,5683,15450,3004,6605,1557,1860,874,193,198,834,673,346,270,148,164,541,287,459,320,796,478,299,201,658,392,330,174,70,115,71,94,8845,2231,1457,821,594,634,1410,673,463,441,338,292,121,93,862,444,1212,617,914,484,509,377,858,472,72,92,35,53,67639,5223,35099,3273,3838,1059,687,376,4792,1340,2255,920,531,335,1523,651,4643,1361,4949,1125,3929,1385,3145,829,2519,859,1901,587,387,240,32540,3463,3928,1130,1149,708,6107,1691,2581,899,642,367,1200,614,2170,837,3118,1058,3264,946,2730,918,2434,682,2243,896,974,427,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1892420,37887,235802,13771,109741,8752,17557,2911,2951,989,17710,2527,6976,1657,2420,940,5153,1277,16155,2349,13696,2431,8681,1579,7760,1404,6596,1261,2825,826,1261,511,126061,7968,19316,2845,2864,854,18477,2628,6667,1356,2179,995,3686,900,19793,2845,19038,2522,11841,1713,8006,1315,7062,1397,4551,1072,2581,833,1656618,35987,837415,20789,115882,5666,21037,2006,119700,6495,52033,3638,16525,2308,34102,3140,92039,5324,128720,6578,96709,5825,66815,4537,51740,4012,27043,2687,15070,1867,819203,20717,110116,6152,20024,2467,119623,6696,52668,4636,16379,2455,32279,2916,82232,5263,122228,6229,88970,4641,69022,3822,56685,3854,30197,2730,18780,2078,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,189342,10756,27204,4122,12627,2292,2035,860,409,255,2525,846,685,356,182,185,392,262,1229,539,1618,666,1510,592,698,394,651,437,521,450,172,273,14577,2954,2322,834,142,157,2419,1200,924,478,461,390,406,357,2498,1168,1620,698,1296,635,1137,523,672,462,455,287,225,154,162138,9642,82724,6484,10428,1866,3280,1234,11089,1700,6000,1057,1605,634,3084,984,9646,1944,12885,2293,10986,1968,6236,1238,3855,859,2625,761,1005,334,79414,5149,9662,1770,1361,505,11152,1518,5364,1453,1857,609,2751,851,7725,1384,14171,1939,8759,1332,6768,1252,5110,990,3369,922,1365,612,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,113031,7673,14801,3276,6672,1936,973,794,0,207,1464,829,509,387,80,101,123,145,1111,800,463,441,478,455,555,275,514,448,364,240,38,67,8129,2097,656,648,71,114,1778,969,544,397,569,406,189,206,805,596,776,442,1331,637,263,283,827,452,146,197,174,173,98230,8224,50575,4742,7015,1441,1258,645,7772,1224,4895,1209,2237,1079,2221,752,6391,1765,6163,1682,4477,1191,4484,1086,2197,865,996,456,469,326,47655,5303,6857,1526,1440,701,6449,1374,3764,1182,749,436,2839,868,6223,1577,5041,1347,3732,1093,4810,1366,3679,1032,1310,500,762,447,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,542550,21576,94494,9114,42559,4536,7120,1730,1922,914,8627,2216,2984,1177,1593,799,1910,1024,4936,1432,2733,1151,3215,1069,2998,1022,2338,852,1367,604,816,446,51935,6216,6003,1627,1316,535,10117,2427,3612,1202,1372,550,1446,787,6638,1814,5552,1395,3764,1132,4230,1281,3503,1070,2811,895,1571,557,448056,19926,226735,11960,26926,3097,6201,1708,33293,3640,14963,2550,4402,1293,9345,1993,27990,3518,28002,3698,27026,3315,19408,2450,16065,2863,8129,1412,4985,1238,221321,12293,29944,3806,4654,1238,30381,3457,13886,2275,3882,1040,10670,1979,21218,2823,27145,3599,25543,3056,20409,2852,15110,1975,11948,2363,6531,1463,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
