GEO_ID,B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,NAME,B13002A_001EA,B13002A_001MA,B13002A_002MA,B13002A_002EA,B13002A_003MA,B13002A_003EA,B13002A_004EA,B13002A_004MA,B13002A_005EA,B13002A_005MA,B13002A_006EA,B13002A_006MA,B13002A_007EA,B13002A_007MA,state
0400000US15,74336,1731,5633,1131,5142,1065,491,262,68703,1961,35955,2097,32748,1664,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,345852,3569,22838,2414,17708,2080,5130,1234,323014,4376,161627,5228,161387,5963,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2061907,8886,98051,4591,70687,3815,27364,2661,1963856,9425,878843,9854,1085013,12055,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1263551,4765,63439,4141,42042,3219,21397,2605,1200112,6195,557553,8840,642559,9169,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,617931,2887,34556,2521,26665,2351,7891,1460,583375,4030,268208,5335,315167,5504,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,547480,3303,31438,2627,24214,2302,7224,1598,516042,4243,254818,5951,261224,6483,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,879728,3524,45849,3376,31231,2689,14618,2305,833879,4667,399394,7299,434485,7432,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,651822,4183,35647,3707,25139,2866,10508,2268,616175,5142,289090,6766,327085,7040,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,264577,1556,14034,1749,9807,1618,4227,1053,250543,2222,108783,3600,141760,3838,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,731641,4625,39097,2890,31497,2676,7600,1391,692544,5716,322771,6637,369773,6112,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1246331,6349,56644,4314,38115,3231,18529,2691,1189687,8138,464917,6948,724770,8065,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1702938,4679,86141,3735,61642,2920,24499,2071,1616797,6380,716956,9284,899841,9590,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1012854,3800,53373,3001,42535,2606,10838,1294,959481,4921,439824,6379,519657,6895,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,380287,3084,17894,2187,12647,1756,5247,1303,362393,3507,182990,5518,179403,4968,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1112499,3980,63347,3726,43302,3150,20045,2055,1049152,5529,483940,8145,565212,8197,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,195092,1751,10686,1728,8353,1535,2333,817,184406,2353,86106,3816,98300,3841,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,369888,2658,24015,2095,18161,1712,5854,1035,345873,3555,167695,3926,178178,4284,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,421211,6278,21520,2537,15117,2195,6403,1461,399691,6459,177017,5782,222674,7032,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,273045,1917,12371,1708,8088,1353,4283,1120,260674,2554,109657,3345,151017,3417,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1330865,7623,61365,4170,48375,3630,12990,2509,1269500,8334,560270,8471,709230,9355,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,346682,4895,21027,2764,11826,1749,9201,2236,325655,5668,132035,4049,193620,5712,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2812014,12512,128765,5954,96973,5482,31792,3198,2683249,13624,1106771,13602,1576478,15829,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1596517,7560,78500,4558,59202,3749,19298,2643,1518017,9574,749702,10580,768315,11659,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,143411,1308,9325,1295,7440,1165,1885,634,134086,1796,65294,2843,68792,3149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2103074,4801,116647,5228,80950,4490,35697,2972,1986427,6625,887595,11042,1098832,11124,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,630401,2998,41659,2359,29965,2255,11694,1621,588742,3592,293843,5378,294899,5639,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,786952,5289,40601,3305,28725,2443,11876,2185,746351,5777,328973,7373,417378,9078,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2240690,6729,109019,4706,78272,3625,30747,2770,2131671,7120,930406,9890,1201265,9309,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,197557,3096,8154,1326,6229,1354,1925,634,189403,3173,74452,3395,114951,3658,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,744618,4174,38706,3430,27347,2669,11359,1880,705912,5772,336687,7721,369225,7601,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,155085,1864,9951,1363,8136,1165,1815,628,145134,2274,72376,2204,72758,2711,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1188964,4471,56402,4124,38101,3356,18301,2404,1132562,5999,553439,9640,579123,8687,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5016262,18792,283519,9997,201800,8593,81719,5865,4732743,19149,2247339,21066,2485404,21290,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,657303,3549,44358,3838,38479,3042,5879,1557,612945,5104,315081,6066,297864,7174,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,129342,1093,4898,1199,3418,959,1480,570,124444,1448,51237,2496,73207,2564,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1304911,6052,66514,4220,53071,3524,13443,2113,1238397,6666,602111,9345,636286,9432,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1260399,6173,68087,4363,50972,3701,17115,2530,1192312,7131,560683,7196,631629,9548,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,366539,3053,16816,2037,9923,1511,6893,1439,349723,3641,161037,5271,188686,5419,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1073601,4144,53657,3218,40272,2890,13385,1960,1019944,5406,457833,6726,562111,7775,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,113719,1979,6097,1352,4423,1109,1674,865,107622,2570,54434,2864,53188,3066,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,512866,10477,14002,2258,4936,1588,9066,1719,498864,10326,145837,6514,353027,10821,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
