GEO_ID,B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,NAME,B20001_001MA,B20001_001EA,B20001_002MA,B20001_002EA,B20001_003EA,B20001_003MA,B20001_004EA,B20001_004MA,B20001_005MA,B20001_005EA,B20001_006MA,B20001_006EA,B20001_007EA,B20001_007MA,B20001_008MA,B20001_008EA,B20001_009EA,B20001_009MA,B20001_010EA,B20001_010MA,B20001_011MA,B20001_011EA,B20001_012MA,B20001_012EA,B20001_013MA,B20001_013EA,B20001_014EA,B20001_014MA,B20001_015EA,B20001_015MA,B20001_016MA,B20001_016EA,B20001_017MA,B20001_017EA,B20001_018EA,B20001_018MA,B20001_019EA,B20001_019MA,B20001_020EA,B20001_020MA,B20001_021EA,B20001_021MA,B20001_022MA,B20001_022EA,B20001_023MA,B20001_023EA,B20001_024EA,B20001_024MA,B20001_025EA,B20001_025MA,B20001_026MA,B20001_026EA,B20001_027MA,B20001_027EA,B20001_028MA,B20001_028EA,B20001_029EA,B20001_029MA,B20001_030EA,B20001_030MA,B20001_031EA,B20001_031MA,B20001_032EA,B20001_032MA,B20001_033MA,B20001_033EA,B20001_034MA,B20001_034EA,B20001_035MA,B20001_035EA,B20001_036EA,B20001_036MA,B20001_037EA,B20001_037MA,B20001_038MA,B20001_038EA,B20001_039MA,B20001_039EA,B20001_040EA,B20001_040MA,B20001_041EA,B20001_041MA,B20001_042EA,B20001_042MA,B20001_043EA,B20001_043MA,state
0400000US01,2303395,17517,1201944,10889,65269,3839,42125,3525,39312,3210,28321,2992,48652,4133,26325,3522,46285,4295,31577,3189,56293,4512,33281,3188,71633,5167,84871,5112,61061,4664,70699,4892,50338,3884,69607,4276,83786,4596,63749,4196,95967,5077,132793,5189,1101451,11052,82406,5228,51093,4031,58592,4005,44570,3975,70297,4747,42589,3873,64545,4975,40573,3844,66113,4578,35386,3375,80586,5244,80279,4805,64583,3952,57668,3572,41003,2948,53361,3697,53002,3677,34496,3357,40331,3645,39978,2939,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,411863,5844,229871,3988,10292,1291,6018,1182,9764,1466,5440,1521,6884,1107,2813,788,7869,1436,3138,916,10387,1668,4622,1250,13967,2189,13632,2055,9587,1608,13010,1828,9892,1876,10839,1534,15075,1944,15635,2391,25028,2473,35979,2480,181992,3450,12751,1621,7857,1380,8788,1545,3813,812,7357,1138,3413,986,8102,1623,3398,951,10379,1730,5020,1076,13343,1713,12740,1725,10753,1667,9546,1480,8394,1609,8456,1442,12782,1714,9790,1492,14437,1896,10873,1579,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3470659,15572,1858535,11556,87899,5418,59244,3879,72683,3480,47939,3538,83776,4829,39696,4141,70523,4374,46521,4287,100267,5564,48098,3840,120299,6752,126182,7011,111941,6603,108200,5165,77516,5255,88712,5127,117561,6163,83338,4926,144203,5006,223937,6545,1612124,13189,110878,5732,68161,4574,75600,4462,55450,4064,93458,4982,50893,4302,71381,4545,46536,4305,100522,5376,50116,4422,114349,5556,125732,5408,103928,5357,96132,4923,59564,4217,74951,4198,89007,4420,59940,3675,80751,4478,84775,4696,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1437265,11222,748937,8564,35856,2977,24415,2720,24740,2714,19422,2523,33675,3296,16524,2004,28048,2762,19567,3064,40120,3505,23282,2612,54263,4006,57148,3576,43745,3914,47055,3616,34478,3564,40576,3066,49000,3663,39079,3400,52411,3869,65533,4153,688328,8091,43790,3138,32588,2898,32046,3018,26732,3000,42725,3410,23198,2701,39286,3408,24786,2618,45957,3500,25625,3103,60465,4549,52367,4310,43476,3852,37382,3784,30984,2508,26794,2868,32970,3043,23658,2347,22652,2575,20847,2429,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20571695,43955,11106552,26171,424272,10267,299116,10234,348067,10171,256852,9413,469566,12170,224785,9049,395356,10054,278947,8558,577537,14488,293046,8866,638976,13506,706359,14658,540158,13586,568648,14559,402841,11240,503116,11139,682887,13071,543054,12744,962885,18025,1990084,20203,9465143,30606,537705,11961,401756,10488,461230,11365,325996,10852,573298,12712,270403,8756,434304,11077,266892,8800,532813,12447,269206,9697,550372,12278,593818,12510,457160,12692,473604,11394,334666,10058,388634,11584,516752,10477,419348,12292,721942,12172,935244,14950,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3223059,14885,1731333,9383,76660,4709,55715,3344,55074,3990,37347,3563,63482,4197,30182,2531,52013,4287,29219,2973,67109,3887,41261,3160,90953,5634,109582,5804,90182,5774,95783,5149,74025,4241,94727,4987,131537,6183,96084,4689,162170,5983,278228,6507,1491726,9568,100517,5065,71430,4106,66171,4306,49708,3065,81920,4455,40004,3034,59982,4013,36849,3369,75701,4619,39275,3695,89171,5329,99361,4103,95467,5502,90919,5045,69091,4165,73633,4372,91018,4362,69781,4722,92654,5197,99074,4609,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1995576,13510,1024083,7905,50842,3060,33347,3087,33531,3159,18477,2291,34760,2855,13885,1990,27357,3245,18935,2678,37388,3592,18278,2586,45896,3933,54495,3812,38396,3368,50497,3745,40214,4000,56767,3783,73001,3924,63886,3840,111306,4863,202825,6054,971493,10425,63087,4048,45582,3725,39660,3180,25846,3201,45326,3517,25205,3048,36462,3390,21813,2716,44076,3235,21439,2305,59961,3772,66487,4273,49097,4013,45452,3976,40898,3202,46985,3476,68552,4443,47929,3869,89465,4481,88171,4153,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,483092,6012,249004,3824,14050,2074,9888,1424,8514,1533,5573,1392,8437,1411,3727,1253,6642,1602,5135,1125,10241,1671,3866,1190,17339,2859,15685,2264,11981,1888,12471,1831,11040,1507,11518,1539,19049,2177,16937,2447,22281,2680,34630,2528,234088,4413,13568,2024,9206,1661,11541,1602,9583,1873,11616,1821,4863,1094,7934,1497,4971,1407,11706,2111,5835,1334,15170,2228,17888,2279,12132,1644,14290,1992,9800,1701,10261,1384,16863,2321,9646,1397,20205,2420,17010,1766,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,420037,6345,203070,4300,8388,1396,5727,1515,5592,1248,3623,1222,6248,1836,2193,764,2855,814,3937,1423,4255,1029,3554,1127,7493,1306,10193,1717,6628,1327,8525,1498,6398,1782,10013,2022,14993,2115,14548,2325,22479,2291,55428,2514,216967,4660,12231,2113,9490,1446,7567,1187,3212,1002,6679,1247,2891,826,5587,1438,2747,893,6854,1746,3039,977,8961,1642,8583,1646,6474,1343,10166,1573,7628,1580,13218,2067,18078,2184,16910,2079,21867,2218,44785,2965,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10399422,32766,5430055,19597,229172,8481,153560,8450,178960,9399,128084,6013,252390,9768,130663,7749,235762,9789,158085,9148,329982,12182,158655,8589,401947,10851,414771,13173,317959,10386,333768,13636,225120,9895,273435,11171,316347,10830,234050,8448,352591,10343,604754,10860,4969367,21432,279813,8738,199554,8820,235379,9327,178118,9134,304677,11221,154834,7478,281080,11230,181190,8890,332271,11796,185853,9401,400098,11887,372722,13672,299298,8155,299007,9456,197425,8590,211737,8953,237533,9045,171758,7536,224424,9010,222596,7373,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
