GEO_ID,B19201_001E,B19201_001M,B19201_002E,B19201_002M,B19201_003E,B19201_003M,B19201_004E,B19201_004M,B19201_005E,B19201_005M,B19201_006E,B19201_006M,B19201_007E,B19201_007M,B19201_008E,B19201_008M,B19201_009E,B19201_009M,B19201_010E,B19201_010M,B19201_011E,B19201_011M,B19201_012E,B19201_012M,B19201_013E,B19201_013M,B19201_014E,B19201_014M,B19201_015E,B19201_015M,B19201_016E,B19201_016M,B19201_017E,B19201_017M,NAME,B19201_001EA,B19201_001MA,B19201_002EA,B19201_002MA,B19201_003EA,B19201_003MA,B19201_004MA,B19201_004EA,B19201_005MA,B19201_005EA,B19201_006EA,B19201_006MA,B19201_007EA,B19201_007MA,B19201_008EA,B19201_008MA,B19201_009MA,B19201_009EA,B19201_010MA,B19201_010EA,B19201_011EA,B19201_011MA,B19201_012MA,B19201_012EA,B19201_013EA,B19201_013MA,B19201_014EA,B19201_014MA,B19201_015EA,B19201_015MA,B19201_016MA,B19201_016EA,B19201_017MA,B19201_017EA,state
0400000US01,637976,11803,101492,5056,76702,4345,68733,4435,56901,4115,40926,3029,41051,3447,34199,3070,31785,3140,21475,2757,45920,2837,43111,3508,35204,3132,19432,2230,8409,1531,6531,1569,6105,1317,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,83340,3526,7169,1441,4897,855,4295,982,5419,1216,4928,978,4122,1001,3888,937,4150,1094,4079,1148,7348,1256,9342,1475,8657,1206,7060,1343,3304,956,2702,853,1980,583,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,900647,12664,115115,6034,67838,4054,67246,4151,69212,4478,55923,3602,55469,3574,50493,3993,52466,4324,40325,3514,69460,4037,78706,4631,76382,3830,42722,3280,20048,2537,19645,2069,19597,2387,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,398383,9741,65208,4179,51706,3311,41743,2853,39279,3310,28503,2749,26279,2623,17589,1989,20397,2583,14463,1668,24141,2485,27649,3140,19742,2217,10806,2003,4477,1016,3883,1098,2518,830,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4094480,23476,422274,11758,366625,9946,235904,6707,245464,8068,186629,7274,196376,7424,167925,6861,174972,7214,140992,6239,288197,7139,364233,8910,426140,10815,300308,10098,167657,5483,189424,6762,221360,6743,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,772400,9837,77408,4728,47830,3352,44759,3343,48657,4127,42423,3378,46003,3734,44088,3254,40276,3473,37617,3090,69816,4135,77692,4292,76239,3852,48311,3142,26773,2823,22935,2618,21573,1936,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,479469,8915,45844,3460,34637,3190,31011,2418,31241,2707,26018,2308,26972,2558,23306,3023,22445,2420,20901,2575,42176,3501,46866,3510,48915,3584,28013,2636,16564,2272,18323,2285,16237,1943,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,122142,5418,15299,2026,11145,1853,8170,1622,7619,1384,7626,1311,7719,1495,6034,1277,5089,1161,5935,1318,8810,1652,11992,1727,11650,1655,6364,1116,3249,908,3325,946,2116,749,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162118,4407,18470,2557,8221,1465,5704,1188,5926,1039,6288,1348,4127,1181,4707,1039,4481,1047,4615,1125,9244,1566,16106,2111,19447,2019,16369,2195,10674,1653,12668,1538,15071,1693,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2746458,24558,355116,9946,240062,8663,231621,7812,218176,8843,179083,7551,176996,7888,156324,7575,148082,6944,118787,6296,218602,7784,223767,8311,204628,7201,108886,5107,51182,3332,54729,3700,60417,3622,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1219291,15231,165997,7617,111713,5394,95597,5054,89428,5884,79038,4816,76756,5487,63524,4768,62773,4475,56676,4071,92837,5130,104771,6572,97981,5538,53937,4093,22093,2952,22035,2525,24135,2673,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,137742,4408,18220,1972,8952,1398,7536,1278,8232,1531,6996,1271,7492,1603,7892,1317,7103,1283,5997,958,11182,1531,12823,1744,14773,2111,8979,1411,3902,1157,3622,716,4041,902,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,205361,6826,28139,3288,20569,2681,17081,2350,20286,2673,13557,2084,14272,2368,12990,2153,12553,1699,9455,1843,15663,2408,14194,1991,12698,1833,7699,1843,2351,711,2253,733,1601,565,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1725129,16145,220044,7292,134321,5700,129716,6260,125163,4518,101118,4189,95516,5055,84518,4928,82419,4655,70811,3971,128990,4940,158349,5215,162775,6626,94959,5165,47500,3406,43850,3557,45080,2857,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,897197,11650,115153,4839,82233,4341,80140,4342,80244,4766,67831,4499,62278,4064,55658,3469,51773,3452,39674,3177,67397,3837,70041,4301,61899,4304,28250,2810,14670,1951,9238,1581,10718,1811,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
