GEO_ID,B25116_001E,B25116_001M,B25116_002E,B25116_002M,B25116_003E,B25116_003M,B25116_004E,B25116_004M,B25116_005E,B25116_005M,B25116_006E,B25116_006M,B25116_007E,B25116_007M,B25116_008E,B25116_008M,B25116_009E,B25116_009M,B25116_010E,B25116_010M,B25116_011E,B25116_011M,B25116_012E,B25116_012M,B25116_013E,B25116_013M,B25116_014E,B25116_014M,B25116_015E,B25116_015M,B25116_016E,B25116_016M,B25116_017E,B25116_017M,B25116_018E,B25116_018M,B25116_019E,B25116_019M,B25116_020E,B25116_020M,B25116_021E,B25116_021M,B25116_022E,B25116_022M,B25116_023E,B25116_023M,NAME,B25116_001MA,B25116_001EA,B25116_002EA,B25116_002MA,B25116_003MA,B25116_003EA,B25116_004MA,B25116_004EA,B25116_005EA,B25116_005MA,B25116_006MA,B25116_006EA,B25116_007EA,B25116_007MA,B25116_008EA,B25116_008MA,B25116_009MA,B25116_009EA,B25116_010EA,B25116_010MA,B25116_011MA,B25116_011EA,B25116_012MA,B25116_012EA,B25116_013MA,B25116_013EA,B25116_014EA,B25116_014MA,B25116_015EA,B25116_015MA,B25116_016EA,B25116_016MA,B25116_017MA,B25116_017EA,B25116_018MA,B25116_018EA,B25116_019EA,B25116_019MA,B25116_020EA,B25116_020MA,B25116_021EA,B25116_021MA,B25116_022MA,B25116_022EA,B25116_023MA,B25116_023EA,state
0400000US01,1841665,12421,1253199,12678,318147,7768,87953,4192,74939,3846,76074,4273,79181,3972,935052,11710,461417,9514,212623,5054,167667,3676,93345,3037,588466,10414,233198,7468,129892,5544,46489,3278,31580,2718,25237,2422,355268,9253,290211,8366,36590,3151,19106,2214,9361,1188,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,35018,2886,12288,2012,10275,1355,6409,1025,6046,1058,124326,3562,68127,2847,29021,1631,19975,1519,7203,942,91397,3639,28486,2750,16933,2292,5101,831,4349,928,2103,613,62911,2960,53961,2712,6096,1026,2012,586,842,414,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,392862,9520,111206,5517,88037,4397,98733,4607,94886,4788,1259459,11978,591809,9965,272658,5780,244507,5683,150485,4240,900651,12842,317758,9116,180802,7203,55632,3772,42678,3232,38646,3116,582893,11073,477663,10263,57821,4299,29146,2392,18263,2118,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,186423,6490,50315,3399,43152,3091,45206,2652,47750,2969,565976,10767,286065,8374,122914,3965,98731,3292,58266,2332,400683,9039,149629,6173,79365,5712,32014,3223,19911,1985,18339,1940,251054,7957,208833,6989,24930,2508,11142,1589,6149,974,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,1422817,15402,361103,9145,322695,7660,352846,8225,386173,7778,5702273,24401,2807969,19075,1371817,12525,954182,9907,568305,7670,5880007,28546,1702607,22456,898259,18733,313460,9864,252056,8117,238832,8248,4177400,29068,3323081,24633,505329,10469,226581,6142,122409,5912,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,309438,7005,94164,4632,78365,4167,77123,3674,59786,3328,1085386,10411,594765,8762,241857,4177,167100,3559,81664,2999,744383,11664,269297,9349,158540,7305,46080,4095,33313,3173,31364,2748,475086,9700,406161,9422,39176,2819,19571,2372,10178,1396,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,203150,6476,56238,4070,48727,3299,48581,3238,49604,2692,695084,7445,342286,7073,176689,4243,112446,3353,63663,2852,458528,7656,190059,6992,90400,5175,38696,3029,28362,2666,32601,2659,268469,7373,212581,6266,29507,2780,15259,2091,11122,1652,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,59900,3467,17811,2287,14495,1753,14626,1644,12968,1394,194048,5435,89219,4328,46843,2217,37279,1773,20707,1309,103989,4386,39276,2862,21948,2507,7245,1477,5032,1082,5051,992,64713,4286,53107,3778,5672,1250,3744,902,2190,586,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,45099,2687,20588,2057,9898,1266,6902,1152,7711,1266,73706,3280,41681,2522,12977,1373,11235,1283,7813,1048,162670,3861,82045,3881,54771,3505,11925,1569,9444,1309,5905,1117,80625,3687,66452,3312,7452,1265,3680,908,3041,754,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,1309846,19173,284872,9363,292570,9736,344183,8077,388221,9721,3700341,26267,1591065,18320,833890,11821,770429,10821,504957,9168,2679777,21534,908147,14571,486466,11054,166805,6644,122415,5380,132461,5729,1771630,20391,1386017,20004,211714,7075,110836,5537,63063,3980,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3745074,16431,2354922,19925,524939,11388,166574,8067,124611,6005,121997,4738,111757,5002,1829983,18922,980416,15269,401499,8764,297310,6420,150758,4727,1390152,18759,475855,11612,281786,9725,88231,4891,60837,4056,45001,3000,914297,17992,762099,16771,89910,5450,42620,3712,19668,2268,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,458078,4221,268078,4714,53875,3226,13561,1888,11578,1577,15505,1538,13231,1522,214203,4146,83168,3561,51789,2509,47169,2303,32077,1884,190000,4482,57898,3541,27516,3269,10960,1421,9915,1570,9507,1328,132102,4475,101173,3747,16077,1681,9208,1445,5644,1145,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,625135,5980,435493,6933,100757,5376,26289,3339,25523,2278,23917,2684,25028,2471,334736,7207,176743,5597,70272,2944,58299,2414,29422,1813,189642,6433,70926,4618,40394,4205,11640,1888,9131,1621,9761,1722,118716,5914,102239,5621,10519,1832,4312,1123,1646,428,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4808672,14430,3182232,18239,760941,12811,228306,6899,171593,5613,169836,5425,191206,5193,2421291,17785,1279203,13492,553214,7769,375941,6059,212933,4537,1626440,15529,665513,10759,361768,10979,121360,5564,90635,4352,91750,3922,960927,11936,781326,11209,105205,5096,45304,2917,29092,2596,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
