GEO_ID,B27011_001E,B27011_001M,B27011_002E,B27011_002M,B27011_003E,B27011_003M,B27011_004E,B27011_004M,B27011_005E,B27011_005M,B27011_006E,B27011_006M,B27011_007E,B27011_007M,B27011_008E,B27011_008M,B27011_009E,B27011_009M,B27011_010E,B27011_010M,B27011_011E,B27011_011M,B27011_012E,B27011_012M,B27011_013E,B27011_013M,B27011_014E,B27011_014M,B27011_015E,B27011_015M,B27011_016E,B27011_016M,B27011_017E,B27011_017M,NAME,B27011_001MA,B27011_001EA,B27011_002MA,B27011_002EA,B27011_003MA,B27011_003EA,B27011_004EA,B27011_004MA,B27011_005EA,B27011_005MA,B27011_006MA,B27011_006EA,B27011_007MA,B27011_007EA,B27011_008MA,B27011_008EA,B27011_009EA,B27011_009MA,B27011_010EA,B27011_010MA,B27011_011EA,B27011_011MA,B27011_012MA,B27011_012EA,B27011_013MA,B27011_013EA,B27011_014MA,B27011_014EA,B27011_015EA,B27011_015MA,B27011_016EA,B27011_016MA,B27011_017MA,B27011_017EA,state
0400000US01,2841107,6352,2017617,15196,1903433,16150,1679467,17673,1609631,18183,129107,6137,223966,10279,114184,6187,66383,4932,47138,4111,23089,2643,47801,3693,823490,14336,685465,14366,410200,10082,359308,11860,138025,8291,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,440283,2719,345484,4508,319527,4989,268199,5839,238379,5832,46432,4088,51328,4026,25957,2590,17634,2110,7038,1440,11348,1569,8323,1446,94799,4132,76358,3683,47206,3218,37141,2708,18441,2269,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3989659,5587,3039775,13634,2874084,14906,2502156,18060,2199603,21722,384308,11634,371928,11376,165691,8417,126008,6915,56621,4527,73911,5673,39683,3911,949884,13796,809420,13280,447358,9915,420935,11006,140464,6036,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1717192,4011,1259018,11700,1192692,12854,1069071,13415,961157,14078,156152,7329,123621,7114,66326,4594,46734,4065,21094,2838,27082,3018,19592,2682,458174,11137,404232,10318,191153,8189,258032,9647,53942,4625,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24069284,13917,18576957,43140,17524639,46444,15891744,52946,13522992,57391,2779549,31125,1632895,22403,1052318,18464,871616,15851,424971,10959,477166,12529,180702,9275,5492327,41553,4867541,38441,2711763,26295,2429277,29494,624786,16120,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3421064,4580,2780864,14544,2672180,15181,2411239,14606,2154703,14468,334347,11196,260941,10164,108684,5473,89066,4827,49704,3548,43153,3423,19618,2521,640200,13716,569856,11880,366380,10141,249118,7686,70344,4768,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2164155,3906,1744638,10804,1641113,11856,1522893,13410,1361503,16014,195714,9145,118220,8395,103525,5598,88943,5367,44507,3341,47500,4574,14582,2597,419517,10451,386922,10289,236611,7521,173133,8140,32595,3799,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,559655,2350,418267,5746,397094,6335,369236,6894,338146,7627,43177,3967,27858,3209,21173,2684,18191,2392,10586,1936,8324,1408,2982,1011,141388,5551,130232,5438,90038,4919,52374,4729,11156,1753,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,468689,1815,377913,5337,353254,5153,336416,5551,298934,5947,44796,4125,16838,2989,24659,2619,23045,2659,9659,1857,14610,2107,1614,579,90776,5545,85282,4988,43649,3505,47254,3964,5494,1995,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12081518,9969,9209616,30913,8718106,32911,7218987,43820,6757174,45643,681127,18006,1499119,30347,491510,12849,296997,11041,198565,9750,115305,6188,194513,8668,2871902,29942,2263575,28181,1440596,23556,1006526,20200,608327,17207,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6198581,8452,4770799,23086,4510802,22677,3780588,26164,3632636,26376,253423,10265,730214,18159,259997,10714,152591,8271,107127,6377,52034,4684,107406,6801,1427782,21604,1100123,17683,733028,13061,474337,15057,327659,12398,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,802826,2934,645367,6565,617994,7197,594449,7957,548492,8443,68351,4764,23545,3163,27373,2751,22874,2709,15062,2129,8328,1748,4499,1079,157459,5939,141000,5493,92869,4186,61679,4228,16459,2230,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,964996,3769,739744,7734,711552,8556,612156,9337,585060,9344,51025,4361,99396,6237,28192,3178,17703,2643,13024,2184,5342,1441,10489,1726,225252,7293,185398,6945,129249,5743,76761,5235,39854,4007,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7669234,6747,6106827,23747,5747592,23135,5251136,25292,4751712,28440,610723,13743,496456,15698,359235,10651,285243,9592,139163,6867,154776,7541,73992,5357,1562407,21599,1381053,19675,861681,16482,599724,13121,181354,8589,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3910354,5624,3057392,15361,2919529,17403,2639798,19217,2450727,20937,257657,9635,279731,9877,137863,6360,101415,5713,58532,3795,47644,4089,36448,3922,852962,14192,744207,13355,448532,10317,356924,11165,108755,6135,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1825767,4225,1513437,8036,1462761,8802,1380214,9941,1271058,10837,151175,5513,82547,5143,50676,3650,41287,3077,23889,2331,20044,2302,9389,1425,312330,6584,284191,6907,179780,5792,127620,5265,28139,2923,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
