GEO_ID,B07403_001E,B07403_001M,B07403_002E,B07403_002M,B07403_003E,B07403_003M,B07403_004E,B07403_004M,B07403_005E,B07403_005M,B07403_006E,B07403_006M,B07403_007E,B07403_007M,B07403_008E,B07403_008M,B07403_009E,B07403_009M,B07403_010E,B07403_010M,B07403_011E,B07403_011M,B07403_012E,B07403_012M,B07403_013E,B07403_013M,B07403_014E,B07403_014M,B07403_015E,B07403_015M,NAME,B07403_001EA,B07403_001MA,B07403_002EA,B07403_002MA,B07403_003EA,B07403_003MA,B07403_004EA,B07403_004MA,B07403_005MA,B07403_005EA,B07403_006EA,B07403_006MA,B07403_007EA,B07403_007MA,B07403_008MA,B07403_008EA,B07403_009MA,B07403_009EA,B07403_010EA,B07403_010MA,B07403_011MA,B07403_011EA,B07403_012EA,B07403_012MA,B07403_013EA,B07403_013MA,B07403_014MA,B07403_014EA,B07403_015MA,B07403_015EA,state
0400000US01,4795339,12304,2317392,9622,2477947,8911,4158224,20321,2008437,13188,2149787,12814,387796,17237,182992,9398,204804,10227,147853,8260,75426,5357,72427,4920,101466,8690,50537,4613,50929,5303,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,736944,7515,385614,5080,351330,4720,595804,9147,309115,5011,286689,5631,81244,8051,42335,4567,38909,4106,16924,2747,10332,1824,6592,1311,42972,5364,23832,3274,19140,2915,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6791523,16060,3378529,11818,3412994,9753,5717189,24333,2833002,15736,2884187,14504,782513,20899,385762,12224,396751,12809,128607,9918,73900,6887,54707,5201,163214,11408,85865,6999,77349,6138,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949876,12055,1448397,7944,1501479,7977,2509717,16654,1230656,10195,1279061,9626,253819,13710,123913,8051,129906,7208,116490,8062,59322,4609,57168,4668,69850,6892,34506,3834,35344,4431,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38905127,33782,19336294,17010,19568833,23487,34009331,68358,16848720,38893,17160611,36880,3153923,52596,1584556,30260,1569367,28038,1080847,29010,563683,16229,517164,16097,661026,18084,339335,10922,321691,10980,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5475207,19640,2747977,11070,2727230,11841,4546729,22932,2273978,14746,2272751,11837,456750,17287,233961,10942,222789,8505,277432,11203,140200,6796,137232,6542,194296,13350,99838,6403,94458,8187,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3547363,11779,1731240,7175,1816123,7373,3136666,16246,1526915,10562,1609751,8098,243216,12272,120192,7786,123024,6182,68510,6358,36774,3717,31736,3770,98971,7408,47359,4096,51612,4682,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945556,6876,458354,4062,487202,4409,830905,8792,404108,4815,426797,5503,68559,6552,32133,3676,36426,4130,10439,3028,4517,1325,5922,2054,35653,4776,17596,3274,18057,2282,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683256,7079,326488,4835,356768,4258,554225,7670,265627,5247,288598,4384,64013,6510,29765,3976,34248,3985,0,198,0,198,0,198,65018,5748,31096,3285,33922,3655,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20404315,30465,9967193,20368,10437122,18138,17554348,46036,8546906,25805,9007442,27714,1746306,41479,848861,23823,897445,21761,656075,21858,349998,12337,306077,13441,447586,18829,221428,10468,226158,10719,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10218305,22113,4958955,14762,5259350,14119,8760762,36118,4235190,19481,4525572,23883,723011,21638,356327,10833,366684,14637,479576,17845,239352,9710,240224,11703,254956,13533,128086,7892,126870,7390,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1413620,9025,708166,5748,705454,4869,1231340,10978,612995,6685,618345,5869,108377,9733,56827,5448,51550,4988,7306,1638,4015,1014,3291,1006,66597,6850,34329,4264,32268,3462,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1672608,9376,836028,6112,836580,5885,1405344,15502,701502,8763,703842,9224,156668,13499,78658,7077,78010,7755,53642,6238,27665,3320,25977,3724,56954,5555,28203,2785,28751,3556,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12732252,16919,6257050,10092,6475202,10894,11026895,37393,5398310,20219,5628585,22765,1031520,27905,508469,15755,523051,16967,334402,16902,175910,9256,158492,9592,339435,14683,174361,7742,165074,8797,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6557752,13562,3224997,9439,3332755,9379,5633171,21965,2767476,13551,2865695,14322,546402,17976,270517,9574,275885,11686,246085,11325,123504,6553,122581,6750,132094,8302,63500,4326,68594,5665,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3096929,9758,1534765,7032,1562164,6017,2654666,12669,1318798,7645,1335868,7469,251167,11089,122141,6124,129026,6678,111738,6644,55163,3785,56575,4093,79358,7701,38663,4237,40695,4343,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2878948,11749,1432625,7337,1446323,7089,2413141,16713,1198947,11144,1214194,8202,260147,13342,130754,7708,129393,7306,106000,7217,52657,4213,53343,4078,99660,7863,50267,4099,49393,4580,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4384311,11383,2157601,7655,2226710,7955,3721100,18613,1826569,11157,1894531,10834,390671,14096,190937,8041,199734,8369,173050,9113,88377,5331,84673,5868,99490,8060,51718,4669,47772,4533,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4646562,12856,2270551,8787,2376011,8642,4030674,23379,1959870,13237,2070804,14648,349374,16701,173675,8883,175699,10655,164302,12115,83859,7056,80443,7042,102212,8836,53147,4700,49065,5241,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1311747,5731,640652,3662,671095,4028,1140136,8998,555805,5119,584331,5296,99353,6301,49068,3603,50285,3985,44833,4627,22859,2578,21974,2912,27425,3471,12920,2004,14505,2241,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5958135,13212,2891074,8769,3067061,9824,5168350,22507,2499616,13008,2668734,13785,440573,18974,214541,10509,226032,11021,165312,10738,86085,5617,79227,7180,183900,9130,90832,5888,93068,5642,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6738879,15487,3275498,9670,3463381,9553,5888011,21681,2852099,12534,3035912,12734,477834,18069,235064,10235,242770,10292,200001,10776,101673,5956,98328,6284,173033,9705,86662,5728,86371,5859,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
