GEO_ID,B15002G_001E,B15002G_001M,B15002G_002E,B15002G_002M,B15002G_003E,B15002G_003M,B15002G_004E,B15002G_004M,B15002G_005E,B15002G_005M,B15002G_006E,B15002G_006M,B15002G_007E,B15002G_007M,B15002G_008E,B15002G_008M,B15002G_009E,B15002G_009M,B15002G_010E,B15002G_010M,B15002G_011E,B15002G_011M,B15002G_012E,B15002G_012M,B15002G_013E,B15002G_013M,B15002G_014E,B15002G_014M,B15002G_015E,B15002G_015M,B15002G_016E,B15002G_016M,B15002G_017E,B15002G_017M,B15002G_018E,B15002G_018M,B15002G_019E,B15002G_019M,NAME,B15002G_001EA,B15002G_001MA,B15002G_002MA,B15002G_002EA,B15002G_003MA,B15002G_003EA,B15002G_004MA,B15002G_004EA,B15002G_005EA,B15002G_005MA,B15002G_006EA,B15002G_006MA,B15002G_007EA,B15002G_007MA,B15002G_008MA,B15002G_008EA,B15002G_009MA,B15002G_009EA,B15002G_010EA,B15002G_010MA,B15002G_011MA,B15002G_011EA,B15002G_012EA,B15002G_012MA,B15002G_013MA,B15002G_013EA,B15002G_014MA,B15002G_014EA,B15002G_015EA,B15002G_015MA,B15002G_016EA,B15002G_016MA,B15002G_017EA,B15002G_017MA,B15002G_018EA,B15002G_018MA,B15002G_019MA,B15002G_019EA,state
0400000US17,133585,7337,64652,4969,2417,693,5869,1349,10240,1587,2929,841,14882,2159,6267,1415,14893,2148,7155,1235,68933,4582,3163,1021,4429,1026,11184,1792,2571,814,14674,1954,7077,1406,15996,2010,9839,1589,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61666,4030,28912,2418,678,398,2579,855,5448,1021,2180,623,7511,1602,3522,736,3820,1044,3174,1058,32754,2940,1150,557,2501,766,4682,1059,2881,912,9106,1541,2665,781,6510,1511,3259,1029,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20625,2405,8881,1348,215,190,801,432,1996,791,586,384,2236,752,1197,517,850,404,1000,530,11744,1848,433,373,636,398,1849,750,319,232,3407,1034,1852,793,2208,684,1040,666,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37263,3154,19473,2135,798,485,1529,488,3883,1071,1805,752,4499,1118,1755,644,3592,864,1612,639,17790,2360,445,266,1166,503,3492,835,773,397,4308,888,3113,1235,2492,763,2001,674,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34300,3534,16672,2253,740,390,1659,661,2874,893,1053,434,4896,1255,1228,605,2298,628,1924,679,17628,2408,480,277,1267,661,2535,845,1279,484,4691,1359,2179,859,2906,797,2291,731,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,32342,3880,15225,2435,798,512,1340,554,2975,1146,1535,759,4311,1122,587,362,2449,887,1230,558,17117,2180,619,293,828,339,3256,1196,617,359,4685,1283,1999,785,2965,1079,2148,715,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12904,1446,6383,1030,75,77,501,323,1118,416,537,356,2106,826,498,328,1075,486,473,314,6521,1099,270,214,433,397,1069,493,293,183,1684,729,910,420,1246,455,616,359,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,84022,5764,38140,3202,1543,512,2199,720,6272,1347,1444,663,7224,1327,3207,862,9958,1602,6293,1335,45882,4320,1841,608,1807,681,5186,1271,1140,598,10383,2051,4345,953,10595,1509,10585,1883,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,90320,6541,44352,4457,4542,1556,3801,1342,8554,1995,1460,588,7809,1497,2135,883,9612,1674,6439,1393,45968,3894,4091,1142,3307,1081,8353,1934,1752,629,8170,1755,4498,1036,7908,1449,7889,1418,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,111620,5263,52208,3261,1277,514,5279,1020,10523,1694,3825,765,12840,1838,3729,849,9706,1431,5029,999,59412,3740,1835,709,3810,890,10877,1772,2751,853,17271,1681,4801,851,11105,1880,6962,1161,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,55418,3750,27911,2510,765,337,2056,840,5717,1074,1925,722,6411,1383,2642,717,5751,1157,2644,737,27507,2513,677,362,1786,689,3523,1015,1155,515,7167,1348,4357,1188,5956,1223,2886,638,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,16183,2498,7294,1365,566,517,402,227,1237,579,274,306,1273,696,1262,704,1266,635,1014,516,8889,2000,519,537,157,169,1352,607,381,303,2156,994,1095,447,1472,897,1757,923,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,60240,4459,32475,3236,921,453,2497,849,6440,1473,2872,830,8027,1692,2604,811,5289,1238,3825,1316,27765,2580,896,400,1837,620,4547,928,1302,484,7740,1442,2663,973,5258,1148,3522,881,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14618,1838,7209,1256,115,149,78,132,1529,649,792,459,2150,722,850,403,1194,555,501,293,7409,1446,190,175,393,320,1328,731,171,172,2183,795,893,417,1556,722,695,391,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17598,2208,8606,1364,602,460,693,392,1461,601,976,492,2116,692,605,272,1493,556,660,332,8992,1356,426,300,352,243,1384,540,179,124,3156,871,1129,479,1598,561,768,342,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,62909,4713,30823,3012,1090,581,1679,585,7562,1832,1673,657,9292,1738,3316,1061,3741,944,2470,645,32086,2711,836,485,2263,987,6816,1350,808,323,9190,1583,3317,941,6076,1507,2780,647,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12388,1734,6367,1277,348,282,286,198,1370,509,118,148,1703,836,505,356,935,448,1102,643,6021,1328,134,137,137,161,1557,641,61,111,1469,865,829,560,1379,418,455,277,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,103100,7041,50953,4050,2653,895,3132,936,10393,1808,1790,710,11378,2111,2895,866,12620,2065,6092,1292,52147,4160,2792,841,2882,849,8095,1626,1913,679,10563,1656,5067,1157,13526,1974,7309,1148,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31332,3148,15801,2219,384,251,1182,517,3075,1167,1013,539,4556,1117,1017,486,2560,961,2014,794,15531,1823,280,242,852,615,2507,802,964,577,4293,1051,1227,490,2386,715,3022,956,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,286854,11783,132657,7901,11304,2391,11309,2009,24153,3179,6874,1352,26332,3242,11515,2077,26285,2863,14885,2396,154197,6609,10773,1747,12839,1848,25553,3191,8528,2025,26878,2591,13436,1819,33172,3028,23018,2210,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,96693,6226,45813,3724,1951,780,4642,1107,7737,1396,3116,1016,11082,1869,4087,1078,9722,1690,3476,916,50880,4145,1635,585,2636,742,6575,1447,1464,615,14881,2447,4934,1104,11794,1795,6961,1466,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5365,1160,2897,842,143,119,140,215,533,366,288,233,405,300,759,484,558,450,71,144,2468,703,60,59,20,34,419,314,59,91,466,266,313,274,675,415,456,432,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,120848,6604,59407,4119,2143,775,4576,1293,13566,2011,5997,1561,14951,2104,4117,1025,9536,1509,4521,991,61441,4404,2036,716,4806,1246,12182,1837,2544,852,17022,2098,7287,1434,8734,1476,6830,1398,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,137886,4841,64490,3021,2402,683,6304,1073,17675,1445,3923,901,15528,1821,5035,895,9042,1126,4581,778,73396,2999,1732,469,4211,853,16567,1827,3770,824,21980,2232,6812,930,12012,1367,6312,1107,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,92589,5451,47047,3657,2901,1131,4196,1552,8063,1435,3799,1015,13119,2117,4098,1069,7349,1276,3522,969,45542,3604,1164,496,2885,813,5844,1247,2441,911,14844,1892,4798,1360,8926,1403,4640,1093,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,118073,6423,54985,4386,3252,1281,4556,1244,11529,2122,4199,1114,12485,1746,4458,1028,9335,1481,5171,1081,63088,4162,1590,557,6206,1378,12593,1877,2418,991,13397,2062,6114,1145,11889,1648,8881,1429,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13615,2358,5989,1569,240,198,262,179,2330,1073,568,405,417,349,708,457,968,531,496,333,7626,1530,214,161,717,473,1244,758,425,397,1835,867,953,489,1234,573,1004,623,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,40824,4677,19379,3001,769,460,2066,1049,3627,1074,1774,895,4122,1188,1664,646,3646,1228,1711,870,21445,2827,486,288,1549,736,3723,1051,956,566,6050,1572,3003,911,3230,925,2448,789,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9026,1750,4263,1039,25,58,199,272,965,469,533,340,1372,657,401,264,423,334,345,307,4763,1301,78,145,336,425,1171,623,39,79,1781,809,502,322,847,477,9,16,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,50630,4130,23326,2830,804,472,1260,531,5239,1492,1050,487,6490,1284,1922,792,4187,1098,2374,709,27304,2842,719,403,2168,729,5931,1578,954,531,7576,1572,1514,546,5787,1505,2655,860,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,315430,11900,151811,7551,8241,1855,9982,1776,26167,3967,12801,3241,35151,3077,13414,2248,29869,2725,16186,2215,163619,7189,10400,2343,9463,1744,22669,2893,6277,1421,44806,3223,17950,2637,35034,3442,17020,2030,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30967,3125,14396,2447,286,250,1088,636,2265,741,1231,624,4400,1331,1213,670,2809,897,1104,560,16571,2041,193,182,1250,562,2165,871,667,560,4107,1081,1251,562,4457,1143,2481,778,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5735,1069,2739,663,0,157,202,207,462,236,221,220,770,327,162,157,474,299,448,312,2996,770,58,100,90,100,279,203,0,157,418,389,351,304,1109,416,691,358,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,131619,7547,64670,4975,2929,1226,4401,1179,10674,1771,2745,858,14061,1898,7133,1914,13501,2017,9226,1465,66949,4612,2729,852,3751,1160,8023,1555,1683,584,16013,2155,7056,1490,16067,2160,11627,1612,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,184546,8181,91549,5156,1642,611,5571,1053,14010,2379,6246,1229,27534,3071,8166,1533,20143,2179,8237,1446,92997,5244,2615,923,3647,936,13697,2178,4158,1189,26743,2769,10716,1818,20994,2498,10427,1693,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8905,1663,4095,1003,120,108,451,296,1367,619,152,135,642,328,118,108,970,541,275,189,4810,1229,235,356,337,295,1070,582,246,188,1159,430,583,473,570,374,610,364,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,51014,3552,26878,2443,947,431,1658,564,5908,1289,2443,878,6734,1435,2155,657,4334,1001,2699,712,24136,2217,572,360,998,422,3660,787,1608,641,6381,1186,2864,715,5548,944,2505,793,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5869,1181,3015,878,0,201,112,135,490,253,515,439,827,514,363,300,527,438,181,191,2854,723,73,153,87,78,621,379,94,102,769,343,251,206,792,455,167,181,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120687,7888,58361,4831,8607,1752,4723,1178,18617,2667,1203,635,8286,1897,5824,1569,7315,1525,3786,1517,62326,4615,8694,1653,4230,1028,15056,1997,1031,522,7484,1881,6459,1701,13270,2425,6102,1622,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
