GEO_ID,C21001H_001E,C21001H_001M,C21001H_002E,C21001H_002M,C21001H_003E,C21001H_003M,C21001H_004E,C21001H_004M,C21001H_005E,C21001H_005M,C21001H_006E,C21001H_006M,C21001H_007E,C21001H_007M,C21001H_008E,C21001H_008M,C21001H_009E,C21001H_009M,C21001H_010E,C21001H_010M,C21001H_011E,C21001H_011M,C21001H_012E,C21001H_012M,C21001H_013E,C21001H_013M,C21001H_014E,C21001H_014M,C21001H_015E,C21001H_015M,NAME,C21001H_001EA,C21001H_001MA,C21001H_002EA,C21001H_002MA,C21001H_003EA,C21001H_003MA,C21001H_004EA,C21001H_004MA,C21001H_005EA,C21001H_005MA,C21001H_006EA,C21001H_006MA,C21001H_007EA,C21001H_007MA,C21001H_008MA,C21001H_008EA,C21001H_009MA,C21001H_009EA,C21001H_010EA,C21001H_010MA,C21001H_011EA,C21001H_011MA,C21001H_012EA,C21001H_012MA,C21001H_013MA,C21001H_013EA,C21001H_014MA,C21001H_014EA,C21001H_015EA,C21001H_015MA,state
0400000US29,3842751,2571,1865400,1988,1467911,1977,145714,6197,1322197,6647,397489,162,181528,5082,215961,5100,1977351,1125,1482346,1042,19960,2593,1462386,3032,495005,338,5584,1008,489421,1092,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,725391,1039,363310,660,276710,635,31636,3137,245074,3297,86600,137,40495,1983,46105,2012,362081,710,269210,497,5462,1114,263748,1261,92871,407,1215,436,91656,609,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1186111,866,580732,844,457804,850,42084,2770,415720,2990,122928,55,55712,2225,67216,2234,605379,506,453775,503,6435,1060,447340,1154,151604,53,2026,510,149578,502,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1218489,1938,617856,1534,458388,1380,57973,3926,400415,4139,159468,436,76275,2693,83193,2688,600633,1140,433400,1142,9656,1838,423744,2133,167233,358,2953,717,164280,833,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,991337,1333,484208,1187,380077,1176,33371,2602,346706,2951,104131,126,47700,2009,56431,2008,507129,347,383479,327,5503,1242,377976,1366,123650,108,2097,779,121553,783,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4020969,2919,1936314,1924,1492624,1830,68227,4116,1424397,4085,443690,347,172570,3958,271120,4013,2084655,1566,1505746,1458,7171,1328,1498575,1917,578909,298,3551,880,575358,907,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,657627,1726,320778,1452,225121,1486,35885,3125,189236,3437,95657,592,44804,2441,50853,2430,336849,810,226799,707,6285,1244,220514,1381,110050,409,2188,661,107862,842,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8944580,5354,4326991,3273,3368708,3313,181613,6948,3187095,7700,958283,720,341390,6955,616893,6940,4617589,2852,3394566,2582,24193,2413,3370373,3801,1223023,847,8302,1074,1214721,1343,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5212771,3616,2490993,3247,1924282,3192,194369,7343,1729913,7664,566711,558,240964,4827,325747,4848,2721778,1507,2012472,1500,30801,2400,1981671,2652,709306,342,8044,1537,701262,1529,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,498328,1273,252621,1115,202931,1118,20109,2213,182822,2408,49690,41,19392,1361,30298,1357,245707,547,186915,544,2468,538,184447,725,58792,45,392,212,58400,217,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7336762,2320,3556344,1798,2803014,1772,251331,7937,2551683,7726,753330,427,325478,5352,427852,5311,3780418,1325,2827590,1209,33034,2966,2794556,3111,952828,399,8471,1301,944357,1396,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2055805,1972,997666,1591,773840,1561,87695,3838,686145,3922,223826,153,105634,2824,118192,2834,1058139,1018,782116,993,13715,1642,768401,1743,276023,175,3761,897,272262,876,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2575686,1727,1257394,1245,962346,1184,91692,5233,870654,5602,295048,286,136464,4207,158584,4222,1318292,851,970246,827,13674,1946,956572,1927,348046,231,4891,966,343155,997,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7995223,2215,3870239,1569,2986037,1536,227299,6275,2758738,6284,884202,286,381733,5861,502469,5946,4124984,1160,2998221,1120,29305,2783,2968916,2985,1126763,257,10422,1454,1116341,1462,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,641012,1490,304983,925,236700,922,17192,1890,219508,2084,68283,103,28637,1828,39646,1845,336029,932,246166,863,1803,857,244363,1164,89863,243,793,376,89070,449,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2576649,2171,1238371,2051,937544,2003,109207,5104,828337,5670,300827,209,140351,4014,160476,3992,1338278,1149,977630,1141,14109,2096,963521,2325,360648,70,4779,953,355869,955,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,559176,884,277810,813,215920,802,21365,2257,194555,2464,61890,114,28353,1752,33537,1749,281366,238,209556,239,2486,686,207070,750,71810,30,965,387,70845,384,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3967005,2332,1910325,1947,1496875,1914,146429,6667,1350446,6564,413450,240,183043,4847,230407,4886,2056680,1010,1544931,978,21520,2950,1523411,2970,511749,216,5579,1354,506170,1361,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9488739,6598,4643627,4895,3648987,5102,408852,10681,3240135,11849,994640,1156,438707,6787,555933,6753,4845112,3122,3645784,3013,68230,4189,3577554,5180,1199328,1204,15289,2048,1184039,2282,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1742985,1746,864748,1036,723421,1024,44868,3348,678553,3363,141327,149,59383,2779,81944,2768,878237,1114,716353,1114,6724,1084,709629,1380,161884,120,1338,440,160546,465,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,473994,323,231190,303,179029,303,14000,1801,165029,1807,52161,4,19397,1453,32764,1453,242804,91,181379,89,2065,652,179314,670,61425,21,548,265,60877,264,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4161658,4265,2012237,3907,1576966,3930,220596,6167,1356370,6577,435271,537,205162,4638,230109,4624,2149421,1962,1619603,1966,43277,3076,1576326,3713,529818,457,9424,1207,520394,1392,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4119739,3258,2030173,3043,1592718,3024,195521,6727,1397197,7292,437455,398,206994,4766,230461,4802,2089566,1221,1575132,1235,34627,2710,1540505,3256,514434,463,9300,1373,505134,1410,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1342198,2380,652884,1740,500111,1703,48393,3281,451718,3443,152773,183,65496,2570,87277,2583,689314,1376,505652,1116,5962,1371,499690,1781,183662,561,1293,468,182369,731,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3799032,2371,1871067,1355,1465821,1319,112650,4153,1353171,4330,405246,306,170061,3385,235185,3450,1927965,1303,1443353,1268,15775,1935,1427578,2310,484612,259,4057,645,480555,737,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,379110,1032,191114,837,150512,838,19390,2532,131122,2674,40602,6,18688,1549,21914,1549,187996,442,143867,421,1780,641,142087,842,44129,94,434,269,43695,285,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17579,2884,9444,2112,7302,1839,481,375,6821,1745,2142,861,380,256,1762,789,8135,1872,6304,1779,50,85,6254,1795,1831,573,0,262,1831,573,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
