GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001MA,C17007_001EA,C17007_002MA,C17007_002EA,C17007_003MA,C17007_003EA,C17007_004EA,C17007_004MA,C17007_005MA,C17007_005EA,C17007_006MA,C17007_006EA,C17007_007MA,C17007_007EA,state
0400000US01,858782,16436,249552,8992,105482,5232,144070,6500,609230,15220,306463,10141,302767,9934,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,149444,6420,31393,3481,16876,2091,14517,2383,118051,5065,69580,3839,48471,2860,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1367499,21803,337048,11409,161525,7635,175523,8025,1030451,18068,527163,12929,503288,9519,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,545226,14481,167584,7758,76511,5520,91073,4849,377642,11054,191316,7368,186326,6668,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6982736,46493,1778507,25998,783250,16617,995257,18880,5204229,38533,2725389,26969,2478840,26103,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1188697,14688,249921,7267,114420,5706,135501,5874,938776,13423,495908,8683,442868,9137,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,689049,13517,138830,7113,62089,4569,76741,4728,550219,11715,269027,8876,281192,8049,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,179620,8340,47915,3564,18932,2278,28983,2821,131705,6858,63425,4455,68280,4191,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255095,7167,49465,4389,22326,3240,27139,3090,205630,6487,99780,4739,105850,4509,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4169903,40548,1037017,20873,458759,12551,578258,15950,3132886,32601,1581600,21661,1551286,20414,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1783481,23068,463907,12186,202007,8115,261900,9326,1319574,22160,667741,13712,651833,13396,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,235336,7519,55119,3371,24540,2434,30579,2701,180217,6827,97970,4566,82247,3696,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,304225,10961,84596,5728,37516,4111,47080,4007,219629,9636,114206,7203,105423,5512,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2417586,22715,565222,12417,252469,8785,312753,9246,1852364,21364,932053,12941,920311,14969,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1275402,17156,337723,9893,153099,6314,184624,7921,937679,14982,472500,9677,465179,11063,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,654485,11354,154785,6221,69559,3761,85226,4398,499700,9897,258077,6567,241623,7334,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,551777,11329,138809,6563,63388,4064,75421,4651,412968,10261,214486,6853,198482,6296,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,835938,14361,258795,8899,115107,5390,143688,5918,577143,10807,292629,8643,284514,7240,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,871940,16548,277068,9443,119040,6530,158028,6293,594872,13903,306100,9888,288772,7831,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,313823,8585,78354,4482,34561,2783,43793,3414,235469,7467,115354,5147,120115,4638,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1084620,19794,218299,10423,94877,5305,123422,7330,866321,15113,417951,9281,448370,10179,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1428658,21409,302884,9614,133515,6241,169369,6501,1125774,17886,541811,11026,583963,12263,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2000759,19287,525129,12313,240367,8241,284762,7853,1475630,14712,746838,10634,728792,9659,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1138713,15754,236084,6511,110049,5192,126035,5068,902629,15065,458278,8856,444351,9710,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,516052,15041,176215,8507,72973,5389,103242,5617,339837,11110,171358,6947,168479,7381,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1214988,19409,306423,10542,136586,5869,169837,7152,908565,16312,448598,9363,459967,10247,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,229684,8627,56945,4093,26637,3153,30308,2730,172739,7631,92065,4542,80674,4694,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,376363,9232,82032,3638,36564,2699,45468,2936,294331,8058,154425,5534,139906,4382,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,613583,16792,141843,8708,67658,5400,74185,5489,471740,13835,264451,8785,207289,8200,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,270715,8770,47420,3550,19830,2130,27590,2977,223295,7526,111747,4889,111548,4554,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1420533,21251,300968,9991,126274,5721,174694,7711,1119565,18332,546362,11635,573203,10830,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,409344,11076,118011,6156,54952,3525,63059,4431,291333,10184,144879,6693,146454,6379,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4003816,29299,981288,18991,436654,12393,544634,13686,3022528,28369,1477520,19688,1545008,18368,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1932160,24351,499158,14512,213728,8229,285430,10526,1433002,19255,707811,12107,725191,12185,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,169994,6247,38548,3136,17090,2071,21458,2447,131446,5696,73495,4000,57951,3488,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2367255,21977,602280,14746,279099,9562,323181,9906,1764975,17409,887080,12231,877895,11638,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,718536,12549,200713,6229,88851,4554,111862,4316,517823,10600,267176,7692,250647,6449,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,949887,16558,245328,9736,111602,5712,133726,6034,704559,12049,353569,8027,350990,7948,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2550191,20542,652269,11387,278828,9029,373441,9111,1897922,17359,930605,12714,967317,11998,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,214097,8097,48694,3607,19874,2435,28820,2940,165403,7074,82611,4926,82792,4403,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,911568,19690,245194,9504,107273,6797,137921,6885,666374,16693,330043,11094,336331,9571,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183622,6278,42074,3105,21276,2217,20798,2273,141548,5866,76719,4109,64829,3553,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1232988,19381,326859,12435,138233,7012,188626,8669,906129,17244,456314,12341,449815,9648,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4319517,38717,1075753,21755,463605,13717,612148,16222,3243764,31826,1734038,22633,1509726,21510,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,424742,13843,112227,7708,52853,4648,59374,5075,312515,10157,160765,6953,151750,6087,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,150211,4677,33411,2969,15658,2429,17753,1637,116800,4300,57234,3113,59566,2941,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1533014,21857,348448,11361,154729,7890,193719,7696,1184566,17332,581302,10892,603264,11712,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1571110,22030,354105,10916,166604,8222,187501,6935,1217005,20407,634405,14633,582600,12178,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,352052,9130,118569,5895,51185,3899,67384,4010,233483,6879,116409,5020,117074,3847,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1245600,17046,288739,9721,131586,6532,157153,6586,956861,16250,487555,9732,469306,9653,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,116543,5041,26796,2659,11920,1698,14876,1750,89747,4867,49018,3276,40729,2870,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,530769,12554,300234,10270,132258,6697,167976,6502,230535,7778,112898,5503,117637,6057,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
