GEO_ID,C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,NAME,C17023_001EA,C17023_001MA,C17023_002MA,C17023_002EA,C17023_003EA,C17023_003MA,C17023_004EA,C17023_004MA,C17023_005MA,C17023_005EA,C17023_006EA,C17023_006MA,C17023_007MA,C17023_007EA,C17023_008EA,C17023_008MA,C17023_009EA,C17023_009MA,C17023_010EA,C17023_010MA,C17023_011MA,C17023_011EA,C17023_012EA,C17023_012MA,C17023_013EA,C17023_013MA,C17023_014EA,C17023_014MA,C17023_015EA,C17023_015MA,C17023_016MA,C17023_016EA,C17023_017EA,C17023_017MA,C17023_018EA,C17023_018MA,C17023_019EA,C17023_019MA,C17023_020MA,C17023_020EA,C17023_021EA,C17023_021MA,C17023_022MA,C17023_022EA,C17023_023EA,C17023_023MA,state
0400000US13,2525783,17938,279748,11291,96992,7159,45565,3890,51427,5052,182756,8684,26728,3060,10136,1908,16592,2580,156028,8376,41250,3766,114778,7363,2246035,17534,1691763,17964,1018142,14642,673621,12545,554272,11265,151063,7245,93507,5570,57556,5792,403209,9506,212382,8251,190827,8109,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,23547,2448,9084,1261,5853,958,3231,950,14463,2094,2544,779,968,415,1576,640,11919,1823,3741,1050,8178,1514,296789,5140,224289,4878,140419,4098,83870,3705,72500,3662,25977,2369,17796,1845,8181,1710,46523,3092,32286,2495,14237,1785,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,36225,3347,17272,2316,7970,1325,9302,1678,18953,2379,2950,918,386,298,2564,871,16003,2134,2230,860,13773,2036,383549,7091,321153,6567,191457,5473,129696,4702,62396,4543,23983,3061,12443,2236,11540,1778,38413,2788,19310,2190,19103,2110,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,277866,10016,95833,5247,44491,3355,51342,3880,182033,7742,29362,2857,11279,1657,18083,2389,152671,7009,37164,3049,115507,5987,2805677,18153,2181444,16902,1323207,14456,858237,11159,624233,10594,193673,7072,109595,4927,84078,4772,430560,10165,238896,7783,191664,7123,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,153371,6313,48517,3520,23900,2411,24617,2791,104854,5649,18200,2251,6997,1435,11203,1685,86654,4755,15803,2138,70851,4083,1506731,12719,1184256,12173,744248,9249,440008,8107,322475,8029,107783,5414,52979,3830,54804,3375,214692,5833,108049,4545,106643,5086,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,53223,3390,21000,2024,10779,1267,10221,1467,32223,2721,5577,1211,1195,452,4382,1130,26646,2528,3686,890,22960,2504,741391,7660,613509,7696,380553,6339,232956,5568,127882,5247,46567,3710,18286,2117,28281,2902,81315,3714,35546,2796,45769,3010,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,58235,3251,22452,2048,10344,1472,12108,1629,35783,2856,5538,1153,1707,612,3831,988,30245,2552,4952,1227,25293,2378,675414,7801,549941,7474,332054,6907,217887,6056,125473,5206,44449,3053,20741,1922,23708,2602,81024,4280,37166,2316,43858,3872,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,145997,5304,59391,3950,32210,2698,27181,2972,86606,4009,16044,2349,5334,1284,10710,1930,70562,3747,20974,2204,49588,3498,983831,12470,778162,11143,497743,8356,280419,8106,205669,6936,65480,4213,34394,2948,31086,3345,140189,5328,80673,3980,59516,3821,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,44430,3552,23170,2301,21260,2626,118851,5798,17965,2782,6542,1461,11423,2095,100886,5815,29410,2943,71476,4968,943964,13522,699581,11475,448048,7592,251533,7719,244383,8047,69374,4688,39614,3975,29760,3002,175009,6927,101840,5489,73169,4835,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,8316,1205,5032,1007,3284,841,12603,1860,3084,945,669,344,2415,860,9519,1443,1248,417,8271,1436,309187,6042,255562,6083,178512,4675,77050,3306,53625,3662,18392,1911,8082,1144,10310,1442,35233,2942,18814,1975,16419,1984,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,27300,2544,15699,1745,11601,1771,64480,4082,10183,1806,5070,1327,5113,1122,54297,4002,15678,2026,38619,3555,1378050,13235,1024997,11798,613488,8774,411509,8773,353053,9293,94516,5059,54733,3658,39783,3641,258537,7658,149931,6703,108606,4852,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,36380,3385,20092,2199,16288,2316,83314,4548,10362,2012,5219,1292,5143,1264,72952,4393,16257,2269,56695,3824,1532520,14082,1187021,12674,733624,11134,453397,8560,345499,11795,101296,6421,63500,4782,37796,3839,244203,8978,139791,7311,104412,4805,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,81980,4205,39990,3148,41990,3321,162680,5583,33846,2790,11677,1638,22169,2526,128834,4898,30388,2300,98446,4317,2273343,14494,1774770,14794,1149687,11864,625083,7935,498573,8701,155712,5326,83673,4152,72039,4075,342861,8422,194771,6311,148090,5927,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,80450,4362,29638,2573,12258,1440,17380,2015,50812,3642,10039,1507,2889,710,7150,1339,40773,3517,7895,1484,32878,3347,1308292,10634,1077009,9459,650866,7898,426143,6434,231283,6393,79277,4001,36495,2493,42782,2902,152006,5336,68212,3879,83794,4132,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,106921,5365,30033,2981,17235,2174,12798,2045,76888,4418,11038,2219,4426,1196,6612,1693,65850,4236,18149,2130,47701,3773,609530,9658,452651,10313,290689,7635,161962,5568,156879,6252,43843,3364,26146,2107,17697,2618,113036,5603,64703,4054,48333,3381,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,140934,6046,48435,3620,25386,2515,23049,2329,92499,5258,16348,2706,4985,1229,11363,2126,76151,4523,17551,2125,58600,4231,1386326,14329,1089827,12582,698015,10026,391812,8531,296499,8893,93570,4856,49998,4107,43572,3261,202929,7124,107236,5384,95693,4923,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,20328,2505,10012,1904,4646,1004,5366,1362,10316,1674,2448,712,888,441,1560,552,7868,1455,1930,641,5938,1166,242398,5204,203106,5915,136099,4502,67007,3562,39292,3369,14671,1962,7079,1123,7592,1709,24621,2524,13640,1804,10981,1618,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,35128,3384,12905,1622,5640,996,7265,1159,22223,2517,3942,1022,1136,530,2806,797,18281,2258,1841,520,16440,2209,449861,6887,371440,6236,220685,4339,150755,4470,78421,3938,29528,2499,13308,1708,16220,1771,48893,3315,20635,1976,28258,2695,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,63517,3984,23584,2297,10402,1650,13182,1819,39933,3464,7771,1560,3299,1026,4472,1050,32162,3106,7140,1172,25022,2783,636932,10213,467544,9445,290079,7570,177465,5970,169388,6597,59104,3984,33901,2936,25203,2915,110284,5457,59836,3953,50448,3945,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,16962,2241,5864,1356,3678,957,2186,896,11098,1690,2684,937,732,440,1952,763,8414,1490,1150,499,7264,1277,329251,5091,269661,5453,179479,5089,90182,3744,59590,4293,23192,2415,12437,1926,10755,1769,36398,3293,18650,2202,17748,2261,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,163127,6809,61272,4022,28039,2673,33233,2864,101855,5470,16655,2488,6290,1465,10365,1944,85200,5304,21798,2733,63402,4297,2072104,16546,1592857,16490,928305,12691,664552,10672,479247,10989,146373,6051,93576,5334,52797,3286,332874,8521,196830,7058,136044,5665,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,72629,3999,27618,3200,15691,2148,11927,2025,45011,3566,10511,1701,3274,867,7237,1373,34500,3030,9353,1697,25147,2771,406463,8204,301970,7615,202612,5907,99358,4615,104493,4400,36095,3789,21010,2799,15085,2394,68398,3676,37803,2563,30595,2670,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,481948,10308,174369,6526,81897,4347,92472,4491,307579,8013,48166,3748,20601,2607,27565,3005,259413,7426,70674,4332,188739,7425,4138060,21829,3036100,22077,1879844,17432,1156256,14235,1101960,15982,324749,10041,207100,8269,117649,6116,777211,13172,473979,10489,303232,8025,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2590180,17902,275466,8835,99685,5368,47585,3165,52100,4102,175781,7525,32371,3429,12331,2229,20040,2442,143410,6855,35471,3066,107939,6429,2314714,18204,1807974,19448,1150519,13046,657455,13333,506740,12655,146479,6480,76297,4578,70182,4657,360261,10365,198063,7310,162198,8158,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,190217,4208,11644,1393,4474,987,2933,782,1541,567,7170,1195,1353,539,601,374,752,361,5817,1235,960,443,4857,1118,178573,4250,148340,4315,91147,3370,57193,2761,30233,2652,12562,1904,5733,1323,6829,1284,17671,1970,8089,1347,9582,1469,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2951170,15802,289955,8347,84403,4433,42156,3047,42247,3364,205552,7465,34224,3519,13322,1944,20902,2794,171328,6918,36865,2885,134463,6062,2661215,14383,2052398,13834,1327706,11464,724692,10708,608817,10884,194691,5833,104768,4732,89923,4644,414126,9031,225655,6688,188471,6025,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,964144,7994,111543,4691,41009,2763,18867,1324,22142,2188,70534,3679,12787,1399,3409,742,9378,1334,57747,3318,13899,1519,43848,3187,852601,8054,664575,7010,414397,5696,250178,5485,188026,6170,62158,3707,32891,2655,29267,2403,125868,4536,65352,3309,60516,3728,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1010975,11385,89471,5572,37730,3450,18390,2118,19340,2546,51741,4103,9979,1452,2766,779,7213,1446,41762,3726,9466,1824,32296,3236,921504,11352,743028,10349,475449,9067,267579,6978,178476,7824,62004,4848,34024,3374,27980,3002,116472,6191,60728,4542,55744,4144,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3177289,15474,255788,8649,82646,4292,42451,2887,40195,3022,173142,7355,26909,2519,9643,1683,17266,1924,146233,6455,34813,2951,111420,6107,2921501,13989,2294440,14374,1492732,11354,801708,10822,627061,12237,202288,7414,112381,4636,89907,5979,424773,9801,237842,7015,186931,7497,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,251811,6010,19788,2832,5889,1440,2625,745,3264,1159,13899,2266,1715,705,667,425,1048,569,12184,2219,1411,549,10773,2151,232023,5765,180163,5343,112883,4502,67280,4121,51860,3702,14627,1971,8414,1568,6213,1263,37233,3343,22054,2555,15179,2072,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253260,14383,141086,5864,43723,3418,23836,2219,19887,2618,97363,5275,13632,2326,4941,1079,8691,1959,83731,4952,22860,2499,60871,4476,1112174,13649,857984,12381,579572,9919,278412,6743,254190,7912,65578,4231,37402,2898,28176,3071,188612,5998,105489,3807,83123,4777,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213402,3931,17910,1813,6233,1041,3586,769,2647,821,11677,1435,2175,652,1013,418,1162,550,9502,1392,2322,765,7180,1268,195492,3969,161418,4142,100177,3466,61241,3270,34074,2561,13201,1594,6415,995,6786,1318,20873,1995,8841,1552,12032,1507,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1707488,14892,186917,6304,66027,4015,33066,2767,32961,3314,120890,5384,19478,2815,7663,1609,11815,1999,101412,5274,26177,2745,75235,4727,1520571,15258,1189357,14265,781379,11427,407978,9363,331214,8473,100854,5463,52494,3871,48360,3958,230360,7330,131556,5778,98804,5557,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6696061,22045,758203,13848,307838,8875,130664,6784,177174,7030,450365,13209,71086,4773,29424,3216,41662,3592,379279,12618,84997,4851,294282,11352,5937858,23931,4571171,28742,2590154,23421,1981017,21504,1366687,19255,423592,11609,243092,8764,180500,8274,943095,14656,497537,10218,445558,12256,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723175,7738,48446,3547,25343,2429,9402,1218,15941,2128,23103,2354,3561,1018,1204,624,2357,785,19542,2151,3611,775,15931,2051,674729,7721,566865,7492,293620,6512,273245,5096,107864,5684,39418,4156,19252,2186,20166,3061,68446,3769,35693,2634,32753,3332,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153648,3466,10822,1610,4253,1009,2121,566,2132,758,6569,1128,1232,536,301,187,931,503,5337,1013,1388,589,3949,810,142826,3435,115522,3111,79301,2739,36221,2244,27304,2437,9147,1255,4426,956,4721,956,18157,2077,9422,1638,8735,1325,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2091237,14871,149002,7059,53169,4473,26592,2517,26577,3359,95833,5755,13584,2160,5712,1171,7872,1746,82249,5072,20513,2373,61736,4364,1942235,14619,1534917,15510,931830,10727,603087,10968,407318,9889,122800,6034,70208,3952,52592,4435,284518,7620,159728,6200,124790,5462,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1833793,15146,130438,5965,50635,3879,24309,2557,26326,2670,79803,5649,16925,2634,5317,1430,11608,2195,62878,4927,12090,2002,50788,4059,1703355,15636,1367901,13925,831240,9945,536661,10285,335454,8898,119021,5852,64609,4205,54412,4253,216433,7219,119461,4917,96972,5566,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461542,6702,65092,4086,25883,2699,14325,1788,11558,1781,39209,3161,8747,1721,3726,1138,5021,1310,30462,2876,10253,1768,20209,2439,396450,6881,320649,6535,223314,5027,97335,4474,75801,4140,28363,2570,15717,2011,12646,1709,47438,3461,31168,2928,16270,2282,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1478375,11053,104945,5258,34566,2107,18696,1621,15870,1523,70379,4400,12187,1832,2788,758,9399,1739,58192,3917,11407,1530,46785,3324,1373430,10305,1104741,11472,710364,9113,394377,7225,268689,7333,93693,4375,42397,2973,51296,3493,174996,5830,78793,4022,96203,4928,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145719,3619,11003,1819,4929,1189,2116,609,2813,1071,6074,1432,968,566,551,449,417,286,5106,1288,618,300,4488,1305,134716,3730,111579,4066,69891,2843,41688,3382,23137,2541,8982,1688,4193,1165,4789,1286,14155,1701,5630,1050,8525,1490,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
