GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001MA,C06001_001EA,C06001_002EA,C06001_002MA,C06001_003EA,C06001_003MA,C06001_004MA,C06001_004EA,C06001_005MA,C06001_005EA,C06001_006MA,C06001_006EA,C06001_007EA,C06001_007MA,C06001_008EA,C06001_008MA,C06001_009EA,C06001_009MA,C06001_010MA,C06001_010EA,C06001_011MA,C06001_011EA,C06001_012MA,C06001_012EA,C06001_013EA,C06001_013MA,C06001_014EA,C06001_014MA,C06001_015MA,C06001_015EA,C06001_016MA,C06001_016EA,C06001_017MA,C06001_017EA,C06001_018EA,C06001_018MA,C06001_019EA,C06001_019MA,C06001_020MA,C06001_020EA,C06001_021MA,C06001_021EA,C06001_022MA,C06001_022EA,C06001_023EA,C06001_023MA,C06001_024EA,C06001_024MA,C06001_025MA,C06001_025EA,C06001_026MA,C06001_026EA,C06001_027MA,C06001_027EA,C06001_028EA,C06001_028MA,C06001_029EA,C06001_029MA,C06001_030MA,C06001_030EA,C06001_031MA,C06001_031EA,C06001_032MA,C06001_032EA,C06001_033EA,C06001_033MA,C06001_034EA,C06001_034MA,C06001_035MA,C06001_035EA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038MA,C06001_038EA,C06001_039MA,C06001_039EA,C06001_040MA,C06001_040EA,C06001_041EA,C06001_041MA,C06001_042MA,C06001_042EA,C06001_043MA,C06001_043EA,C06001_044MA,C06001_044EA,C06001_045EA,C06001_045MA,state
0400000US01,4874747,-555555555,288897,2856,805164,2907,471079,5556,1224884,6942,630330,5020,651177,2788,480913,3308,322303,2424,3407382,20320,254722,4131,654362,8388,336159,7098,800584,10154,388384,6042,417178,6419,326275,5014,229718,4666,1252638,19344,30742,2985,131096,7668,113298,5989,336621,9990,205513,5989,209780,6672,139950,4890,85638,3913,45661,3519,1672,835,5464,1318,4189,1324,14995,2045,7724,1317,8031,1606,2927,1066,659,450,169066,6916,1761,653,14242,2456,17433,2581,72684,4634,28709,2843,16188,2169,11761,1591,6288,1415,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,739795,-555555555,52919,844,132262,851,73053,2182,215273,3227,89052,2406,94195,1291,56838,1340,26203,900,314056,8570,42648,2025,93580,3925,38353,2750,85504,3919,21499,1675,19165,1543,9089,1054,4218,599,348023,8698,9156,1835,31498,3372,27899,2523,100733,4170,55204,2027,63532,2042,41579,1641,18422,1029,19529,3111,663,436,2730,884,2714,1115,7632,2030,2243,768,2859,923,657,280,31,39,58187,4466,452,410,4454,1254,4087,1146,21404,2966,10106,1309,8639,1104,5513,1198,3532,690,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,7016270,-555555555,435041,1331,1197687,1702,672180,2391,1812784,4151,850441,3004,847287,1453,701165,1746,499685,1863,2784137,27901,377812,4436,902181,9787,373963,7977,654504,13620,188445,6328,155174,5297,83291,4633,48767,2982,3204995,26394,46726,4245,239293,9332,222061,7211,771970,14474,462988,7312,546502,7131,525742,5011,389713,3977,102238,7499,3362,1093,15716,2843,10559,2829,34814,3536,15618,2403,13239,2068,5101,1034,3829,1045,924900,18307,7141,1489,40497,4662,65597,5190,351496,11114,183390,6643,132372,4909,87031,4386,57376,3760,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,3004279,-555555555,186640,2636,521793,2863,287448,4285,753782,5833,375887,3898,381705,2381,291595,2927,205429,1859,1821927,15268,160547,3520,393918,5849,177044,5842,419616,7511,196484,5306,192324,4837,160697,4728,121297,3528,1017615,16092,23565,2450,117888,6114,93680,5392,258561,7309,150555,4968,171940,4823,120872,4600,80554,3159,24659,3479,1461,798,2260,707,3846,1196,9715,2161,2692,743,3183,933,1227,524,275,351,140078,5172,1067,604,7727,1701,12878,2087,65890,4126,26156,2577,14258,1794,8799,1836,3303,986,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39536653,-555555555,2460425,3179,6596961,4022,3799994,5436,11251102,7299,5159747,5266,4763607,3694,3198555,3468,2306262,3150,21966372,49266,2281866,7452,5748657,17729,2850237,17467,5793619,27048,1929523,18334,1765830,17658,1036015,13022,560625,9437,6365215,41438,97046,5779,388668,12895,358112,10236,1507526,18108,877993,14766,1160817,15893,1039557,12639,935496,10561,551652,13868,27149,3262,92651,5751,53711,4061,167991,7146,78724,4665,73699,4897,36571,2856,21156,2186,10653414,47294,54364,4200,366985,12041,537934,13194,3781966,25180,2273507,17266,1763261,16263,1086412,11165,788985,9425,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5607154,-555555555,332593,2114,929766,2406,522727,3703,1629326,5176,714756,3742,704287,2084,481344,2345,292355,2023,2360222,24413,285426,4517,665958,10223,267624,8380,548204,12268,198878,6894,197009,5648,122493,4745,74630,3549,2606254,24756,39272,4304,209867,8542,201828,6478,817250,12580,398205,6423,431075,5070,317350,5304,191407,4083,89910,5481,2247,813,15875,2911,10571,1973,29888,3086,14071,1783,11462,1858,4085,964,1711,504,550768,12818,5648,1444,38066,4359,42704,3892,233984,7958,103602,5093,64741,4207,37416,2919,24607,2121,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3588184,-555555555,182194,1224,560084,1205,352052,1664,865521,2740,515325,2301,511914,1357,339078,1559,262016,1151,1944602,17728,156201,3153,421254,8005,208950,4786,416456,8677,239710,6050,244104,5483,147820,4204,110107,3602,981721,15300,19844,2472,94585,6632,94200,4394,214157,6823,155644,5711,170235,5636,129033,4328,104023,3547,131616,7091,2829,945,16126,3232,11408,2142,37436,3349,21426,2384,20464,2060,13928,1713,7999,1201,530245,12137,3320,1285,28119,3505,37494,3414,197472,7326,98545,4683,77111,4294,48297,3108,39887,3171,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,961939,-555555555,54907,341,149406,450,83940,1284,242017,1753,124532,1461,133920,841,104358,830,68859,843,415536,10605,43953,2170,99949,3344,37089,2786,102711,4751,43659,2971,44417,3076,26292,2162,17466,1772,432801,10638,8925,1789,42092,3076,39314,2772,90559,4516,62739,3206,73964,3189,69563,2432,45645,1855,15109,2567,550,624,1888,819,1248,757,4792,1340,2377,807,2381,690,1255,611,618,365,98493,6244,1479,957,5477,1959,6289,1266,43955,3316,15757,2091,13158,1549,7248,1310,5130,1180,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,693972,-555555555,45065,115,79533,173,74760,213,264482,359,76277,312,69863,6,48189,533,35803,627,259366,8016,35034,2106,59749,2261,21078,2477,65374,3589,26691,2029,27860,2005,14714,1491,8866,1412,317612,7890,7577,2031,14765,2296,42941,1961,141726,4029,32360,2235,28910,2139,26403,1593,22930,1562,15134,2816,490,347,1674,638,1657,689,6827,1966,2423,904,1340,652,623,375,100,162,101860,5844,1964,1044,3345,991,9084,1900,50555,3393,14803,1925,11753,1506,6449,988,3907,769,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20984400,-555555555,1129322,4120,3071458,4585,1763443,7379,5243604,8909,2761337,6965,2800004,5304,2344869,4757,1870363,4275,7546073,47932,983619,7825,2183564,20296,973472,16795,1831536,22785,595703,13796,517827,13652,285257,7508,175095,7598,8270242,46196,100094,6926,563093,15973,453264,13173,1763848,18371,1207707,15423,1476276,14786,1479946,11077,1226014,8408,788744,26278,17271,2982,102268,9993,73370,6176,245199,12224,118074,6146,101364,5767,76544,4785,54654,4641,4379341,36643,28338,3621,222533,11134,263337,10619,1403021,21379,839853,14057,704537,11680,503122,9860,414600,6908,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
