GEO_ID,B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,NAME,B25081_001MA,B25081_001EA,B25081_002EA,B25081_002MA,B25081_003EA,B25081_003MA,B25081_004MA,B25081_004EA,B25081_005EA,B25081_005MA,B25081_006MA,B25081_006EA,B25081_007MA,B25081_007EA,B25081_008EA,B25081_008MA,state
0400000US23,395809,5987,243301,5727,37410,2786,3743,906,33667,2681,1005,450,204886,5495,152508,4340,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1472500,10315,1073033,11268,163383,5304,30486,2590,132897,4675,5582,1307,904068,10994,399467,7518,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1623515,11340,1135557,12226,203521,6432,23409,2459,180112,6122,4344,1060,927692,11761,487958,9103,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2803372,15813,1688608,13609,213938,5856,38104,2556,175834,5574,5066,924,1469604,13529,1114764,11369,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1547594,10546,1038893,8908,156573,4972,40699,2658,115874,4288,5171,895,877149,9832,508701,7224,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,748055,10139,367369,8559,29322,2596,6738,1197,22584,2455,1521,581,336526,8125,380686,8803,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1596870,15553,988869,13629,100912,4773,20828,2094,80084,4202,2749,652,885208,13574,608001,8964,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,292585,4359,167138,4205,17970,2094,4438,975,13532,1796,780,585,148388,4158,125447,4303,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,500086,6928,304828,5909,31491,2162,7113,1119,24378,1826,1256,482,272081,5695,195258,4259,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,619309,7889,427386,8032,34310,2654,8037,1337,26273,2453,1002,407,392074,8181,191923,5278,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369037,5901,242670,6055,35054,2510,5824,1225,29230,2288,872,441,206744,5947,126367,4254,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2053929,12820,1375400,14148,217161,6649,29268,2575,187893,5970,6792,1288,1151447,14349,678529,9304,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,521450,7322,279646,7017,23671,2232,10180,1448,13491,1695,785,372,255190,7111,241804,5299,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3930033,20800,2394424,20242,339747,7980,36801,2580,302946,7567,9843,1616,2044834,18235,1535609,16031,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2586616,16311,1631800,14221,232337,7245,32376,2879,199961,6330,7713,1529,1391750,12989,954816,12748,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,200554,4137,109310,3979,11777,1474,2799,723,8978,1382,732,397,96801,3814,91244,2950,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3070181,16573,1927336,15922,295528,6769,50303,3048,245225,6287,6345,1004,1625463,15608,1142845,13661,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,962483,6980,526995,6176,33779,2000,11157,1218,22622,1786,648,295,492568,6356,435488,5710,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1007015,9420,672491,9812,85531,4713,15233,2163,70298,3987,2617,741,584343,9588,334524,7454,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3421017,18098,2063564,14201,334509,7477,42922,2670,291587,7225,9180,1303,1719875,15972,1357453,12895,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,248723,5299,172375,5652,28922,2707,5428,1287,23494,2308,1140,560,142313,5298,76348,3698,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1309670,12305,754533,12807,80306,3574,14932,1967,65374,3265,3034,795,671193,11973,555137,10297,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,233092,4186,129049,3887,12109,1494,2461,735,9648,1198,163,130,116777,4043,104043,3298,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1693790,16621,997085,15499,98665,4831,22173,2259,76492,3874,3865,1010,894555,15032,696705,11845,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5964183,30479,3439280,28551,173714,6491,59863,4365,113851,4962,6398,1414,3259168,28049,2524903,24079,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,681563,7026,484330,6914,69929,3572,19958,2116,49971,2990,2152,779,412249,7210,197233,4618,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,178405,3788,110296,3854,19867,1637,2315,690,17552,1508,574,300,89855,3826,68109,2841,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2077417,16923,1431413,16182,219699,5944,41249,2858,178450,5542,6980,1094,1204734,15600,646004,11227,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1783549,14805,1227493,14419,158660,5343,31500,2672,127160,4682,5721,1165,1063112,13240,556056,7822,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,518882,7414,238355,5958,22960,1940,4507,1057,18453,1698,509,497,214886,5662,280527,5949,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1565599,10504,1003815,10465,158915,4635,29740,2347,129175,3903,5009,719,839891,9929,561784,7901,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,159792,4280,92857,3929,9446,1462,3591,1097,5855,1105,148,195,83263,3674,66935,3494,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,802024,10541,312180,8596,7738,1709,6123,1581,1615,575,1125,618,303317,8447,489844,7665,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
