GEO_ID,B27008_001E,B27008_001M,B27008_002E,B27008_002M,B27008_003E,B27008_003M,B27008_004E,B27008_004M,B27008_005E,B27008_005M,B27008_006E,B27008_006M,B27008_007E,B27008_007M,B27008_008E,B27008_008M,B27008_009E,B27008_009M,B27008_010E,B27008_010M,B27008_011E,B27008_011M,B27008_012E,B27008_012M,B27008_013E,B27008_013M,B27008_014E,B27008_014M,B27008_015E,B27008_015M,B27008_016E,B27008_016M,B27008_017E,B27008_017M,B27008_018E,B27008_018M,B27008_019E,B27008_019M,B27008_020E,B27008_020M,B27008_021E,B27008_021M,B27008_022E,B27008_022M,B27008_023E,B27008_023M,B27008_024E,B27008_024M,B27008_025E,B27008_025M,B27008_026E,B27008_026M,B27008_027E,B27008_027M,B27008_028E,B27008_028M,B27008_029E,B27008_029M,B27008_030E,B27008_030M,B27008_031E,B27008_031M,B27008_032E,B27008_032M,B27008_033E,B27008_033M,B27008_034E,B27008_034M,B27008_035E,B27008_035M,B27008_036E,B27008_036M,B27008_037E,B27008_037M,B27008_038E,B27008_038M,B27008_039E,B27008_039M,B27008_040E,B27008_040M,B27008_041E,B27008_041M,B27008_042E,B27008_042M,B27008_043E,B27008_043M,B27008_044E,B27008_044M,B27008_045E,B27008_045M,B27008_046E,B27008_046M,B27008_047E,B27008_047M,B27008_048E,B27008_048M,B27008_049E,B27008_049M,B27008_050E,B27008_050M,B27008_051E,B27008_051M,B27008_052E,B27008_052M,B27008_053E,B27008_053M,B27008_054E,B27008_054M,B27008_055E,B27008_055M,B27008_056E,B27008_056M,B27008_057E,B27008_057M,NAME,B27008_001MA,B27008_001EA,B27008_002EA,B27008_002MA,B27008_003EA,B27008_003MA,B27008_004EA,B27008_004MA,B27008_005MA,B27008_005EA,B27008_006MA,B27008_006EA,B27008_007MA,B27008_007EA,B27008_008EA,B27008_008MA,B27008_009EA,B27008_009MA,B27008_010MA,B27008_010EA,B27008_011MA,B27008_011EA,B27008_012MA,B27008_012EA,B27008_013EA,B27008_013MA,B27008_014EA,B27008_014MA,B27008_015EA,B27008_015MA,B27008_016MA,B27008_016EA,B27008_017MA,B27008_017EA,B27008_018MA,B27008_018EA,B27008_019MA,B27008_019EA,B27008_020MA,B27008_020EA,B27008_021MA,B27008_021EA,B27008_022MA,B27008_022EA,B27008_023EA,B27008_023MA,B27008_024EA,B27008_024MA,B27008_025EA,B27008_025MA,B27008_026EA,B27008_026MA,B27008_027MA,B27008_027EA,B27008_028MA,B27008_028EA,B27008_029MA,B27008_029EA,B27008_030MA,B27008_030EA,B27008_031EA,B27008_031MA,B27008_032MA,B27008_032EA,B27008_033EA,B27008_033MA,B27008_034EA,B27008_034MA,B27008_035EA,B27008_035MA,B27008_036EA,B27008_036MA,B27008_037EA,B27008_037MA,B27008_038MA,B27008_038EA,B27008_039MA,B27008_039EA,B27008_040MA,B27008_040EA,B27008_041EA,B27008_041MA,B27008_042EA,B27008_042MA,B27008_043EA,B27008_043MA,B27008_044EA,B27008_044MA,B27008_045EA,B27008_045MA,B27008_046EA,B27008_046MA,B27008_047EA,B27008_047MA,B27008_048EA,B27008_048MA,B27008_049MA,B27008_049EA,B27008_050MA,B27008_050EA,B27008_051MA,B27008_051EA,B27008_052EA,B27008_052MA,B27008_053EA,B27008_053MA,B27008_054MA,B27008_054EA,B27008_055MA,B27008_055EA,B27008_056MA,B27008_056EA,B27008_057EA,B27008_057MA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,6192,1446,170232,4907,420448,6434,12924,1913,407524,6708,226085,5035,6619,1649,219466,5295,256087,5088,3445,1070,252642,5196,277336,3717,8872,1995,268464,3963,299187,3191,10844,1751,288343,3565,304159,2250,16029,2068,288130,2572,218704,2414,25728,2310,192976,2937,122402,1564,16862,1728,105540,2141,2492680,5724,167763,4244,5656,1490,162107,4423,404854,5054,10874,1942,393980,5434,230344,6195,5658,1383,224686,6305,282462,5515,6132,1282,276330,5430,301709,3327,9180,1464,292529,3488,323118,3004,10360,1376,312758,3176,340620,2018,16978,1890,323642,2594,256376,2450,24269,2082,232107,3215,185434,2029,18699,1821,166735,2648,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,4845,1075,26702,2074,68413,2358,7225,1706,61188,2371,33050,2664,3769,1117,29281,2380,51570,1973,3462,978,48108,2064,46738,1845,3021,839,43717,1941,45308,1380,2409,609,42899,1478,48526,910,3647,964,44879,1221,29319,854,3759,746,25560,1107,11643,556,1741,546,9902,716,350064,2412,32900,1868,4915,1113,27985,1838,61523,1903,7139,1374,54384,2031,32603,1550,4574,1259,28029,1896,48438,2003,6267,1232,42171,2198,46398,2018,3618,1010,42780,2159,42337,1726,2599,761,39738,1775,45315,791,3046,853,42269,1025,27107,802,2720,721,24387,1024,13443,590,1623,490,11820,748,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,6304,1553,255781,3383,618452,4976,12549,2051,605903,5611,333965,5668,6391,1523,327574,5739,417137,4682,10210,2049,406927,4851,412301,2964,8088,1817,404213,3191,407134,2009,9499,1700,397635,2766,398325,1489,15177,1622,383148,2192,325812,1317,25523,2248,300289,2478,222016,1374,21743,1938,200273,2460,3510894,3887,251768,3734,6296,1147,245472,3751,597135,5137,13763,2075,583372,5033,324755,4964,7785,1293,316970,4876,403384,4178,7921,1633,395463,4547,422700,2322,7355,1468,415345,2536,428500,2092,9197,1494,419303,2635,441458,1059,14626,1711,426832,2004,370320,1497,21117,2049,349203,2309,270874,1364,20685,1906,250189,2160,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,3086,1105,113063,3412,271815,4346,6692,1464,265123,4444,141415,3978,4595,1374,136820,4125,163784,4511,2788,969,160996,4463,173771,3114,3155,1144,170616,3231,180348,2786,4124,1054,176224,2760,179447,1792,6557,1133,172890,2071,134649,2156,14090,1764,120559,2508,81043,1222,10862,1425,70181,1943,1506884,4657,110061,3585,2512,766,107549,3745,253769,4632,6091,1681,247678,5130,137389,3437,2538,843,134851,3603,166863,3786,3401,989,163462,3918,186810,3003,3170,934,183640,3030,189031,2346,4668,1041,184363,2363,198334,1857,7331,1493,191003,2472,153140,1870,12185,1638,140955,2238,111487,1662,10046,1456,101441,2180,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,28753,3152,1472488,8891,3379612,12332,45555,4616,3334057,12620,1946447,12636,25045,2646,1921402,12587,2666750,11785,27916,3182,2638834,11916,2560912,5580,22738,2807,2538174,5665,2526206,4303,28386,3093,2497820,4829,2282316,3576,38338,2593,2243978,4392,1468783,2641,59800,3127,1408983,4195,935552,2759,57831,3081,877721,3950,19779016,6604,1430930,7691,28947,3697,1401983,8073,3255690,10386,52500,4268,3203190,11743,1883513,12504,29718,3150,1853795,12625,2584388,11218,39494,3226,2544894,10982,2591862,3513,27890,2807,2563972,4339,2584512,3253,25910,2673,2558602,4337,2442378,2947,35564,2975,2406814,4586,1699022,3522,47426,2809,1651596,4178,1306721,3392,57025,3196,1249696,4554,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,11803,1887,194132,4223,478965,4933,19505,2809,459460,5619,263630,5590,7554,1834,256076,5390,384020,4969,8763,1480,375257,4688,376335,3554,8886,1904,367449,3934,353019,2914,11377,1583,341642,2955,338474,1785,15704,1532,322770,2260,227526,1732,16895,1626,210631,2564,120384,1522,14020,1456,106364,1981,2765782,3756,193747,3759,10270,1923,183477,4175,455588,4322,18423,2517,437165,4622,252631,4755,8792,1460,243839,5155,372453,4538,13137,2238,359316,4617,366941,2443,11147,1949,355794,3172,353088,2143,12249,1703,340839,2877,360473,1421,15834,1512,344639,2049,249596,1977,16471,1493,233125,2369,161265,1927,14571,1465,146694,2384,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,1293,552,108503,2261,297096,2941,3641,961,293455,3016,168094,3738,1317,644,166777,3723,196907,3260,1675,747,195232,3303,200678,1534,1288,554,199390,1598,246338,1763,1955,624,244383,1763,245194,1312,1625,546,243569,1428,156934,1003,4347,868,152587,1358,95942,1109,4392,874,91550,1221,1819543,2573,105700,2643,1793,632,103907,2599,280289,3335,4232,1260,276057,3387,168672,3590,2855,1083,165817,3627,195917,2461,2394,788,193523,2523,214032,1455,2187,730,211845,1583,264687,1508,1194,441,263493,1545,263636,1173,2528,750,261108,1415,179212,1333,3367,831,175845,1478,147398,1444,3874,971,143524,1653,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,1422,610,31245,1483,79124,1860,1953,818,77171,2054,39026,2163,1561,871,37465,2511,55393,2069,1216,796,54177,2400,51959,1580,1413,871,50546,1862,58492,1199,1034,517,57458,1185,62174,740,2088,762,60086,1091,47492,714,3218,770,44274,985,28134,688,3496,770,24638,856,492798,1502,31871,1458,2161,975,29710,1287,74811,1891,2075,708,72736,2005,42357,1944,1104,657,41253,1929,58307,1991,2045,880,56262,2154,56533,1002,1034,446,55499,1075,64561,914,1145,587,63416,1011,70853,523,2038,663,68815,866,55971,477,3316,790,52655,821,37534,650,3094,717,34440,961,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,1057,904,25090,1065,39950,1365,530,297,39420,1346,37247,1846,527,387,36720,1787,66299,1657,892,447,65407,1608,49005,630,770,616,48235,830,37234,644,872,346,36362,730,32414,426,964,661,31450,732,19989,540,919,441,19070,719,12650,484,1533,772,11117,775,362873,800,25689,1060,1463,683,24226,1244,41849,1884,925,558,40924,1913,45369,1865,853,513,44516,1908,75314,1715,694,301,74620,1708,51380,395,817,429,50563,570,37764,225,565,402,37199,424,36663,143,335,231,36328,270,27099,384,758,435,26341,544,21746,523,976,542,20770,741,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,20210,2803,666663,8166,1580087,7926,41376,4238,1538711,8159,893939,9738,17116,2834,876823,9968,1148101,9222,21404,3179,1126697,9401,1213805,6189,20678,2815,1193127,6707,1322190,5431,35542,3426,1286648,6316,1308553,3989,58229,4418,1250324,6285,1072077,3869,78907,4428,993170,5450,800526,3282,76212,3769,724314,4642,10652553,6437,653841,6523,22912,3269,630929,7617,1529642,8700,46612,4511,1483030,9922,868340,9975,22036,3042,846304,10564,1187170,9165,25820,2669,1161350,9196,1268760,5219,26341,3093,1242419,5785,1401479,4660,37885,3759,1363594,6457,1469181,3298,54546,3776,1414635,4942,1254343,3374,76735,3774,1177608,5060,1019797,3470,65945,3473,953852,4578,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
