C07001_043M,C07001_044E,C07001_044M,C07001_045E,C07001_045M,C07001_046E,C07001_046M,C07001_047E,C07001_047M,C07001_048E,C07001_048M,C07001_049E,C07001_049M,C07001_050E,C07001_050M,C07001_051E,C07001_051M,C07001_052E,C07001_052M,C07001_053E,C07001_053M,C07001_054E,C07001_054M,C07001_055E,C07001_055M,C07001_056E,C07001_056M,C07001_057E,C07001_057M,C07001_058E,C07001_058M,C07001_059E,C07001_059M,C07001_060E,C07001_060M,GEO_ID,C07001_001E,C07001_001M,C07001_002E,C07001_002M,C07001_003E,C07001_003M,C07001_004E,C07001_004M,C07001_005E,C07001_005M,C07001_006E,C07001_006M,C07001_007E,C07001_007M,C07001_008E,C07001_008M,C07001_009E,C07001_009M,C07001_010E,C07001_010M,C07001_011E,C07001_011M,C07001_012E,C07001_012M,C07001_013E,C07001_013M,C07001_014E,C07001_014M,C07001_015E,C07001_015M,C07001_016E,C07001_016M,C07001_017E,C07001_017M,C07001_018E,C07001_018M,C07001_019E,C07001_019M,C07001_020E,C07001_020M,C07001_021E,C07001_021M,C07001_022E,C07001_022M,C07001_023E,C07001_023M,C07001_024E,C07001_024M,C07001_025E,C07001_025M,C07001_026E,C07001_026M,C07001_027E,C07001_027M,C07001_028E,C07001_028M,C07001_029E,C07001_029M,C07001_030E,C07001_030M,C07001_031E,C07001_031M,C07001_032E,C07001_032M,C07001_033E,C07001_033M,C07001_034E,C07001_034M,C07001_035E,C07001_035M,C07001_036E,C07001_036M,C07001_037E,C07001_037M,C07001_038E,C07001_038M,C07001_039E,C07001_039M,C07001_040E,C07001_040M,C07001_041E,C07001_041M,C07001_042E,C07001_042M,C07001_043E,C07001_043MA,C07001_044EA,C07001_044MA,C07001_045EA,C07001_045MA,C07001_046EA,C07001_046MA,C07001_047MA,C07001_047EA,C07001_048MA,C07001_048EA,C07001_049MA,C07001_049EA,C07001_050EA,C07001_050MA,C07001_051EA,C07001_051MA,C07001_052MA,C07001_052EA,C07001_053MA,C07001_053EA,C07001_054MA,C07001_054EA,C07001_055EA,C07001_055MA,C07001_056EA,C07001_056MA,C07001_057EA,C07001_057MA,C07001_058MA,C07001_058EA,C07001_059MA,C07001_059EA,C07001_060MA,C07001_060EA,NAME,C07001_001EA,C07001_001MA,C07001_002EA,C07001_002MA,C07001_003MA,C07001_003EA,C07001_004MA,C07001_004EA,C07001_005MA,C07001_005EA,C07001_006EA,C07001_006MA,C07001_007EA,C07001_007MA,C07001_008MA,C07001_008EA,C07001_009MA,C07001_009EA,C07001_010MA,C07001_010EA,C07001_011EA,C07001_011MA,C07001_012EA,C07001_012MA,C07001_013MA,C07001_013EA,C07001_014MA,C07001_014EA,C07001_015MA,C07001_015EA,C07001_016MA,C07001_016EA,C07001_017EA,C07001_017MA,C07001_018EA,C07001_018MA,C07001_019EA,C07001_019MA,C07001_020EA,C07001_020MA,C07001_021MA,C07001_021EA,C07001_022EA,C07001_022MA,C07001_023MA,C07001_023EA,C07001_024MA,C07001_024EA,C07001_025MA,C07001_025EA,C07001_026MA,C07001_026EA,C07001_027MA,C07001_027EA,C07001_028EA,C07001_028MA,C07001_029EA,C07001_029MA,C07001_030EA,C07001_030MA,C07001_031MA,C07001_031EA,C07001_032MA,C07001_032EA,C07001_033MA,C07001_033EA,C07001_034MA,C07001_034EA,C07001_035MA,C07001_035EA,C07001_036MA,C07001_036EA,C07001_037MA,C07001_037EA,C07001_038EA,C07001_038MA,C07001_039EA,C07001_039MA,C07001_040EA,C07001_040MA,C07001_041MA,C07001_041EA,C07001_042MA,C07001_042EA,C07001_043EA,state
3298,21058,2217,42286,3827,23388,3000,14358,2106,10046,1619,6845,1502,6552,1407,79239,8423,5579,1557,13309,2779,9207,1788,17157,2844,14985,2445,5609,1263,5843,1335,4377,1271,3173,733,0400000US34,8910191,5107,424908,5438,1458435,1854,792310,2566,1162394,3375,1159791,3428,1277960,2819,1217921,1447,801569,2331,614903,2540,7968039,30575,361806,5955,1318272,8265,681348,6392,930848,10436,1013390,7690,1185976,6157,1137980,5440,760600,3649,577819,4301,489886,20846,35035,3405,86209,6651,46870,4846,110095,7398,76151,5598,51388,4238,44200,3711,19467,2188,20471,2400,220921,12741,13055,2615,22505,3255,33827,3134,62008,5262,31877,3217,20629,2868,19852,2511,10280,1806,6888,1582,152106,10356,9433,2083,18140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2484,9383,1896,10711,1948,7195,1624,4614,1207,7095,1633,3994,1131,2219,761,10588,2699,793,742,1579,920,1144,448,3935,1344,1722,879,293,223,430,342,187,167,505,347,0400000US35,2062628,2509,100985,2802,363295,2143,206873,3312,274063,3903,250144,3870,239784,4114,277555,1964,212171,2006,137758,1824,1801560,14081,81721,3890,322084,4616,157586,4199,216650,5386,217013,4843,219214,4997,258207,2909,200284,2507,128801,2223,146350,11502,13010,2809,25298,3386,28649,3140,33108,3837,16809,2856,11810,2153,8242,1396,5377,1171,4047,930,46875,4710,2212,973,5539,1448,10111,1836,9659,1697,7405,2124,3853,1085,3581,1102,2329,856,2186,832,57255,6560,3249,1010,8795,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
3787,86075,5878,87436,5350,26344,3248,17012,2352,14625,2030,10487,1709,8471,1810,145486,8190,7719,1839,16976,3123,30502,2800,38202,3472,17704,2649,12672,2047,10804,1903,6869,1559,4038,1165,0400000US36,19638923,8149,947121,8189,2995900,3197,1874770,4808,2923367,5221,2471713,4210,2661217,4448,2603786,2707,1786400,3177,1374649,2330,17553033,35651,825521,9446,2744930,12371,1481283,10827,2346348,14569,2204541,10904,2483944,8495,2461056,6653,1705388,5057,1300022,5023,1171150,30307,80720,6466,164135,9754,163661,8096,317907,11090,160076,8135,103641,5859,85198,5461,47408,3552,48404,3509,484002,14028,21822,2937,46396,5392,113249,4902,133474,6057,63048,4383,43948,3207,32103,3346,16248,2173,13714,1806,285252,11214,11339,2203,23463,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
4673,68927,5070,68023,4927,37121,4235,29102,3281,27671,3145,16203,2391,7639,1579,56062,6184,4400,1394,8597,2051,9564,2547,12905,2129,8083,2002,4768,1167,3723,974,2338,1166,1684,682,0400000US37,10158556,5686,486318,6498,1700009,4629,981044,7113,1352154,8576,1305272,7606,1390045,6967,1313716,4733,987947,4692,642051,2998,8649400,35788,387274,9529,1476811,11757,686480,10164,1013439,13644,1110165,10948,1246716,9863,1202369,8507,925707,5783,600439,4002,782485,28617,57231,4276,135683,9913,125477,7769,177315,8994,104729,7492,74446,5606,55011,5445,29037,2936,23556,2107,356775,12949,17514,3180,39669,4679,90596,4957,80472,6058,45174,3535,35013,3662,24942,2942,14662,2219,8733,1246,313834,13762,19899,2553,39249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1113,13997,2303,8653,2139,3145,991,1949,827,2523,1281,1121,544,949,611,5873,1643,214,261,291,289,1621,777,1876,833,216,301,338,320,760,565,339,253,218,208,0400000US38,744641,1446,42050,1974,120334,2206,86353,2210,114379,2448,89406,2501,82316,1953,97134,1101,61449,842,51220,370,609017,7590,33384,2325,106349,2416,45356,3365,81615,3098,77372,2710,73351,2235,88257,1918,57106,1173,46227,1161,63752,5992,4683,1340,6801,1941,16212,2398,16455,2493,6464,1529,4686,1481,3783,1098,1694,741,2974,747,28684,3442,1917,719,3767,1423,9167,1551,5780,1178,2209,726,1992,637,1811,696,1189,671,852,339,37315,3906,1852,573,3126,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
3038,47544,3813,46086,3558,25189,2865,16151,2309,14673,2100,8444,1685,4779,1274,45588,5474,2221,823,6544,1737,8331,1385,11649,2515,5840,1658,3720,972,3338,1059,1879,732,2066,678,0400000US39,11520109,5548,556630,5857,1906867,3330,1074727,3927,1525401,6199,1383026,5264,1519661,4524,1614181,2983,1118412,2599,821204,2448,9822847,30854,449867,8380,1651022,12379,706808,9774,1146265,11331,1178319,8416,1369849,7826,1500267,6666,1056793,3901,763657,4566,1046545,26564,71659,5881,180623,11178,196491,8137,229132,8333,127745,6067,96542,6525,66764,4828,37890,2509,39699,3400,406200,13422,20737,3145,44761,4639,115553,5942,92269,5168,45933,3785,33399,3292,29139,2855,13406,1919,11003,1902,198929,10839,12146,2023,23917,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1888,25436,2375,21411,2494,12080,1711,8600,1417,6442,1050,4508,948,2685,752,14931,3150,958,642,1863,762,3813,1457,4118,1346,1670,654,1001,462,1106,559,308,190,94,80,0400000US40,3875922,2998,207619,3961,698922,1907,382967,3004,538461,3846,486405,3718,468148,3376,492268,2348,351495,2155,249637,1731,3216306,16831,160130,4412,590522,5880,245842,6801,393773,5821,408919,4586,410749,4758,446261,4055,329599,2790,230511,2640,377231,13735,30596,3122,68026,5144,67435,4339,82432,4242,43528,3489,33659,2893,27130,2757,12282,1405,12143,1682,165493,8823,10034,1672,23613,2303,40441,3881,36727,3075,20208,2014,14139,1959,11329,1414,4798,885,4204,897,101961,5461,5901,1122,14898,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2900,28852,3136,36189,3862,17580,2309,16663,2618,12609,2492,10097,1813,5026,1258,26004,3616,1580,830,2909,855,5060,1487,6984,1596,3659,1251,2653,1130,1608,661,807,473,744,473,0400000US41,4102048,2613,191525,3157,641521,2400,367807,4165,578534,4560,549489,3793,517835,3757,546469,2344,432538,2634,276330,2056,3405784,21975,153344,4526,552885,7030,237912,5864,412367,7377,452923,6752,454332,5911,495242,4565,394824,4252,251955,3290,380687,18316,22767,3148,55658,5593,65119,4910,90992,6584,56448,4746,31637,2950,24708,2918,18410,2521,14948,2319,140060,9698,5848,1555,15558,3186,30864,2849,32002,3277,18879,2694,12550,1932,12302,1924,8400,1530,3657,1050,149513,8993,7986,1696,14511,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
3859,60324,4269,60809,4291,31960,3564,20996,2981,14004,2138,9903,1720,7905,1469,59191,6605,2957,1156,9183,2354,11024,2000,14238,2330,8144,1802,4743,1284,3553,1135,3286,1303,2063,773,0400000US42,12674642,5854,574123,5894,1959953,2595,1179724,4331,1681722,4432,1489221,4352,1699842,3804,1813514,3060,1278851,2754,997692,2491,11072942,30451,474088,7229,1733263,10751,853550,9749,1297584,9957,1297294,9147,1560826,7653,1706355,6780,1218238,4652,931744,4776,938502,25215,63627,4674,148194,8656,159287,6553,222335,9918,112391,6434,83843,5929,68672,4724,36439,2629,43714,3193,353887,13178,20032,2971,38513,3908,95539,3911,86756,4859,39432,3321,29434,2768,20930,2759,10985,1669,12266,1935,250120,12213,13419,2056,30800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1295,13170,1917,8152,1462,3018,1077,2428,1083,2485,724,1252,611,1106,603,6049,1755,311,324,1089,618,952,416,1482,953,978,699,315,283,563,465,126,121,233,246,0400000US44,1048549,1369,43929,1612,151953,927,115698,1799,145756,1768,123187,1438,142657,1499,148797,1327,101085,982,75487,779,922210,8302,37007,2320,136747,2877,85460,3847,115842,3492,108847,2591,131632,2438,140569,1964,95722,1558,70384,1286,66586,6427,3833,1403,9299,2119,12118,2170,16807,2717,7288,1515,7135,1714,4405,1136,3206,1020,2495,773,16854,3105,757,497,1600,846,3998,1275,3473,1038,3056,1188,1147,641,775,389,779,462,1269,668,36850,4029,2021,854,3218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3819,39732,2961,31232,3664,19349,3073,14241,2331,19404,2420,11018,2056,5119,1307,19806,3181,650,399,2285,930,3006,991,4340,1279,2873,907,2861,1785,2306,930,1057,560,428,264,0400000US45,4966211,3526,231381,4053,812181,2964,478798,5236,648479,5985,619763,6011,644154,5225,665638,2616,537642,2984,328175,2440,4248517,21416,191369,5681,696511,7684,336120,7377,498434,8207,528634,7482,574154,7024,609411,4581,507362,4247,306522,3579,368434,17410,23442,3145,70794,6205,55727,4708,79910,5265,48603,4456,39352,3715,26147,3426,11892,1651,12567,2352,162881,10341,8618,2264,23415,3735,44213,3701,34563,3526,20304,2717,13546,1993,8370,1385,6313,1205,3539,802,166573,9580,7302,1871,19176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1465,7023,1207,4768,1137,2802,1000,2341,1043,1884,874,1319,473,339,255,7099,2487,897,979,1298,986,1362,684,1998,1280,512,300,208,244,467,338,207,226,150,170,0400000US46,856726,1949,47520,2179,152768,1764,81879,1495,116061,2291,99981,1694,99511,1585,117120,1235,81645,1019,60241,712,723740,7648,38344,2206,132980,3114,48806,2750,84959,3040,87813,2330,90231,2144,108907,1748,76380,1577,55320,1318,61658,4578,4149,996,10359,2208,12594,2191,15283,2074,5815,1391,4404,1041,3629,991,2726,1124,2699,857,38123,4052,2130,861,4501,1145,12094,2159,9053,1484,3039,837,2327,854,2233,789,1013,465,1733,761,26106,3529,2000,716,3630,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3492,36721,3920,44498,4941,26490,3402,19382,2478,14722,1922,9642,1730,6466,1601,25261,3848,1327,737,3408,1380,5375,1224,4485,1423,3828,1495,2090,880,2136,845,1629,565,983,541,0400000US47,6642072,5023,331216,5832,1103124,3902,619279,4846,905358,6078,841848,5273,891828,4699,879019,3294,642650,2512,427750,2701,5675990,26239,267478,6270,954642,8545,444123,9405,687480,9547,716813,8292,790959,7233,809523,4753,606657,3768,398315,3737,541230,18647,40376,3754,90802,6145,88246,5474,123265,6438,68831,4382,59304,4588,37454,3360,17229,2597,15723,1949,207682,11572,13313,2304,29006,3780,44814,4716,45630,3756,25886,2833,20093,2431,15184,2695,7493,1458,6263,1086,191909,10150,8722,1592,25266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
6810,87155,5606,136010,8710,71037,5740,49055,4720,36737,4553,19606,3250,13803,2450,222401,14550,13211,2368,37961,4770,34068,3750,56446,6791,30430,4156,20188,3703,14234,2381,10452,2184,5411,1230,0400000US48,27924632,9989,1640200,10088,5344999,6352,2790087,9692,4122739,12290,3833039,12155,3539389,10932,3188687,4509,2090348,5122,1375144,4899,23534387,67754,1320279,15139,4599651,25576,2048923,16506,3076024,26208,3234402,20245,3138482,16261,2897678,11522,1947269,8560,1271679,7774,2542017,61639,197770,10429,493455,21107,385193,14821,586758,19081,354031,14196,234480,10702,159095,8383,71100,5832,60135,3994,1101316,28433,73945,6243,137819,10160,234748,7288,267501,10364,143139,9086,97184,6913,80943,6219,41921,3886,24116,3227,524511,22790,34995,4071,76113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
3012,26321,2459,22664,3171,11194,2210,6314,1570,4925,1378,3881,1269,2095,662,25145,4357,1326,659,3070,1366,8985,1701,4131,1586,2710,1110,1791,979,1784,788,882,544,466,413,0400000US49,3056193,3007,207449,3530,672005,1813,349704,2882,453438,3437,424179,2766,316997,2399,297226,1641,201867,1433,133328,1381,2532858,16462,164535,5035,586453,6644,218816,6096,331719,5878,361153,4475,284312,4367,273523,2945,187709,2712,124638,1736,292853,12404,26755,3437,50319,4482,68523,5072,69159,4701,37971,3167,16665,2454,11924,2014,7102,1643,4435,1057,105753,7864,8919,1600,15887,3461,27059,2876,25765,3493,11151,1974,7915,1933,5070,1183,2293,868,1694,660,99584,7531,5914,1256,16276,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
451,8852,1882,4252,1169,1784,735,1258,445,1719,584,1347,578,928,552,3243,1880,177,212,318,306,642,351,754,555,338,239,707,701,128,174,78,100,101,143,0400000US50,619089,948,25528,1255,87659,1096,66635,1332,73864,1575,69237,926,82775,1063,96241,872,70961,702,46189,411,536390,5931,20925,1536,78545,1827,43034,2703,54938,2129,60041,1636,75679,1556,91261,1350,68114,932,43853,925,43147,4536,2948,1044,6380,1435,11146,2243,9167,1504,5696,1096,4021,1003,1929,624,1021,415,839,401,14441,2573,762,292,1404,658,2961,1005,4753,1331,1378,569,1110,500,1204,530,401,246,468,245,21868,3314,716,336,1012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
3339,57659,4839,64260,4853,34769,3393,16887,2633,15421,2168,12627,1926,7513,1604,73983,7003,3268,1057,13888,3061,13237,2591,14173,2564,10393,1947,8505,2149,4202,1166,4177,1213,2140,721,0400000US51,8372522,4750,404474,5757,1366109,3735,822718,6935,1165166,7260,1107730,6792,1141333,6473,1093388,4117,762279,3865,509325,3824,7089782,25415,327337,5825,1178856,9640,561024,11882,860896,9144,925299,10476,1037061,7422,1008348,7008,716497,5825,474464,4696,550015,18107,35757,3625,97009,7826,92638,6270,125058,5677,81864,4780,46451,4273,38181,3871,17754,1939,15303,1862,408252,14668,25059,3333,48055,4322,98160,5823,100779,6245,55405,4677,32429,3153,27236,3043,11224,2236,9905,1649,250490,10432,13053,1973,28301,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
4703,53993,4708,70739,5524,36251,4370,16744,2567,17062,2509,10707,1892,6852,1633,63485,6684,4023,1138,9195,2357,10332,1836,15395,3519,10291,2168,4438,1323,4899,1210,3688,1300,1224,572,0400000US53,7318811,4011,368083,4179,1191718,2721,657042,4791,1105343,5219,977367,4351,946140,4000,955359,2620,683938,2923,433821,2703,6016482,24671,286528,4972,1013920,8761,411579,8556,766926,9506,804183,8083,838722,6611,866912,5614,633420,4514,394292,4685,729061,22617,45491,3556,109775,7418,129275,6190,189456,7693,96198,5619,63789,4765,47137,3725,25763,3198,22177,2777,248996,13303,15261,1989,27169,3909,51863,4713,62827,4872,30444,2840,22447,2582,19349,2677,10360,1692,9276,2023,260787,14178,16780,2477,31659,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2061,9911,1447,8428,1727,5349,1588,3949,1235,2194,670,1770,725,863,457,3091,912,61,76,135,150,692,318,528,391,472,341,206,199,683,466,97,95,217,234,0400000US54,1798306,1891,80336,2187,275516,2505,163104,2604,208597,2546,220633,2441,237739,2382,261809,1415,207584,1130,142988,1147,1589833,9253,65079,2577,244227,4393,116810,3467,168022,4387,193897,2855,216603,3155,248049,2195,200490,1541,136656,1706,118279,9009,10601,1911,19141,3222,23542,3321,21900,3373,15562,2383,13059,2209,8042,1441,3158,839,3274,828,47096,4623,2986,1051,6079,1699,12149,1673,9719,1750,5353,1172,3922,1024,2841,728,2069,709,1978,669,40007,4327,1609,713,5934,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1913,33914,3186,23924,2366,11768,1794,9635,1559,7812,1474,6034,1374,3330,882,23107,3476,826,426,3605,1153,4852,1383,4803,1160,2176,908,2047,815,2103,825,1357,543,1338,716,0400000US55,5731549,3294,270051,3716,945376,2489,557891,3020,727114,3859,698926,3575,761175,2889,814832,2437,553726,1987,402458,1472,4908638,17520,222365,4581,834644,6613,355441,7137,546143,6596,605201,6256,694908,4652,757280,4303,521608,3328,371048,2505,488110,16818,32384,3236,76839,6366,102093,5486,107084,5626,58663,4590,39411,3481,34250,3220,16759,1998,20627,1859,199175,7522,8894,1217,19768,2083,61591,3815,45160,3252,21118,2138,15174,1916,13387,1442,7968,1164,6115,1335,112519,6909,5582,1294,10520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
