GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001MA,B25101_001EA,B25101_002MA,B25101_002EA,B25101_003EA,B25101_003MA,B25101_004MA,B25101_004EA,B25101_005MA,B25101_005EA,B25101_006EA,B25101_006MA,B25101_007EA,B25101_007MA,B25101_008EA,B25101_008MA,B25101_009EA,B25101_009MA,B25101_010MA,B25101_010EA,B25101_011MA,B25101_011EA,B25101_012EA,B25101_012MA,B25101_013EA,B25101_013MA,B25101_014EA,B25101_014MA,B25101_015EA,B25101_015MA,B25101_016MA,B25101_016EA,B25101_017EA,B25101_017MA,B25101_018EA,B25101_018MA,B25101_019EA,B25101_019MA,B25101_020EA,B25101_020MA,B25101_021MA,B25101_021EA,B25101_022MA,B25101_022EA,B25101_023EA,B25101_023MA,B25101_024EA,B25101_024MA,B25101_025EA,B25101_025MA,B25101_026MA,B25101_026EA,B25101_027MA,B25101_027EA,B25101_028EA,B25101_028MA,B25101_029EA,B25101_029MA,B25101_030EA,B25101_030MA,B25101_031MA,B25101_031EA,B25101_032MA,B25101_032EA,B25101_033MA,B25101_033EA,B25101_034EA,B25101_034MA,B25101_035EA,B25101_035MA,B25101_036EA,B25101_036MA,B25101_037MA,B25101_037EA,B25101_038MA,B25101_038EA,B25101_039EA,B25101_039MA,B25101_040EA,B25101_040MA,B25101_041MA,B25101_041EA,B25101_042EA,B25101_042MA,B25101_043MA,B25101_043EA,B25101_044MA,B25101_044EA,B25101_045EA,B25101_045MA,state
0400000US01,1253199,12678,706185,12254,49593,3314,166,149,1205,560,48222,3265,70885,4407,3275,807,14961,1942,52649,3885,83271,5107,17417,2333,34314,3003,31540,3353,146556,5713,68259,3792,57127,3333,21170,2674,351221,8841,291491,8143,50772,3102,8958,1363,4659,1194,547014,10244,108857,4894,32154,2724,30017,2377,46686,3554,106948,4731,85102,4421,17968,1772,3878,928,82109,3994,78377,4096,2989,773,743,443,99352,4628,97930,4556,1210,483,212,197,140388,5492,140300,5487,39,66,49,80,9360,1488,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,102297,3493,3230,795,49,45,19,23,3162,801,5215,1047,117,79,569,327,4529,995,7240,1451,455,231,1055,528,5730,1416,15288,1816,1308,390,5151,980,8829,1347,70937,2991,41982,2696,21384,1552,7571,1270,387,194,57047,2852,7284,993,1647,395,941,228,4696,892,7688,1019,3282,580,1795,407,2611,812,6700,1173,4354,706,2200,861,146,109,11510,1527,10531,1444,913,412,66,87,23330,1903,23240,1917,90,98,0,153,535,233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,1064351,11053,57900,3475,34,50,822,388,57044,3409,98268,5424,2998,812,13186,2027,82084,4712,120361,5220,11397,1645,40833,3115,68131,4020,202392,7239,56564,3307,90875,5182,54953,3722,575752,8229,415007,8724,125937,5216,34808,3217,9678,1775,587970,9396,97024,4390,25821,2370,21527,1969,49676,3077,98263,3953,65954,3175,20247,2010,12062,1588,83807,4462,75195,4244,6898,1003,1714,585,107451,4537,104061,4507,2781,970,609,480,188904,5913,188160,5907,679,417,65,79,12521,1730,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,416168,10084,30627,2627,67,121,1194,560,29366,2519,42918,3452,2837,867,11263,1792,28818,2591,53837,4228,13979,2027,23838,2672,16020,2459,89343,5068,46612,3825,33885,3045,8846,1462,196544,5877,169806,5779,22110,2175,4628,1383,2899,925,336231,7826,66156,3803,19992,1905,19834,2122,26330,2412,69368,3770,56284,3481,10585,1355,2499,735,55543,3510,52808,3267,2332,768,403,362,61484,3885,60933,3812,465,315,86,146,79881,4528,79818,4510,63,110,0,201,3799,936,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,5026144,24796,200343,6133,207,203,1023,450,199113,6232,292711,7440,3013,921,11892,1859,277806,7390,363068,9132,12360,1923,45657,3334,305051,8719,691382,12433,67065,4017,175801,6900,448516,10670,3451005,20338,1598411,15291,1163396,13861,689198,11405,27635,2790,2098946,18787,273109,7944,36721,2611,41473,2913,194915,7119,300624,8751,125477,5523,84483,4317,90664,4102,250751,7171,174307,5541,52062,3012,24382,2282,340414,7286,293667,6799,35358,3046,11389,1753,902255,12749,880311,12700,17721,1807,4223,917,31793,2537,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,994409,10836,40589,2950,27,46,158,142,40404,2946,56344,3698,1670,720,4835,994,49839,3538,86161,4426,6200,1039,19940,2158,60021,4142,162877,6799,30045,3040,65823,3619,67009,3635,643153,8499,412161,7388,179076,5554,51916,4131,5285,1446,400415,7760,51518,3310,7736,1208,10651,1659,33131,2661,59551,3419,34680,2666,15758,1752,9113,1511,55332,3478,47907,3188,6468,1182,957,452,72309,3583,70178,3566,1743,556,388,229,155728,4631,154599,4672,1008,448,121,145,5977,1290,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,611242,8820,17366,2158,0,207,0,207,17366,2158,30179,2578,120,114,833,443,29226,2630,43134,2866,740,404,4001,1014,38393,2727,88146,4639,7668,1613,29565,2840,50913,3556,430171,8470,239387,6726,138311,5728,52473,3034,2246,819,286992,5911,26358,2340,289,261,1427,549,24642,2190,34651,2827,3519,776,9290,1368,21842,2319,35273,2627,11474,1673,16019,1729,7780,1234,51720,3088,37820,3113,10573,1296,3327,905,136071,4435,130842,4335,4291,872,938,348,2919,793,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,164071,5348,8529,1540,0,198,7,12,8522,1540,11443,1627,171,146,912,361,10360,1611,14719,1882,1189,564,2880,661,10650,1865,30461,2575,5916,1104,13728,1642,10817,1345,96363,4363,67089,3841,24448,2436,4826,1142,2556,952,89877,3601,13323,2247,1569,719,2759,928,8995,1655,13883,1554,8051,1299,3321,719,2511,624,12822,1662,11172,1452,1168,516,482,372,15940,2004,15455,1942,341,248,144,186,31877,2292,31779,2326,98,150,0,198,2032,863,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,90270,3334,3645,868,0,208,0,208,3645,868,3934,1044,52,87,0,208,3882,1038,2923,735,127,149,367,258,2429,665,9562,1542,1687,834,2171,645,5704,1107,69595,3220,40142,2637,21127,2119,8326,1197,611,305,28535,2032,2634,694,435,334,373,257,1826,636,2591,758,726,341,940,502,925,474,2286,766,1605,596,564,326,117,146,3906,793,3414,718,453,375,39,65,16938,1658,16443,1731,470,406,25,43,180,173,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,2850011,25547,188602,6928,661,422,1858,732,186083,6782,277172,9678,6746,1317,32626,2945,237800,9361,343625,10813,31021,2769,105087,5325,207517,7400,551073,10055,148973,6645,221805,7890,180295,7429,1463461,17001,971980,16340,372534,9665,118947,5698,26078,2823,2160176,20634,364955,9052,70517,4042,66687,3862,227751,7743,389240,10941,218849,7321,95051,5023,75340,4460,324386,8569,256708,7813,49311,3637,18367,2427,373417,8893,342844,8550,22662,2531,7911,1174,666902,12669,650632,13185,12107,1540,4163,1040,41276,2897,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
