GEO_ID,B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,B15002I_018E,B15002I_018M,B15002I_019E,B15002I_019M,NAME,B15002I_001EA,B15002I_001MA,B15002I_002EA,B15002I_002MA,B15002I_003MA,B15002I_003EA,B15002I_004MA,B15002I_004EA,B15002I_005MA,B15002I_005EA,B15002I_006MA,B15002I_006EA,B15002I_007EA,B15002I_007MA,B15002I_008MA,B15002I_008EA,B15002I_009MA,B15002I_009EA,B15002I_010MA,B15002I_010EA,B15002I_011MA,B15002I_011EA,B15002I_012EA,B15002I_012MA,B15002I_013EA,B15002I_013MA,B15002I_014MA,B15002I_014EA,B15002I_015MA,B15002I_015EA,B15002I_016MA,B15002I_016EA,B15002I_017EA,B15002I_017MA,B15002I_018EA,B15002I_018MA,B15002I_019MA,B15002I_019EA,state
0400000US01,95591,3058,52301,2129,11059,1554,8204,1807,13640,2255,2380,1010,7957,1320,2403,850,3029,1036,3629,995,43290,2362,9568,1857,5119,1192,8576,1392,1455,697,6047,1685,2662,970,6703,1684,3160,932,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26452,901,13503,838,886,349,925,630,3000,836,376,206,4928,1070,1547,824,1055,443,786,445,12949,556,609,324,522,396,1717,592,389,339,4003,1004,1731,724,2655,884,1323,695,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1203000,1708,597569,1190,96697,5408,95764,4597,143180,5989,34569,3089,116638,5118,40673,3425,50734,3941,19314,2032,605431,1100,88599,4202,88886,5459,137037,6666,25881,2734,134962,5890,44088,3439,60148,4620,25830,2726,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,107132,2179,55515,2157,14911,2242,8528,2183,15075,2426,3170,1247,6767,1719,1097,641,4037,1314,1930,828,51617,1642,11516,2218,10579,1792,10206,1516,2456,931,8059,1533,2941,838,4520,1249,1340,584,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8921445,2367,4445921,1974,933887,15414,659032,14824,1091557,19207,141803,6617,857343,14615,242156,8296,377466,11400,142677,5741,4475524,1527,983447,15876,566361,12702,1002649,14487,109295,5399,886275,13677,288722,9251,447393,11566,191382,6674,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,670114,2319,337075,1872,47180,3866,46592,4076,82385,4689,27770,2953,61656,4034,21390,2652,35211,3347,14891,1928,333039,2010,40082,2822,45026,3688,78571,4224,17611,1759,68727,4245,25502,2780,40359,2824,17161,2109,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,330633,993,161559,828,27530,3266,21797,2778,48287,3743,10448,1923,23553,2709,7576,1762,12897,1777,9471,2045,169074,938,23029,2959,21625,2052,42589,3577,7296,1426,28256,3063,15665,2087,18747,2223,11867,1945,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,47762,729,24695,482,5863,1611,3765,1226,7884,1395,881,491,2964,1049,1251,664,1176,512,911,452,23067,619,4209,1299,3585,1168,6320,1126,1403,816,2859,951,1622,708,2110,565,959,454,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,48455,-555555555,24661,-555555555,6216,1368,2315,1085,2810,950,907,630,2083,711,858,651,3903,1171,5569,1290,23794,-555555555,4969,1203,2261,774,1536,611,797,520,2000,908,579,400,4917,996,6735,974,District of Columbia,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3545630,4013,1711202,3221,196570,8956,160913,7813,456376,15491,63229,5264,297979,11237,150171,7159,256726,9666,129238,5725,1834428,2856,199240,9195,149235,7940,460462,13001,49560,4150,313513,10351,194115,8528,331256,9530,137047,6773,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,520525,4550,273940,3717,71140,5194,44766,3860,65504,5937,10153,2151,30158,3748,10146,1599,26384,3486,15689,2414,246585,3614,55610,4269,32043,3424,55190,4100,6742,1321,35201,2939,16632,2392,32708,3554,12459,1883,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,76514,1115,38326,870,1299,680,2502,893,12396,1932,1090,528,9404,1451,4694,1229,4851,1131,2090,822,38188,483,1385,634,2202,553,9964,1373,1466,626,8964,1392,5615,1218,5727,1151,2865,659,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,104078,2209,53745,1905,11418,1674,7652,1898,11523,2206,5563,1573,9453,1786,3187,1000,3473,1227,1476,720,50333,1696,10383,1567,6226,1723,9950,1677,3340,940,10414,1829,4691,1393,3983,1154,1346,847,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1234633,2342,635214,2086,136456,5958,90100,5396,163367,7293,30302,2763,101930,5923,32782,3140,58349,4424,21928,2164,599419,1841,124042,5376,68939,4731,142524,5665,27895,2782,97270,5476,42855,3681,63173,3884,32721,3320,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,230550,2796,118509,2361,25740,2712,19399,2603,29171,2651,6385,1097,17516,1987,4800,1156,9144,1723,6354,1573,112041,1919,17664,2138,19441,2754,24095,2865,5842,1444,18500,2479,8496,1582,13176,1839,4827,1528,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,88561,2761,46375,2234,10254,1508,7710,1427,13294,1664,1779,749,6139,1126,1967,739,3225,893,2007,804,42186,1722,9563,1477,5486,1265,8987,1273,2199,559,6018,1285,3518,1032,4450,1031,1965,729,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,169377,2424,86994,2055,19425,2207,11923,1575,21586,2019,3461,863,14601,1727,4080,1046,7694,1613,4224,978,82383,1434,14429,1903,11397,1614,18083,1833,3979,1019,16554,1762,7059,1294,6222,1304,4660,936,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,76434,2212,43254,2193,6467,1220,5852,1307,10181,1898,2165,819,7351,1436,3091,871,5544,1115,2603,701,33180,1606,5240,1196,2804,712,6899,1325,2347,836,5292,1055,2516,932,4346,1039,3736,823,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
