GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001EA,B06010_001MA,B06010_002MA,B06010_002EA,B06010_003MA,B06010_003EA,B06010_004EA,B06010_004MA,B06010_005EA,B06010_005MA,B06010_006MA,B06010_006EA,B06010_007MA,B06010_007EA,B06010_008MA,B06010_008EA,B06010_009EA,B06010_009MA,B06010_010EA,B06010_010MA,B06010_011MA,B06010_011EA,B06010_012MA,B06010_012EA,B06010_013MA,B06010_013EA,B06010_014MA,B06010_014EA,B06010_015EA,B06010_015MA,B06010_016MA,B06010_016EA,B06010_017MA,B06010_017EA,B06010_018EA,B06010_018MA,B06010_019MA,B06010_019EA,B06010_020EA,B06010_020MA,B06010_021EA,B06010_021MA,B06010_022EA,B06010_022MA,B06010_023EA,B06010_023MA,B06010_024MA,B06010_024EA,B06010_025MA,B06010_025EA,B06010_026EA,B06010_026MA,B06010_027EA,B06010_027MA,B06010_028EA,B06010_028MA,B06010_029EA,B06010_029MA,B06010_030MA,B06010_030EA,B06010_031EA,B06010_031MA,B06010_032EA,B06010_032MA,B06010_033EA,B06010_033MA,B06010_034EA,B06010_034MA,B06010_035MA,B06010_035EA,B06010_036MA,B06010_036EA,B06010_037EA,B06010_037MA,B06010_038EA,B06010_038MA,B06010_039EA,B06010_039MA,B06010_040EA,B06010_040MA,B06010_041MA,B06010_041EA,B06010_042EA,B06010_042MA,B06010_043EA,B06010_043MA,B06010_044EA,B06010_044MA,B06010_045EA,B06010_045MA,B06010_046MA,B06010_046EA,B06010_047MA,B06010_047EA,B06010_048EA,B06010_048MA,B06010_049EA,B06010_049MA,B06010_050EA,B06010_050MA,B06010_051EA,B06010_051MA,B06010_052MA,B06010_052EA,B06010_053EA,B06010_053MA,B06010_054EA,B06010_054MA,B06010_055EA,B06010_055MA,state
0400000US01,3972124,3503,580195,12502,3391929,12452,680935,14646,401057,9935,611205,14321,432999,10684,449970,10441,315561,9631,117938,6368,382264,8466,2648095,17652,389197,11755,2258898,18304,477186,11956,281220,7969,423501,11126,294670,9590,302301,8238,201232,6892,71937,5156,206851,6532,1126082,17333,148707,7329,977375,16158,176998,7254,102703,5900,157186,7510,117806,6674,126354,5881,102044,5618,40347,3222,153937,5717,40289,3232,4692,1160,35597,3155,8137,1967,3349,1433,4697,890,3276,932,6514,1165,3769,1109,1265,615,4590,1183,157658,6317,37599,2725,120059,5791,18614,2380,13785,2658,25821,2777,17247,2926,14801,2158,8516,1834,4389,1001,16886,2388,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,583639,1229,36332,3100,547307,3429,117045,4965,37226,3011,69761,4574,67257,4219,70019,4185,55577,3628,28595,2380,101827,4636,197596,5928,12522,1620,185074,6199,59687,3274,14531,1575,24886,2558,20400,2438,21159,2256,13656,1661,6804,1191,23951,2217,314667,6503,19946,2456,294721,6699,44838,3242,18115,1864,33597,2722,35566,2964,38811,3426,36540,2927,17869,2087,69385,3848,16594,2763,766,435,15828,2645,2090,637,979,564,1735,855,2892,1244,2415,822,1586,707,1626,609,2505,816,54782,3993,3098,821,51684,3991,10430,2079,3601,996,9543,1884,8399,1412,7634,1365,3795,950,2296,720,5986,1235,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5663228,2008,856475,14491,4806753,14436,831389,15018,468889,10944,818653,14630,653193,14584,724039,13225,456522,9894,186635,7564,667433,10328,1698814,25047,373751,10901,1325063,23211,312995,9830,123992,6760,224714,8308,190162,8506,203310,8497,111856,6815,42126,3416,115908,4844,2984768,21966,292074,9556,2692694,21018,381564,10075,256761,9396,432187,9997,339934,10421,417402,11157,281659,7515,121134,6153,462053,8645,86620,6739,12102,2309,74518,5606,11540,2407,6026,1405,12671,2176,10932,1696,11002,1818,6983,1504,3710,978,11654,1699,893026,17036,178548,7980,714478,14132,125290,6347,82110,4614,149081,6760,112165,6575,92325,4897,56024,3638,19665,2528,77818,5112,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2418049,3055,330383,9983,2087666,9567,407482,10498,254097,8445,389054,9821,290580,8323,294196,9985,181356,5829,73986,4205,196915,7154,1355845,12689,186987,6788,1168858,12313,242953,7759,148757,6774,214135,7008,161289,5905,161565,5933,99282,4617,40390,3234,100487,5455,906206,13350,112671,6045,793535,12875,144753,7010,96420,4828,143011,6195,104759,5118,117774,6565,73185,3418,30465,2696,83168,4463,21483,3385,2475,990,19008,3119,3738,1157,809,384,3857,1329,3313,1224,2450,814,1879,754,130,162,2832,1107,134515,4617,28250,2662,106265,4788,16038,2268,8111,1497,28051,3793,21219,2890,12407,2103,7010,1314,3001,951,10428,1617,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32009857,3422,5241781,33950,26768076,34379,4495967,38503,2731490,25601,4125401,33545,3079989,27735,3352929,27912,2432239,26139,1146889,18377,5403172,32557,15216937,44956,2907230,23762,12309707,44012,2316020,26925,1224538,17958,1802859,23996,1391972,17939,1577851,19409,1176058,17542,552259,12222,2268150,21960,5968915,37486,479360,11627,5489555,34572,650435,14557,484509,12235,740256,17102,542992,10587,659074,12607,535096,11134,278555,7734,1598638,19911,455057,11636,67276,4467,387781,10439,66630,4856,35496,3089,47559,3704,38562,2699,47970,3660,40975,3993,18293,2414,92296,4252,10368948,44689,1787915,25547,8581033,38457,1462882,20059,986947,17931,1534727,19639,1106463,17309,1068034,17595,680110,13890,297782,10056,1444088,18297,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4558575,2194,509868,12449,4048707,12670,638118,10943,332013,7971,562075,11797,493943,10647,611265,11420,461901,10623,197669,7235,751723,11959,1553376,20016,215379,7559,1337997,18581,281634,8919,122302,5840,194150,8076,162393,5981,201941,7827,146004,5331,57311,4038,172262,6781,2410474,20532,203090,8362,2207384,20368,278944,7669,168285,6392,283962,7692,255137,9166,330730,8319,268517,8957,118275,5147,503534,10961,76351,4524,9506,1642,66845,4036,12153,1859,6184,1346,7725,1644,6755,1428,8856,1582,7499,1214,4375,1290,13298,1664,518374,11288,81893,5292,436481,10874,65387,4518,35242,3351,76238,5040,69658,5349,69738,4352,39881,4125,17708,2669,62629,3908,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2986837,1938,353346,10055,2633491,10187,419938,10927,208572,7822,357171,8371,300521,8431,343751,10148,291269,8697,130748,5717,581521,9881,1469789,15538,179670,6131,1290119,15840,217299,8618,102701,6080,167666,6755,151328,6150,181447,7908,153370,6147,71201,3901,245107,7310,892191,13093,78882,5622,813309,12883,115006,5619,53108,3712,98230,5129,77942,3922,94662,4511,88684,4495,40707,2856,244970,7291,116852,6190,16937,2416,99915,5569,25556,3048,15438,2179,16786,2981,12211,2150,10392,1909,6475,1500,2669,986,10388,1980,508005,11620,77857,5446,430148,10579,62077,4679,37325,3151,74489,4717,59040,5328,57250,3942,42740,3617,16171,2266,81056,4831,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,792511,507,120044,4748,672467,4907,109190,5134,57900,3724,96016,5090,90687,4880,94940,4637,74027,4378,32508,3152,117199,5370,292660,8784,53002,3844,239658,7401,43235,3089,23232,2628,33849,3297,33845,3228,37281,3237,26805,2655,10127,1614,31284,2803,393180,9377,43090,3548,350090,8523,54794,3471,29948,2832,47517,3367,45267,3435,46235,3325,39448,3271,18079,2043,68802,4736,13506,2406,3002,1250,10504,2042,1876,747,668,410,1716,704,1623,668,1341,566,1276,721,318,227,1686,725,93165,5727,20950,3025,72215,5257,9285,1994,4052,921,12934,2593,9952,2194,10083,1835,6498,1550,3984,1330,15427,1685,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,585161,295,66040,4977,519121,5033,84780,4363,33915,3018,48668,4010,42502,2850,51762,3906,59503,4385,33924,3003,164067,4535,175796,6390,33566,3422,142230,6271,32478,3164,15981,2431,19306,2774,17351,2131,14483,2324,14913,2287,7653,1560,20065,1923,298558,6117,19046,2917,279512,6038,40157,3358,11922,2015,17726,2216,15181,1625,25577,2440,33989,3015,20175,2762,114785,4392,13310,2634,986,413,12324,2524,1002,508,1284,668,939,456,1329,771,1768,1174,979,593,737,463,4286,1040,97497,5193,12442,1709,85055,4756,11143,1717,4728,1484,10697,2682,8641,1524,9934,1726,9622,1798,5359,1234,24931,2737,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17514198,4283,2537635,27891,14976563,28178,2610484,26638,1602520,21127,2813927,34714,2085998,25375,2144649,20731,1333611,19887,530299,13539,1855075,19746,4841818,40089,1028489,23080,3813329,35207,832472,19851,395057,13271,690342,17730,554417,13446,568625,13748,317802,9917,111261,6400,343353,11582,7770038,41053,712750,16182,7057288,37939,992063,20043,710606,15097,1251490,19789,945306,21248,1050131,16882,709957,13600,294995,9423,1102740,14147,698658,24187,107316,7660,591342,20506,117153,8494,71165,5994,116038,9084,76320,6867,83543,5742,48735,3840,20128,2701,58260,4041,4203684,36534,689080,18002,3514604,33721,668796,16231,425692,13203,756057,21782,509955,14308,442350,11943,257117,9250,103915,7336,350722,10731,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
