GEO_ID,C27001_001E,C27001_001M,C27001_002E,C27001_002M,C27001_003E,C27001_003M,C27001_004E,C27001_004M,C27001_005E,C27001_005M,C27001_006E,C27001_006M,C27001_007E,C27001_007M,C27001_008E,C27001_008M,C27001_009E,C27001_009M,C27001_010E,C27001_010M,C27001_011E,C27001_011M,C27001_012E,C27001_012M,C27001_013E,C27001_013M,C27001_014E,C27001_014M,C27001_015E,C27001_015M,C27001_016E,C27001_016M,C27001_017E,C27001_017M,C27001_018E,C27001_018M,C27001_019E,C27001_019M,C27001_020E,C27001_020M,C27001_021E,C27001_021M,NAME,C27001_001EA,C27001_001MA,C27001_002EA,C27001_002MA,C27001_003MA,C27001_003EA,C27001_004MA,C27001_004EA,C27001_005EA,C27001_005MA,C27001_006EA,C27001_006MA,C27001_007EA,C27001_007MA,C27001_008MA,C27001_008EA,C27001_009MA,C27001_009EA,C27001_010EA,C27001_010MA,C27001_011MA,C27001_011EA,C27001_012EA,C27001_012MA,C27001_013EA,C27001_013MA,C27001_014MA,C27001_014EA,C27001_015MA,C27001_015EA,C27001_016EA,C27001_016MA,C27001_017EA,C27001_017MA,C27001_018EA,C27001_018MA,C27001_019MA,C27001_019EA,C27001_020MA,C27001_020EA,C27001_021EA,C27001_021MA,state
0400000US20,2855454,1638,1411724,4183,387016,3366,367723,3909,19293,2573,831006,4237,719360,7029,111646,5320,193702,1334,193177,1402,525,330,1443730,3964,368425,3637,348242,4202,20183,2643,840815,3727,743834,5352,96981,5083,234490,1893,233726,1930,764,435,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4370940,1538,2138621,4275,553423,5367,532397,6263,21026,3880,1279563,4114,1166354,7585,113209,6012,305635,1937,304965,1969,670,330,2232319,3960,525419,4045,505539,5188,19880,3415,1327601,3710,1248139,5967,79462,4895,379299,1758,378319,1822,980,433,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4580258,1767,2209005,5998,602179,5723,584320,6206,17859,2732,1310229,4701,1111330,8713,198899,8905,296597,2327,295165,2353,1432,678,2371253,5656,573021,5119,554813,5588,18208,3214,1419732,4078,1275258,8513,144474,7248,378500,2099,376723,2217,1777,733,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321649,577,646260,1882,138917,1895,131432,2087,7485,1434,388044,1974,335675,4253,52369,3854,119299,1188,119025,1187,274,307,675389,1856,132829,1936,126889,2042,5940,1159,401967,1995,361209,3256,40758,2846,140593,896,140352,936,241,199,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5957871,2105,2866331,4274,726028,4081,699975,4979,26053,3773,1758947,4208,1583424,8624,175523,8093,381356,1675,378321,1832,3035,975,3091540,3956,693512,3916,665489,5457,28023,3984,1900930,3384,1772608,7290,128322,6505,497098,1761,492457,2185,4641,1405,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6785622,1021,3288881,3288,754598,3433,743322,3834,11276,1837,2067267,3349,1967181,7374,100086,6036,467016,1694,465027,1806,1989,726,3496741,3066,724363,3616,713754,4109,10609,2367,2167976,3342,2104205,5609,63771,4511,604402,1885,602332,2014,2070,573,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9853156,970,4830752,4066,1181839,4813,1146709,5291,35130,2872,2918278,4443,2661151,9096,257127,8264,730635,2007,726686,2053,3949,927,5022404,4066,1130853,3910,1096806,4427,34047,3639,2995582,3728,2819562,7789,176020,7109,895969,2200,892703,2315,3266,987,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5519199,675,2746565,3827,701722,3668,675825,4409,25897,2673,1667054,3502,1552473,7033,114581,5720,377789,1679,376826,1722,963,384,2772634,3819,671266,3748,649958,3883,21308,2616,1650011,3485,1571606,5227,78405,4143,451357,1784,450002,1950,1355,670,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2920808,1463,1398217,5846,394251,5342,373872,5862,20379,3066,808422,4755,645842,7776,162580,7040,195544,2168,194721,2242,823,467,1522591,5669,369205,5465,352591,5954,16614,3217,897443,3857,747039,7729,150404,7852,255943,1882,254989,1948,954,429,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6000326,1538,2926378,5137,749871,5560,711194,6095,38677,3572,1744325,4524,1493921,9488,250404,9068,432182,2221,430387,2293,1795,734,3073948,5070,714854,5615,679025,5909,35829,3833,1817241,4493,1598373,9250,218868,8767,541853,2520,539155,2480,2698,669,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1036245,559,516864,2153,121028,1599,113468,2213,7560,1420,306380,1907,265443,3380,40937,3162,89456,1122,88844,1129,612,352,519381,2172,119736,1900,113432,2163,6304,1410,304122,1888,272286,3048,31836,2533,95523,1008,95063,975,460,345,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1891453,931,942886,2799,256943,2490,244261,3028,12682,2060,556641,2074,484499,4381,72142,4231,129302,1086,128408,1130,894,467,948567,2827,243061,2987,230028,3864,13033,2144,552511,2223,495444,4110,57067,3281,152995,1240,152029,1282,966,503,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2962236,1424,1477770,2694,367968,2613,339072,4700,28896,3815,894344,3214,742412,7555,151932,7132,215458,1238,212864,1565,2594,1042,1484466,2711,350868,2516,322211,3691,28657,3099,894572,2406,777354,5662,117218,5727,239026,989,235699,1498,3327,1123,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1325016,952,654960,2444,142254,2144,138925,2254,3329,960,407775,2516,367905,3609,39870,3151,104931,982,104888,983,43,70,670056,2278,133723,1850,130714,2070,3009,961,413885,2040,384037,3583,29848,3107,122448,1156,121488,1236,960,630,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8902432,1561,4327369,3265,1067648,4109,1029487,5697,38161,4221,2665324,4121,2336661,10570,328663,9590,594397,1892,588559,2339,5838,1508,4575063,2882,1026021,4132,985982,5776,40039,4506,2766038,3639,2499265,9943,266773,9520,783004,1696,774410,2389,8594,1884,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2054301,1433,1007766,4136,264083,3700,251316,4291,12767,2161,586543,3711,495985,7478,90558,6421,157140,1385,155804,1457,1336,626,1046535,3992,258737,4512,245050,4692,13687,2428,600097,2773,533697,5515,66400,5150,187701,1194,185453,1455,2248,745,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19608066,2106,9476188,5651,2247049,6073,2185546,9222,61503,6501,5910295,6772,5333294,18188,577001,16297,1318844,2424,1309385,2780,9459,1606,10131878,5438,2156095,6704,2100095,8141,56000,4803,6228095,5918,5831520,13487,396575,11771,1747688,3275,1735284,3897,12404,1837,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10070781,3392,4844279,7906,1251870,7967,1187654,9325,64216,5542,2892927,7633,2377942,16647,514985,15424,699482,2997,696422,3186,3060,970,5226502,7234,1199041,6992,1144691,8323,54350,4763,3137682,6934,2702593,11096,435089,10377,889779,4012,885496,3783,4283,1179,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,738177,1431,377790,2426,95163,1748,87216,2181,7947,1840,233576,2098,209999,2597,23577,1959,49051,476,48760,566,291,252,360387,2049,88430,1763,82559,1805,5871,1217,214412,1730,196516,2543,17896,2327,57545,858,57545,858,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11485078,1447,5600497,6227,1409401,6328,1346812,8863,62589,5978,3366236,5981,3047556,11297,318680,11250,824860,2396,820895,2442,3965,1185,5884581,5958,1349895,5408,1287089,7798,62806,6357,3489358,4606,3256267,11811,233091,10533,1045328,3505,1040445,3495,4883,1082,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3851302,1847,1890297,4538,523982,3305,482961,4329,41021,3405,1105205,3745,861514,6968,243691,6538,261110,1725,259449,1804,1661,532,1961005,3758,494771,3314,453396,4071,41375,2826,1143063,3248,927724,5994,215339,6095,323171,1962,320775,1896,2396,792,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4102901,1020,2024505,4244,476625,4586,458548,4789,18077,2879,1227026,3910,1085679,7205,141347,6762,320854,2276,319565,2295,1289,567,2078396,4036,451490,4137,436593,4810,14897,2525,1250112,3341,1146198,6186,103914,6134,376794,2231,375502,2216,1292,498,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12602472,1128,6139951,4643,1449891,4668,1385695,6440,64196,5431,3724054,5765,3396668,9664,327386,9126,966006,2850,962210,3150,3796,980,6462521,4539,1385025,4270,1324304,5917,60721,5140,3846444,5216,3616253,9417,230191,8875,1231052,3132,1225139,3224,5913,1258,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1044111,858,504557,1863,113621,1519,111378,1744,2243,886,316841,2127,290834,3535,26007,2819,74095,831,73866,847,229,194,539554,1934,110387,1775,107997,1909,2390,999,333204,2257,316188,3032,17016,2250,95963,924,95658,1033,305,323,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4928260,2320,2364975,6595,593053,6906,562386,7249,30667,3755,1392816,5364,1129526,8785,263290,8421,379106,1829,377378,1969,1728,841,2563285,6116,576310,6219,546778,6992,29532,3794,1517738,4609,1302938,10202,214800,8111,469237,1964,467721,2001,1516,600,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,851826,955,427382,2875,115270,2445,107974,2928,7296,1491,248999,2174,215397,2902,33602,2548,63113,925,63007,941,106,91,424444,2791,109144,2177,102592,2470,6552,1367,242665,1941,213252,2905,29413,2697,72635,1060,72266,1056,369,255,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6612552,2386,3199559,5840,812333,5810,771089,7344,41244,5089,1925113,5662,1610523,11224,314590,10874,462113,2384,460059,2512,2054,620,3412993,6037,788089,5425,758554,6446,29535,4053,2045758,4766,1805859,10032,239899,8626,579146,2424,577326,2381,1820,564,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27836924,4153,13704361,9643,3973937,9960,3548812,18059,425125,15041,8222437,9408,6190949,25398,2031488,24635,1507987,3571,1484511,4868,23476,3189,14132563,9109,3807908,10419,3398363,19105,409545,17879,8462931,9453,6574442,22302,1888489,20046,1861724,3805,1822879,5418,38845,4350,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3076318,925,1545177,3135,501537,2818,463327,4709,38210,4118,889392,2649,775646,6273,113746,5760,154248,1124,152922,1136,1326,527,1531141,3167,471064,3481,438087,4429,32977,3876,884190,2590,790496,5399,93694,4866,175887,1399,174087,1545,1800,594,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,617556,273,304204,1259,65580,1376,64312,1327,1268,647,186409,1146,172370,2067,14039,1798,52215,592,51908,523,307,324,313352,1189,61525,1172,60765,1141,760,393,190315,1165,178714,1932,11601,1749,61512,631,61376,625,136,123,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8256810,4827,3997118,7290,1008284,6063,954800,6039,53484,4542,2433670,6812,2105818,12572,327852,11965,555164,2910,550171,3319,4993,1674,4259692,6007,974722,6503,926788,7281,47934,3902,2596171,5797,2307925,10859,288246,10136,688799,2842,682129,3152,6670,1671,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7299812,2782,3619124,4673,886817,4129,863682,4689,23135,2733,2230726,4894,2003092,9399,227634,9076,501581,2246,498081,2401,3500,1108,3680688,4107,853015,3861,830052,4744,22963,3075,2231269,5057,2066467,9470,164802,7977,596404,2169,592332,2337,4072,1320,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1787126,719,877573,3347,203639,3383,197923,3322,5716,1326,519431,2523,462703,4488,56728,3677,154503,1110,154183,1135,320,302,909553,3271,195713,3490,190896,3842,4817,1230,526433,2365,485336,3813,41097,3812,187407,1463,187196,1472,211,194,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5723963,784,2832224,4246,692553,3838,666802,4464,25751,2447,1716999,4050,1569090,8319,147909,6319,422672,1821,420838,1947,1834,638,2891739,4172,668955,3996,641976,4605,26979,3008,1717359,3619,1612159,5489,105200,4969,505425,2040,503694,2152,1731,612,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568891,1060,288544,2571,75059,2327,67547,2718,7512,2033,170668,1741,139204,3768,31464,3614,42817,819,42726,812,91,84,280347,2527,70845,2308,64427,2502,6418,1470,164163,1880,140038,2804,24125,2508,45339,705,45234,670,105,136,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3309977,1047,1569208,5008,370412,5848,356165,6094,14247,3429,916047,3234,799740,7435,116307,7662,282749,531,281093,812,1656,644,1740769,5004,334924,5891,324265,5710,10659,2426,1035318,2854,953949,6677,81369,6052,370527,698,367242,1242,3285,960,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
