GEO_ID,B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,NAME,B08503_001MA,B08503_001EA,B08503_002EA,B08503_002MA,B08503_003EA,B08503_003MA,B08503_004EA,B08503_004MA,B08503_005MA,B08503_005EA,B08503_006MA,B08503_006EA,B08503_007MA,B08503_007EA,state
0400000US41,41.5,0.3,42.4,0.3,38.4,0.7,33.5,1.3,33.0,1.3,36.0,0.8,47.5,0.9,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.3,0.2,44.5,0.2,38.3,0.6,37.1,0.8,31.8,0.7,34.8,1.0,47.6,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,43.1,0.5,44.7,0.6,36.5,1.8,35.0,5.9,24.9,2.5,35.0,3.2,47.4,3.9,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.6,0.3,42.2,0.3,38.1,0.8,38.2,4.6,24.5,1.0,34.8,4.1,48.0,1.9,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.0,0.6,41.8,0.8,37.7,1.4,43.8,10.7,40.8,5.2,45.1,7.9,52.0,1.6,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41.6,0.2,42.0,0.3,37.7,0.7,36.2,3.6,30.5,2.4,39.0,2.0,46.7,1.0,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.6,0.1,40.8,0.1,37.3,0.4,39.3,1.3,31.2,1.3,37.2,1.0,45.7,0.4,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,38.1,0.2,38.2,0.3,35.9,1.0,34.7,2.4,27.6,3.0,34.9,1.7,43.0,1.0,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,44.5,0.5,45.9,0.6,39.9,2.8,29.0,8.7,30.2,1.9,37.9,8.9,50.5,2.6,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,41.9,0.2,42.5,0.3,38.6,0.6,38.1,1.1,29.4,1.3,34.8,1.7,46.7,0.7,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,40.8,0.2,41.6,0.3,38.9,0.7,35.2,0.7,30.4,0.7,38.1,1.4,48.2,0.8,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43.2,0.5,43.8,0.6,38.6,1.4,35.4,2.4,37.3,2.1,38.9,6.0,48.3,1.9,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.1,0.2,42.7,0.2,38.6,0.7,33.7,1.9,27.2,1.4,37.5,1.6,48.1,0.8,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,41.6,0.5,41.6,0.7,40.4,1.9,51.8,10.4,36.2,7.9,39.0,4.8,51.5,4.2,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,41.8,0.4,41.3,0.4,42.4,1.7,45.9,1.6,48.9,4.1,42.5,3.2,50.3,4.9,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
