GEO_ID,B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,NAME,B25013_001MA,B25013_001EA,B25013_002MA,B25013_002EA,B25013_003EA,B25013_003MA,B25013_004EA,B25013_004MA,B25013_005EA,B25013_005MA,B25013_006MA,B25013_006EA,B25013_007MA,B25013_007EA,B25013_008MA,B25013_008EA,B25013_009EA,B25013_009MA,B25013_010EA,B25013_010MA,B25013_011MA,B25013_011EA,state
0400000US01,1841665,12421,1253199,12678,124126,4373,347416,7717,385907,9733,395750,8288,588466,10414,91253,5163,182977,6086,207048,7941,107188,4987,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,9214,1352,34481,2700,55392,3476,60257,3004,91397,3639,5807,1010,25004,2536,39785,3033,20801,2181,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,140542,5101,307795,8622,573641,10342,630343,10645,900651,12842,123230,5650,217557,8436,343966,9218,215898,7993,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,78754,4703,224083,6016,232376,7561,217186,6292,400683,9039,63948,4241,133450,6378,132965,5507,70320,5249,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,694626,11130,1107766,16880,2199155,21832,3123543,24694,5880007,28546,1057840,13480,1167700,17781,1835573,19487,1818894,20744,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,69467,4217,229987,7101,399191,9384,696179,9328,744383,11664,75203,5008,162841,7185,262026,6747,244313,7249,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,44271,2961,194070,6448,231492,6741,428401,6934,458528,7656,71425,4574,140177,6585,115304,6384,131622,6557,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,15096,1818,68520,4212,69740,3712,100592,3518,103989,4386,11917,1939,37602,2916,29643,2816,24827,2744,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,4188,824,10838,1201,16556,2047,87223,3444,162670,3861,18574,2736,33242,2225,26823,2664,84031,3798,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,366010,10255,1186526,16945,1571681,18735,1885970,22045,2679777,21534,357501,10487,758775,15297,893171,15932,670330,13288,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3745074,16431,2354922,19925,203585,8043,552633,9378,672133,11530,926571,13300,1390152,18759,209176,7600,394684,12508,444283,10022,342009,10174,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,458078,4221,268078,4714,11907,1910,54570,3138,82941,3923,118660,4289,190000,4482,16911,2180,48285,2929,70352,4083,54452,3727,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,625135,5980,435493,6933,28339,2941,104179,5151,159711,5616,143264,5502,189642,6433,20190,2826,55599,3678,75462,4466,38391,2918,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4808672,14430,3182232,18239,228107,6591,715384,11632,948973,15808,1289768,13024,1626440,15529,209925,6615,426299,11563,519985,12063,470231,10248,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2557299,10669,1765500,14956,140648,5545,528062,8732,528398,10971,568392,10362,791799,11302,113438,5056,258532,8058,261229,8289,158600,5836,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1257505,6773,900362,9741,47814,2666,250117,6180,304140,7095,298291,5722,357143,7725,36823,3174,109097,4308,129127,5048,82096,4769,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1128983,6821,743508,8948,44455,2726,165695,4849,236098,5970,297260,6220,385475,6561,41626,3006,104970,4766,142418,5257,96461,4516,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1725034,10346,1146668,12735,123848,4264,348083,7885,335702,8098,339035,9001,578366,9268,93730,5254,181984,6543,200198,6160,102454,4248,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737123,11255,1132229,12824,122348,5940,348053,9398,326454,8222,335374,7860,604894,11475,107145,5456,207035,8175,188489,8542,102225,5173,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,540959,6050,395809,5987,19972,1837,107057,3873,120790,4001,147990,4923,145150,5231,16509,2226,48794,3621,46600,3355,33247,2478,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2207343,8135,1472500,10315,84725,4021,277432,6308,382630,10619,727713,10074,734843,11524,93422,5863,185927,6626,218517,8444,236977,6603,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2604954,9148,1623515,11340,76017,5122,304374,8366,387529,9234,855595,11703,981439,10805,134994,6214,267497,7912,244481,6843,334467,7530,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3930017,12926,2803372,15813,179122,6448,709923,11196,957524,10716,956803,10637,1126645,12484,131512,5408,321430,8936,417126,9877,256577,8118,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2162211,7968,1547594,10546,58381,3209,332490,6758,508624,7875,648099,8412,614617,8292,66774,4538,153950,5541,216016,6241,177877,6303,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091980,9693,748055,10139,91575,4965,205550,6825,246591,9023,204339,7257,343925,10085,64438,4220,99914,5556,125481,6524,54092,3763,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2385135,13054,1596870,15553,109070,4881,431279,9387,492070,11586,564451,10595,788265,11974,103228,5208,233011,8210,274561,8305,177465,6576,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,423091,4068,292585,4359,13733,1472,71955,3730,97357,4161,109540,4268,130506,4275,10292,1573,37037,2986,49941,3003,33236,2668,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
