GEO_ID,C01001G_001E,C01001G_001M,C01001G_002E,C01001G_002M,C01001G_003E,C01001G_003M,C01001G_004E,C01001G_004M,C01001G_005E,C01001G_005M,C01001G_006E,C01001G_006M,C01001G_007E,C01001G_007M,C01001G_008E,C01001G_008M,C01001G_009E,C01001G_009M,NAME,C01001G_001MA,C01001G_001EA,C01001G_002EA,C01001G_002MA,C01001G_003MA,C01001G_003EA,C01001G_004MA,C01001G_004EA,C01001G_005MA,C01001G_005EA,C01001G_006EA,C01001G_006MA,C01001G_007MA,C01001G_007EA,C01001G_008MA,C01001G_008EA,C01001G_009MA,C01001G_009EA,state
0400000US19,67729,5542,32062,3302,18701,2679,12615,1782,746,369,35667,3355,19291,2527,15369,1885,1007,401,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,101338,6084,52166,4132,25945,2923,24114,2327,2107,583,49172,3626,23989,2765,22419,2688,2764,738,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,101523,6447,53701,4074,29666,3089,21689,2393,2346,697,47822,4018,23775,2413,21302,2966,2745,742,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,86409,7164,42184,4557,21540,3292,18235,2771,2409,852,44225,4234,21220,2997,20167,2539,2838,799,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,30578,2319,14781,1384,6451,1027,7372,1197,958,352,15797,2037,7503,1141,7550,1393,744,330,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,205316,11384,101368,6448,50930,4818,47330,3545,3108,808,103948,7446,48473,4199,50681,4519,4794,1161,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,209873,13038,108051,7869,49075,4677,54584,5136,4392,1076,101822,7012,42878,3885,53661,4682,5283,1223,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,294529,10231,147130,6369,74192,4582,66788,4156,6150,1078,147399,6492,67812,3779,71337,4516,8250,1370,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,158237,8950,80475,5196,41676,3446,36825,3386,1974,533,77762,5079,41148,3229,34820,2792,1794,503,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,40431,5134,20088,3355,11269,2581,6694,1336,2125,882,20343,3045,9486,1886,9790,2408,1067,434,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,161277,8726,82550,5461,39097,3503,39875,3494,3578,950,78727,5645,39750,4293,34152,3472,4825,1023,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34098,3173,15858,2129,6766,1387,8251,1438,841,398,18240,2042,8429,1314,8704,1209,1107,611,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,51228,3493,25874,2439,14540,1861,10420,1487,914,433,25354,1953,13357,1718,11195,1430,802,342,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,139203,8911,69894,5198,31674,3761,34535,3286,3685,907,69309,5393,31619,3903,33913,2950,3777,812,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28109,2901,14596,1967,6652,1186,6610,1418,1334,581,13513,2164,6065,1433,6475,1378,973,314,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,229588,10637,113737,6584,51794,4094,56705,4786,5238,1025,115851,6396,51754,3951,57591,4097,6506,1245,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69565,5524,36185,3781,15279,2633,18476,2651,2430,649,33380,3064,14453,2466,16030,1969,2897,741,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,602071,18354,290389,10630,121136,6272,156847,8016,12406,1981,311682,11644,120189,7126,172059,7646,19434,2411,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,266988,13249,131982,7440,68850,5445,59190,4525,3942,1030,135006,8443,66783,5302,61420,4869,6803,1177,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14787,2568,7662,1665,3741,1205,3866,906,55,53,7125,1514,3656,1136,3163,849,306,205,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,340980,12350,169461,7591,87573,4998,75919,4897,5969,1257,171519,7859,84457,5007,79239,5256,7823,1454,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,302882,8985,148815,5484,64328,3340,74406,3530,10081,1015,154067,4962,61806,3164,80976,3206,11285,942,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,198742,9132,101435,6322,39847,4012,56384,4077,5204,1044,97307,6294,39676,3588,52477,4026,5154,1005,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,314432,14624,157661,9070,82769,6248,69385,4917,5507,1049,156771,8345,73556,5095,75956,4805,7259,1456,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,34652,5370,15432,3013,6322,1662,8622,1900,488,429,19220,3449,7914,1679,10310,2340,996,531,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,107229,9891,52625,5873,25752,3893,24702,3414,2171,943,54604,5113,26303,3617,26069,3080,2232,602,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22654,2935,11130,1588,5714,1199,4894,975,522,270,11524,2381,5676,1322,5031,1457,817,470,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,142326,8537,71920,5274,36997,3847,32303,3442,2620,722,70406,5559,34512,4030,31283,3135,4611,1188,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,749080,24596,375218,13519,179788,8884,177414,8824,18016,2014,373862,15286,164006,9443,189804,8592,20052,2028,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,92276,7549,45727,4688,23886,2911,21124,3035,717,367,46549,4135,23250,2700,22595,2249,704,560,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12949,1611,6438,1049,2847,820,3064,616,527,316,6511,982,2743,683,3362,720,406,244,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,331386,14713,168267,8470,81386,5186,79977,5792,6904,1615,163119,8986,75151,5548,81919,5229,6049,1251,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,438085,14801,219803,8718,100659,5570,110175,5821,8969,1445,218282,9468,99481,6420,108051,5610,10750,1619,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,30524,3525,15525,2226,8658,1555,6146,1275,721,346,14999,2361,8365,1569,5712,1355,922,488,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,143237,6903,73126,4416,35946,2969,34849,2811,2331,673,70111,4305,37028,3101,30167,2419,2916,702,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,16350,2542,9368,2019,4801,1508,4296,1147,271,206,6982,1431,3167,880,3700,858,115,91,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,175818,11637,87845,6864,21267,3044,53685,5259,12893,1899,87973,6549,16621,2490,56251,4946,15101,1891,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
