GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002EA,C05009_002MA,C05009_003MA,C05009_003EA,C05009_004MA,C05009_004EA,C05009_005MA,C05009_005EA,C05009_006EA,C05009_006MA,C05009_007EA,C05009_007MA,C05009_008MA,C05009_008EA,C05009_009MA,C05009_009EA,C05009_010MA,C05009_010EA,C05009_011EA,C05009_011MA,C05009_012EA,C05009_012MA,C05009_013EA,C05009_013MA,C05009_014MA,C05009_014EA,C05009_015MA,C05009_015EA,state
0400000US28,663686,5691,205303,4346,205074,4412,229,233,196545,4397,8758,1908,8697,1904,61,94,458383,6491,454487,6747,3896,1400,436500,6859,21883,2706,18809,2513,3074,1213,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1298541,7740,426166,6435,422858,6568,3308,1173,389313,6686,36853,3998,33955,3878,2898,1102,872375,7330,855939,7422,16436,1898,802567,8368,69808,5449,56991,5170,12817,1784,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,215546,2652,70386,2015,70386,2015,0,174,66318,2140,4068,1384,4068,1384,0,174,145160,2794,144592,2873,568,355,139392,3225,5768,1523,5347,1493,421,339,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,453186,2757,153639,2356,152201,2406,1438,556,126814,2669,26825,2158,25417,2131,1408,557,299547,2823,288816,3356,10731,2285,249610,4194,49937,3601,40146,3441,9791,2338,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,643517,4512,210438,3759,207129,3839,3309,1002,138413,5718,72025,4949,69008,5169,3017,948,433079,4730,412747,5288,20332,2607,262076,6477,171003,6629,150994,6589,20009,2628,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,243963,2525,74382,2398,73278,2393,1104,916,66492,2727,7890,1789,6807,1604,1083,913,169581,2936,165787,3286,3794,1119,149322,3546,20259,2727,17208,2726,3051,1045,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1905857,5507,603651,5815,582070,6228,21581,3359,356494,8271,247157,7343,225997,7375,21160,3362,1302206,7435,1210169,9261,92037,6874,782555,11554,519651,11731,432036,12149,87615,6658,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,453261,4267,142824,3509,140745,3874,2079,1212,118635,5232,24189,3843,22110,3655,2079,1212,310437,4676,303041,5237,7396,1761,246258,6781,64179,5138,57085,5216,7094,1778,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3947433,10102,1321414,10023,1288341,10090,33073,3905,830153,12436,491261,11972,459302,10955,31959,4001,2626019,10546,2454103,12897,171916,9104,1647440,15822,978579,15981,814390,15369,164189,9186,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2174450,8029,695029,6999,683476,7669,11553,2449,560612,7686,134417,6546,123285,6643,11132,2430,1479421,10273,1431059,11890,48362,4303,1186418,12201,293003,9983,251230,10044,41773,4265,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,164303,2363,60282,2333,60051,2298,231,334,57072,2362,3210,986,2979,989,231,334,104021,2899,102178,2738,1843,706,96015,2208,8006,1972,6275,1677,1731,707,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2456222,8175,789287,7032,780727,7225,8560,1873,710850,7979,78437,5236,70217,5054,8220,1833,1666935,9374,1635710,10287,31225,4638,1525184,13137,141751,9142,115812,8099,25939,4458,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,900289,4009,297631,4355,295292,4128,2339,861,259931,3819,37700,3376,35462,3264,2238,851,602658,4354,591994,4857,10664,1553,522994,5907,79664,4931,70290,4732,9374,1513,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,826077,5256,263036,4608,260811,4594,2225,946,205967,5466,57069,4333,54844,4296,2225,946,563041,5223,545332,6221,17709,3752,419686,8185,143355,7605,128730,7372,14625,3430,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2544345,8200,813557,7116,802571,6842,10986,2385,700288,7840,113269,5582,102901,5738,10368,2274,1730788,8909,1678432,10702,52356,4963,1502081,12735,228707,10425,185280,9294,43427,4643,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,199390,1897,63538,2551,61847,2766,1691,831,45546,2751,17992,2541,16301,2525,1691,831,135852,2286,129456,2804,6396,1832,98239,3926,37613,3587,31379,3609,6234,1812,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1031143,5882,328016,4946,326203,4901,1813,728,293884,5552,34132,3339,32319,3258,1813,728,703127,5700,687163,6214,15964,3005,625562,7364,77565,5023,64215,5343,13350,2821,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,199045,2520,69640,2307,69339,2333,301,286,64917,2528,4723,1421,4422,1346,301,286,129405,3104,126817,3070,2588,1202,122494,3286,6911,1578,4804,1187,2107,1211,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1407852,8104,456664,5082,451255,5478,5409,1631,393019,6838,63645,4352,59106,4220,4539,1490,951188,8673,924925,8900,26263,3234,831535,8469,119653,6309,97629,5929,22024,3185,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7012776,15960,2312580,16539,2261655,17057,50925,4410,1554364,20788,758216,15957,708392,16807,49824,4445,4700196,20773,4449161,23456,251035,12938,2969151,28477,1731045,27193,1488779,24682,242266,12790,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,893477,3895,293231,4131,290034,4120,3197,1543,243335,4501,49896,3819,46732,3374,3164,1541,600246,5105,587391,5322,12855,2294,497253,5756,102993,5885,90905,5345,12088,2322,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,112530,1307,36240,1405,35900,1477,340,360,32557,1373,3683,1067,3363,1054,320,361,76290,1450,74931,1641,1359,624,70413,1703,5877,965,4833,1024,1044,602,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1776740,7695,581876,6540,571185,6882,10691,1980,438987,7036,142889,6252,132462,6594,10427,1947,1194864,8327,1141037,8797,53827,4681,905095,10303,289769,8031,241033,8540,48736,4625,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1576122,5442,527825,6111,515116,6036,12709,1872,374941,6570,152884,6105,140738,5978,12146,1858,1048297,7103,992948,7404,55349,4948,736807,9566,311490,9885,259771,8499,51719,4876,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,339045,3762,110648,2694,110298,2665,350,299,107635,2740,3013,964,2775,975,238,205,228397,3914,227341,4001,1056,513,219772,4334,8625,1797,7916,1728,709,434,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1223664,4339,387594,4005,384262,4121,3332,1099,344504,4688,43090,3340,40013,3237,3077,1117,836070,4862,819267,5625,16803,2050,744028,6751,92042,5023,80985,4525,11057,2005,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131897,1738,42372,1796,42372,1796,0,201,38198,1947,4174,949,4174,949,0,201,89525,2140,88934,2121,591,318,80105,2752,9420,2098,8957,2101,463,279,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,626130,4040,175157,4484,175018,4488,139,216,168757,4814,6400,2055,6261,1978,139,216,450973,5597,449138,5630,1835,806,436569,6144,14404,2828,12724,2593,1680,782,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
