GEO_ID,B27014_001E,B27014_001M,B27014_002E,B27014_002M,B27014_003E,B27014_003M,B27014_004E,B27014_004M,B27014_005E,B27014_005M,B27014_006E,B27014_006M,B27014_007E,B27014_007M,B27014_008E,B27014_008M,B27014_009E,B27014_009M,B27014_010E,B27014_010M,B27014_011E,B27014_011M,B27014_012E,B27014_012M,B27014_013E,B27014_013M,B27014_014E,B27014_014M,B27014_015E,B27014_015M,B27014_016E,B27014_016M,B27014_017E,B27014_017M,B27014_018E,B27014_018M,B27014_019E,B27014_019M,B27014_020E,B27014_020M,B27014_021E,B27014_021M,B27014_022E,B27014_022M,NAME,B27014_001EA,B27014_001MA,B27014_002EA,B27014_002MA,B27014_003MA,B27014_003EA,B27014_004MA,B27014_004EA,B27014_005MA,B27014_005EA,B27014_006MA,B27014_006EA,B27014_007EA,B27014_007MA,B27014_008EA,B27014_008MA,B27014_009EA,B27014_009MA,B27014_010EA,B27014_010MA,B27014_011MA,B27014_011EA,B27014_012EA,B27014_012MA,B27014_013MA,B27014_013EA,B27014_014MA,B27014_014EA,B27014_015MA,B27014_015EA,B27014_016MA,B27014_016EA,B27014_017MA,B27014_017EA,B27014_018EA,B27014_018MA,B27014_019EA,B27014_019MA,B27014_020EA,B27014_020MA,B27014_021MA,B27014_021EA,B27014_022MA,B27014_022EA,state
0400000US01,2841107,6352,1451944,15409,813362,8478,45038,3415,768324,8226,638582,11923,28767,3004,609815,11930,619865,14081,255693,7750,31973,3522,223720,6969,364172,11502,54816,5017,309356,10334,769298,14894,293799,9827,160894,7182,132905,7090,475499,9587,190016,7949,285483,7522,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,440283,2719,221226,5653,124874,4943,16356,2445,108518,4933,96352,3035,9621,1583,86731,2707,136136,5272,67687,3650,15302,1894,52385,3464,68449,3549,17293,2452,51156,2892,82921,4697,32631,3226,16926,2081,15705,2378,50290,3176,19423,2181,30867,2543,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3989659,5587,2131681,16258,1217894,10762,124039,5515,1093855,11738,913787,14157,91061,4813,822726,14211,966774,13538,426732,11146,112702,6657,314030,10108,540042,9739,134830,5851,405212,9020,891204,14363,324236,10172,173554,7089,150682,6891,566968,11479,242968,8876,324000,8774,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1717192,4011,922507,12616,505771,8359,50402,4248,455369,9063,416736,9062,39692,3339,377044,9215,365823,9608,159597,5520,42568,3271,117029,5698,206226,6996,57145,4205,149081,6217,428862,10386,173397,7445,111692,5762,61705,4809,255465,7303,139767,6334,115698,5794,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24069284,13917,12320255,44822,7236295,29631,835029,17428,6401266,31747,5083960,32669,575127,12992,4508833,31426,6530630,41091,2882442,28780,809073,20285,2073369,22127,3648188,29434,1023591,18032,2624597,24913,5218399,39935,1863894,20190,975572,18046,888322,16365,3354505,30042,1467600,21808,1886905,22291,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3421064,4580,1971112,14873,1146954,11025,104749,6445,1042205,11023,824158,10567,74956,5009,749202,9750,905578,12353,379419,8093,99262,4805,280157,6512,526159,8797,118076,6282,408083,8542,544374,11637,189105,7588,103926,5187,85179,4917,355269,8696,125649,5385,229620,7360,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2164155,3906,1174664,13998,657846,8697,45712,3827,612134,9666,516818,10599,42875,3871,473943,9500,594174,12381,243909,7227,60271,4153,183638,7166,350265,9358,87971,5349,262294,8611,395317,11141,155456,6086,79209,4811,76247,4531,239861,8402,100309,5770,139552,6112,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,559655,2350,301043,6922,162705,4362,11694,2283,151011,4341,138338,4657,8941,1680,129397,4693,125473,5311,53886,3483,13188,1851,40698,3257,71587,3869,16677,2213,54910,3608,133139,5344,50453,3329,22578,2653,27875,2767,82686,4049,30797,3242,51889,3951,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,468689,1815,275104,5654,138761,3460,11479,2162,127282,3893,136343,4050,11973,1634,124370,4152,107983,5002,45394,3292,13481,2228,31913,2754,62589,3998,18215,2146,44374,3646,85602,5585,38044,3447,23565,2341,14479,2847,47558,4311,27947,3064,19611,2606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12081518,9969,6460274,36991,3586473,25848,228976,10647,3357497,28074,2873801,21557,164977,8670,2708824,23002,2889186,32240,1250354,22563,166175,8626,1084179,21546,1638832,21314,245161,11132,1393671,20533,2732058,28648,1049761,17707,439460,12749,610301,15130,1682297,19189,558209,14532,1124088,16438,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
