GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,NAME,B08524_001MA,B08524_001EA,B08524_002EA,B08524_002MA,B08524_003EA,B08524_003MA,B08524_004EA,B08524_004MA,B08524_005MA,B08524_005EA,B08524_006MA,B08524_006EA,B08524_007EA,B08524_007MA,B08524_008EA,B08524_008MA,B08524_009EA,B08524_009MA,B08524_010MA,B08524_010EA,B08524_011MA,B08524_011EA,B08524_012MA,B08524_012EA,B08524_013EA,B08524_013MA,B08524_014EA,B08524_014MA,B08524_015MA,B08524_015EA,B08524_016MA,B08524_016EA,B08524_017MA,B08524_017EA,B08524_018MA,B08524_018EA,B08524_019MA,B08524_019EA,B08524_020MA,B08524_020EA,B08524_021MA,B08524_021EA,B08524_022MA,B08524_022EA,B08524_023MA,B08524_023EA,B08524_024MA,B08524_024EA,B08524_025EA,B08524_025MA,B08524_026EA,B08524_026MA,B08524_027MA,B08524_027EA,B08524_028MA,B08524_028EA,B08524_029MA,B08524_029EA,B08524_030MA,B08524_030EA,B08524_031MA,B08524_031EA,B08524_032MA,B08524_032EA,B08524_033MA,B08524_033EA,B08524_034MA,B08524_034EA,B08524_035MA,B08524_035EA,B08524_036MA,B08524_036EA,B08524_037EA,B08524_037MA,B08524_038EA,B08524_038MA,B08524_039EA,B08524_039MA,B08524_040MA,B08524_040EA,B08524_041MA,B08524_041EA,B08524_042EA,B08524_042MA,B08524_043EA,B08524_043MA,B08524_044EA,B08524_044MA,B08524_045MA,B08524_045EA,B08524_046MA,B08524_046EA,B08524_047EA,B08524_047MA,B08524_048EA,B08524_048MA,B08524_049EA,B08524_049MA,state
0400000US01,1998361,17735,696695,13159,335857,9739,464091,9971,186091,6204,309221,10900,6406,1487,1714031,19366,599920,12087,282840,10013,404495,9516,152396,6113,268720,9360,5660,1411,167513,7476,47653,3854,33047,3219,30982,3390,27036,3099,28639,4281,156,196,7109,1483,926,460,1824,751,2118,907,727,562,1514,666,0,198,23537,3467,8664,1727,4977,1184,6465,1976,1301,517,1550,846,580,454,17299,2716,4567,1325,4859,1204,2777,861,1659,754,3427,969,10,17,68872,5117,34965,3281,8310,2052,17254,2498,2972,930,5371,1530,0,198,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,130356,5364,60000,3931,80201,4357,41129,3560,38652,3211,7455,1429,244976,6359,93026,4428,38041,3157,58269,3595,27578,3247,23252,2556,4810,1220,42156,4237,15074,2066,6366,1312,10013,2359,5317,1292,4223,1260,1163,531,6095,1567,1167,536,1941,927,1120,521,251,174,1596,923,20,39,26312,2388,8368,1324,6053,1042,4733,1207,1636,425,4219,893,1303,670,22270,1943,6012,1207,4540,900,3441,716,4604,925,3514,970,159,180,15984,2030,6709,1196,3059,737,2625,690,1743,751,1848,831,0,198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,1103572,17436,582178,11322,799792,15710,273274,11007,291286,10874,7964,1460,2342418,18961,861220,15554,426412,11437,614481,13634,204157,9386,229078,9634,7070,1381,335213,10743,95515,5464,73734,4342,82128,5199,47422,5338,36244,3722,170,152,54740,5185,11790,1888,18189,2941,14542,1955,3745,1096,6191,1212,283,216,60711,4013,15766,2226,21174,2587,16445,2250,3172,1008,4064,1024,90,72,71069,5076,21802,2450,17890,2433,17064,2523,5677,1333,8571,1892,65,111,193915,7427,97479,4861,24779,2651,55132,4001,9101,1831,7138,1469,286,308,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,433064,10605,215058,7952,290527,9263,126476,5857,211731,7539,2361,974,1065999,12780,362229,8994,171956,7617,247801,8554,102386,5001,179592,6844,2035,966,126071,6447,37309,3069,25382,3035,25978,2819,15869,1988,21425,2800,108,133,3835,1032,1248,658,1171,555,600,366,168,175,648,388,0,198,22585,3067,6214,1432,7338,1637,4266,988,1754,1039,3013,859,0,198,13571,2381,3547,1055,2282,847,1505,520,2067,842,4093,1192,77,127,47156,3936,22517,2948,6929,1266,10377,1806,4232,1319,2960,1017,141,108,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,7079548,41918,3383159,31680,4117566,34867,1670826,21000,2010454,24049,65978,4588,13544216,56744,5227656,37843,2379386,27895,3085956,29591,1250654,17735,1562983,22320,37581,3935,1840872,27432,572434,12805,379943,12559,395248,11606,255929,11652,233483,8277,3835,884,918989,16819,378295,10573,214704,8896,204786,8439,37400,4202,81878,5374,1926,709,471968,12825,167205,7215,119919,6313,109405,5866,28809,3732,34178,3479,12452,2999,458599,12672,177455,6920,94107,5881,85743,5684,46166,4307,53645,4632,1483,688,1092887,19780,556503,14354,195100,8073,236428,7611,51868,4663,44287,4191,8701,2734,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,1198193,14593,483029,12029,641500,14036,270347,7805,260480,10040,23640,2638,2158675,16124,886614,12972,361766,10661,484506,11882,205365,6839,206540,8673,13884,2389,245867,8636,76849,5014,50451,4282,50629,4206,37639,4112,27816,2939,2483,1012,91772,5885,37548,3399,22731,2877,20723,2683,5011,1437,5670,1826,89,103,77203,4887,28233,2820,16034,2654,16688,2257,4549,1067,4673,1073,7026,1100,59569,4090,28365,2886,9034,1634,11889,1760,4495,978,5688,1160,98,165,244103,8996,140584,6044,23013,2578,57065,4255,13288,2169,10093,1657,60,91,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,746501,12897,318346,11424,382644,11223,124807,6934,161010,7341,5927,909,1384005,15380,609938,12468,241989,9831,299490,9000,100736,6238,129513,6011,2339,769,139839,7585,43114,3552,34139,3436,28680,2700,15320,2299,18151,2399,435,355,53225,4477,16635,2365,14375,2471,15896,2453,1954,967,4168,1296,197,235,49117,4150,17285,2159,12419,2291,14104,2332,1262,608,2713,1101,1334,693,21875,3104,9198,1683,5837,1460,3258,1003,1145,612,2437,946,0,198,91174,4559,50331,3586,9587,1543,21216,2631,4390,1329,4028,1130,1622,1063,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,189647,6735,67179,4733,100446,5558,35936,3200,43589,3351,770,457,361055,7691,156127,6115,52731,4149,83578,4971,31298,2790,36646,3201,675,416,31175,3436,13072,2262,5171,1170,6189,1195,2343,787,4305,1297,95,182,8022,1567,3104,935,1636,810,2412,730,404,339,466,284,0,198,9542,1492,3138,1062,3542,838,1858,653,460,384,544,375,0,198,5546,1521,1867,752,1478,829,1114,665,422,545,665,394,0,198,22227,2459,12339,1621,2621,791,5295,1354,1009,701,963,661,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,529639,10362,115174,5592,122891,5187,38968,3991,34314,3829,3359,738,358317,10218,208259,7329,55669,3774,49632,3458,23126,2903,19704,3247,1927,583,72227,5042,40058,3444,9837,2124,10822,1804,6427,1559,4446,1641,637,383,299423,7322,201251,6307,36414,3457,46628,3047,7676,2316,6712,1467,742,397,47868,3864,32726,2883,5480,1254,8086,1766,381,306,1195,1028,0,198,38843,3654,28151,3146,4148,1355,4384,940,599,376,1508,718,53,89,27667,2948,19194,2211,3626,1665,3339,936,759,639,749,573,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,3259459,30831,1864238,30773,2408616,27140,878620,19256,862279,18314,27423,2582,7392830,40790,2624639,28483,1449500,25096,1928915,21779,671243,16480,698445,17234,20088,2275,846056,20556,233972,8272,202816,9294,205706,9983,123346,8166,78005,5912,2211,710,160963,8893,28401,3510,56962,5901,41291,4377,16620,2486,17545,3196,144,170,129359,8353,33811,3720,39327,4851,34022,3405,8960,2026,10577,2147,2662,972,196921,10175,47632,3687,56612,5103,38849,3422,22652,4202,30484,3724,692,394,574506,15223,291004,9606,59021,4770,159833,7514,35799,3833,27223,3469,1626,482,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4786881,26858,1780601,24218,786704,17627,1119891,17293,423375,13133,647058,16457,29252,2665,3771733,28411,1431753,22295,597966,15374,898606,16938,309328,10978,514258,16719,19822,2347,471774,13828,128503,7290,97511,5847,87781,6087,79341,6286,76843,5510,1795,700,101998,7266,30994,3982,28698,3100,22864,3132,4836,1544,14138,2577,468,426,75341,5370,19081,2392,22034,3304,19802,2673,4475,1673,6857,1738,3092,861,89573,5771,23443,3305,19204,2843,16415,2682,9165,2076,20883,3047,463,349,276462,9732,146827,6550,21291,3067,74423,4815,16230,3108,14079,2015,3612,1269,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,707361,8134,235093,6554,159697,6929,166148,7052,67874,4720,52623,3366,25926,2494,477556,7985,159709,5621,104010,5661,108412,4897,52983,3934,37305,2967,15137,1882,93843,5648,31893,3338,19763,2648,24800,2508,8006,1778,6616,1312,2765,904,43332,3253,9011,1375,17165,2662,12430,1962,1047,503,3312,1009,367,400,38496,3353,12172,1922,9239,1893,7989,1784,1967,566,1828,627,5301,1294,23490,2715,6223,1316,5634,1318,4946,1547,2715,859,2251,919,1721,660,30644,2673,16085,1802,3886,920,7571,1266,1156,490,1311,588,635,401,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,746284,10995,259594,7864,127779,5683,167576,8091,92376,4646,97501,6023,1458,739,590389,11358,202777,7370,99650,5226,134734,6958,73724,4800,78285,6032,1219,744,74951,4690,22057,2398,12757,2086,14961,2122,12902,2045,12251,2100,23,37,4607,1040,1615,560,1150,459,1115,614,356,221,249,172,122,30,17463,2032,5599,1007,4597,1235,4131,1132,1969,719,1121,515,46,6,14868,2056,5034,1272,3122,1081,2209,767,1405,585,3050,1081,48,85,44006,3786,22512,3016,6503,1518,10426,1643,2020,562,2545,1183,0,198,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
