GEO_ID,B25128_001E,B25128_001M,B25128_002E,B25128_002M,B25128_003E,B25128_003M,B25128_004E,B25128_004M,B25128_005E,B25128_005M,B25128_006E,B25128_006M,B25128_007E,B25128_007M,B25128_008E,B25128_008M,B25128_009E,B25128_009M,B25128_010E,B25128_010M,B25128_011E,B25128_011M,B25128_012E,B25128_012M,B25128_013E,B25128_013M,B25128_014E,B25128_014M,B25128_015E,B25128_015M,B25128_016E,B25128_016M,B25128_017E,B25128_017M,B25128_018E,B25128_018M,B25128_019E,B25128_019M,B25128_020E,B25128_020M,B25128_021E,B25128_021M,B25128_022E,B25128_022M,B25128_023E,B25128_023M,B25128_024E,B25128_024M,B25128_025E,B25128_025M,B25128_026E,B25128_026M,B25128_027E,B25128_027M,B25128_028E,B25128_028M,B25128_029E,B25128_029M,B25128_030E,B25128_030M,B25128_031E,B25128_031M,B25128_032E,B25128_032M,B25128_033E,B25128_033M,B25128_034E,B25128_034M,B25128_035E,B25128_035M,B25128_036E,B25128_036M,B25128_037E,B25128_037M,B25128_038E,B25128_038M,B25128_039E,B25128_039M,B25128_040E,B25128_040M,B25128_041E,B25128_041M,B25128_042E,B25128_042M,B25128_043E,B25128_043M,B25128_044E,B25128_044M,B25128_045E,B25128_045M,NAME,B25128_001EA,B25128_001MA,B25128_002MA,B25128_002EA,B25128_003MA,B25128_003EA,B25128_004MA,B25128_004EA,B25128_005EA,B25128_005MA,B25128_006EA,B25128_006MA,B25128_007EA,B25128_007MA,B25128_008EA,B25128_008MA,B25128_009EA,B25128_009MA,B25128_010EA,B25128_010MA,B25128_011EA,B25128_011MA,B25128_012MA,B25128_012EA,B25128_013MA,B25128_013EA,B25128_014MA,B25128_014EA,B25128_015EA,B25128_015MA,B25128_016EA,B25128_016MA,B25128_017EA,B25128_017MA,B25128_018EA,B25128_018MA,B25128_019EA,B25128_019MA,B25128_020MA,B25128_020EA,B25128_021EA,B25128_021MA,B25128_022EA,B25128_022MA,B25128_023EA,B25128_023MA,B25128_024EA,B25128_024MA,B25128_025MA,B25128_025EA,B25128_026MA,B25128_026EA,B25128_027EA,B25128_027MA,B25128_028EA,B25128_028MA,B25128_029EA,B25128_029MA,B25128_030MA,B25128_030EA,B25128_031MA,B25128_031EA,B25128_032EA,B25128_032MA,B25128_033EA,B25128_033MA,B25128_034EA,B25128_034MA,B25128_035MA,B25128_035EA,B25128_036MA,B25128_036EA,B25128_037EA,B25128_037MA,B25128_038EA,B25128_038MA,B25128_039EA,B25128_039MA,B25128_040EA,B25128_040MA,B25128_041EA,B25128_041MA,B25128_042EA,B25128_042MA,B25128_043EA,B25128_043MA,B25128_044EA,B25128_044MA,B25128_045EA,B25128_045MA,state
0400000US01,1841665,12421,1253199,12678,128791,5296,56593,3854,49433,3640,19469,2261,2533,843,763,408,0,200,708141,10380,91289,4475,134504,5733,264707,7236,144496,5868,49385,3932,23760,2612,416267,6478,22294,2498,39705,3174,88108,3558,84577,3680,62714,3861,118869,4274,588466,10414,205931,7663,152388,6693,42950,3155,8451,1644,1430,716,712,506,0,200,297251,7127,142771,6079,92584,5401,42679,3389,11260,1736,3491,852,4466,844,85284,3712,27697,2532,24677,2466,17935,1782,6289,1222,3236,809,5450,1095,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,17657,2073,8287,1480,7464,1315,1600,609,122,65,184,138,0,153,102054,2711,15002,2130,21113,1838,40735,2619,16212,1640,7241,1009,1751,443,39633,1731,2269,636,3202,690,10555,1398,7828,1166,8627,1061,7152,988,91397,3639,40694,2698,31839,2791,7590,1327,1005,460,191,125,69,45,0,153,41397,2169,22270,1888,11152,1542,6170,1172,1071,322,595,374,139,103,9306,1250,2910,714,2471,711,2760,775,727,465,135,96,303,264,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,163097,5524,82458,4834,57631,3996,20499,2876,2213,714,296,200,0,208,900613,9489,180660,6126,231857,7287,308073,7571,128813,4920,35471,2455,15739,1930,588611,6939,73230,4414,100527,4417,189908,6053,111761,4418,54999,2909,58186,3220,900651,12842,317464,7760,246568,7428,60750,3696,8713,1936,1276,608,157,133,0,208,454454,10286,234705,8859,151989,5506,55125,3997,8229,1456,2742,889,1664,612,128733,4670,53758,3503,41951,2760,23500,2378,5170,1106,2490,677,1864,531,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,84226,4874,39011,3613,29967,2645,13509,2120,1145,541,594,344,0,201,418220,7347,62115,3552,89719,4331,155463,6190,74679,4005,26031,2256,10213,1604,249953,4842,16598,1728,26869,2383,67379,3498,51716,3275,30502,2376,56889,3490,400683,9039,149930,5378,111666,4987,32804,3393,4188,1351,1135,615,137,126,0,201,195212,6644,101118,6140,59647,4178,26430,3201,5901,1141,1192,538,924,409,55541,3437,19205,1919,17017,2123,10071,1431,3989,953,1982,661,3277,900,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,554531,9710,267785,7550,198971,6313,65888,4269,15738,2198,6149,1251,0,210,4309053,24324,605907,12054,956963,14361,1524370,18202,832631,13356,290321,8061,98861,5370,2261506,14249,132106,6162,211115,6128,458527,9485,439116,10229,415906,8553,604736,9091,5880007,28546,1782357,18075,1171271,17199,492577,11950,98676,5101,15998,2064,3835,938,0,210,3257772,23851,1150458,18939,1172112,16282,682162,13604,191830,7862,42847,3302,18363,2305,839878,13435,203354,8930,240650,8212,220843,7383,96395,4703,44127,3033,34509,2736,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,163949,5754,89935,4881,57251,3304,14468,1702,1943,827,352,249,0,200,845202,9393,156477,6775,198843,6576,300258,7034,140161,4592,38323,2498,11140,1518,385673,4563,32434,2246,46974,3259,97541,4520,81639,3835,56924,3143,70161,3574,744383,11664,305951,7280,239494,6069,57562,3969,7625,1946,631,366,639,347,0,200,344006,10015,174108,6977,115201,6059,44249,3771,7799,1301,1446,472,1203,598,94426,5105,34208,3293,30623,2509,18878,1935,6339,1193,2389,721,1989,607,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,74085,3662,37230,2886,27593,2649,7390,1399,1253,552,619,433,0,207,549855,6888,61870,3825,98778,3915,197967,7621,124476,4300,49592,2828,17172,1667,274294,4451,12451,1496,16933,1857,48275,2882,42708,2655,53009,2840,100918,4063,458528,7656,134201,5888,92410,4598,34868,3393,5629,1426,931,572,363,259,0,207,236983,6796,98517,4774,81068,4626,44928,3909,8352,1375,2676,954,1442,603,87344,3631,23910,2071,26319,2510,20851,2353,8433,1544,3478,1000,4353,994,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,23982,2281,9825,1765,10015,1260,3567,1177,394,278,181,162,0,198,144386,4668,21314,2635,25729,2656,56175,3404,28427,2672,9517,1376,3224,780,85580,2371,8003,1283,10382,1377,22941,1968,14270,1787,10932,1396,19052,1662,103989,4386,36313,3074,26121,2667,8553,1549,1558,849,81,135,0,198,0,198,51659,3664,23482,3160,18378,2505,8400,1464,1195,477,48,80,156,159,16017,1805,5424,1132,4482,1113,4059,814,1228,475,465,257,359,244,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,15394,1617,7866,1276,6349,1117,1034,449,145,163,0,208,0,208,69750,2909,10527,1300,19606,1798,23780,1907,10381,1296,2909,826,2547,777,33661,1757,1514,564,1716,624,5221,984,5700,1063,5958,996,13552,1456,162670,3861,67678,3252,47779,2816,15532,2061,3980,1201,219,169,168,278,0,208,72922,3807,26473,2770,25172,2758,15983,2040,3929,927,1023,554,342,218,22070,1758,4170,1031,5512,1133,5605,1120,2572,851,1226,484,2985,815,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,360189,8494,179854,6489,127619,5918,42010,3272,8530,1588,2176,864,0,226,2642208,19496,537258,13416,618966,12556,900666,14963,418776,10682,127763,5136,38779,3615,2007790,13507,235596,7869,332796,8261,614727,11843,405053,9980,224176,6239,195442,6495,2679777,21534,793199,14995,592939,12585,173511,8611,21023,2576,3887,987,1839,749,0,226,1457803,16361,748900,13322,506178,12035,161891,7009,27379,2766,8822,1894,4633,1185,428775,10408,160715,6877,139953,6963,85703,4867,23891,2456,11244,1755,7269,1368,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
