GEO_ID,B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,NAME,B22002_001EA,B22002_001MA,B22002_002EA,B22002_002MA,B22002_003MA,B22002_003EA,B22002_004MA,B22002_004EA,B22002_005MA,B22002_005EA,B22002_006EA,B22002_006MA,B22002_007EA,B22002_007MA,B22002_008EA,B22002_008MA,B22002_009EA,B22002_009MA,B22002_010EA,B22002_010MA,B22002_011EA,B22002_011MA,B22002_012MA,B22002_012EA,B22002_013EA,B22002_013MA,B22002_014EA,B22002_014MA,B22002_015EA,B22002_015MA,B22002_016EA,B22002_016MA,B22002_017MA,B22002_017EA,B22002_018EA,B22002_018MA,B22002_019EA,B22002_019MA,B22002_020EA,B22002_020MA,B22002_021MA,B22002_021EA,B22002_022EA,B22002_022MA,B22002_023EA,B22002_023MA,B22002_024EA,B22002_024MA,B22002_025EA,B22002_025MA,B22002_026EA,B22002_026MA,B22002_027MA,B22002_027EA,state
0400000US01,1841665,12421,258110,8456,131705,5514,34684,3513,96137,5001,10896,1685,85241,4585,884,491,126405,6313,17826,2203,25143,2625,5698,1515,19445,1992,83436,5313,1583555,12135,410913,9669,290211,7602,118329,6472,27216,2880,91113,5844,2373,838,1172642,10899,514253,9514,107106,5718,33746,3268,73360,4568,551283,10785,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,27090,2405,14080,1828,5910,1237,8080,1246,2028,560,6052,1187,90,66,13010,1639,1387,522,2808,670,1139,406,1669,600,8815,1578,223651,3591,74758,3202,52410,3020,21575,2213,7750,1348,13825,1984,773,379,148893,3491,64118,2466,11113,1390,4085,1001,7028,1127,73662,3432,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,276388,7155,156387,5985,59691,4088,95008,4483,18540,2210,76468,4160,1688,529,120001,5566,22286,2134,26838,2268,8319,1270,18519,2133,70877,4162,2276584,12691,605591,11016,415568,10001,184349,7621,60400,4905,123949,5680,5674,1313,1670993,12934,708973,11147,139612,6127,50815,3983,88797,4512,822408,12696,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,136635,6209,70352,4854,24067,2678,44764,3744,6804,1320,37960,3408,1521,810,66283,3622,7817,1258,13032,2280,3248,1075,9784,1777,45434,3063,1016447,10475,288027,8542,198847,6689,86456,5213,25528,2750,60928,4222,2724,873,728420,9720,322121,6660,57595,3981,18221,2153,39374,2880,348704,8625,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,1155077,20581,747900,14975,319152,9376,420928,12268,83397,5054,337531,11255,7820,1393,407177,12235,91224,5094,113676,5202,31346,2555,82330,4312,202277,8657,11850020,25738,3678013,25865,2681775,23510,974744,15937,326897,9879,647847,13528,21494,2680,8172007,28702,3354814,22250,954304,15789,331572,10125,622732,13225,3862889,23272,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,162490,6163,78520,4992,30635,2750,46854,3573,9471,1743,37383,3435,1031,511,83970,4757,12889,1878,16881,2302,3523,934,13358,2105,54200,3502,1976717,10191,570771,8446,425043,8354,141441,5127,51991,3620,89450,4547,4287,880,1405946,9223,593747,8166,99317,4793,35556,3559,63761,3578,712882,9871,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,163472,6717,58545,4071,14257,2426,43760,3263,5567,1324,38193,3114,528,459,104927,5522,13232,1810,20916,2715,6143,1573,14773,2319,70779,4282,1193290,8544,336857,6574,248298,5767,85894,4614,25804,2744,60090,3737,2665,963,856433,8634,373774,6950,77162,5450,23803,2580,53359,4352,405497,8803,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,37164,2863,19612,2176,6165,1335,13393,1672,1810,609,11583,1719,54,92,17552,2014,2712,808,4178,1060,1192,434,2986,964,10662,1480,320773,4321,80793,3645,57385,3349,22606,2406,7588,1389,15018,1965,802,410,239980,5048,110685,4101,18671,2140,5926,1236,12745,1864,110624,5416,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,37115,2767,14715,2151,2589,917,12062,2031,1412,601,10650,1896,64,107,22400,1943,1438,608,6295,1297,1162,525,5133,1169,14667,1786,244360,3761,40912,2884,26416,2049,14470,1959,3218,851,11252,1737,26,42,203448,4300,40133,2592,15954,2101,4199,1177,11755,1806,147361,4177,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,1042265,18658,500055,11998,189136,7622,306580,9111,50745,4202,255835,8517,4339,1344,542210,13047,114416,5615,136698,5656,36331,3076,100367,4773,291096,9428,6647699,23470,1556907,18373,1077964,18809,464434,11955,147648,7869,316786,9318,14509,2395,5090792,24142,2206779,18686,447499,11170,142904,6942,304595,9717,2436514,23186,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
