GEO_ID,C17006_001E,C17006_001M,C17006_002E,C17006_002M,C17006_003E,C17006_003M,C17006_004E,C17006_004M,C17006_005E,C17006_005M,C17006_006E,C17006_006M,C17006_007E,C17006_007M,NAME,C17006_001MA,C17006_001EA,C17006_002EA,C17006_002MA,C17006_003MA,C17006_003EA,C17006_004MA,C17006_004EA,C17006_005MA,C17006_005EA,C17006_006EA,C17006_006MA,C17006_007MA,C17006_007EA,state
0400000US01,1075127,3060,261570,12790,61905,5781,199665,12619,813557,12780,600332,11963,213225,12371,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178800,1659,25595,4368,11194,3703,14401,2690,153205,4546,117590,4434,35615,3769,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1593534,5048,325717,15113,114847,8636,210870,13873,1267817,14738,912005,15783,355812,15050,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693144,3215,153384,9527,51060,6188,102324,7629,539760,9097,397934,8864,141826,7615,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8880165,10205,1580002,34690,634887,21137,945115,28477,7300163,36840,5504789,41367,1795374,35384,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1236779,3541,145060,9846,53965,6891,91095,8166,1091719,9962,849515,12311,242204,10764,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,731408,2015,90557,9015,20390,3736,70167,8043,640851,9314,475467,9139,165384,8400,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,198713,1674,36282,5123,14570,3605,21712,3524,162431,4827,114970,6313,47461,4214,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,123271,768,31538,3609,3506,1853,28032,3504,91733,3678,56828,3747,34905,3972,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4116849,7441,822648,24983,257675,13772,564973,22546,3294201,26929,2331950,32389,962251,25797,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2465945,7056,510534,25541,149519,15029,361015,18857,1955411,26330,1419442,28055,535969,18953,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297231,1805,32754,4709,8890,2558,23864,4261,264477,5053,198094,6562,66383,5572,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,436334,2399,65555,7193,27406,4743,38149,4954,370779,7503,307362,8398,63417,5895,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2846070,4849,477202,19047,141912,10680,335290,16368,2368868,19193,1783588,19085,585280,17021,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1528427,4969,273183,14036,76238,8946,196945,11936,1255244,14577,939473,15460,315771,11206,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,712866,3392,84583,5677,27141,3522,57442,5095,628283,6209,487070,8348,141213,7612,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,694990,3891,99801,8378,33952,5587,65849,6146,595189,8651,464805,9998,130384,7838,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,986554,4418,217208,10512,77989,8417,139219,7189,769346,10502,578543,10180,190803,9433,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1090684,3555,302973,13649,60933,7832,242040,12551,787711,13533,553740,12564,233971,10828,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,246583,1734,30678,3792,9090,1893,21588,3522,215905,4209,163773,5507,52132,4528,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1327308,2989,155219,10148,35231,5920,119988,9994,1172089,10865,857539,13578,314550,11373,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1343123,3896,177135,10984,39208,6127,137927,8917,1165988,11337,885837,11958,280151,12483,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2116298,5736,408553,13743,123428,9118,285125,12387,1707745,14871,1281536,14908,426209,12120,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1265561,3507,143559,8204,50704,5597,92855,7623,1122002,8306,875546,10036,246456,9229,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,700616,2383,186755,8419,35355,4976,151400,8718,513861,8467,361616,9500,152245,9297,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1345553,6402,244180,12058,71466,6819,172714,10696,1101373,12405,824974,13835,276399,9787,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222581,2321,31962,3732,13017,2788,18945,3171,190619,4225,152383,5672,38236,4179,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,462698,2188,62997,5861,19554,3189,43443,4655,399701,6315,314364,6963,85337,5551,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,668354,2704,121417,9591,37486,5844,83931,8691,546937,9425,388720,12715,158217,10827,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,251033,1983,24632,3729,5682,2258,18950,3216,226401,4432,176921,5388,49480,4675,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1948921,2874,268823,14320,86450,7481,182373,11867,1680098,14872,1298814,15829,381284,11734,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,478339,2626,128996,8737,38053,6245,90943,8917,349343,9105,238831,8485,110512,7555,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4057305,6210,785341,22336,267399,13024,517942,17582,3271964,23018,2393683,23693,878281,20094,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2261695,5863,471670,18293,141986,11631,329684,17304,1790025,18762,1320700,22169,469325,17519,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,168858,1917,18141,2609,4803,1583,13338,2758,150717,2833,119852,3780,30865,3354,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2540692,5623,501013,16171,127442,9724,373571,14768,2039679,16557,1489183,20092,550496,16077,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,939399,2993,199326,8601,66987,5921,132339,7719,740073,8944,547042,9017,193031,9167,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,848946,3673,134574,9790,50380,5640,84194,8606,714372,9204,551728,12279,162644,8974,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2609659,5720,435266,16537,115298,9525,319968,16462,2174393,15935,1624378,18095,550015,15879,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,203199,1256,33334,4755,8609,2955,24725,4238,169865,5160,126534,5841,43331,4592,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1079597,3544,241143,10545,59809,7124,181334,10688,838454,10657,602989,12510,235465,11214,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,205902,2089,33620,3273,7584,1816,26036,3006,172282,3774,134982,4608,37300,3192,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1479094,4855,309848,12968,96092,9349,213756,10399,1169246,13585,858437,16602,310809,13254,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7256944,10862,1501179,36833,549690,21127,951489,32430,5755765,38211,4377547,39566,1378218,28692,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,909659,3270,94273,8016,44382,6135,49891,5980,815386,8512,695783,10854,119603,8598,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,115345,1243,15435,2623,5366,1874,10069,1747,99910,2995,76572,3320,23338,2467,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1832711,5185,251407,13298,71934,8686,179473,11736,1581304,13224,1223511,14453,357793,12966,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1611597,4499,222667,12881,75418,8983,147249,12355,1388930,13802,1085425,16559,303505,13756,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,360159,2579,91734,6682,29925,3772,61809,5915,268425,6589,206104,6320,62321,4501,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1247577,3274,174921,9718,47220,5243,127701,8257,1072656,9181,800158,11306,272498,10955,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,134848,1377,17528,2972,6465,2032,11063,2771,117320,3013,91610,4232,25710,3708,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,650698,1478,374759,11673,91773,8979,282986,11532,275939,11609,175085,9626,100854,8385,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
