GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001EA,B27001I_001MA,B27001I_002EA,B27001I_002MA,B27001I_003MA,B27001I_003EA,B27001I_004MA,B27001I_004EA,B27001I_005MA,B27001I_005EA,B27001I_006EA,B27001I_006MA,B27001I_007EA,B27001I_007MA,B27001I_008MA,B27001I_008EA,B27001I_009MA,B27001I_009EA,B27001I_010MA,B27001I_010EA,B27001I_011EA,B27001I_011MA,B27001I_012EA,B27001I_012MA,B27001I_013EA,B27001I_013MA,B27001I_014MA,B27001I_014EA,B27001I_015MA,B27001I_015EA,B27001I_016MA,B27001I_016EA,B27001I_017EA,B27001I_017MA,B27001I_018EA,B27001I_018MA,B27001I_019MA,B27001I_019EA,B27001I_020MA,B27001I_020EA,B27001I_021MA,B27001I_021EA,B27001I_022EA,B27001I_022MA,B27001I_023EA,B27001I_023MA,B27001I_024EA,B27001I_024MA,B27001I_025MA,B27001I_025EA,B27001I_026MA,B27001I_026EA,B27001I_027MA,B27001I_027EA,B27001I_028EA,B27001I_028MA,state
0400000US17,2187539,2701,219171,3846,213209,4121,5962,1642,533537,3522,509206,5148,24331,3648,250912,4382,198606,5444,52306,4395,300279,3666,220903,6354,79376,5153,331576,2781,238820,5572,92756,5522,256055,2628,192370,5049,63685,5350,163641,1859,138262,3166,25379,3216,85984,1787,79874,2322,6110,1429,46384,1424,45149,1583,1235,643,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,456826,1754,54327,1981,48772,2564,5555,1582,128527,2710,115225,3789,13302,2292,55188,3085,41801,2718,13387,2458,57084,3349,37147,3530,19937,2514,69267,2802,46893,3245,22374,2596,46721,2633,33097,3063,13624,2710,26147,1830,21878,1943,4269,1119,13100,1445,12141,1527,959,652,6465,754,6281,774,184,195,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,184124,1387,24941,1724,23898,1633,1043,682,50996,2335,48369,2413,2627,857,22548,1805,19472,1729,3076,1059,24287,2153,17302,2095,6985,1263,25156,2214,18417,2087,6739,1478,18892,1997,15058,1664,3834,1292,11893,1396,10784,1412,1109,704,3646,962,3646,962,0,163,1765,629,1663,607,102,131,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,339392,1312,45785,2484,43670,2361,2115,795,92463,3156,82880,3703,9583,1993,41955,2549,31817,2639,10138,1739,43730,2776,29026,2677,14704,1983,45594,2598,28940,2815,16654,1902,34140,2081,23466,2180,10674,1570,21203,1437,16205,1644,4998,1114,9988,1005,9707,1031,281,169,4534,786,4479,780,55,100,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,151770,2575,21164,1574,19483,1857,1681,982,43217,2468,39624,2674,3593,1176,15605,1580,11474,1552,4131,1175,22170,2198,13541,1705,8629,1839,23074,1967,15852,1927,7222,1803,12731,1691,9668,1295,3063,1010,8647,1386,6883,1345,1764,906,3612,650,3501,685,111,145,1550,683,1467,697,83,127,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,236561,2355,28770,1728,26218,1961,2552,949,47687,2178,42637,2403,5050,1344,30175,2907,19110,2437,11065,2183,34677,2497,19129,2439,15548,2508,36369,2123,18467,2066,17902,2333,24814,2344,15301,2126,9513,1734,17295,1520,13211,1785,4084,1114,8803,939,8518,951,285,264,7971,947,7586,1000,385,409,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21060,964,2362,490,2362,490,0,175,5673,1234,5475,1202,198,269,3360,956,2222,791,1138,685,2059,672,1629,608,430,333,2809,772,2410,743,399,321,2181,672,1970,636,211,251,684,410,607,400,77,91,1148,379,1136,378,12,33,784,470,776,469,8,21,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,605475,1532,76816,2349,73072,2266,3744,1195,135628,2895,121240,3329,14388,2836,61895,2467,43796,3150,18099,2404,86693,2349,54578,2958,32115,3226,102064,2040,62986,3881,39078,3721,71652,2168,53674,3326,17978,2794,42171,1120,35580,1888,6591,1559,18399,1010,17294,965,1105,653,10157,859,9818,943,339,277,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,800927,1186,88609,2005,86775,2181,1834,839,178640,2595,174581,2734,4059,1282,102511,3061,95477,2987,7034,1391,121419,2751,109466,3251,11953,2287,115074,1971,106347,2874,8727,1827,89529,1298,83500,2146,6029,1565,57496,763,54007,1420,3489,1322,30925,941,30439,1056,486,402,16724,879,16476,886,248,232,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,499329,1055,55948,1880,53717,1947,2231,788,135985,2335,129596,2915,6389,1479,59335,2150,51208,2604,8127,1506,65491,2555,50784,3272,14707,2069,65477,2444,54400,2583,11077,1789,54967,2493,46431,2689,8536,1522,34069,1186,30269,1272,3800,792,17005,1156,16649,1125,356,229,11052,1152,10671,1158,381,286,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,293945,1186,34843,2097,32997,2347,1846,902,85367,2588,76175,3002,9192,1742,32301,2007,27079,2050,5222,1211,41786,2371,30857,2641,10929,1575,44767,2190,30123,2580,14644,2489,28789,1754,22760,2055,6029,1383,16373,1268,14069,1165,2304,736,6130,1047,5406,1084,724,606,3589,885,3589,885,0,153,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81053,2791,10777,1490,10423,1588,354,350,21341,1920,17750,2011,3591,1323,11708,2199,7442,2083,4266,1227,10126,1762,4729,1221,5397,1251,10477,1947,4889,1320,5588,1468,8054,1625,4897,1277,3157,1051,4166,1082,3144,1029,1022,553,2959,942,2318,908,641,500,1445,658,1445,658,0,217,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,250438,2526,30176,2341,28939,2382,1237,632,69652,3204,61052,3892,8600,2355,29820,2552,22196,2339,7624,1689,35092,2692,25584,2939,9508,1863,30136,1956,20329,2708,9807,1857,24744,2207,17707,1984,7037,1399,16712,1666,13816,1748,2896,898,8741,1272,8298,1280,443,342,5365,1016,5237,1026,128,133,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,37975,734,3967,758,3938,766,29,41,10867,1054,10216,967,651,356,5326,1160,4413,957,913,552,4614,1085,4091,1047,523,306,4357,944,3687,912,670,382,4361,1198,4073,1224,288,257,2526,775,2325,764,201,180,1259,513,1259,513,0,174,698,412,698,412,0,174,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,207922,840,28179,1237,26123,1578,2056,792,57785,1482,51124,1984,6661,1541,24590,2032,17259,1771,7331,1383,29060,2350,18259,2343,10801,1587,27131,2254,17495,2265,9636,1319,20561,1806,13631,1547,6930,1300,12342,1219,9959,1130,2383,688,6093,1097,5089,1020,1004,654,2181,558,2181,558,0,163,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,856635,1092,90537,2314,83713,2636,6824,1619,205491,2999,178672,4219,26819,3952,100190,2705,75741,3265,24449,2823,119749,2512,84603,3081,35146,2810,124639,1516,86745,3303,37894,3342,102991,1380,80736,3105,22255,2977,63739,813,53362,1991,10377,1790,31562,885,29778,1266,1784,876,17737,901,16568,1181,1169,849,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,48994,1360,6173,768,6124,752,49,86,11352,1227,11104,1272,248,303,5804,990,4383,899,1421,582,8350,1238,6169,1261,2181,622,5780,1154,5213,1132,567,467,5532,988,4752,1002,780,567,3271,754,2934,692,337,278,2449,654,2154,626,295,390,283,234,283,234,0,192,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1825292,1555,183525,3322,174768,3682,8757,2207,376323,4238,349852,5554,26471,3493,188205,3537,142176,4992,46029,4528,253023,3008,168211,5386,84812,5005,282666,1504,191407,5640,91259,5403,236636,1524,183540,3834,53096,3524,164943,696,141047,2917,23896,2830,85188,1154,82752,1464,2436,1029,54783,1256,53673,1445,1110,657,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1003225,1512,90243,2564,89076,2623,1167,604,221774,3618,209597,3944,12177,2428,113540,3987,92564,4471,20976,3956,122422,3393,101348,4094,21074,2956,124489,2278,99225,4126,25264,3698,110794,2168,97234,3123,13560,2274,106976,964,97350,1924,9626,1818,68068,1139,66725,1398,1343,907,44919,1101,44712,1083,207,194,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3769658,2583,360711,4275,350010,5769,10701,3428,728947,5179,707445,5321,21502,3080,418428,5501,363054,7026,55374,4529,551632,4805,436510,8605,115122,8159,536594,2538,423880,7211,112714,6885,474961,2088,412175,4623,62786,4474,353276,1529,321741,3506,31535,3489,207862,1560,202623,2287,5239,1391,137247,1734,135966,1961,1281,671,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,943869,3494,122570,3261,112884,3934,9686,2292,265142,4646,231970,5187,33172,3997,102902,4326,63575,4061,39327,3533,119651,4995,55899,4070,63752,4171,154321,5181,70695,5368,83626,5788,101937,5036,61823,4879,40114,3572,45941,2469,32735,2629,13206,2010,21655,2152,19648,1867,2007,926,9750,1687,9026,1610,724,483,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25293,624,3671,951,2932,992,739,622,5499,1111,4923,1009,576,391,4151,1075,3758,1013,393,338,4312,1052,3688,1025,624,393,3347,1058,3136,1053,211,206,1799,893,874,497,925,559,1835,718,1227,513,608,539,543,393,543,393,0,161,136,106,136,106,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,430344,1784,51808,1960,50636,1903,1172,529,114056,2671,104623,3277,9433,2356,48897,2737,38792,2640,10105,1670,66703,3095,51398,3060,15305,2335,54556,2766,39658,2656,14898,2044,41769,2777,34578,2485,7191,1830,29069,1528,26051,1570,3018,1010,14399,1684,13723,1494,676,481,9087,1217,8812,1159,275,339,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,407782,1229,53455,1908,49246,1857,4209,1331,120545,2427,108252,3004,12293,2432,48858,2509,29146,2588,19712,2251,54629,2212,32736,2379,21893,2438,51533,1910,29386,2665,22147,1982,40188,1862,27484,1991,12704,1538,22859,1293,16820,1405,6039,1049,10090,1225,8577,1181,1513,643,5625,777,5504,776,121,117,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,535632,982,59830,2005,58167,2159,1663,795,144782,2635,136707,3088,8075,2178,68147,2925,54333,3162,13814,2477,74195,2745,52735,3081,21460,3043,77417,2393,53661,3304,23756,2835,57269,2181,43223,2614,14046,2471,31155,1609,27218,1937,3937,1263,14257,1506,13816,1499,441,377,8580,1532,8505,1536,75,127,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,921731,2174,109536,2903,104897,3034,4639,1359,228875,3580,216257,4552,12618,2862,115507,3136,94930,3941,20577,3193,133666,3489,101267,3991,32399,3612,125407,3157,101466,4339,23941,3095,96988,2188,82103,2835,14885,2172,62722,1562,56592,2154,6130,1697,31668,1749,30540,1822,1128,825,17362,1537,17285,1522,77,105,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,161788,662,17777,1000,17500,1018,277,252,37330,1233,35471,1475,1859,1122,21624,1533,17637,1653,3987,1219,23790,1500,19973,1996,3817,1193,22082,807,17735,1249,4347,1022,19274,818,15602,1374,3672,1063,11264,696,10332,954,932,579,6107,488,5969,534,138,232,2540,493,2540,493,0,217,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,276238,1845,33476,1887,30247,2043,3229,1043,71668,2273,61977,3078,9691,2008,29103,2800,18547,2437,10556,2223,37071,2782,18215,2106,18856,2319,47131,2908,20102,2498,27029,3042,27353,2330,17327,2273,10026,1623,16185,2120,12975,1892,3210,1240,8672,1503,8059,1423,613,432,5579,1046,5513,1033,66,111,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30101,881,4963,1116,4926,1120,37,75,7321,1342,6630,1325,691,719,4056,1113,2838,986,1218,904,5299,1198,3822,1075,1477,754,3354,940,2767,900,587,319,2105,653,1295,503,810,619,2413,931,2301,918,112,152,419,333,419,333,0,163,171,161,171,161,0,163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
