B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016MA,B06001_017EA,B06001_017MA,B06001_018MA,B06001_018EA,B06001_019MA,B06001_019EA,B06001_020MA,B06001_020EA,B06001_021EA,B06001_021MA,B06001_022EA,B06001_022MA,B06001_023EA,B06001_023MA,B06001_024MA,B06001_024EA,B06001_025MA,B06001_025EA,B06001_026EA,B06001_026MA,B06001_027EA,B06001_027MA,B06001_028EA,B06001_028MA,B06001_029MA,B06001_029EA,B06001_030MA,B06001_030EA,B06001_031EA,B06001_031MA,B06001_032EA,B06001_032MA,B06001_033EA,B06001_033MA,B06001_034EA,B06001_034MA,B06001_035MA,B06001_035EA,B06001_036EA,B06001_036MA,B06001_037EA,B06001_037MA,B06001_038EA,B06001_038MA,B06001_039EA,B06001_039MA,B06001_040MA,B06001_040EA,B06001_041MA,B06001_041EA,B06001_042EA,B06001_042MA,B06001_043EA,B06001_043MA,B06001_044EA,B06001_044MA,B06001_045EA,B06001_045MA,B06001_046MA,B06001_046EA,B06001_047EA,B06001_047MA,B06001_048EA,B06001_048MA,B06001_049EA,B06001_049MA,B06001_050EA,B06001_050MA,B06001_051MA,B06001_051EA,B06001_052MA,B06001_052EA,B06001_053EA,B06001_053MA,B06001_054EA,B06001_054MA,B06001_055EA,B06001_055MA,B06001_056EA,B06001_056MA,B06001_057MA,B06001_057EA,B06001_058EA,B06001_058MA,B06001_059EA,B06001_059MA,B06001_060EA,B06001_060MA,NAME,B06001_001MA,B06001_001EA,B06001_002MA,B06001_002EA,B06001_003EA,B06001_003MA,B06001_004EA,B06001_004MA,B06001_005EA,B06001_005MA,B06001_006MA,B06001_006EA,B06001_007MA,B06001_007EA,B06001_008MA,B06001_008EA,B06001_009EA,B06001_009MA,B06001_010EA,B06001_010MA,B06001_011MA,B06001_011EA,B06001_012MA,B06001_012EA,B06001_013MA,B06001_013EA,B06001_014EA,B06001_014MA,B06001_015EA,B06001_015MA,B06001_016EA,state
11788,706707,12910,586907,12478,592485,11022,292401,8105,115854,6095,153251,5591,425098,9160,276487,6427,3472169,39111,74928,6054,369202,15894,299541,9596,485336,12864,510675,11792,591019,11158,295757,6372,113709,5397,146403,5823,374890,7711,210709,5802,139565,7689,5748,1698,18666,2736,15758,2724,24492,3643,23170,3479,21845,3267,10941,1454,4595,1026,3976,1180,6203,1096,4171,1015,1065968,19136,6479,1543,59745,5659,80799,5067,204831,7465,263384,8307,212940,8487,72822,4603,27148,3311,33528,3850,64278,3767,40014,2976,0400000US13,10429379,-555555555,655223,5384,1859542,5539,1018588,7355,1421366,8357,1384136,7919,1418289,7699,671921,9270,261306,6749,337158,7980,870469,5289,531381,4640,5751677,39740,568068,7866,1411929,17577,622490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
3014,100432,4684,76497,3780,74156,3207,42569,2690,15387,1919,20699,2042,67402,3003,58548,2652,362026,6962,13857,1897,38231,2985,38355,2506,65986,3090,52272,2663,41132,2211,24572,1829,11393,1297,15677,1832,40839,1401,19712,1374,42759,3759,1904,730,7291,1470,4912,1109,5102,1070,7209,1538,5296,939,3458,853,947,408,1705,638,3221,767,1714,476,265565,10755,2001,830,9877,1712,11868,1957,34544,3843,45859,3492,53024,3138,23602,2413,9515,1551,12961,1876,33399,2594,28915,2241,0400000US15,1427538,-555555555,89573,223,216424,456,123797,1427,206064,1711,181837,1787,173608,1439,94201,3557,37242,2740,51042,3064,144861,999,108889,999,757188,11544,71811,2230,161025,3585,68662,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
3591,98833,5089,89004,4933,73803,3576,41289,3362,14024,1924,18519,2059,54079,3195,35146,2825,780969,11725,19570,2833,103870,5367,65824,3739,101194,4840,102501,4381,102970,4365,61569,3537,28445,2551,34373,3043,98506,3258,62147,2657,16872,2944,919,683,2547,1053,1845,1058,3081,1247,2639,1309,2355,719,1157,598,623,500,753,445,844,563,109,135,101140,7182,1648,1051,6163,1904,9504,1849,18420,2482,21513,3060,19252,2277,5606,1259,3443,857,3828,1253,6937,1631,4826,1042,0400000US16,1716943,-555555555,116226,1915,327059,2257,161870,2958,221528,3473,215657,3224,198380,2427,109621,4358,46535,3316,57473,3510,160366,1500,102228,1093,817962,10490,94089,3420,214479,5481,84697,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
8916,1090280,11488,949919,10165,977772,9377,539963,9853,211304,6122,278202,7048,645981,6895,478263,6082,2251563,26546,57454,4423,211671,8965,185198,7642,340468,8262,281621,7629,317567,7690,177492,6168,68030,3307,101823,4271,292639,7124,217600,5536,147814,7042,5974,1525,22149,3102,16926,2386,22259,2749,17168,1980,20907,2188,9853,1584,5051,1135,5055,958,13469,1814,9003,1615,1832421,19648,8740,1903,74376,4439,113937,6040,312422,9846,398432,8684,362018,7787,141139,5516,56206,4071,74511,4310,171535,4900,119105,4650,0400000US17,12802023,-555555555,767348,2622,2127742,2982,1199876,3960,1765429,5694,1647140,4521,1678264,4031,868447,11029,340591,8422,459591,7265,1123624,3282,823971,2177,8570225,29092,695180,5622,1819546,9613,883815,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
6907,555369,9479,511358,7912,532756,8757,287667,7585,111153,5403,155311,5235,367610,5295,253249,5167,1738581,22170,39568,3514,177367,8729,167497,6867,230383,7529,223568,7257,259121,8856,135886,4670,58319,3759,81255,4390,209086,5603,156531,4869,44859,4584,1216,762,8262,2219,4625,1127,6858,1476,6434,1502,8447,1764,2409,722,1323,686,974,417,2306,760,2005,649,351233,10753,3584,1369,29105,2865,42605,3784,75406,5063,77123,4438,55649,3586,21659,2552,5512,1194,7491,1670,20760,2649,12339,2057,0400000US18,6666818,-555555555,419552,2273,1154479,3228,657470,4853,868016,5040,818483,4597,855973,4547,447621,7419,176307,5934,245031,6786,599762,2611,424124,2020,4532145,23827,375184,4032,939745,10675,442743,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
5017,244335,3860,243865,4484,251840,3706,151307,4566,61246,3120,81427,3296,208334,2821,174706,2894,750559,15280,26381,2868,96645,4382,94861,4565,109108,4772,92085,4223,99754,4078,55262,3363,20888,2010,29168,2690,73127,2903,53280,2830,19146,1911,804,640,2876,791,2253,858,3652,940,2447,692,3442,916,1875,619,274,249,688,316,224,168,611,531,166728,6675,1926,770,13256,2373,20582,2568,35692,3793,36076,3076,27880,2639,10412,1833,3437,877,3125,958,9419,1495,4923,1194,0400000US19,3145711,-555555555,198623,2385,531727,2905,321452,3224,392787,4033,374473,3549,382916,3251,218856,5086,85845,3872,114408,4429,291104,1545,233520,1232,2209278,14530,169512,3092,418950,5010,203756,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
4782,207076,5609,176911,4053,162602,4192,102659,3574,40239,2809,57339,3161,134557,3179,108016,2670,952105,14709,23642,2482,102915,6150,97186,4404,131426,5677,125790,4408,137898,3968,73851,3019,30730,2251,43806,2948,107844,3221,77017,2807,25595,2834,1290,558,2989,1097,3584,929,5104,1247,3302,844,4912,1081,2105,565,543,321,633,328,982,353,151,121,200557,6935,1386,632,11690,1990,18446,2267,40505,2869,48621,2880,37809,2595,11561,1310,4586,1050,7069,1169,12257,1520,6627,1447,0400000US20,2913123,-555555555,193049,2410,519526,2979,296020,4001,384111,4309,354624,3626,343221,3172,190176,4580,76098,3764,108847,4132,255640,1997,191811,1523,1734866,13986,166731,3436,401932,6138,176804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
6584,355268,6226,352000,6349,364972,6572,208283,5872,79684,3887,109257,4308,290797,4583,211896,4331,1168311,17788,36351,3084,132179,7184,108838,6082,176173,6280,163226,5875,186840,6380,93103,4005,33978,2487,48036,3960,122847,4539,66740,3696,32815,3126,1012,495,4105,1214,4454,1489,4557,1348,4795,1212,5524,1336,4316,1266,794,455,1154,490,1537,520,567,298,169085,7898,1270,551,16155,2574,19051,2556,37773,3404,35649,3166,26909,2708,10039,1358,3616,1043,3959,1135,9008,1929,5656,1287,0400000US21,4454189,-555555555,276356,2604,738248,3606,420632,4012,573771,4324,555670,4162,584245,3130,315741,6072,118072,4714,162406,5832,424189,1797,284859,1748,3083978,20973,237723,3794,585809,8341,288289,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
6422,485846,7561,439288,6830,426903,7554,228070,6758,98590,5511,127488,6110,312442,4921,203724,4098,791034,15713,18265,2616,89558,6765,68995,4860,122791,6003,102540,5355,113112,6663,64118,4150,23819,2230,34868,3034,92491,3633,60477,3434,32804,3533,1351,819,2980,1034,5785,1767,6104,1452,4168,1057,5059,1281,2295,834,765,394,1157,435,1875,743,1265,642,191403,8271,1733,748,11819,1809,16829,2538,39735,3978,42277,3282,32352,3420,12208,1702,4414,978,6199,1592,14011,2039,9826,1312,0400000US22,4684333,-555555555,306213,3181,803029,3524,454814,5212,654476,6276,588273,6250,577426,4929,306691,6767,127588,5737,169712,6466,420819,3502,275292,2938,3669092,18355,284864,3912,698672,7643,363205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
2545,101574,3306,90688,3309,107889,3114,60854,3137,26090,2501,32993,2697,86193,2810,63189,2561,426513,9123,6360,1267,33384,2974,34277,2729,48863,3047,50498,3513,67878,3090,42295,2780,14974,1881,22489,2204,66426,2893,39069,2485,15558,2277,976,602,2325,1018,489,269,1104,493,2544,1033,2095,679,2179,697,932,412,766,362,1100,380,1048,435,45433,3032,130,158,3569,859,3724,1004,7172,1121,7388,1296,6961,1323,3298,1009,1275,604,2200,822,5442,1010,4274,971,0400000US23,1335907,-555555555,64390,1099,189812,1286,109965,1550,158713,1776,151118,1700,184823,1455,108626,3618,43271,3077,58448,3223,159161,927,107580,668,848403,9392,56924,1765,150534,3624,71475,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
6887,375495,8532,262454,5815,302325,6107,160769,5643,63276,3738,85834,3821,193211,4897,125929,3934,2180098,21721,59921,4106,222773,9613,158426,6653,286822,9231,284843,7483,356491,7307,186298,5105,71995,3554,100086,4384,262176,5229,190267,4503,90233,5373,3095,955,14151,2033,8966,1799,15506,2112,14311,1904,14567,1969,7875,1587,2294,618,2071,687,4826,911,2571,934,927936,17540,7664,1543,58678,4753,66282,4433,159448,5812,210928,5882,171159,5477,73543,3562,24791,2734,31837,2464,72682,3311,50924,2733,0400000US24,6052177,-555555555,363313,1648,983637,1996,537623,3708,837271,3764,772536,3588,844542,3429,428485,7070,162356,5176,219828,5933,532895,1754,369691,1901,2853910,22044,292633,4862,688035,10025,303949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
9060,511476,9074,388343,7983,497894,8113,271125,7790,109475,5583,143662,5790,366151,5724,285086,5815,1371892,19110,28001,3212,103849,6618,157901,7135,224289,7704,182247,7367,205787,6288,108932,4341,44630,2868,63249,3044,155554,5134,97453,4322,205461,9369,5126,1202,27708,3480,22275,2907,28040,3220,34413,3168,35150,2888,14660,2160,5906,1341,6521,1189,16663,1702,8999,1329,1156472,19090,9891,1851,65636,5403,98077,6323,208342,7470,230759,6141,203563,6608,91742,4502,29651,2260,40893,3133,97668,3990,80250,4595,0400000US25,6859819,-555555555,360336,1271,1010248,1444,700662,2261,972147,3106,835762,3107,942394,2381,486459,8652,189662,6049,254325,7199,636036,1830,471788,1931,4125994,25623,317318,3970,813055,8575,422409,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
6344,943099,8311,840370,8453,965076,7595,537947,8843,217646,6418,288460,6476,669206,5526,442498,4720,1600774,20851,35987,2962,147330,7172,128805,5861,187106,7070,173601,6049,228540,6513,129391,4529,53672,3874,80834,3053,244012,5634,191496,4799,76386,4656,3140,730,13815,1938,8321,1597,13073,1972,11981,1563,9734,1512,5414,970,1763,606,1513,445,4643,840,2989,732,703806,16780,7966,1700,52264,5050,68330,4296,123083,5674,131441,5548,125073,4285,46140,2836,17386,1874,21854,1873,60378,2947,49891,2556,0400000US26,9962311,-555555555,572370,2095,1603491,2667,967140,3829,1266361,4123,1157393,3842,1328423,3965,718892,8939,290467,7255,392661,7279,978239,2228,686874,1956,7581345,23204,525277,3812,1390082,8630,761684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
5517,454064,6428,399559,5374,429600,5263,250178,5462,95036,3430,137682,4382,318479,4363,246039,3430,1290331,15112,31984,2586,118690,6481,109907,5264,190219,6544,182270,6080,194005,5709,115363,4254,41014,2783,61674,3246,145960,4461,99245,3349,40976,3601,1515,722,7523,1495,4595,1023,8503,1550,6854,1482,6324,1235,2045,642,1118,528,581,297,1357,376,561,304,486243,10464,5923,1427,45533,4412,44101,3205,106021,4667,112453,5160,78975,3568,26896,2253,8431,1124,10647,1170,27015,2373,20248,1829,0400000US27,5576606,-555555555,353860,1971,943922,2435,500408,3114,758807,4039,701136,3761,708904,2845,394482,6302,145599,3894,210584,5119,492811,1534,366093,1434,3759056,13993,314438,3460,772176,7397,341805,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
6066,253130,7074,258358,6624,245282,6290,127019,5416,49199,3671,78233,4997,190115,4432,132068,3493,752326,14916,21423,3189,92042,6251,79451,5220,94551,5051,102410,5783,111640,5643,62518,3820,23435,2450,31270,2521,83245,3696,50341,2827,17365,2866,1061,657,1839,1071,2048,1318,3026,1153,3575,1265,2679,1043,1376,584,530,371,328,230,844,444,59,75,65718,4949,294,227,4307,1453,7007,1516,12016,2215,13559,2346,11621,2312,5083,1145,1347,624,1437,640,5503,1223,3544,1072,0400000US28,2984100,-555555555,182467,2590,532086,2798,310206,5235,362723,7451,377902,6494,371222,5485,195996,6069,74511,4073,111268,5016,279707,3326,186012,2415,2148691,14794,159689,3876,433898,7346,221700,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
7622,506049,8841,443346,8029,452627,8176,261659,7062,99909,5009,133688,4503,340355,4848,260414,5413,1771977,22916,41251,3532,168930,7226,151459,6884,247571,8340,227392,7357,269545,7759,147663,5087,60327,4215,82523,4191,222833,5132,152483,5087,46796,4604,1304,914,6328,1606,4575,1221,8071,1965,8561,1823,8997,1727,3594,1032,1206,526,1409,535,1972,569,779,341,257102,9567,2938,1134,17988,2033,28874,3024,52771,4368,49865,3310,42307,3229,14378,1851,7134,1480,9414,1565,18527,2000,12906,1842,0400000US29,6113532,-555555555,374001,2822,1013660,4350,575596,4905,814462,5215,729164,5066,773476,4937,427294,7675,168576,6231,227034,6223,583687,2846,426582,1869,4037657,24793,328508,4284,820414,8110,390688,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
3068,68692,3352,59520,3019,50044,2757,34184,2381,15934,2114,20085,1807,46919,2174,33643,2241,458168,9100,7426,1181,39998,3319,43843,2972,58571,3131,60285,3524,66761,3325,35726,2690,17196,1737,24370,1840,64654,2208,39338,2098,11819,2181,361,296,2207,976,1059,538,1395,565,1644,840,2378,833,1060,433,64,95,413,265,749,518,489,519,23109,2677,0,174,1388,734,2169,951,4009,1099,3585,1040,4128,1114,1891,669,964,551,551,371,1946,636,2478,666,0400000US30,1050493,-555555555,61405,1178,168490,1435,96932,2045,132667,2125,125034,1906,123311,2060,72861,2674,34158,2349,45419,2743,114268,944,75948,1124,557397,8874,53618,1624,124897,3251,49861,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
3354,144600,3581,136095,3097,126269,3506,72592,3163,30235,2086,43287,2861,100228,2698,83425,2156,523353,9654,13126,1700,58877,3876,55581,3438,77062,3748,64540,3351,73952,3614,44555,2558,15924,1469,21578,2102,58403,2739,39755,2154,14675,1895,487,272,2432,851,1843,685,2782,823,2413,711,2055,525,961,458,566,348,261,181,657,382,218,162,143331,6167,1044,409,12420,2407,13026,2122,34627,3322,32909,2432,23235,2253,8073,1385,2322,619,3456,839,8558,1387,3661,858,0400000US31,1920076,-555555555,131679,934,342918,1199,186225,2586,259071,3573,235957,2790,225511,2384,126181,3608,49047,2583,68582,3818,167846,1442,127059,818,1238717,9400,117022,1926,269189,4601,115775,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
4527,83172,4736,47207,3187,36412,2813,13847,1855,3933,1005,5420,1199,12380,1596,7103,1217,1572386,18280,29685,2853,146553,8083,118608,4766,243391,5404,211071,5315,225046,5935,125579,4207,51232,3185,75828,4127,216053,3385,129340,2516,52694,4689,1747,717,8208,1586,4590,1280,8965,1780,7966,1638,7845,1268,3450,885,1981,978,2012,1134,3768,850,2162,755,596019,12835,2842,895,23465,2816,31695,3289,100532,4877,133762,4683,127412,4664,53514,3269,15211,2024,19713,2204,54394,3101,33479,2192,0400000US32,2998039,-555555555,184055,748,499902,1021,250902,2208,436060,2719,400006,2275,396715,1982,196390,5159,72357,4145,102973,4426,286595,1327,172084,1080,776940,13110,149781,3073,321676,7967,96009,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
2844,74778,3505,54395,2930,58390,3464,31824,2698,10711,1522,16251,1954,39153,2765,28888,2293,683319,11766,14672,2130,53184,4629,54313,3126,72035,3844,81096,3242,118472,3857,73673,3431,25647,2186,37633,2693,94533,2973,58061,2461,15291,2612,306,311,2448,1046,1899,759,2042,708,2066,844,3124,1129,929,449,489,289,701,366,778,319,509,317,83167,5297,743,610,4648,1359,5949,1362,15022,2082,14130,1983,16154,1844,6876,1400,2233,744,3013,830,8640,1262,5759,1285,0400000US33,1342795,-555555555,63523,939,194672,1262,126595,1832,163877,2378,151687,2073,196140,1667,113302,3419,39080,2237,57598,3189,143104,960,93217,543,561018,11821,47802,2145,134392,4883,64434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
