GEO_ID,B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,NAME,B24081_001MA,B24081_001EA,B24081_002EA,B24081_002MA,B24081_003EA,B24081_003MA,B24081_004MA,B24081_004EA,B24081_005MA,B24081_005EA,B24081_006MA,B24081_006EA,B24081_007EA,B24081_007MA,B24081_008EA,B24081_008MA,B24081_009EA,B24081_009MA,state
0400000US01,32267,257,31214,333,30793,339,52212,2409,33098,2403,38437,1408,42524,2124,66631,3654,24640,1719,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41926,792,38143,2435,37264,1586,60106,9221,44770,4672,48539,5414,53735,4398,60658,5370,30832,4487,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,34759,551,33069,747,32324,307,50801,1012,37621,1840,39031,1100,38680,1020,57509,4905,23631,1735,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31663,314,30868,357,30534,368,46889,6573,34698,2180,33409,2827,38922,2246,51260,4682,22188,2035,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38170,307,36626,138,36025,132,60641,530,45286,957,50526,483,53343,1660,61750,642,26443,391,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40330,220,38757,609,37421,358,53872,3839,41597,756,44635,1329,46472,1302,65398,2984,26923,1136,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45234,533,43014,1130,42100,572,63883,5447,46426,1642,54578,2805,62152,2831,62803,2642,32078,1578,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40347,821,37415,1811,36979,1026,48363,11888,40379,4597,49340,3639,47933,2792,61288,8302,30437,5657,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,60252,1635,50814,939,50546,1047,70370,35927,59851,3609,60069,8008,61327,4035,94736,5413,42374,4224,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31797,138,31084,166,30633,172,41926,576,36889,601,40773,308,40130,819,59292,2121,20838,354,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,35324,233,34275,533,33137,540,50049,2137,38275,1679,38580,1349,40023,1602,60789,1344,23270,1964,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,40095,814,36452,667,35913,699,54510,5885,41459,1372,50678,3340,47299,2119,60208,3575,30347,2165,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,31035,352,30286,398,29513,1035,41775,2303,32089,2501,35764,1463,35968,1134,58379,5068,21515,2098,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,39198,451,37417,278,36959,242,52020,958,40956,517,50005,1093,49311,1640,60370,861,25453,737,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,35515,258,35266,306,35019,420,46733,3657,36902,838,38305,1330,37402,1389,57092,2678,21550,889,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
