GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,NAME,B17023_001MA,B17023_001EA,B17023_002EA,B17023_002MA,B17023_003EA,B17023_003MA,B17023_004MA,B17023_004EA,B17023_005MA,B17023_005EA,B17023_006MA,B17023_006EA,B17023_007MA,B17023_007EA,B17023_008MA,B17023_008EA,B17023_009EA,B17023_009MA,B17023_010EA,B17023_010MA,B17023_011MA,B17023_011EA,B17023_012MA,B17023_012EA,B17023_013MA,B17023_013EA,B17023_014EA,B17023_014MA,B17023_015EA,B17023_015MA,B17023_016EA,B17023_016MA,B17023_017MA,B17023_017EA,B17023_018MA,B17023_018EA,B17023_019EA,B17023_019MA,B17023_020EA,B17023_020MA,B17023_021EA,B17023_021MA,B17023_022MA,B17023_022EA,B17023_023MA,B17023_023EA,B17023_024EA,B17023_024MA,B17023_025EA,B17023_025MA,B17023_026EA,B17023_026MA,B17023_027MA,B17023_027EA,B17023_028MA,B17023_028EA,B17023_029EA,B17023_029MA,B17023_030EA,B17023_030MA,B17023_031EA,B17023_031MA,B17023_032MA,B17023_032EA,B17023_033MA,B17023_033EA,B17023_034EA,B17023_034MA,B17023_035EA,B17023_035MA,state
0400000US01,1203689,13513,154370,6386,46628,2879,24892,2324,13616,1923,6903,1483,1217,508,107742,5689,12997,1904,5803,1350,4565,1232,2501,959,128,196,94745,5195,24996,2674,49331,4487,18612,2629,1806,1043,1049319,13531,810346,11402,536657,9272,221761,6419,49080,3675,2848,821,238973,8210,64559,3977,40220,3322,22040,2578,2137,925,162,260,174414,6972,100784,5387,67963,4963,5522,1597,145,236,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,12388,1464,5212,876,1982,398,1369,553,1082,428,779,595,7176,1230,2056,670,322,87,1450,648,252,142,32,28,5120,1123,924,301,2251,627,1883,804,62,43,155013,3917,118613,4050,66420,2733,39346,2403,11004,1730,1843,701,36400,2549,12946,1688,6530,1268,6052,1141,354,147,10,18,23454,2079,11051,1443,10745,1758,1548,749,110,99,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,176062,6641,74404,4198,35680,2629,20285,2506,15631,2041,2808,826,101658,5296,21609,2410,8341,1805,8638,1641,3293,1039,1337,644,80049,4515,20416,2282,37758,3147,19087,2947,2788,860,1476263,14537,1132114,14104,735883,10981,301639,8792,86396,5003,8196,1551,344149,9644,116465,6113,64959,4133,43653,4004,7517,1638,336,314,227684,7610,124390,5328,88568,5297,13984,1814,742,528,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,87890,4894,31694,2922,14406,1706,8363,1705,7726,1510,1199,637,56196,3862,8966,1471,3273,900,5132,1114,561,294,0,201,47230,3488,11849,1811,23293,2500,11279,2016,809,459,666809,11484,521158,9536,334847,6539,145570,5760,37786,3237,2955,815,145651,6741,44835,3793,23449,2460,18881,2590,2071,837,434,378,100816,5019,54825,3778,40483,3458,4829,1169,679,643,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,858067,15922,373259,9802,147214,5854,130436,5412,84198,5322,11411,2014,484808,12165,98151,5701,38523,3377,41360,3532,16258,2677,2010,799,386657,9764,98040,5579,196538,8190,79379,5184,12700,2210,8052550,26039,6073706,28866,3556337,22988,2047652,19984,445504,9108,24213,2522,1978844,20951,675061,15412,399835,11877,237094,8633,36897,3207,1235,577,1303783,17677,790837,14296,451817,11736,58009,4785,3120,885,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,91960,4848,38461,3259,18060,1959,11431,1757,7519,1847,1451,713,53499,4065,9483,1794,3944,1170,4630,1245,909,574,0,200,44016,3823,11061,1871,22907,2818,9243,1831,805,462,1274847,10110,1023853,11173,615504,9334,320406,7663,82355,5570,5588,1188,250994,6370,91058,4575,44550,4179,40614,3369,5328,1211,566,629,159936,5822,84928,4176,65575,3917,9008,1591,425,429,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,55756,4613,17623,1988,9284,1609,5603,1030,2510,860,226,274,38133,3858,5613,1375,1859,725,2456,788,1298,776,0,207,32520,3518,7806,1516,17854,2615,6130,1632,730,454,821537,8644,631938,8173,391953,6731,200370,5680,36991,3220,2624,877,189599,7241,55704,3805,31469,3170,21902,2560,2281,770,52,88,133895,5727,73839,4839,53519,3594,6127,1310,410,361,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,21665,2390,9611,1790,5243,1314,2569,1018,1664,616,135,129,12054,1765,2402,945,926,682,992,536,484,403,0,198,9652,1519,2931,970,4917,1258,1718,709,86,137,214130,5465,167336,5179,113645,4133,45804,3275,7483,1640,404,333,46794,3453,14114,1743,7593,1335,5820,1333,630,373,71,87,32680,3052,17673,2010,13637,1986,1276,668,94,120,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,15929,1763,2406,868,1149,579,1060,673,197,186,0,208,13523,1678,1628,658,754,516,743,430,131,153,0,208,11895,1619,4042,922,5795,1350,1790,795,268,303,103428,3668,68170,3209,42427,2701,22396,1901,3347,815,0,208,35258,2731,8363,1370,5358,1170,2668,867,337,326,0,208,26895,2298,17529,1994,8626,1501,687,405,53,87,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,499029,11818,213722,7908,118617,6061,60786,4686,29486,3194,4833,1391,285307,9019,50716,3727,19919,2310,21873,3086,6854,1571,2070,1147,234591,8437,63757,4362,120305,5836,43204,3922,7325,1762,4444477,28838,3374573,27825,2305887,19361,889437,17515,169891,7375,9358,1564,1069904,19401,326912,10597,189841,8292,124102,7770,12681,2449,288,236,742992,15642,444167,11699,267079,9438,30750,3575,996,785,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
