GEO_ID,C22001_001E,C22001_001M,C22001_002E,C22001_002M,C22001_003E,C22001_003M,NAME,C22001_001MA,C22001_001EA,C22001_002MA,C22001_002EA,C22001_003EA,C22001_003MA,state
0400000US01,1841665,12421,258110,8456,1583555,12135,Alabama,null,null,null,null,null,null,01
0400000US02,250741,3074,27090,2405,223651,3591,Alaska,null,null,null,null,null,null,02
0400000US04,2552972,11005,276388,7155,2276584,12691,Arizona,null,null,null,null,null,null,04
0400000US05,1153082,8560,136635,6209,1016447,10475,Arkansas,null,null,null,null,null,null,05
0400000US06,13005097,17539,1155077,20581,11850020,25738,California,null,null,null,null,null,null,06
0400000US08,2139207,8774,162490,6163,1976717,10191,Colorado,null,null,null,null,null,null,08
0400000US09,1356762,6513,163472,6717,1193290,8544,Connecticut,null,null,null,null,null,null,09
0400000US10,357937,4266,37164,2863,320773,4321,Delaware,null,null,null,null,null,null,10
0400000US11,281475,3302,37115,2767,244360,3761,District of Columbia,null,null,null,null,null,null,11
0400000US12,7689964,22835,1042265,18658,6647699,23470,Florida,null,null,null,null,null,null,12
0400000US13,3745074,16431,470762,13113,3274312,17372,Georgia,null,null,null,null,null,null,13
0400000US15,458078,4221,48954,3363,409124,5024,Hawaii,null,null,null,null,null,null,15
0400000US16,625135,5980,60914,3977,564221,5594,Idaho,null,null,null,null,null,null,16
0400000US17,4808672,14430,618363,11607,4190309,18770,Illinois,null,null,null,null,null,null,17
0400000US18,2557299,10669,237307,8280,2319992,12557,Indiana,null,null,null,null,null,null,18
0400000US19,1257505,6773,120558,4664,1136947,7231,Iowa,null,null,null,null,null,null,19
0400000US20,1128983,6821,86591,4518,1042392,8879,Kansas,null,null,null,null,null,null,20
0400000US21,1725034,10346,242950,7806,1482084,11874,Kentucky,null,null,null,null,null,null,21
0400000US22,1737123,11255,285732,7062,1451391,12307,Louisiana,null,null,null,null,null,null,22
0400000US23,540959,6050,69380,3789,471579,5908,Maine,null,null,null,null,null,null,23
0400000US24,2207343,8135,226673,7172,1980670,9805,Maryland,null,null,null,null,null,null,24
0400000US25,2604954,9148,305393,9047,2299561,12332,Massachusetts,null,null,null,null,null,null,25
0400000US26,3930017,12926,514289,9486,3415728,14900,Michigan,null,null,null,null,null,null,26
0400000US27,2162211,7968,168078,5920,1994133,10092,Minnesota,null,null,null,null,null,null,27
0400000US28,1091980,9693,167167,6844,924813,10263,Mississippi,null,null,null,null,null,null,28
0400000US29,2385135,13054,263150,7527,2121985,14254,Missouri,null,null,null,null,null,null,29
0400000US30,423091,4068,39709,3393,383382,5032,Montana,null,null,null,null,null,null,30
0400000US31,754490,4583,62887,3482,691603,6072,Nebraska,null,null,null,null,null,null,31
0400000US32,1094613,6821,133137,5339,961476,7745,Nevada,null,null,null,null,null,null,32
0400000US33,528700,4349,36772,2900,491928,5012,New Hampshire,null,null,null,null,null,null,33
0400000US34,3218798,8951,286528,7665,2932270,10191,New Jersey,null,null,null,null,null,null,34
0400000US35,767705,6614,133515,6225,634190,8843,New Mexico,null,null,null,null,null,null,35
0400000US36,7304332,18884,1083022,16690,6221310,22307,New York,null,null,null,null,null,null,36
0400000US37,3955069,14774,488137,11914,3466932,16391,North Carolina,null,null,null,null,null,null,37
0400000US38,316306,3300,19847,2011,296459,3739,North Dakota,null,null,null,null,null,null,38
0400000US39,4667192,13650,617649,12206,4049543,16226,Ohio,null,null,null,null,null,null,39
0400000US40,1470364,5913,193761,6097,1276603,7234,Oklahoma,null,null,null,null,null,null,40
0400000US41,1603635,8695,246836,8069,1356799,10203,Oregon,null,null,null,null,null,null,41
0400000US42,5008751,12653,646413,10902,4362338,14772,Pennsylvania,null,null,null,null,null,null,42
0400000US44,408748,4427,63109,3571,345639,5064,Rhode Island,null,null,null,null,null,null,44
0400000US45,1905100,10277,233897,7625,1671203,11738,South Carolina,null,null,null,null,null,null,45
0400000US46,344260,3147,30563,2590,313697,3718,South Dakota,null,null,null,null,null,null,46
0400000US47,2588655,10916,348689,9359,2239966,14620,Tennessee,null,null,null,null,null,null,47
0400000US48,9623874,22217,1154985,20791,8468889,26839,Texas,null,null,null,null,null,null,48
0400000US49,975448,5045,66759,4183,908689,6441,Utah,null,null,null,null,null,null,49
0400000US50,256629,3631,29506,2490,227123,3953,Vermont,null,null,null,null,null,null,50
0400000US51,3120880,13665,252049,8627,2868831,15249,Virginia,null,null,null,null,null,null,51
0400000US53,2840377,11168,348224,9489,2492153,14713,Washington,null,null,null,null,null,null,53
0400000US54,715308,7000,120054,5136,595254,7699,West Virginia,null,null,null,null,null,null,54
0400000US55,2350293,7563,248107,6100,2102186,9741,Wisconsin,null,null,null,null,null,null,55
0400000US56,225796,3968,14240,1984,211556,4230,Wyoming,null,null,null,null,null,null,56
0400000US72,1191305,10722,451535,10830,739770,12736,Puerto Rico,null,null,null,null,null,null,72
