GEO_ID,B13015_001E,B13015_001M,B13015_002E,B13015_002M,B13015_003E,B13015_003M,B13015_004E,B13015_004M,B13015_005E,B13015_005M,B13015_006E,B13015_006M,B13015_007E,B13015_007M,B13015_008E,B13015_008M,B13015_009E,B13015_009M,B13015_010E,B13015_010M,B13015_011E,B13015_011M,B13015_012E,B13015_012M,B13015_013E,B13015_013M,B13015_014E,B13015_014M,B13015_015E,B13015_015M,NAME,B13015_001MA,B13015_001EA,B13015_002EA,B13015_002MA,B13015_003EA,B13015_003MA,B13015_004MA,B13015_004EA,B13015_005MA,B13015_005EA,B13015_006MA,B13015_006EA,B13015_007MA,B13015_007EA,B13015_008EA,B13015_008MA,B13015_009EA,B13015_009MA,B13015_010MA,B13015_010EA,B13015_011EA,B13015_011MA,B13015_012MA,B13015_012EA,B13015_013EA,B13015_013MA,B13015_014EA,B13015_014MA,B13015_015MA,B13015_015EA,state
0400000US01,1145988,4391,59028,3589,33729,3048,559,379,33170,3047,25299,2919,1372,740,23927,2858,1086960,5179,449802,8591,4963,1168,444839,8536,637158,9150,11366,1585,625792,9179,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,171451,2009,9961,1681,7877,1630,29,30,7848,1627,2084,578,301,162,1783,548,161490,2492,75594,3500,1367,713,74227,3628,85896,3598,3850,945,82046,3513,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1604017,4106,88721,4401,56007,3425,1305,629,54702,3433,32714,3184,1589,559,31125,3096,1515296,5823,617691,11586,5266,1342,612425,11668,897605,10668,12537,1900,885068,10600,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,686960,3783,41016,3623,25275,2851,818,404,24457,2775,15741,2320,1525,920,14216,2251,645944,4920,297973,7178,3530,1018,294443,7237,347971,8349,5037,1252,342934,8389,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9686735,9041,468957,11405,318341,8345,13306,2202,305035,8296,150616,7666,20803,3072,129813,7478,9217778,16145,3853343,28690,79530,5075,3773813,28322,5364435,26971,169493,7984,5194942,27565,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1356158,4236,70949,3869,52458,3438,1207,570,51251,3525,18491,2377,1534,790,16957,2233,1285209,5420,582818,8786,4684,1084,578134,8704,702391,9155,12329,1798,690062,9366,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,827282,2752,33995,3315,23763,2377,346,266,23417,2367,10232,2029,1382,629,8850,1791,793287,4223,302950,6553,4286,1277,298664,6328,490337,6495,20406,2658,469931,6743,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,218233,1553,9580,1613,6113,1293,158,260,5955,1241,3467,1027,120,156,3347,1050,208653,2055,78497,3540,459,295,78038,3530,130156,3784,2760,894,127396,3798,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,209245,1099,9007,1357,5198,1055,92,155,5106,1027,3809,1150,625,497,3184,915,200238,1776,50529,3033,1698,719,48831,2864,149709,3193,4522,1102,145187,3422,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4660956,9532,231116,8894,139974,6819,3878,1189,136096,6668,91142,6996,6072,1510,85070,6866,4429840,13364,1773877,22823,23775,3067,1750102,22635,2655963,21648,47852,4883,2608111,21610,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2596009,7657,141334,8179,85236,5174,1571,696,83665,5120,56098,5927,2905,891,53193,5848,2454675,10996,1023462,16593,6987,1555,1016475,16313,1431213,17833,16804,2644,1414409,17673,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318332,1807,19672,1962,14515,1888,296,225,14219,1877,5157,1247,510,330,4647,1153,298660,2588,133749,4088,1831,678,131918,4220,164911,3653,5814,1184,159097,3943,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,390629,2839,24723,2550,18635,2141,438,290,18197,2126,6088,1305,600,423,5488,1235,365906,3872,180768,5264,2450,737,178318,5279,185138,5482,5361,1490,179777,5335,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3036571,5530,153400,6254,99720,4540,1626,666,98094,4488,53680,3923,5009,1294,48671,3711,2883171,8318,1186902,12845,12216,1590,1174686,12870,1696269,12886,32085,2825,1664184,13046,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1554098,5450,77269,4446,48296,3585,983,445,47313,3575,28973,2645,1607,779,27366,2722,1476829,7767,646035,9565,5372,1165,640663,9675,830794,11333,11851,2109,818943,11152,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,703390,3115,41142,3077,30204,2600,619,350,29585,2575,10938,1827,1115,532,9823,1638,662248,4564,298691,5990,2457,678,296234,6022,363557,6260,7689,1348,355868,6250,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,658164,3752,38940,2826,28900,2540,423,419,28477,2527,10040,1835,791,463,9249,1772,619224,4600,294915,6507,3071,930,291844,6413,324309,7085,6579,1265,317730,6975,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1024808,4597,53444,3431,34937,2812,744,423,34193,2782,18507,2491,841,450,17666,2471,971364,5784,443760,7784,5374,1126,438386,7770,527604,8304,8051,1285,519553,8172,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1114054,4435,58623,5103,31221,3087,279,316,30942,3106,27402,3743,1440,908,25962,3591,1055431,7444,401417,8706,4569,983,396848,8710,654014,9702,13523,2186,640491,10023,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,284247,1896,14945,1807,10430,1652,39,71,10391,1648,4515,1114,622,423,3893,1002,269302,2583,114009,3907,1482,659,112527,3963,155293,4212,4288,989,151005,4150,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445888,4101,74868,4386,50533,3556,366,276,50167,3466,24335,2779,2368,952,21967,2628,1371020,6515,558385,9545,4811,1031,553574,9388,812635,10118,16805,2531,795830,10084,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1669962,3565,76690,5348,50305,3935,571,291,49734,3931,26385,3332,2533,1012,23852,3243,1593272,6419,618835,9863,5746,1457,613089,10125,974437,10283,22214,2833,952223,9880,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2265857,4934,117528,5227,75681,3970,2002,704,73679,3884,41847,3309,3199,823,38648,3087,2148329,7513,871226,10761,9044,1274,862182,10934,1277103,10872,23625,2078,1253478,11078,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1272536,3660,70957,3841,54090,3304,1151,496,52939,3162,16867,1601,1974,603,14893,1561,1201579,5710,536201,8084,6825,1224,529376,8245,665378,9354,23073,2460,642305,8584,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,707332,5197,38333,4124,18634,2625,0,217,18634,2625,19699,2889,1182,681,18517,2794,668999,6799,267666,7010,3226,1032,264440,7037,401333,8032,8945,2021,392388,7880,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1393765,4905,80273,3905,50434,3159,1155,541,49279,3145,29839,2497,2243,865,27596,2545,1313492,6266,566867,10109,6950,1531,559917,9998,746625,11157,16155,2550,730470,10538,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,227365,2033,13055,1876,9693,1724,254,231,9439,1744,3362,930,774,517,2588,779,214310,2654,97442,4176,1301,584,96141,4019,116868,4284,2495,872,114373,4312,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,432721,2448,29620,2592,21619,2073,221,267,21398,2040,8001,1247,916,472,7085,1165,403101,3779,189670,4484,1784,702,187886,4528,213431,5087,4092,863,209339,5021,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,707423,2163,37802,3381,23410,2746,301,216,23109,2747,14392,2038,1337,653,13055,2026,669621,3914,281973,7103,3577,1008,278396,7088,387648,7050,10191,1821,377457,7203,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,298149,2813,13862,1735,9093,1458,40,74,9053,1465,4769,1200,264,350,4505,1079,284287,3315,119947,3553,776,424,119171,3550,164340,4065,3472,820,160868,4160,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2100680,3804,98578,5606,72466,4487,693,340,71773,4428,26112,3277,2419,963,23693,3059,2002102,6839,863097,12329,6678,1286,856419,12459,1139005,12989,16947,2291,1122058,12836,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,470244,3404,28338,3140,14804,1935,323,221,14481,1906,13534,2483,1672,864,11862,2245,441906,5254,166405,4534,3809,1049,162596,4490,275501,6425,11227,2368,264274,6379,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4799180,7760,219214,7747,151709,6728,5145,1139,146564,6597,67505,5115,7385,1624,60120,4749,4579966,11400,1758933,17613,24868,2560,1734065,17314,2821033,18268,89176,5512,2731857,18359,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2457927,6631,127760,5742,81674,4321,653,342,81021,4277,46086,4312,3266,1197,42820,3991,2330167,9294,1019622,13809,6883,1262,1012739,13732,1310545,15576,19187,2679,1291358,15518,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,168998,1960,10777,1395,7757,1173,40,56,7717,1164,3020,832,595,362,2425,772,158221,2369,74126,3107,695,370,73431,3062,84095,3729,1597,719,82498,3753,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2657129,5900,151068,6588,95618,5244,2374,707,93244,5252,55450,4079,7087,1360,48363,3966,2506061,8378,1034269,11950,13937,2155,1020332,12200,1471792,12276,50029,4587,1421763,12537,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,908348,3198,59955,3174,38035,2723,875,438,37160,2689,21920,2383,1851,512,20069,2337,848393,4456,390378,6631,5038,975,385340,6589,458015,6268,9340,1599,448675,6299,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,966206,3833,48087,3511,33208,2676,509,305,32699,2690,14879,2529,3679,1291,11200,2011,918119,4807,401996,8163,6716,1539,395280,8301,516123,9889,16769,2277,499354,9644,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2888159,5110,143272,6371,96185,4535,2696,1016,93489,4420,47087,3931,7010,1575,40077,3473,2744887,7806,1115100,11571,14508,1859,1100592,11581,1629787,12045,52853,3229,1576934,12824,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,255137,2060,11713,1776,8203,1597,409,424,7794,1520,3510,1117,273,324,3237,1111,243424,2755,88465,3741,2040,858,86425,3698,154959,3779,6453,1719,148506,4156,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
