GEO_ID,C01001B_001E,C01001B_001M,C01001B_002E,C01001B_002M,C01001B_003E,C01001B_003M,C01001B_004E,C01001B_004M,C01001B_005E,C01001B_005M,C01001B_006E,C01001B_006M,C01001B_007E,C01001B_007M,C01001B_008E,C01001B_008M,C01001B_009E,C01001B_009M,NAME,C01001B_001EA,C01001B_001MA,C01001B_002MA,C01001B_002EA,C01001B_003MA,C01001B_003EA,C01001B_004MA,C01001B_004EA,C01001B_005EA,C01001B_005MA,C01001B_006MA,C01001B_006EA,C01001B_007EA,C01001B_007MA,C01001B_008MA,C01001B_008EA,C01001B_009MA,C01001B_009EA,state
0400000US01,1307467,6809,613458,4720,168612,3687,381825,2596,63021,1376,694009,4765,156428,3533,444757,2740,92824,1468,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22107,1923,12394,1022,1447,684,9708,810,1239,375,9713,1438,2446,1087,6797,680,470,285,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,307655,6923,161446,4075,40775,3144,107804,2544,12867,960,146209,4348,38971,2706,92357,2724,14881,846,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,458367,5104,219023,2814,63735,2375,134209,2032,21079,1264,239344,3835,60942,2936,150354,1881,28048,1226,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2271917,19745,1124290,11348,249692,6877,754381,7974,120217,1599,1147627,11392,231488,7174,749860,5832,166279,2054,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,229436,6270,121949,3888,30110,1762,82481,2820,9358,832,107487,3704,27073,2075,69355,2368,11059,577,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,380578,7306,180862,4183,45856,2033,118673,3249,16333,670,199716,4674,46191,2411,129044,3357,24481,700,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,210356,3797,97964,2438,25176,1227,62378,1735,10410,264,112392,2199,25245,1810,72494,1090,14653,233,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,318220,3042,143414,1366,33840,1010,91768,792,17806,378,174806,2226,33739,1508,110957,957,30110,633,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3394508,19514,1625083,11032,438620,7211,1032856,7687,153607,2592,1769425,12727,436807,7953,1118812,8403,213806,3165,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3292061,14889,1536667,10571,426993,8312,983168,5301,126506,1866,1755394,9120,423721,6187,1133907,5391,197766,2379,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,23386,2357,14562,1480,1992,719,12013,1259,557,173,8824,1368,1891,685,6053,983,880,304,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,11347,2676,6882,1699,1907,980,4616,1173,359,296,4465,1484,1337,736,2187,934,941,588,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1818986,10407,853388,6388,224649,4361,540398,4230,88341,1156,965598,6295,221454,3833,605616,4189,138528,1327,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,623961,6948,300094,5494,91120,3518,182730,3593,26244,997,323867,4609,83159,2948,201597,2979,39111,1443,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,107076,4342,56028,2658,16199,1930,36570,1653,3259,765,51048,3152,16850,2184,31434,1717,2764,396,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,167207,5245,87100,3524,22860,2398,57561,2348,6679,517,80107,2768,21414,1860,50309,1867,8384,687,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,361637,6545,176357,4917,46887,3072,114724,3505,14746,981,185280,3408,46145,2786,116556,2505,22579,1485,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1521339,7479,720787,6425,209616,5098,441786,3598,69385,1493,800552,5196,203074,4014,496550,3302,100928,1295,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16372,1321,9936,1076,2754,588,6599,950,583,381,6436,822,2510,529,3783,488,143,138,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1806673,11404,842257,5920,209496,4344,545844,3355,86917,1333,964416,7507,205926,3821,625899,5143,132591,1220,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,531887,11002,254982,6812,65865,3892,167809,4084,21308,988,276905,6081,65369,3925,180328,3575,31208,1268,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1374615,9426,655353,5644,174234,4220,413140,3389,67979,916,719262,6048,168868,3819,449509,3818,100885,1222,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,361130,5956,184805,3587,64094,2520,112079,2474,8632,719,176325,3960,61767,2649,104440,2174,10118,795,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1134333,6398,536149,4787,158525,3297,328151,3569,49473,1707,598184,5285,148278,3996,375836,2810,74070,1114,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,698380,8685,332296,5039,95691,3050,203983,2966,32622,1437,366084,5575,88176,3595,229873,3858,48035,1085,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4635,1022,2613,620,178,152,2255,560,180,168,2022,793,521,429,1248,519,253,263,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,88952,3328,45658,2419,13161,1561,29887,1766,2610,276,43294,2019,11917,1515,27166,1140,4211,511,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,274550,5204,137432,3158,36635,2187,88023,2187,12774,843,137118,3344,33499,2464,87689,1854,15930,789,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22409,2820,13948,1803,3176,1001,10153,1278,619,441,8461,1705,2175,987,5706,1190,580,427,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1217572,10761,576820,7499,143671,3808,376967,4935,56182,1003,640752,6304,137005,3682,414058,4258,89689,1118,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,44431,3251,25922,2331,4796,1357,18104,1756,3022,976,18509,2257,5250,1391,10478,1474,2781,592,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3136984,21590,1470836,12733,366883,7585,949516,8125,154437,2337,1666148,12116,347179,5767,1067885,8963,251084,2575,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2206579,12167,1034706,7259,266755,5183,657421,4940,110530,1938,1171873,8200,257808,5046,750173,5061,163892,1699,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,23294,2184,14873,2329,4930,1318,9780,1661,163,140,8421,996,2538,847,5698,742,185,322,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1441353,10913,691066,6260,191726,4299,430620,4645,68720,1320,750287,7398,183060,5007,463659,4445,103568,1486,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,286716,5037,144893,3437,42003,2087,91218,2375,11672,663,141823,3190,34951,2194,89508,2038,17364,921,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,77750,3874,42019,2481,10848,1567,27581,1732,3590,744,35731,2512,9816,1566,21982,1644,3933,770,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1437081,14280,693826,8291,187113,5155,443841,5388,62872,1385,743255,8803,181191,5230,462270,4607,99794,1911,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,66660,5240,32517,2782,9257,1329,20756,1897,2504,606,34143,3193,8624,1431,22384,2230,3135,521,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1357385,9443,633369,6318,169449,4878,391614,3056,72306,880,724016,5952,166665,4517,453127,3142,104224,682,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16987,1897,9953,1189,2803,899,6651,778,499,453,7034,1919,2972,1560,3778,731,284,446,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1122675,7929,529632,4827,143678,4012,339944,3163,46010,1335,593043,5693,142642,3653,379866,3716,70535,1415,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3423231,16872,1658360,9602,451396,6167,1076531,6841,130433,2798,1764871,11806,439810,7685,1136560,6612,188501,2364,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37669,3034,22555,1874,6693,1063,14610,1392,1252,527,15114,2134,6129,1547,8517,1029,468,313,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8260,1155,5327,872,1492,461,3620,700,215,237,2933,780,1024,442,1805,512,104,103,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1627641,10715,777610,6757,187949,4637,507473,5128,82188,2227,850031,6924,188305,4436,545099,5041,116627,1593,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,271584,8603,145403,4955,32348,3258,102598,3780,10457,676,126181,5288,31828,3062,82847,3365,11506,672,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,71991,4073,38513,2882,7878,1858,26646,1822,3989,656,33478,2845,8628,1700,19625,1892,5225,675,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,370335,4564,181031,3193,56523,2048,112571,2453,11937,743,189304,3502,55991,1990,115346,2131,17967,610,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5766,1755,3685,1279,1648,1023,1955,626,82,109,2081,844,447,598,1381,748,253,337,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,403659,18645,195643,9841,39830,4618,122501,6944,33312,2597,208016,12212,36093,3911,128571,8495,43352,3636,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
