GEO_ID,C18102_001E,C18102_001M,C18102_002E,C18102_002M,C18102_003E,C18102_003M,C18102_004E,C18102_004M,C18102_005E,C18102_005M,C18102_006E,C18102_006M,C18102_007E,C18102_007M,C18102_008E,C18102_008M,C18102_009E,C18102_009M,C18102_010E,C18102_010M,C18102_011E,C18102_011M,C18102_012E,C18102_012M,C18102_013E,C18102_013M,C18102_014E,C18102_014M,C18102_015E,C18102_015M,C18102_016E,C18102_016M,C18102_017E,C18102_017M,C18102_018E,C18102_018M,C18102_019E,C18102_019M,C18102_020E,C18102_020M,C18102_021E,C18102_021M,NAME,C18102_001EA,C18102_001MA,C18102_002MA,C18102_002EA,C18102_003MA,C18102_003EA,C18102_004MA,C18102_004EA,C18102_005EA,C18102_005MA,C18102_006MA,C18102_006EA,C18102_007EA,C18102_007MA,C18102_008MA,C18102_008EA,C18102_009EA,C18102_009MA,C18102_010MA,C18102_010EA,C18102_011EA,C18102_011MA,C18102_012EA,C18102_012MA,C18102_013MA,C18102_013EA,C18102_014EA,C18102_014MA,C18102_015MA,C18102_015EA,C18102_016EA,C18102_016MA,C18102_017EA,C18102_017MA,C18102_018EA,C18102_018MA,C18102_019MA,C18102_019EA,C18102_020EA,C18102_020MA,C18102_021MA,C18102_021EA,state
0400000US01,4793512,2005,2300832,5674,558829,4702,3769,1264,555060,4705,1400897,3646,44797,3618,1356100,5258,341106,2341,69764,3793,271342,3903,2492680,5724,533616,4680,1727,805,531889,4735,1517254,3550,24281,2482,1492973,4236,441810,2129,51274,3042,390536,3892,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,93768,1872,515,354,93253,1900,231384,2410,10684,1457,220700,2788,40962,697,10994,1468,29968,1402,350064,2412,91054,1923,160,177,90894,1964,218460,1359,5030,1060,213430,1594,40550,840,6299,840,34251,1039,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,830010,2721,5449,1358,824561,3091,2019389,3071,50401,3600,1968988,4537,547828,1407,114983,4596,432845,4342,3510894,3887,800081,2782,2732,766,797349,2849,2069619,2208,34461,4068,2035158,4500,641194,1474,72779,3944,568415,4207,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,364666,3708,2218,882,362448,3722,862063,2979,34647,3416,827416,4365,215692,2050,52401,3057,163291,3366,1506884,4657,341824,3567,3744,1119,338080,3499,900433,2801,20344,2493,880089,3703,264627,2089,36112,2908,228515,3336,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,4620286,4385,25724,3021,4594562,5378,12243198,6481,219193,8072,12024005,10060,2404335,3306,407187,9404,1997148,10546,19779016,6604,4422319,4065,20341,2514,4401978,4731,12350954,4913,153491,6985,12197463,7784,3005743,4174,346219,9236,2659524,9368,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,645744,3078,4024,1241,641720,3368,1754634,3743,44981,3136,1709653,5020,347910,1649,71405,3762,276505,4114,2765782,3756,614334,2980,3376,960,610958,3151,1740587,2619,27197,2759,1713390,3316,410861,1605,48641,2815,362220,3387,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,379150,1806,2110,692,377040,1912,1084953,2317,18985,2580,1065968,3509,252876,1105,34744,2084,218132,2188,1819543,2573,361779,1793,1794,713,359985,1819,1131154,1793,13332,1971,1117822,2349,326610,1546,32317,2821,294293,3020,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,103775,1200,293,398,103482,1344,275060,1171,5000,1355,270060,1698,75626,668,9672,1286,65954,1435,492798,1502,100133,1246,142,227,99991,1270,299160,897,4507,1451,294653,1917,93505,702,8956,1251,84549,1448,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,62669,488,318,313,62351,530,225627,730,4406,1369,221221,1519,32639,367,3919,915,28720,952,362873,800,61703,647,413,512,61290,802,252325,583,3513,1106,248812,1204,48845,453,3576,1011,45269,1127,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,2133342,5191,12464,2538,2120878,5886,6020206,6023,138690,7081,5881516,9643,1872603,3983,315938,8308,1556665,8583,10652553,6437,2057872,4947,10082,1885,2047790,5264,6320541,4332,85779,6743,6234762,7668,2274140,3678,246937,8430,2027203,9246,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10241594,3158,4921118,8847,1277468,6729,7284,1864,1270184,6783,3047303,5841,73446,5081,2973857,7497,596347,2766,107750,4339,488597,5429,5320476,8017,1234576,6785,7242,2046,1227334,6730,3310111,4786,51080,4175,3259031,6131,775789,3089,83459,4539,692330,5175,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
