GEO_ID,B27013_001E,B27013_001M,B27013_002E,B27013_002M,B27013_003E,B27013_003M,B27013_004E,B27013_004M,B27013_005E,B27013_005M,B27013_006E,B27013_006M,B27013_007E,B27013_007M,B27013_008E,B27013_008M,B27013_009E,B27013_009M,B27013_010E,B27013_010M,B27013_011E,B27013_011M,B27013_012E,B27013_012M,B27013_013E,B27013_013M,B27013_014E,B27013_014M,B27013_015E,B27013_015M,B27013_016E,B27013_016M,B27013_017E,B27013_017M,B27013_018E,B27013_018M,B27013_019E,B27013_019M,B27013_020E,B27013_020M,B27013_021E,B27013_021M,B27013_022E,B27013_022M,NAME,B27013_001MA,B27013_001EA,B27013_002MA,B27013_002EA,B27013_003MA,B27013_003EA,B27013_004MA,B27013_004EA,B27013_005MA,B27013_005EA,B27013_006MA,B27013_006EA,B27013_007EA,B27013_007MA,B27013_008EA,B27013_008MA,B27013_009MA,B27013_009EA,B27013_010MA,B27013_010EA,B27013_011MA,B27013_011EA,B27013_012EA,B27013_012MA,B27013_013EA,B27013_013MA,B27013_014EA,B27013_014MA,B27013_015MA,B27013_015EA,B27013_016MA,B27013_016EA,B27013_017MA,B27013_017EA,B27013_018EA,B27013_018MA,B27013_019EA,B27013_019MA,B27013_020MA,B27013_020EA,B27013_021MA,B27013_021EA,B27013_022MA,B27013_022EA,state
0400000US01,2841107,6352,1451944,15409,813362,8478,707064,10287,106298,7549,638582,11923,575179,10730,63403,4658,619865,14081,255693,7750,164394,5927,91299,5935,364172,11502,260028,9677,104144,6436,769298,14894,293799,9827,114328,6265,179471,8277,475499,9587,245976,7139,229523,8900,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,440283,2719,221226,5653,124874,4943,99996,5083,24878,3176,96352,3035,77476,2924,18876,2616,136136,5272,67687,3650,33948,2639,33739,2719,68449,3549,43450,2730,24999,2527,82921,4697,32631,3226,11897,1768,20734,2433,50290,3176,25856,2476,24434,2324,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3989659,5587,2131681,16258,1217894,10762,966519,12100,251375,9381,913787,14157,759531,13824,154256,6897,966774,13538,426732,11146,243526,8904,183206,8212,540042,9739,342261,8632,197781,6606,891204,14363,324236,10172,127835,6220,196401,8315,566968,11479,263910,8041,303058,9700,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1717192,4011,922507,12616,505771,8359,422068,8622,83703,4802,416736,9062,359137,8792,57599,4050,365823,9608,159597,5520,90230,5267,69367,4011,206226,6996,134047,5624,72179,4731,428862,10386,173397,7445,61594,4975,111803,5900,255465,7303,106328,5023,149137,6425,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24069284,13917,12320255,44822,7236295,29631,5839543,31097,1396752,20073,5083960,32669,4305543,31381,778417,13575,6530630,41091,2882442,28780,1724077,21752,1158365,21719,3648188,29434,2369431,24533,1278757,18442,5218399,39935,1863894,20190,787391,13694,1076503,18744,3354505,30042,1633741,19668,1720764,22884,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3421064,4580,1971112,14873,1146954,11025,958486,11048,188468,8879,824158,10567,710515,9780,113643,6707,905578,12353,379419,8093,236943,6078,142476,6002,526159,8797,370392,8105,155767,7372,544374,11637,189105,7588,88734,5531,100371,5788,355269,8696,205717,6890,149552,6638,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2164155,3906,1174664,13998,657846,8697,576860,8820,80986,5908,516818,10599,460946,9747,55872,4535,594174,12381,243909,7227,154469,6486,89440,4889,350265,9358,244816,8762,105449,5909,395317,11141,155456,6086,72265,4268,83191,4734,239861,8402,133265,5486,106596,5974,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,559655,2350,301043,6922,162705,4362,141231,4356,21474,3066,138338,4657,127447,4606,10891,1815,125473,5311,53886,3483,37938,2758,15948,2128,71587,3869,52474,3548,19113,2315,133139,5344,50453,3329,28140,2909,22313,2455,82686,4049,51540,3612,31146,3248,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,468689,1815,275104,5654,138761,3460,120640,4030,18121,3320,136343,4050,123938,4025,12405,1648,107983,5002,45394,3292,29325,2502,16069,2358,62589,3998,43085,3347,19504,2167,85602,5585,38044,3447,14759,2401,23285,2901,47558,4311,20495,2585,27063,3130,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12081518,9969,6460274,36991,3586473,25848,2837081,28957,749392,19784,2873801,21557,2423812,24039,449989,12528,2889186,32240,1250354,22563,758202,18220,492152,14899,1638832,21314,1079804,19706,559028,16013,2732058,28648,1049761,17707,454674,13326,595087,15187,1682297,19189,842762,15488,839535,16610,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
