GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001EA,B17001H_001MA,B17001H_002MA,B17001H_002EA,B17001H_003MA,B17001H_003EA,B17001H_004MA,B17001H_004EA,B17001H_005EA,B17001H_005MA,B17001H_006EA,B17001H_006MA,B17001H_007MA,B17001H_007EA,B17001H_008MA,B17001H_008EA,B17001H_009MA,B17001H_009EA,B17001H_010EA,B17001H_010MA,B17001H_011EA,B17001H_011MA,B17001H_012EA,B17001H_012MA,B17001H_013MA,B17001H_013EA,B17001H_014MA,B17001H_014EA,B17001H_015MA,B17001H_015EA,B17001H_016EA,B17001H_016MA,B17001H_017EA,B17001H_017MA,B17001H_018MA,B17001H_018EA,B17001H_019MA,B17001H_019EA,B17001H_020MA,B17001H_020EA,B17001H_021EA,B17001H_021MA,B17001H_022EA,B17001H_022MA,B17001H_023EA,B17001H_023MA,B17001H_024MA,B17001H_024EA,B17001H_025MA,B17001H_025EA,B17001H_026MA,B17001H_026EA,B17001H_027EA,B17001H_027MA,B17001H_028EA,B17001H_028MA,B17001H_029MA,B17001H_029EA,B17001H_030MA,B17001H_030EA,B17001H_031MA,B17001H_031EA,B17001H_032EA,B17001H_032MA,B17001H_033EA,B17001H_033MA,B17001H_034EA,B17001H_034MA,B17001H_035MA,B17001H_035EA,B17001H_036MA,B17001H_036EA,B17001H_037MA,B17001H_037EA,B17001H_038EA,B17001H_038MA,B17001H_039EA,B17001H_039MA,B17001H_040MA,B17001H_040EA,B17001H_041MA,B17001H_041EA,B17001H_042MA,B17001H_042EA,B17001H_043EA,B17001H_043MA,B17001H_044EA,B17001H_044MA,B17001H_045EA,B17001H_045MA,B17001H_046MA,B17001H_046EA,B17001H_047MA,B17001H_047EA,B17001H_048MA,B17001H_048EA,B17001H_049EA,B17001H_049MA,B17001H_050EA,B17001H_050MA,B17001H_051MA,B17001H_051EA,B17001H_052MA,B17001H_052EA,B17001H_053MA,B17001H_053EA,B17001H_054EA,B17001H_054MA,B17001H_055EA,B17001H_055MA,B17001H_056EA,B17001H_056MA,B17001H_057MA,B17001H_057EA,B17001H_058MA,B17001H_058EA,B17001H_059MA,B17001H_059EA,state
0400000US01,3127700,3680,363815,14868,155126,7685,14289,2294,1709,587,14566,2329,8645,2054,3062,759,4677,1252,23196,2954,18756,2347,14364,1852,17539,2026,19485,2248,8976,1573,5862,1150,208689,9827,12143,1890,2614,858,13988,2045,6960,1662,2394,818,4650,1136,30437,2793,29765,2873,23596,2867,21859,2293,28447,2946,17210,2119,14626,1538,2763885,14948,1370506,8536,67278,2637,13875,1922,91525,3727,49270,3128,14672,1752,34052,1932,104634,3429,170083,2716,169458,2250,197200,2292,202135,2315,160006,1770,96318,1500,1393379,9508,66481,2030,12862,1910,89893,3622,45790,3434,18230,1899,31693,2311,91567,3068,163136,3029,163807,2969,196321,2382,207586,2913,174171,2143,131842,1846,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,439405,1640,33373,3825,16775,2185,1270,633,104,98,1295,598,392,326,181,175,169,134,2768,892,2792,847,1357,577,1922,622,2604,861,1310,514,611,430,16598,2356,1243,527,168,198,1545,672,1058,730,173,216,218,181,1689,681,3046,804,1418,622,1803,644,2021,662,1178,561,1038,484,406032,4401,215256,2925,12657,703,2199,821,13722,1305,7357,1089,2153,503,4887,556,14691,1204,35060,933,28996,790,30325,744,33698,958,21106,571,8405,488,190776,2367,10943,596,1891,651,12587,1295,6148,1164,3217,627,3386,623,13520,738,29642,790,25959,698,26109,631,30429,697,18297,616,8648,565,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3768149,5741,379875,14414,181548,7605,11270,1910,1711,540,13554,2653,5190,1345,1404,519,4554,1333,29664,3470,21183,2333,16853,2543,18639,2192,26458,2431,18653,1931,12415,1655,198327,9515,9748,1767,1297,612,10867,2106,4410,1307,2574,972,2391,591,26768,3177,27836,2860,18185,2113,19958,2483,32897,2901,21480,2738,19916,2302,3388274,15501,1673243,8204,69974,2183,14928,2025,95091,3989,50025,2787,17529,1713,34976,1951,105695,3873,204755,2833,195527,2661,221744,2270,249395,2445,240014,2026,173590,1757,1715031,10077,69238,1870,13082,1972,90116,3493,51980,3286,17415,1709,33056,1882,93444,3576,191968,3059,190965,2358,225417,2812,271684,2972,266652,2863,200014,2241,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2114316,3331,281377,13960,128348,7883,11193,1747,2803,830,13553,2205,6029,1234,2630,993,3539,1077,17676,2964,15388,2117,12799,1963,14368,1930,15697,2071,8270,1245,4403,1026,153029,7899,8499,1428,1434,683,13520,2298,6031,1505,1383,607,3779,1173,20262,2358,22872,2252,19148,2164,15708,1967,16986,2100,10620,1562,12787,1644,1832939,14363,910563,8155,48407,1859,8860,1303,61494,3193,34437,2770,12099,1671,23451,1886,66608,2995,115317,2701,114176,2550,122818,1880,128141,2174,104853,1514,69902,1290,922376,8414,46210,1900,9787,1691,60941,3252,26685,2403,10085,1102,20981,1460,62074,3249,107959,3010,111494,2377,124585,1950,138195,2135,118204,1595,85176,1978,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14349930,9967,1296213,29265,603240,17106,29045,3495,6828,1450,35753,3528,13907,1733,6625,1446,13642,1903,92697,7114,87744,5620,59184,4519,72955,5042,99158,4803,49330,3310,36372,3023,692973,18642,26130,3024,4214,1154,31191,3812,16487,2403,5596,1237,13705,2109,96849,5128,97630,5864,68478,4622,82899,4879,100592,4897,70144,4448,79058,4196,13053717,29827,6551382,17925,288895,3823,53488,3561,355338,6937,176894,6380,63080,3600,124542,3810,410338,7265,929830,6177,828593,4743,947190,5213,1050992,5646,798251,3486,523951,3598,6502335,17836,275510,3540,51018,3632,326800,6104,178713,5149,57533,3302,120812,3784,370546,6159,850128,6009,761897,4849,911235,4824,1066838,4960,857796,4562,673509,4829,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3743057,4597,308336,10806,143074,6171,7993,1689,1325,458,9401,1944,4184,1058,681,424,3429,1064,30586,2640,20118,1906,13727,2043,16558,2236,19326,2449,11049,1304,4697,926,165262,7311,7260,1513,1242,515,8799,1646,3863,846,845,384,2652,779,33269,2780,25466,2488,15115,1775,17362,2154,22466,2043,14609,1708,12314,1580,3434721,11194,1727567,6937,86063,2426,18387,1995,109305,4018,59622,3501,20047,1759,37469,1636,116594,3085,271748,2333,239823,2565,239892,2182,251925,2671,179769,1534,96923,1337,1707154,7782,82674,1800,17088,1894,101895,3448,57615,3210,17699,1504,37903,1635,100995,3059,249288,2823,230017,2065,236609,2166,263300,2040,189976,2012,122095,1914,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2323163,3823,138293,8733,60204,4562,2975,1031,605,479,4501,1051,1860,838,1383,745,1213,494,9083,1991,6456,1558,6297,1531,7329,1448,9456,1457,4558,943,4488,1128,78089,5956,3425,1049,339,213,4046,1318,1919,810,643,341,1457,602,10368,1608,9194,1495,7076,1378,8696,1567,11490,1666,9609,1521,9827,1380,2184870,9284,1072802,4862,44987,1283,7565,1254,63232,3005,38100,2973,14099,1430,25907,1759,81283,2128,120727,1705,116415,1550,167703,1564,186323,1545,126336,1034,80125,1520,1112068,6424,42233,1179,8253,1636,60442,2755,35533,2290,12804,1495,25491,1586,73211,2068,113665,1658,118788,1514,175082,1556,193243,1790,136818,1501,116505,1704,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,585522,1402,57465,5639,25699,3399,2119,971,65,73,2094,734,1186,633,126,127,499,352,4178,1078,2602,950,2680,967,2685,843,3767,1032,2319,759,1379,626,31766,3526,2264,775,237,242,1447,790,686,464,636,463,701,510,3919,1053,3983,1097,2965,882,5045,1106,4690,1224,3305,863,1888,669,528057,5796,257154,3588,11147,1012,2122,670,15099,1360,7515,1315,2944,785,5675,862,15644,1388,34585,958,27090,1000,35788,865,41557,1085,35848,819,22140,639,270903,3312,10832,783,2398,1022,13734,1617,8352,1465,2613,672,4816,756,15161,1083,32828,1115,29000,918,36091,1102,46232,1228,39977,899,28869,824,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238135,2408,14813,2080,6780,1891,0,208,0,208,184,295,136,161,0,208,86,107,1583,661,1656,954,1079,551,494,369,838,599,534,447,190,198,8033,1467,75,128,196,281,99,140,73,122,67,107,115,182,3226,946,2444,978,193,225,794,417,491,300,140,191,120,186,223322,2720,112087,2168,6583,202,817,348,3496,591,1221,419,292,207,759,228,4526,1099,36452,1050,21647,574,13805,441,9794,626,7703,447,4992,260,111235,1882,6001,435,445,260,3989,476,1358,512,395,266,442,254,5542,1131,39454,1037,19991,302,10353,417,8823,300,8558,236,5884,246,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11079559,9218,1114154,30225,498337,15597,30434,3913,5686,1539,38389,4397,16521,2382,6548,1189,14667,2379,59583,3917,51936,4072,43453,3634,59668,4198,85057,4879,48169,3542,38226,3177,615817,19337,26368,3057,5740,1722,35431,4545,15736,2491,5666,1314,12155,1997,70000,4919,81305,5328,60449,4633,73658,5478,95242,5700,66453,4205,67614,4551,9965405,30822,4920997,15665,203428,4296,39705,3898,251049,7261,135204,5987,43988,3237,96707,3549,301931,4723,578290,5130,519947,4117,662037,4317,758334,4872,746913,3796,583464,3582,5044408,20616,193266,3858,34394,3437,247548,7301,126194,6820,45344,3019,91546,3067,268242,5238,539943,5464,506038,4927,664583,5470,825842,5873,820997,4451,680471,4717,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
