GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001EA,B23022_001MA,B23022_002EA,B23022_002MA,B23022_003EA,B23022_003MA,B23022_004EA,B23022_004MA,B23022_005EA,B23022_005MA,B23022_006EA,B23022_006MA,B23022_007EA,B23022_007MA,B23022_008EA,B23022_008MA,B23022_009MA,B23022_009EA,B23022_010MA,B23022_010EA,B23022_011EA,B23022_011MA,B23022_012EA,B23022_012MA,B23022_013EA,B23022_013MA,B23022_014EA,B23022_014MA,B23022_015EA,B23022_015MA,B23022_016EA,B23022_016MA,B23022_017EA,B23022_017MA,B23022_018EA,B23022_018MA,B23022_019MA,B23022_019EA,B23022_020MA,B23022_020EA,B23022_021EA,B23022_021MA,B23022_022EA,B23022_022MA,B23022_023EA,B23022_023MA,B23022_024EA,B23022_024MA,B23022_025EA,B23022_025MA,B23022_026EA,B23022_026MA,B23022_027EA,B23022_027MA,B23022_028EA,B23022_028MA,B23022_029MA,B23022_029EA,B23022_030MA,B23022_030EA,B23022_031MA,B23022_031EA,B23022_032EA,B23022_032MA,B23022_033EA,B23022_033MA,B23022_034EA,B23022_034MA,B23022_035EA,B23022_035MA,B23022_036EA,B23022_036MA,B23022_037EA,B23022_037MA,B23022_038EA,B23022_038MA,B23022_039MA,B23022_039EA,B23022_040MA,B23022_040EA,B23022_041MA,B23022_041EA,B23022_042MA,B23022_042EA,B23022_043MA,B23022_043EA,B23022_044MA,B23022_044EA,B23022_045MA,B23022_045EA,B23022_046EA,B23022_046MA,B23022_047EA,B23022_047MA,B23022_048EA,B23022_048MA,B23022_049MA,B23022_049EA,state
0400000US01,3103168,4965,1515212,3464,1126957,9582,960673,9236,826882,8344,15061,2204,32386,2791,31094,3312,24385,2444,30865,3266,133787,6514,55032,4286,3511,1083,11366,1882,15535,2078,18381,2256,29962,3156,32497,2624,7299,1400,802,561,1956,522,2840,751,4807,1355,14793,1915,388255,10019,1587956,4579,1040865,10203,754783,11334,641572,11900,15870,2275,31837,3102,25953,3171,18070,2173,21481,2621,232400,8053,118849,5589,6361,1190,19984,2731,32431,3137,22406,2361,32369,3390,53682,3902,12860,1595,1721,677,5218,1698,7590,1551,6705,1173,19588,2156,547091,10376,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,490155,1772,260737,1563,217061,3456,184804,3752,139891,4880,3352,872,10153,1706,13373,1721,9597,1458,8438,1335,25667,2357,9752,1479,538,256,2606,795,2769,1057,4478,1063,5524,982,6590,1434,2139,706,26,33,426,313,308,220,1467,899,2224,898,43676,3760,229418,1722,172713,3285,123782,3200,98714,2945,2201,733,6478,1022,6490,1188,4136,909,5763,1118,39949,3094,18091,1993,1242,578,3977,991,7255,1579,3726,962,5658,995,8982,1344,2351,677,98,119,831,446,1191,512,1194,377,3317,881,56705,3571,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4370733,4784,2199968,3491,1738241,10838,1433090,10498,1241690,10488,23115,3023,48808,3758,44967,3571,36617,3932,37893,3114,249623,7966,120146,5935,4675,967,23617,3133,35557,3156,28824,2648,36804,3564,55528,4270,15091,2310,880,415,3915,1022,6620,1424,7358,1678,21664,2186,461727,10048,2170765,3439,1513224,12245,1088097,14250,920951,14413,18724,2303,50506,3733,40371,3457,26986,2998,30559,3293,342670,9179,187615,7557,10095,1838,31146,2614,41309,3665,32732,3037,39773,3503,82457,4375,21968,2517,1721,605,5685,1054,10797,1834,14004,2332,28282,2836,657541,12094,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1878300,3562,934974,3622,697822,8283,598593,8370,513503,8330,8530,1665,23342,2341,19684,2562,16036,2518,17498,2314,82750,4289,36108,3419,2525,766,7826,1697,11190,1759,10187,1728,14914,2294,16479,2017,4550,1234,653,442,679,372,2389,896,1961,740,6247,1270,237152,8209,943326,3653,647883,7787,484933,9039,418202,9054,7611,1464,20174,2599,14233,1900,11599,1897,13114,2230,131688,6120,70326,5133,3298,1025,12103,2120,16421,1946,13117,1545,16423,2068,31262,2899,10214,2153,309,242,2422,682,3959,1188,3999,1230,10359,1529,295443,7761,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26005942,11793,13105992,8373,10460853,22910,8622210,25907,7353486,30572,188310,7584,374587,10663,292728,8872,198284,7884,214815,8669,1512862,21155,761583,17953,45219,3287,154126,6600,194374,7663,158829,6382,198731,7231,325781,10295,85987,5671,6491,1275,26038,2888,40523,3067,48254,2989,118488,6204,2645139,22160,12899950,8159,8957531,29174,6136617,32697,5109507,32652,131400,5412,308599,7934,239954,8158,173511,7679,173646,7360,2298340,25612,1289903,20570,77550,5315,225261,7101,266300,8761,207748,9052,231578,8135,522574,12974,145152,7282,11816,1829,48439,3507,69905,3812,79367,4605,167895,6814,3942419,30294,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3715114,5113,1891474,3810,1622174,8765,1366510,10337,1180542,11143,21671,2340,56568,3778,45659,3402,28708,2729,33362,3422,205570,7184,87804,5791,7520,1414,25230,2423,26762,2562,28627,2889,29627,2615,50094,3391,10284,1866,1252,645,5426,1267,5334,1006,7391,1325,20407,2137,269300,8521,1823640,3099,1408869,9207,980977,9934,831182,10342,19010,2142,51143,3191,32259,2852,23505,2398,23878,2893,340918,8658,171946,6345,11305,1482,41084,2991,43797,3049,36797,3653,35989,3423,86974,5360,22969,2426,2040,669,7176,1189,13092,1640,16441,2221,25256,2540,414771,9716,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2336797,3443,1155547,2966,944128,7677,778673,8429,666272,8578,13427,2048,29815,2462,28257,2688,17120,2251,23782,2937,127980,6951,59158,4578,3613,1006,9527,1779,17608,2214,16346,2594,21728,2426,37475,3445,7593,1569,1232,709,3359,1031,5219,1150,6822,1409,13250,1989,211419,6743,1181250,2794,902137,8922,602973,9564,517863,10714,12056,1904,28756,2727,16505,2259,11967,1944,15826,2138,236224,7271,134044,5396,7272,1325,23118,2352,26326,2590,20452,2749,25012,2983,62940,4152,13874,2223,1990,1004,7448,1255,7458,1237,10720,1776,21450,2834,279113,9068,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,608746,1831,297080,1604,229879,3359,192971,3817,165897,4232,3001,963,6923,1560,5557,1161,5626,1479,5967,1405,29601,3032,12048,1960,963,526,2989,929,3842,1371,4199,1052,5560,1133,7307,1376,1202,468,227,230,343,198,1215,556,1696,735,2624,856,67201,3535,311666,1476,217012,4180,158963,4663,138901,4590,1456,593,6259,1416,4808,1214,3033,884,4506,1247,47896,3729,25296,2729,883,446,3625,798,6769,1369,6786,1625,4537,1098,10153,1217,2349,595,301,251,911,399,1267,473,1152,516,4173,815,94654,4495,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,495662,1127,236756,750,191086,3775,163286,3721,141554,3523,3552,927,6390,1308,4098,1104,2764,926,4928,1093,23611,2788,6706,1448,310,245,2359,889,4221,1194,5579,1622,4436,1135,4189,1048,1278,589,94,116,40,66,588,397,847,442,1342,438,45670,3756,258906,881,203530,4526,163289,4188,136849,4069,2376,670,7044,1383,7228,1514,4807,1405,4985,1251,30918,3110,13626,2000,954,505,2452,832,5624,1478,3639,1091,4623,1228,9323,1696,2384,848,86,99,949,542,1702,629,1538,651,2664,916,55376,4624,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13065400,9540,6468064,7667,5022168,19125,4186135,20486,3639379,25732,76287,5730,164822,8263,135746,6229,82322,5311,87579,5630,699271,16684,334886,12957,20145,2892,67792,4858,101928,6309,73112,5211,101408,6366,136762,7509,35431,4028,4141,1632,9807,1885,15369,2416,22287,2947,49727,3290,1445896,18765,6597336,7054,4637794,20868,3371819,21032,2887759,21525,61999,4127,153832,7715,117629,6462,72290,5426,78310,5512,1051200,17367,567571,11586,31906,3156,100738,4982,124618,6580,106156,6693,120211,5708,214775,8766,59723,4863,5244,1036,18009,2312,31687,3030,30070,3351,70042,4570,1959542,20517,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
