GEO_ID,B25096_001E,B25096_001M,B25096_002E,B25096_002M,B25096_003E,B25096_003M,B25096_004E,B25096_004M,B25096_005E,B25096_005M,B25096_006E,B25096_006M,B25096_007E,B25096_007M,B25096_008E,B25096_008M,B25096_009E,B25096_009M,B25096_010E,B25096_010M,B25096_011E,B25096_011M,B25096_012E,B25096_012M,B25096_013E,B25096_013M,B25096_014E,B25096_014M,B25096_015E,B25096_015M,B25096_016E,B25096_016M,B25096_017E,B25096_017M,B25096_018E,B25096_018M,B25096_019E,B25096_019M,B25096_020E,B25096_020M,B25096_021E,B25096_021M,NAME,B25096_001MA,B25096_001EA,B25096_002MA,B25096_002EA,B25096_003MA,B25096_003EA,B25096_004MA,B25096_004EA,B25096_005MA,B25096_005EA,B25096_006MA,B25096_006EA,B25096_007EA,B25096_007MA,B25096_008MA,B25096_008EA,B25096_009MA,B25096_009EA,B25096_010MA,B25096_010EA,B25096_011MA,B25096_011EA,B25096_012EA,B25096_012MA,B25096_013MA,B25096_013EA,B25096_014MA,B25096_014EA,B25096_015MA,B25096_015EA,B25096_016EA,B25096_016MA,B25096_017EA,B25096_017MA,B25096_018EA,B25096_018MA,B25096_019EA,B25096_019MA,B25096_020MA,B25096_020EA,B25096_021EA,B25096_021MA,state
0400000US23,395809,5987,243301,5727,8567,1325,23437,1845,41044,3221,47644,2931,66696,3280,41897,2531,9619,1466,2484,849,1913,571,152508,4340,18876,1606,25078,2060,21304,2096,23105,1781,28848,2252,23942,2035,5776,1006,2574,585,3005,732,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1472500,10315,1073033,11268,18839,2097,33657,2411,61150,3382,100776,5409,268494,7324,370387,8277,143368,4481,44757,2682,31605,2296,399467,7518,21112,2015,26759,2236,32601,2792,42426,3133,93267,4255,109911,4019,43824,2149,15498,1869,14069,1394,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1623515,11340,1135557,12226,10234,1347,10074,1581,38970,3197,75724,4217,219784,6612,416900,8567,222042,6483,76041,3862,65788,3791,487958,9103,11226,1344,11064,1686,17127,1951,36783,2856,94987,4473,166793,5589,84100,3638,31807,2939,34071,2349,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2803372,15813,1688608,13609,103646,4201,279498,7136,328576,7222,317733,7052,347396,8175,234282,5470,51987,2837,14424,1294,11066,1410,1114764,11369,219993,6198,221274,5080,182583,5548,170878,6108,168646,5065,102233,3653,27142,1905,10632,1390,11383,1302,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1547594,10546,1038893,8908,24439,1812,65268,2684,117198,4465,198979,5791,312320,6007,236021,5456,58516,2978,14280,1429,11872,1276,508701,7224,42006,2168,57165,3034,62764,2789,87705,4009,128893,3542,91966,3255,24876,1758,6986,1035,6340,893,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,748055,10139,367369,8559,31424,2732,86009,4651,76734,4525,67238,4153,64370,4521,32374,2742,6099,1453,1917,549,1204,539,380686,8803,95368,4760,101060,4279,61400,3614,49003,3603,43471,3507,18709,2509,6186,1130,1661,608,3828,984,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1596870,15553,988869,13629,46983,3278,165937,6748,211274,6686,187810,5954,202383,6623,130085,4744,27677,2388,9129,1371,7591,1433,608001,8964,100655,4409,123199,5364,103885,4516,97873,4017,98715,4685,57317,2997,13685,1637,5774,1215,6898,1184,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,292585,4359,167138,4205,4903,1180,9297,1484,15404,1288,27251,2600,52869,3211,41558,2560,9994,1510,3365,986,2497,577,125447,4303,17133,1766,14291,1583,14574,1664,17194,1720,29218,2172,20710,1962,6196,1154,2068,513,4063,971,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,500086,6928,304828,5909,11124,1457,46385,2948,71457,3651,63040,2587,63219,2923,38331,2540,7254,1114,2058,680,1960,644,195258,4259,29861,1804,37966,2429,39966,2328,32609,2183,32583,2113,16079,1648,3745,679,1153,355,1296,375,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,619309,7889,427386,8032,6598,1232,13853,1888,30434,2941,61203,4018,148874,5792,122406,4838,29769,2314,6461,1108,7788,1193,191923,5278,19982,1930,15002,1612,19846,1879,23117,2365,48828,2977,44586,3016,12014,1617,4349,737,4199,885,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369037,5901,242670,6055,3885,897,7460,1202,16424,1749,36157,2575,84602,3985,72716,3879,15270,1510,3922,845,2234,643,126367,4254,11501,1546,7644,1100,10659,1469,16090,1741,36259,2564,30006,2446,9252,1234,2069,593,2887,760,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2053929,12820,1375400,14148,16722,2066,30151,2679,70743,4161,133270,5363,316599,8743,473086,10408,215715,7370,70594,3797,48520,3119,678529,9304,29336,3073,27342,2451,42618,2723,64268,4243,148261,5326,216690,5344,93856,4162,32052,2474,24106,2185,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,521450,7322,279646,7017,11005,1546,25343,2550,52245,3894,63734,3630,66167,4553,43100,3341,11010,1519,4084,1050,2958,732,241804,5299,43507,2519,41764,3031,38089,3131,36154,2541,41577,3028,27464,2344,6163,998,2196,579,4890,894,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3930033,20800,2394424,20242,53976,3162,209979,6293,257633,7453,227130,6023,348445,8462,596475,11184,366757,7720,155703,6530,178326,5798,1535609,16031,117325,4398,180488,5825,163148,5675,144808,5123,191559,5829,305691,7643,204495,6207,97147,4321,130948,6860,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2586616,16311,1631800,14221,49275,3422,204520,6791,312577,10501,297645,8746,360672,8373,278898,7238,84255,3518,25085,2206,18873,1980,954816,12748,160585,6346,185960,6951,160552,6345,137515,5192,146100,6007,107702,4077,32421,2581,11819,1590,12162,1512,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,200554,4137,109310,3979,4873,987,9940,1534,14307,1635,18306,2078,31936,2540,23823,2089,4685,1321,751,508,689,370,91244,2950,15418,1359,13461,1194,12424,1403,14582,1679,20157,1747,10299,1480,3738,962,685,247,480,246,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3070181,16573,1927336,15922,87183,4860,397797,8646,449870,9223,349060,8990,364167,8715,210657,6027,45724,3216,13193,1756,9685,1284,1142845,13661,174416,5874,270106,6973,230804,6361,182346,5650,164578,5304,85251,3830,21720,2137,6800,1310,6824,1215,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,962483,6980,526995,6176,32506,2336,105781,3803,119489,3802,104671,4199,94188,3551,52107,3202,11435,1488,3768,813,3050,765,435488,5710,87294,3313,107295,3679,75363,3529,64051,3306,54694,2597,30955,1962,9021,1200,3675,740,3140,580,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1007015,9420,672491,9812,10467,1586,12674,1688,31940,2976,62068,3755,168737,6432,252858,6375,95489,4383,22447,1989,15811,2028,334524,7454,38376,3456,20676,2180,20928,1994,31067,2733,66116,3931,93552,4069,41739,3299,12283,1741,9787,1381,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3421017,18098,2063564,14201,71860,3262,253040,6538,344638,8631,369863,7830,487591,8826,380714,6982,108056,4708,27426,2551,20376,1952,1357453,12895,168745,5520,247419,6500,215100,5580,225191,6536,246619,6206,172599,5488,52403,2772,13005,1464,16372,1713,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,248723,5299,172375,5652,2290,648,2674,767,11393,1540,30097,2838,59102,4074,49202,3407,11860,1657,2981,831,2776,810,76348,3698,2783,889,2341,670,5053,1034,13400,1447,22984,2158,19231,2099,6092,974,2200,663,2264,636,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1309670,12305,754533,12807,35970,3451,102983,5566,144246,7076,136217,6046,161784,6061,116492,5109,33498,2669,12370,1720,10973,1413,555137,10297,114892,6018,109844,4890,85119,4617,78913,3680,76930,4043,53480,3565,20190,2017,7118,1091,8651,1397,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,233092,4186,129049,3887,5949,997,16476,1541,22016,1824,27501,2387,33977,2530,17713,1658,3582,857,1081,551,754,359,104043,3298,20175,1499,19334,1436,14403,1478,17339,1996,16156,1691,12292,1416,2173,518,1208,490,963,390,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1693790,16621,997085,15499,40304,2755,149259,5999,193256,6930,183352,5962,210873,7626,150512,6185,43421,3474,14397,1864,11711,1771,696705,11845,94922,4700,140473,5649,107450,4663,110989,4663,121746,4952,77376,4337,26292,2238,8002,1199,9455,1396,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5964183,30479,3439280,28551,125099,7133,416233,10978,583938,13556,610173,14298,790836,14794,636572,13275,173820,5639,51964,4061,50645,3099,2524903,24079,413276,11216,554894,12123,394879,10388,347047,8311,375625,10343,278615,8429,87293,4628,30655,2825,42619,3039,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,681563,7026,484330,6914,7120,1195,7964,1254,31320,2567,66713,3919,160200,5477,153320,5673,40138,3415,10535,1458,7020,1187,197233,4618,15496,2072,8878,1586,13170,1222,27026,2330,51931,2346,55549,2982,15023,1649,4861,969,5299,1008,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,178405,3788,110296,3854,1910,528,6417,1030,13381,1369,20428,1822,33375,2282,27320,2010,5938,1006,910,326,617,265,68109,2841,6295,1251,5800,947,8373,1027,11647,1153,16148,1583,13017,1428,3964,746,1447,474,1418,521,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2077417,16923,1431413,16182,23601,2419,65228,3666,128603,5777,188763,6647,318586,7776,391009,8108,201464,5646,72921,3495,41238,2070,646004,11227,68503,3646,70624,3796,70070,4664,85519,3968,130923,4997,118089,5141,61842,3923,23830,1956,16604,1918,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1783549,14805,1227493,14419,17877,2145,24276,2333,63436,3777,98392,5028,285572,7775,400744,10484,191442,5612,81460,4205,64294,3482,556056,7822,45914,3255,33283,2719,33014,2542,51499,3478,109147,4864,152124,5835,74687,3750,30126,2253,26262,2039,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,518882,7414,238355,5958,15731,1860,53273,3260,52261,3585,43164,3362,43645,3412,23458,2454,4851,1144,1261,560,711,364,280527,5949,70471,3214,77252,4960,42789,3611,37537,2570,29580,2249,16488,1787,3545,887,863,419,2002,598,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1565599,10504,1003815,10465,24460,1847,120486,4014,207440,5804,196115,5364,248953,5681,156854,5167,33277,2258,9606,1209,6624,881,561784,7901,47327,2411,79461,3128,106062,3786,109407,3695,123505,3875,69992,3179,16255,1413,4901,841,4874,753,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,159792,4280,92857,3929,3171,1004,3752,969,13307,2067,16941,1884,29302,2493,18748,2155,4541,933,1776,778,1319,564,66935,3494,11779,1795,5805,1045,6080,1020,11795,1614,14869,1751,10100,1560,3521,962,396,285,2590,773,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,802024,10541,312180,8596,5314,1355,74970,5418,121479,5984,57510,4724,36071,3645,12159,1953,2833,1267,600,353,1244,683,489844,7665,69415,4241,197757,8399,117345,6262,55987,4147,29568,3097,13545,2047,2983,816,1183,609,2061,795,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
