GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001EA,B12002G_001MA,B12002G_002MA,B12002G_002EA,B12002G_003MA,B12002G_003EA,B12002G_004EA,B12002G_004MA,B12002G_005EA,B12002G_005MA,B12002G_006EA,B12002G_006MA,B12002G_007EA,B12002G_007MA,B12002G_008MA,B12002G_008EA,B12002G_009MA,B12002G_009EA,B12002G_010EA,B12002G_010MA,B12002G_011EA,B12002G_011MA,B12002G_012EA,B12002G_012MA,B12002G_013MA,B12002G_013EA,state
0400000US22,49284,5260,23543,3207,12611,2536,6570,1264,352,365,1009,520,3001,1096,25741,2930,12994,2288,7222,1294,938,456,1842,657,2745,976,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19408,2023,9534,1262,5268,1134,2733,673,18,29,122,155,1393,625,9874,1608,5536,1268,1855,698,21,45,246,146,2216,627,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,120609,7400,56906,4033,31092,3111,20012,2386,1208,595,430,326,4164,1043,63703,5363,30873,3789,21647,2415,2288,756,2602,1006,6293,1346,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,130766,9012,65229,5770,38067,4076,20909,2659,1119,580,1088,571,4046,1204,65537,5328,34236,3525,19015,2470,2402,914,3319,1252,6565,1304,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,173546,7330,83788,4345,49068,3478,25683,2225,811,329,1681,541,6545,1130,89758,4969,46953,3948,25988,2408,1275,630,4911,1241,10631,1822,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,85523,5619,43131,3694,26634,3001,12729,1460,204,156,142,122,3422,790,42392,3266,24115,2457,12807,1684,907,614,869,418,3694,828,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22701,3418,10577,1894,4876,1275,3436,1010,798,608,297,315,1170,606,12124,2556,4813,1414,4657,1150,194,195,361,293,2099,1108,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,91088,5912,47890,3749,25145,2509,15278,1748,1030,634,849,482,5588,1377,43198,3888,19474,2794,14498,2078,1167,574,3004,979,5055,1179,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21757,2315,9749,1541,4407,979,3577,821,287,306,193,213,1285,550,12008,1760,6281,1413,4073,856,36,58,493,262,1125,521,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26753,2487,12972,1691,7986,1349,3623,832,114,122,277,209,972,466,13781,1515,6746,1204,3986,836,328,311,372,274,2349,752,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,84312,5684,42671,3407,22859,2413,13712,2051,880,437,887,638,4333,1021,41641,3380,17949,2455,14539,2032,964,565,1498,654,6691,1269,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17032,2022,8594,1526,3905,978,2846,807,100,159,337,269,1406,605,8438,1453,3375,893,2823,750,150,183,400,335,1690,814,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,140390,8232,68365,4995,36360,3545,25984,2608,1192,803,888,490,3941,1042,72025,5004,36177,3584,25563,2427,2528,938,2418,667,5339,1179,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,43989,3935,23048,2911,11560,1932,9072,1637,28,56,246,173,2142,933,20941,2114,8712,1473,7570,1155,176,242,925,371,3558,924,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,393140,13947,187175,8707,111001,6920,60385,3791,5199,1686,1485,580,9105,1740,205965,8352,107526,7095,61443,4016,8439,1515,10454,1753,18103,2165,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,150380,9039,72417,5182,41110,3772,23469,2440,1552,617,499,295,5787,1252,77963,5481,39359,3989,23230,2325,2759,852,3210,1012,9405,1770,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8089,1517,4184,1034,1992,717,1663,622,79,86,0,161,450,366,3905,945,2203,741,1399,528,0,161,128,106,175,127,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,193547,9154,95654,6156,59113,5365,24317,2338,1728,790,1723,584,8773,1594,97893,5759,54714,4154,24988,2505,2716,837,4395,1188,11080,1924,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,195642,6349,93563,3991,43802,3060,34761,2187,2532,659,1722,510,10746,1241,102079,3685,39667,2572,37996,2370,3693,948,6531,883,14192,1608,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,130557,6860,67186,4751,36109,3551,21668,1932,888,549,1834,716,6687,1323,63371,4150,28495,3303,23375,2850,1022,448,1576,596,8903,1819,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,178459,9246,87019,5585,54471,4564,23370,2426,1790,587,1087,396,6301,1366,91440,5660,50000,4198,26693,2922,2963,987,3432,946,8352,1525,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22650,3795,10121,2120,7221,1772,2356,821,0,217,0,217,544,377,12529,2564,8394,2083,3061,1072,166,215,337,361,571,460,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,62426,6211,31040,3941,17509,2733,9740,1688,739,557,371,249,2681,731,31386,3466,14871,2541,10171,1816,819,530,1365,461,4160,1133,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12530,1977,6175,1054,3211,806,1060,478,157,213,6,13,1741,705,6355,1580,2252,789,2423,1078,37,61,224,255,1419,690,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,80198,6134,39375,3984,23053,3201,11614,1589,925,775,744,411,3039,812,40823,3962,18036,2664,13155,2104,1128,753,2555,781,5949,1214,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,451037,17412,220176,10054,113776,7069,81541,4963,4459,1196,2405,877,17995,2382,230861,10394,103532,7648,85216,4663,6503,1681,11021,1839,24589,2667,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,53218,4787,25989,3365,15336,2804,8214,1631,630,517,359,407,1450,689,27229,2712,12257,1831,10800,1623,1085,573,236,223,2851,1000,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8042,1227,4046,787,2273,626,1115,449,35,59,178,214,445,254,3996,837,1913,640,1226,422,0,157,167,171,690,351,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,199175,10128,97797,6476,54009,4039,34583,3651,1967,785,708,328,6530,1263,101378,6058,50631,4320,34269,3501,3552,1173,3073,753,9853,1680,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,266041,9982,133666,6245,77473,4874,41132,3519,1813,749,1695,547,11553,1543,132375,6472,63066,4373,46670,3181,2874,979,3260,773,16505,2194,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15963,2238,7675,1416,4857,1114,1923,650,27,54,163,214,705,347,8288,1696,4560,1349,1938,671,117,125,636,514,1037,483,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,80614,4527,41942,3098,26844,2528,11126,1434,356,247,550,338,3066,827,38672,3007,22661,2716,10461,1351,365,258,770,315,4415,1110,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,9227,1627,5094,1259,2660,1024,1845,655,91,103,35,62,463,321,4133,932,1483,545,1599,589,0,201,122,92,929,475,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,145888,9642,70229,5798,32838,4576,21782,2318,3207,1422,3034,1083,9368,2082,75659,5917,33760,4519,22444,2607,2684,928,6854,1661,9917,1900,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
