GEO_ID,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,NAME,B14005_001MA,B14005_001EA,B14005_002EA,B14005_002MA,B14005_003EA,B14005_003MA,B14005_004EA,B14005_004MA,B14005_005MA,B14005_005EA,B14005_006MA,B14005_006EA,B14005_007EA,B14005_007MA,B14005_008MA,B14005_008EA,B14005_009EA,B14005_009MA,B14005_010MA,B14005_010EA,B14005_011MA,B14005_011EA,B14005_012EA,B14005_012MA,B14005_013EA,B14005_013MA,B14005_014EA,B14005_014MA,B14005_015EA,B14005_015MA,B14005_016MA,B14005_016EA,B14005_017MA,B14005_017EA,B14005_018EA,B14005_018MA,B14005_019EA,B14005_019MA,B14005_020EA,B14005_020MA,B14005_021MA,B14005_021EA,B14005_022MA,B14005_022EA,B14005_023EA,B14005_023MA,B14005_024EA,B14005_024MA,B14005_025EA,B14005_025MA,B14005_026EA,B14005_026MA,B14005_027MA,B14005_027EA,B14005_028MA,B14005_028EA,B14005_029EA,B14005_029MA,state
0400000US13,590725,11603,298153,6902,239310,6452,53967,4808,12878,2289,172465,6094,58843,4501,40366,3898,26613,2765,3466,1122,10287,2234,18477,2924,5641,1583,1899,727,10937,2133,292572,8199,250437,7791,62668,4984,16047,2731,171722,6935,42135,3543,32197,3255,17892,2420,3790,1394,10515,1895,9938,1775,2424,929,2177,898,5337,1381,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,62281,2135,33445,1491,24775,1650,5692,1462,1426,724,17657,1422,8670,1244,7408,1127,4778,868,682,421,1948,567,1262,561,383,397,94,137,785,432,28836,1244,23454,1414,6470,1031,445,281,16539,1330,5382,1071,4876,1062,3092,849,522,318,1262,688,506,302,112,177,21,42,373,236,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,105490,3601,54480,2668,42215,2393,15016,2126,1839,661,25360,2515,12265,2101,8881,1834,6059,1524,611,387,2211,1001,3384,974,2286,908,225,157,873,428,51010,2636,42868,2590,18349,2464,2835,1212,21684,2292,8142,1295,6723,1179,5021,1187,400,360,1302,666,1419,711,967,636,0,201,452,279,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,681917,7155,352380,5535,299736,5868,79103,3902,19893,2532,200740,5878,52644,3129,37172,2508,21562,2143,5865,1262,9745,1595,15472,1976,4031,1313,2361,870,9080,1566,329537,4929,291627,4844,97025,5400,18145,2389,176457,5665,37910,2929,28023,2466,17633,2365,4396,1312,5994,1523,9887,1914,3981,1191,1446,689,4460,1220,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,374354,6559,192863,5092,159503,4903,50672,3310,9526,1602,99305,3716,33360,2730,20602,2057,13767,1715,2877,876,3958,1030,12758,1996,5906,1569,1917,781,4935,1057,181491,4162,153745,4473,51608,3224,7443,1448,94694,4271,27746,2478,18011,2185,10166,1626,3238,864,4607,1404,9735,1641,3818,1034,992,420,4925,1124,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,180302,4232,93494,3374,80058,3289,32037,2313,4167,941,43854,2971,13436,2103,9043,1538,6736,1333,764,345,1543,534,4393,1246,2070,894,1275,998,1048,447,86808,2853,77528,2639,38766,2505,3865,938,34897,2266,9280,1575,6046,1182,4001,977,672,449,1373,483,3234,985,1526,670,441,383,1267,555,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,163629,3703,85459,2641,70791,2717,24764,2320,5068,830,40959,2591,14668,1706,9915,1569,7533,1483,1080,504,1302,507,4753,837,1731,587,839,427,2183,681,78170,3191,69379,3260,29647,2939,4919,1199,34813,2559,8791,1327,6598,1215,4566,999,954,476,1078,484,2193,586,780,369,348,228,1065,378,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,241749,5588,125593,4841,99629,4372,29266,2393,6457,1388,63906,3763,25964,2357,19358,2285,12643,1889,2408,836,4307,1042,6606,1418,2527,843,287,238,3792,1084,116156,4272,99702,4127,35728,3118,5080,1184,58894,3607,16454,1737,13092,1385,8623,1304,1212,582,3257,886,3362,1094,1099,590,257,355,2006,701,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,261222,7038,135635,4553,109012,4456,21305,3164,5854,1240,81853,4058,26623,2926,17322,2345,8745,1742,2694,1059,5883,1472,9301,2318,2331,1259,1275,723,5695,1479,125587,4836,106742,4758,26395,2627,4527,1118,75820,3986,18845,2827,13948,2398,6874,1568,1820,789,5254,1670,4897,1277,910,478,187,209,3800,1195,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,68179,2277,34579,1339,29427,1547,10570,1382,1708,587,17149,1609,5152,1021,4006,900,3037,858,423,334,546,335,1146,544,314,302,282,297,550,343,33600,1669,29330,1755,13023,1517,1566,644,14741,1549,4270,1000,3411,1156,2461,1082,262,248,688,401,859,741,301,344,56,89,502,458,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,300720,5314,155710,3577,133747,4195,34138,3035,7800,1504,91809,3792,21963,2402,16982,2143,9857,1755,3141,919,3984,1158,4981,1275,1627,701,1113,527,2241,868,145010,3524,127046,3815,40102,3186,5521,1312,81423,3536,17964,2639,14201,2369,9992,1882,1773,847,2436,908,3763,1217,725,445,889,484,2149,859,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,382024,4717,191419,3517,169340,3924,50026,2989,10975,2036,108339,4244,22079,2673,13794,1991,9520,1689,1165,554,3109,1035,8285,1846,3437,1288,853,553,3995,1110,190605,3778,175841,3917,64505,3688,8474,1545,102862,4325,14764,1424,11185,1446,6892,1504,1016,635,3277,993,3579,956,930,598,533,341,2116,818,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,538074,6746,276389,4155,235302,4671,69800,3593,17510,1969,147992,4311,41087,2871,30513,2463,17779,1978,4856,924,7878,1411,10574,1467,4110,911,1662,527,4802,1026,261685,4772,231799,4378,83285,3493,13502,1669,135012,3860,29886,2868,23086,2336,13190,1720,4334,1071,5562,1066,6800,1234,2272,744,1096,460,3432,797,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,291406,4595,148946,3150,128520,3215,52171,2857,7650,1235,68699,3471,20426,2172,15176,1914,10526,1501,2111,719,2539,655,5250,1298,2256,780,1252,815,1742,513,142460,3577,128264,3459,60532,3005,6312,1242,61420,2905,14196,1497,10530,1221,8326,1134,620,333,1584,583,3666,868,1306,515,664,435,1696,546,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,184085,6487,98296,5236,80596,4805,13355,2110,3724,1164,63517,3915,17700,3063,11778,2529,6646,1902,288,250,4844,1488,5922,1413,1861,889,941,492,3120,1101,85789,4433,75286,4319,15748,2031,4640,1115,54898,3981,10503,1921,7623,1591,3804,1329,1404,680,2415,900,2880,1129,454,335,501,525,1925,878,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,327778,6370,171169,4651,140306,4900,44141,3676,8414,1681,87751,4213,30863,3227,24044,2922,17534,2618,2371,684,4139,1045,6819,1640,2264,878,921,843,3634,901,156609,4125,133628,3779,51359,2848,6610,1357,75659,3835,22981,2616,17170,2300,11562,1990,1804,921,3804,1087,5811,1238,1829,715,1027,554,2955,873,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,52123,2331,24810,1659,19635,1562,6508,1149,572,223,12555,1396,5175,1026,3744,933,3091,739,229,215,424,361,1431,543,615,405,12,25,804,470,27313,2043,22161,1748,8967,1596,349,212,12845,1355,5152,1259,3781,1116,2541,913,222,196,1018,712,1371,556,458,317,243,235,670,415,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,104304,2624,53161,2271,45303,2167,17478,1521,3059,833,24766,1977,7858,1296,6321,1213,3662,839,1469,611,1190,639,1537,551,683,351,139,140,715,435,51143,2033,45179,2054,21230,1725,3221,864,20728,1674,5964,889,4692,808,3516,871,547,474,629,378,1272,521,458,327,92,104,722,419,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,141672,3064,74879,2310,58542,2665,11094,1872,2838,919,44610,2600,16337,1819,12783,1798,8339,1413,1716,777,2728,952,3554,1019,1065,583,1312,691,1177,495,66793,2207,55189,2718,15038,1838,2982,914,37169,2209,11604,1553,8616,1498,4466,1158,1588,594,2562,873,2988,978,1185,550,501,601,1302,703,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,71613,2370,36586,1761,31833,1979,12756,1642,935,372,18142,1901,4753,943,3971,822,2162,699,1048,452,761,448,782,412,163,184,101,127,518,319,35027,1956,31267,2028,14279,1395,2199,880,14789,1680,3760,1149,2714,839,1985,743,400,257,329,273,1046,664,358,360,85,188,603,491,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,463752,5792,240995,5094,210692,5431,45990,3461,9337,1259,155365,5067,30303,2977,23402,3099,10678,1787,3201,1114,9523,1921,6901,1370,2056,696,955,525,3890,1094,222757,4013,199367,4543,50539,3180,7258,1428,141570,4012,23390,2292,18046,2415,8975,1914,2789,918,6282,1639,5344,1271,1563,745,364,300,3417,924,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,119112,4550,59869,3232,43756,3320,10568,1931,1949,513,31239,2612,16113,2336,11585,2110,7596,1913,741,516,3248,1126,4528,1263,2164,1029,390,240,1974,633,59243,2970,50751,2995,13154,1996,2887,979,34710,2770,8492,1429,4859,1045,2036,667,805,622,2018,816,3633,1082,1115,597,175,154,2343,859,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1004975,8203,511769,6127,444796,6897,86259,4225,23208,2523,335329,6836,66973,4058,47437,3508,27523,2762,4822,1154,15092,2564,19536,2097,6301,1553,2897,979,10338,1499,493206,5700,447423,6454,111824,4439,18824,2394,316775,6615,45783,3590,32388,2864,17808,2218,3840,995,10740,1950,13395,2196,4165,1116,2045,968,7185,1619,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,566476,7905,288229,6847,234917,6727,57728,4249,12997,1758,164192,5918,53312,3990,39119,3458,27863,3396,3784,1242,7472,1641,14193,2096,5249,1244,2359,787,6585,1490,278247,6223,242231,6254,71329,4334,15244,2182,155658,5815,36016,3699,24696,3037,14654,2371,2465,701,7577,1629,11320,2309,3195,1101,2142,813,5983,1706,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,39403,1856,21015,1670,18314,1707,7734,1508,815,412,9765,1231,2701,804,1850,697,1470,653,93,109,287,184,851,445,520,425,6,11,325,210,18388,1271,16163,1119,8072,1103,819,324,7272,1051,2225,720,1573,606,1159,418,19,33,395,385,652,368,164,167,109,126,379,291,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,627346,6646,323988,5423,276898,5053,83784,3594,19702,2193,173412,4718,47090,2837,33218,2474,22729,1950,3921,1177,6568,1659,13872,1855,6157,1056,1601,579,6114,1367,303358,5038,263265,5074,100633,3781,18082,2196,144550,4780,40093,3125,29362,2463,20050,2328,3037,967,6275,1202,10731,1853,4360,991,1298,802,5073,1415,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,219093,3903,111221,3156,90195,3189,26626,2279,7626,1135,55943,3034,21026,1922,13878,1668,9076,1376,1209,342,3593,814,7148,1042,2238,621,1117,479,3793,749,107872,3306,92009,3087,28467,2576,4709,785,58833,2927,15863,1650,11007,1215,6696,1052,1490,453,2821,557,4856,1123,1167,471,497,251,3192,968,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,206354,4396,104601,3311,88116,3616,22188,2581,4763,1287,61165,3232,16485,2292,12005,1690,7930,1485,522,336,3553,1134,4480,1343,2235,954,518,347,1727,795,101753,3467,88683,3593,27133,2124,5515,1230,56035,3005,13070,1653,9556,1484,6699,1236,875,429,1982,803,3514,881,213,215,714,411,2587,803,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,671172,6592,347367,4636,294439,4853,81151,4132,16697,2107,196591,4608,52928,3119,36923,2742,22983,2442,5778,1187,8162,1630,16005,1967,8618,1447,1558,591,5829,901,323805,4534,280696,5215,93333,4082,18158,2184,169205,5114,43109,3683,30543,3516,18886,2358,4973,1492,6684,1573,12566,1693,4955,1058,942,521,6669,1328,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,62539,2409,28546,1625,24000,1905,4768,1032,1691,800,17541,1834,4546,1149,3733,1078,2307,920,1104,563,322,277,813,475,513,378,72,118,228,231,33993,1655,30517,1861,12181,1415,1382,560,16954,1787,3476,971,2297,783,1203,621,815,433,279,328,1179,544,311,236,418,418,450,312,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,276515,7363,140873,5568,110576,5027,26268,2766,7929,1545,76379,4318,30297,3266,22674,2905,16129,2444,2415,1049,4130,1239,7623,1838,3755,1478,797,433,3071,843,135642,4810,116167,3619,32940,3130,7805,1329,75422,3689,19475,2751,16255,2585,10767,1999,1243,564,4245,1340,3220,982,427,364,508,399,2285,809,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,46568,2220,24512,1956,20879,1802,9222,1630,1261,427,10396,1303,3633,868,2522,797,2214,727,59,58,249,188,1111,421,514,326,122,95,475,270,22056,1500,18884,1329,8366,1022,1098,409,9420,1108,3172,768,2173,666,1393,539,198,151,582,333,999,409,396,246,126,134,477,283,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
