GEO_ID,B22001_001E,B22001_001M,B22001_002E,B22001_002M,B22001_003E,B22001_003M,B22001_004E,B22001_004M,B22001_005E,B22001_005M,B22001_006E,B22001_006M,B22001_007E,B22001_007M,NAME,B22001_001MA,B22001_001EA,B22001_002MA,B22001_002EA,B22001_003EA,B22001_003MA,B22001_004EA,B22001_004MA,B22001_005MA,B22001_005EA,B22001_006MA,B22001_006EA,B22001_007MA,B22001_007EA,state
0400000US28,1091980,9693,167167,6844,52250,3709,114917,6104,924813,10263,394668,5621,530145,8855,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2385135,13054,263150,7527,77099,3810,186051,5690,2121985,14254,856149,8013,1265836,12061,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,423091,4068,39709,3393,13701,1899,26008,3074,383382,5032,165055,2806,218327,4505,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,754490,4583,62887,3482,16366,1849,46521,3057,691603,6072,259880,3445,431723,5723,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1094613,6821,133137,5339,41813,2935,91324,4834,961476,7745,377251,5975,584225,7096,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,528700,4349,36772,2900,11492,1547,25280,2593,491928,5012,208905,3117,283023,4732,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3218798,8951,286528,7665,113889,5538,172639,6590,2932270,10191,1220182,8367,1712088,9697,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767705,6614,133515,6225,39129,2806,94386,5578,634190,8843,287484,4130,346706,8319,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7304332,18884,1083022,16690,477680,10843,605342,13409,6221310,22307,2530467,15013,3690843,20479,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3955069,14774,488137,11914,168768,5724,319369,10354,3466932,16391,1349546,10669,2117386,15097,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,316306,3300,19847,2011,5651,945,14196,1656,296459,3739,101463,2333,194996,3855,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4667192,13650,617649,12206,188908,6822,428741,10210,4049543,16226,1669026,9234,2380517,15269,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1470364,5913,193761,6097,56831,3021,136930,5177,1276603,7234,507856,5441,768747,7172,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1603635,8695,246836,8069,86428,4544,160408,6727,1356799,10203,574803,6938,781996,9033,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5008751,12653,646413,10902,235797,7031,410616,8789,4362338,14772,1896550,10891,2465788,15351,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,408748,4427,63109,3571,25811,2315,37298,3048,345639,5064,146250,3382,199389,4271,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1905100,10277,233897,7625,74634,4251,159263,6855,1671203,11738,717271,7498,953932,10031,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,344260,3147,30563,2590,7809,1144,22754,2411,313697,3718,126095,2686,187602,3532,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2588655,10916,348689,9359,110127,5328,238562,7674,2239966,14620,902653,8187,1337313,13155,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9623874,22217,1154985,20791,345611,11164,809374,17144,8468889,26839,2942449,17337,5526440,27302,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,975448,5045,66759,4183,17743,2122,49016,3518,908689,6441,294233,4507,614456,6187,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256629,3631,29506,2490,12280,1567,17226,2001,227123,3953,100625,2441,126498,3667,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3120880,13665,252049,8627,84852,3993,167197,6740,2868831,15249,1115216,10102,1753615,14140,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2840377,11168,348224,9489,124584,5581,223640,8032,2492153,14713,950543,7733,1541610,13043,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,715308,7000,120054,5136,37491,2818,82563,3997,595254,7699,290203,4488,305051,6667,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2350293,7563,248107,6100,77240,3744,170867,5443,2102186,9741,824154,6143,1278032,9563,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,225796,3968,14240,1984,4686,1149,9554,1627,211556,4230,82004,2311,129552,3773,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1191305,10722,451535,10830,227678,7591,223857,8642,739770,12736,353582,7196,386188,10245,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
