GEO_ID,B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,NAME,B23024_001MA,B23024_001EA,B23024_002MA,B23024_002EA,B23024_003MA,B23024_003EA,B23024_004MA,B23024_004EA,B23024_005MA,B23024_005EA,B23024_006MA,B23024_006EA,B23024_007EA,B23024_007MA,B23024_008EA,B23024_008MA,B23024_009EA,B23024_009MA,B23024_010EA,B23024_010MA,B23024_011EA,B23024_011MA,B23024_012EA,B23024_012MA,B23024_013EA,B23024_013MA,B23024_014EA,B23024_014MA,B23024_015MA,B23024_015EA,B23024_016MA,B23024_016EA,B23024_017EA,B23024_017MA,B23024_018EA,B23024_018MA,B23024_019EA,B23024_019MA,B23024_020EA,B23024_020MA,B23024_021EA,B23024_021MA,B23024_022EA,B23024_022MA,B23024_023EA,B23024_023MA,B23024_024EA,B23024_024MA,B23024_025MA,B23024_025EA,B23024_026MA,B23024_026EA,B23024_027EA,B23024_027MA,B23024_028EA,B23024_028MA,B23024_029EA,B23024_029MA,B23024_030EA,B23024_030MA,B23024_031EA,B23024_031MA,state
0400000US01,2773764,6478,430607,14182,118560,5641,20323,2399,0,200,20323,2399,13517,2127,6806,1347,98237,5412,312047,12917,158201,7743,62,97,158139,7726,122383,6562,35756,3990,153846,8811,2343157,14806,289863,11871,103952,6703,497,373,103455,6651,96276,6495,7179,1400,185911,9030,2053294,17716,1708682,17518,11212,1906,1697470,17814,1640144,17604,57326,4878,344612,9819,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,442142,2059,44079,3335,9752,1745,2800,992,0,153,2800,992,1849,815,951,521,6952,1459,34327,2916,20663,2394,135,197,20528,2429,13290,1969,7238,1213,13664,1512,398063,3960,41644,3531,23786,2632,226,187,23560,2602,21261,2446,2299,866,17858,2370,356419,5173,302685,5060,10541,2187,292144,4960,277470,5156,14674,1838,53734,3509,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3899367,3637,540590,15963,101215,6173,24141,3394,0,208,24141,3394,15612,2376,8529,2241,77074,5013,439375,13680,234051,8729,79,93,233972,8725,187321,7222,46651,4228,205324,9465,3358777,16616,314675,9328,151901,6571,428,283,151473,6519,137638,5908,13835,2409,162774,6682,3044102,17652,2579172,15338,13757,2115,2565415,15574,2480714,15742,84701,4366,464930,10215,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1671505,5090,256905,9761,78872,5365,13916,1994,0,201,13916,1994,10142,1755,3774,923,64956,4882,178033,9099,95895,6128,0,201,95895,6128,77914,5353,17981,2455,82138,6138,1414600,11069,198687,8973,83232,5136,151,124,83081,5122,75981,4497,7100,1560,115455,6352,1215913,14221,1042018,13659,4480,1274,1037538,13377,1004671,13601,32867,3342,173895,5834,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23571758,8144,2809135,39587,448272,11065,99789,4875,26,50,99763,4875,64431,3948,35332,3182,348483,10119,2360863,37924,1241931,22887,2039,1113,1239892,22752,991297,19901,248595,10723,1118932,24239,20762623,40228,1481314,25492,710615,17346,2878,1195,707737,17028,643677,15652,64060,4463,770699,15992,19281309,47923,16293980,51408,67804,5150,16226176,50713,15571719,49554,654457,14269,2987329,30805,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3363449,4563,332823,10180,68243,5002,19546,2012,0,200,19546,2012,14474,1940,5072,1292,48697,4459,264580,9133,155387,6973,184,214,155203,6961,131544,6652,23659,2600,109193,5968,3030626,10342,235209,8407,136058,6409,1251,584,134807,6373,123568,6004,11239,2040,99151,5974,2795417,13437,2442119,16886,22640,3070,2419479,17186,2355591,17427,63888,3652,353298,10151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2095813,3102,188540,10088,42766,4402,9118,1752,67,112,9051,1767,5337,1361,3714,996,33648,4022,145774,8813,78007,6438,31,52,77976,6429,57659,5442,20317,2432,67767,5264,1907273,10583,139613,6335,76504,4637,73,87,76431,4625,68730,4379,7701,1590,63109,4313,1767660,12342,1547248,13035,4908,1155,1542340,13033,1474558,13640,67782,4827,220412,7048,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548422,1864,73822,5088,11647,1778,3029,889,0,198,3029,889,2132,789,897,426,8618,1542,62175,4892,26018,3398,137,184,25881,3381,20506,2932,5375,1226,36157,3745,474600,5205,39973,3547,18627,2191,171,229,18456,2212,16814,2072,1642,691,21346,2360,434627,6098,366224,6310,2407,913,363817,6407,351386,6752,12431,2128,68403,3863,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,448747,1357,64739,4607,16579,2292,3459,1040,0,208,3459,1040,1380,827,2079,689,13120,2102,48160,4056,23984,2743,0,208,23984,2743,15550,2200,8434,1523,24176,3052,384008,4396,35223,3938,23052,3290,40,65,23012,3299,21503,3206,1509,633,12171,1952,348785,5173,320697,5845,2111,611,318586,5814,307562,5654,11024,2045,28088,2934,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11858646,8821,1538044,31192,311131,12543,68841,4498,0,226,68841,4498,45329,4117,23512,2848,242290,10782,1226913,27056,647487,14664,934,529,646553,14683,517591,12724,128962,7101,579426,20697,10320602,32364,919560,18142,413625,13292,1598,730,412027,13363,376548,12583,35479,3201,505935,12838,9401042,34894,7984275,36752,36676,3125,7947599,36612,7665946,37594,281653,10266,1416767,22930,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
