GEO_ID,B06002_001E,B06002_001M,B06002_002E,B06002_002M,B06002_003E,B06002_003M,B06002_004E,B06002_004M,B06002_005E,B06002_005M,NAME,B06002_001EA,B06002_001MA,B06002_002EA,B06002_002MA,B06002_003MA,B06002_003EA,B06002_004MA,B06002_004EA,B06002_005MA,B06002_005EA,state
0400000US01,38.9,0.2,36.1,0.3,45.7,0.6,39.3,4.2,39.4,1.0,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34.5,0.3,21.8,0.6,45.9,0.8,34.6,3.0,43.2,2.7,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37.7,0.1,19.9,0.3,52.2,0.3,36.8,2.2,44.9,0.4,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38.1,0.3,33.3,0.4,46.0,0.5,32.6,5.2,39.5,0.9,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36.5,0.2,25.2,0.1,54.5,0.3,36.7,1.0,47.4,0.1,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.8,0.2,24.0,0.4,45.9,0.3,35.8,2.3,41.4,0.5,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.9,0.2,32.9,0.4,49.6,0.6,44.1,2.0,44.9,0.6,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40.1,0.3,28.8,0.6,51.2,0.7,40.8,5.2,40.8,0.9,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.0,0.2,27.6,0.6,35.1,0.5,33.8,3.2,38.6,1.3,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,42.0,0.2,22.1,0.2,55.3,0.2,41.7,0.9,48.1,0.3,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.8,0.1,28.4,0.2,44.9,0.3,37.2,1.9,41.7,0.3,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,39.2,0.2,32.5,0.7,39.3,0.7,37.6,1.8,50.4,0.8,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36.3,0.2,26.3,0.6,44.7,0.8,35.0,3.7,41.9,1.5,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,38.0,0.1,32.9,0.2,46.7,0.4,38.6,2.5,45.2,0.3,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.7,0.2,34.1,0.3,46.2,0.4,36.9,2.9,38.0,0.6,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.3,0.2,37.7,0.3,40.2,0.6,35.0,5.0,37.9,1.0,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.7,0.2,30.7,0.3,44.7,0.6,34.8,4.0,41.0,0.9,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.9,0.2,37.1,0.3,43.1,0.6,38.6,4.4,38.3,0.9,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.8,0.1,35.0,0.2,44.3,0.9,35.9,4.2,40.6,0.7,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.6,0.2,39.6,0.7,51.0,0.7,48.0,6.8,45.7,2.4,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.7,0.2,28.3,0.2,47.3,0.3,37.6,2.0,43.1,0.3,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.5,0.1,35.0,0.3,44.5,0.5,40.8,1.1,43.5,0.5,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39.8,0.1,37.0,0.2,51.1,0.4,34.9,1.7,42.6,0.5,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37.9,0.2,34.9,0.2,45.7,0.5,32.4,2.4,38.5,0.5,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37.5,0.2,35.2,0.3,43.7,0.8,37.2,3.8,41.8,2.4,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.5,0.2,34.5,0.2,47.0,0.4,38.8,2.5,40.1,1.0,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.0,0.4,32.6,0.7,47.9,0.7,41.4,7.4,46.0,3.9,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.5,0.2,33.3,0.3,43.7,0.9,33.9,3.6,37.7,0.7,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,38.0,0.2,14.2,0.3,46.6,0.3,37.9,2.8,45.4,0.4,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,43.2,0.3,29.1,0.6,51.1,0.5,39.7,4.6,45.6,1.3,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.8,0.2,29.0,0.2,50.1,0.3,46.8,1.2,45.1,0.3,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37.7,0.3,27.8,0.3,50.9,0.8,38.4,3.2,45.5,0.9,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.7,0.1,32.7,0.1,40.3,0.4,46.9,1.5,47.1,0.2,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38.8,0.1,32.9,0.3,44.9,0.3,33.8,1.5,40.6,0.4,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35.4,0.3,36.3,0.6,34.5,0.8,31.2,5.1,34.5,1.5,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.3,0.1,36.4,0.2,49.6,0.4,37.4,1.1,41.2,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.6,0.1,30.7,0.3,45.8,0.4,36.2,2.9,40.4,0.6,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39.3,0.2,27.6,0.4,49.5,0.4,35.1,2.9,43.3,0.5,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.8,0.1,39.6,0.2,43.7,0.4,39.3,1.1,42.8,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,39.5,0.4,35.5,0.9,42.0,1.1,43.6,6.0,45.1,1.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
