GEO_ID,B06004G_001E,B06004G_001M,B06004G_002E,B06004G_002M,B06004G_003E,B06004G_003M,B06004G_004E,B06004G_004M,B06004G_005E,B06004G_005M,NAME,B06004G_001EA,B06004G_001MA,B06004G_002MA,B06004G_002EA,B06004G_003MA,B06004G_003EA,B06004G_004MA,B06004G_004EA,B06004G_005MA,B06004G_005EA,state
0400000US01,93584,6810,57753,5241,29341,3643,3587,1593,2903,1158,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,63390,5290,39726,4019,20056,3098,3063,1276,545,355,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,266401,12035,145758,8127,90039,7526,8304,1665,22300,4209,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,85169,5704,48570,4232,32409,3938,2209,1002,1981,827,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1938077,38582,1404837,30479,261407,10665,56142,4976,215691,11447,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,193591,10824,100712,7505,75428,5316,6670,1476,10781,2027,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,117503,7644,72865,5848,26069,3368,7203,2360,11366,2520,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29224,3620,16620,3086,9810,2044,723,476,2071,873,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20609,3240,7322,1854,8808,1790,1190,595,3289,1244,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,553886,21776,255999,14352,169795,10402,31181,3896,96911,8946,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,286165,15074,148685,10135,98251,7925,10124,2104,29105,5504,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,331992,12399,264812,11112,51419,4377,9541,1830,6220,1247,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,52711,6054,23631,3475,26426,4797,1096,618,1558,768,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,335471,13189,227454,11535,63751,6057,8220,2027,36046,4280,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,177031,8148,120864,6971,44376,4350,3588,924,8203,2417,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,67729,5542,41587,5107,21467,2842,2133,670,2542,905,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,101338,6084,68890,5225,26464,2486,2373,793,3611,1179,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,101523,6447,66942,5003,29576,4118,1492,600,3513,1289,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,86409,7164,62612,5855,18028,3110,2866,1224,2903,1059,Louisiana,null,null,null,null,null,null,null,null,null,null,22
