GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001EA,B18101G_001MA,B18101G_002MA,B18101G_002EA,B18101G_003MA,B18101G_003EA,B18101G_004MA,B18101G_004EA,B18101G_005EA,B18101G_005MA,B18101G_006EA,B18101G_006MA,B18101G_007EA,B18101G_007MA,B18101G_008MA,B18101G_008EA,B18101G_009MA,B18101G_009EA,B18101G_010EA,B18101G_010MA,state
0400000US01,92245,6695,42881,4143,2145,862,40736,3975,43876,4279,11175,2279,32701,3412,5488,1071,2576,815,2912,692,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61404,5392,29515,2929,1740,740,27775,2771,29688,3463,4734,1453,24954,2908,2201,556,696,297,1505,432,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,262926,11896,123472,7627,7756,1848,115716,7412,124454,7619,17879,2720,106575,6369,15000,1961,6257,1217,8743,1535,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,84405,5625,39012,4104,3001,961,36011,3873,39640,3310,8919,1746,30721,2810,5753,1290,2590,838,3163,879,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1913180,38533,825159,21884,33989,3254,791170,21166,985713,21923,107037,5716,878676,20379,102308,4844,42722,3330,59586,3926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,189792,10548,81443,6140,3620,990,77823,5994,98612,6512,12953,1873,85659,6082,9737,1461,3368,846,6369,1264,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115257,7585,54940,4286,3522,970,51418,4537,56058,5250,6265,1516,49793,4771,4259,1064,1489,619,2770,829,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29125,3630,14656,2367,502,246,14154,2365,13316,2547,1911,842,11405,2368,1153,513,292,253,861,422,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20344,3187,6688,1832,81,138,6607,1794,12504,2332,1617,750,10887,2135,1152,738,190,236,962,685,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,546425,21696,239693,11684,14431,2614,225262,11263,268574,12977,31564,3594,237010,11870,38158,3603,16584,2416,21574,2520,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,281038,15130,140523,10153,6335,1884,134188,9647,128068,7309,15492,2512,112576,6573,12447,1973,5961,1306,6486,1480,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,327582,12390,124825,5850,3712,868,121113,5842,177105,8068,15262,2262,161843,7688,25652,2002,7672,1422,17980,1523,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,52199,6062,24939,3995,1497,795,23442,3980,24840,2965,4550,1256,20290,2726,2420,777,946,419,1474,697,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,332380,13112,160092,8381,5103,1146,154989,8390,157490,7750,17324,2033,140166,6828,14798,1731,6048,1178,8750,1412,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,174033,8069,89490,5333,5374,1376,84116,5084,77734,4648,12783,2049,64951,4630,6809,1413,3270,981,3539,800,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,67300,5566,37908,4233,2738,1306,35170,4107,27639,2823,3622,826,24017,2381,1753,597,812,436,941,409,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
