GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001EA,B12006_001MA,B12006_002MA,B12006_002EA,B12006_003MA,B12006_003EA,B12006_004EA,B12006_004MA,B12006_005EA,B12006_005MA,B12006_006EA,B12006_006MA,B12006_007MA,B12006_007EA,B12006_008MA,B12006_008EA,B12006_009EA,B12006_009MA,B12006_010EA,B12006_010MA,B12006_011EA,B12006_011MA,B12006_012EA,B12006_012MA,B12006_013MA,B12006_013EA,B12006_014MA,B12006_014EA,B12006_015EA,B12006_015MA,B12006_016EA,B12006_016MA,B12006_017EA,B12006_017MA,B12006_018MA,B12006_018EA,B12006_019MA,B12006_019EA,B12006_020EA,B12006_020MA,B12006_021EA,B12006_021MA,B12006_022EA,B12006_022MA,B12006_023MA,B12006_023EA,B12006_024MA,B12006_024EA,B12006_025MA,B12006_025EA,B12006_026EA,B12006_026MA,B12006_027MA,B12006_027EA,B12006_028EA,B12006_028MA,B12006_029MA,B12006_029EA,B12006_030MA,B12006_030EA,B12006_031EA,B12006_031MA,B12006_032EA,B12006_032MA,B12006_033EA,B12006_033MA,B12006_034MA,B12006_034EA,B12006_035MA,B12006_035EA,B12006_036MA,B12006_036EA,B12006_037EA,B12006_037MA,B12006_038MA,B12006_038EA,B12006_039EA,B12006_039MA,B12006_040MA,B12006_040EA,B12006_041MA,B12006_041EA,B12006_042EA,B12006_042MA,B12006_043EA,B12006_043MA,B12006_044EA,B12006_044MA,B12006_045EA,B12006_045MA,B12006_046MA,B12006_046EA,B12006_047MA,B12006_047EA,B12006_048EA,B12006_048MA,B12006_049MA,B12006_049EA,B12006_050EA,B12006_050MA,B12006_051MA,B12006_051EA,B12006_052MA,B12006_052EA,B12006_053EA,B12006_053MA,B12006_054EA,B12006_054MA,B12006_055EA,B12006_055MA,B12006_056EA,B12006_056MA,state
0400000US01,3906384,4456,1201619,13908,626004,10234,366903,7913,323081,8084,43822,3554,259101,8188,575615,8535,346896,8170,313855,8751,33041,3425,228719,7992,1852011,21236,924020,13274,628733,11867,616419,11866,12314,1603,295287,7084,927991,12559,497155,9019,481699,9298,15456,2125,430836,9032,90443,5450,34616,3427,18503,2639,17164,2466,1339,654,16113,2185,55827,3900,30011,2696,28138,2682,1873,594,25816,2902,271993,7076,59858,3806,12568,1850,11877,1782,691,436,47290,3437,212135,5926,29181,2378,28015,2349,1166,543,182954,5432,490318,12592,219561,7447,125029,7132,116928,7162,8101,1763,94532,4406,270757,8530,152229,6763,141730,6781,10499,1558,118528,6133,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,573196,1289,188268,6566,112441,4151,78416,3860,67606,3690,10810,1707,34025,2738,75827,3814,54160,3230,48063,3331,6097,1039,21667,2004,281374,7721,144180,4914,108933,5150,105208,5125,3725,869,35247,2391,137194,4095,87286,3670,84233,3724,3053,822,49908,2988,10274,1614,4233,1000,3212,827,2789,838,423,239,1021,428,6041,1211,4512,1078,3675,942,837,623,1529,529,21845,1999,6530,947,2032,694,1672,607,360,320,4498,826,15315,1601,3242,878,3097,878,145,112,12073,1274,71435,4225,34892,2989,24081,2597,22151,2598,1930,708,10811,1632,36543,2548,23984,2241,23097,2226,887,370,12559,1601,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5571583,4735,1805436,19289,994388,11844,665605,10266,602231,11080,63374,5008,328783,8398,811048,10745,539755,10627,490735,10704,49020,4071,271293,8770,2655804,25992,1339103,13858,894807,13197,870319,12818,24488,2752,444296,7678,1316701,15106,679545,10940,655573,11534,23972,2452,637156,13256,102412,6946,40711,3865,27358,3213,25665,3099,1693,811,13353,1795,61701,5271,41191,4208,37641,3977,3550,999,20510,2925,306161,9474,72914,4922,15635,2138,14302,1964,1333,694,57279,4247,233247,7246,39670,3168,38251,3010,1419,528,193577,6244,701770,15548,306408,9188,187078,7564,175980,7190,11098,1763,119330,5022,395362,11438,246601,8994,233827,8760,12774,1667,148761,6523,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2375324,3142,630550,12292,346224,8135,201627,6490,180140,6570,21487,2388,144597,6266,284326,7006,177038,6846,160372,6750,16666,2140,107288,5870,1190521,19615,595433,11389,405217,9733,393387,9957,11830,1920,190216,5413,595088,10833,335511,7736,326192,7490,9319,1646,259577,8474,60213,4764,24878,2891,16413,2575,15307,2540,1106,734,8465,1660,35335,3551,19898,2957,16629,2479,3269,1219,15437,2063,165719,6180,40584,3674,10404,1968,10153,1960,251,217,30180,2955,125135,4134,22617,2488,21786,2351,831,390,102518,3752,328321,9919,149179,6117,84778,5389,78007,5125,6771,1505,64401,4201,179142,6887,105298,6019,100333,5906,4965,1537,73844,4401,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31510759,11155,11416859,44833,6206303,28548,4229382,25061,3834742,27230,394640,11315,1976921,19296,5210556,28350,3408995,26015,3132060,25004,276935,9484,1801561,21275,14915749,56455,7551740,32636,5634655,30542,5458852,30088,175803,7640,1917085,16656,7364009,33792,4210436,28923,4031716,29193,178720,7685,3153573,25021,629958,14661,248043,7936,173879,7634,160652,7271,13227,2247,74164,4219,381915,12182,249374,9590,230140,9149,19234,2448,132541,6340,1564699,18189,329125,8965,80956,5002,75739,4704,5217,1098,248169,7728,1235574,14989,223703,8138,212271,7711,11432,1774,1011871,13032,2983494,33019,1214208,19145,767489,14450,721800,14360,45689,3106,446719,11526,1769286,23329,1085134,19487,1027480,18543,57654,3842,684152,13324,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4488813,4636,1398016,16226,782559,10162,582283,11068,540087,11027,42196,3398,200276,7967,615457,9122,452202,9277,427384,9255,24818,3137,163255,6944,2287592,20631,1151014,11377,875909,11181,856674,10961,19235,1993,275105,6480,1136578,12405,698587,10562,676584,10737,22003,2458,437991,10582,62913,5472,27774,3713,19384,2750,18586,2711,798,444,8390,1939,35139,3459,24825,3206,23594,3169,1231,566,10314,1672,198178,5948,46878,3294,14843,2219,14230,2166,613,473,32035,2433,151300,4768,31806,3052,30921,2987,885,485,119494,3771,542114,12437,236457,7948,160555,6380,153097,6173,7458,1546,75902,4398,305657,8005,201527,7154,193505,6888,8022,1343,104130,4347,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2937891,3242,999125,12496,524584,7126,352216,8117,313277,8201,38939,3928,172368,5865,474541,8345,325757,7702,297170,7785,28587,3092,148784,6768,1399719,15854,705608,9478,530525,9282,513857,9488,16668,2480,175083,4953,694111,9465,442048,9117,424924,8907,17124,2125,252063,8366,38497,3687,17022,2425,10594,2150,9905,2007,689,459,6428,1369,21475,2659,14263,2407,13250,2330,1013,644,7212,1673,173578,6138,37735,2677,7615,1325,7216,1322,399,306,30120,2713,135843,4786,27026,2654,25644,2591,1382,424,108817,4500,326972,9206,131783,5679,92267,4685,86696,4662,5571,1307,39516,3071,195189,6708,128987,5568,121999,5535,6988,1435,66202,4216,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,1680,258623,7013,130800,4731,82394,4248,74075,3971,8319,1695,48406,3072,127823,4652,80933,4037,75019,4322,5914,1687,46890,3647,375262,10620,190915,5925,126860,5447,124246,5350,2614,723,64055,2928,184347,5860,101031,4788,97414,4680,3617,921,83316,3469,14029,2461,5771,1545,4384,1536,4066,1417,318,375,1387,530,8258,1779,4880,1516,4765,1533,115,100,3378,1128,48037,2887,10623,1693,2884,1102,2884,1102,0,198,7739,1274,37414,2399,7551,1718,7247,1703,304,264,29863,2132,86012,5167,35985,3100,21978,2418,20795,2465,1183,510,14007,1947,50027,3551,30861,2537,28945,2405,1916,763,19166,2359,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,579654,1066,329318,5774,158505,3703,111597,4124,102940,4220,8657,1460,46908,3130,170813,3541,124694,4173,116207,4511,8487,1593,46119,3814,164345,6414,82547,4079,68585,4047,66710,3931,1875,934,13962,1497,81798,3332,61125,3017,57821,3000,3304,1162,20673,2037,12337,1936,5807,1348,3588,1149,3169,1048,419,297,2219,764,6530,1486,4185,1071,3657,1010,528,306,2345,848,25048,2075,3901,926,785,384,699,375,86,140,3116,822,21147,1866,5060,1075,4170,1030,890,503,16087,1650,48606,3250,20197,1868,12953,1684,11848,1639,1105,452,7244,1347,28409,2452,16338,1922,14963,1861,1375,586,12071,1610,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17280632,7551,5336548,38085,2874137,23504,1886214,19622,1711029,19403,175185,8450,987923,15741,2462411,25606,1607421,21586,1485484,19907,121937,5415,854990,19001,8079069,53708,4094921,31396,2667441,25815,2595504,25558,71937,4410,1427480,18307,3984148,29208,2117137,23732,2030944,22285,86193,5925,1867011,20360,380764,13027,158550,7621,103880,6931,94120,6383,9760,1987,54670,4055,222214,10419,145040,8483,132665,8129,12375,2446,77174,6119,1200262,17833,269566,10388,50599,4195,48817,4180,1782,688,218967,9494,930696,14734,149926,6495,142782,6434,7144,1388,780770,14403,2283989,30902,969032,19222,585541,15730,556956,15359,28585,3369,383491,10576,1314957,19830,780286,13404,742939,13449,37347,3635,534671,13595,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
