GEO_ID,C17001_001E,C17001_001M,C17001_002E,C17001_002M,C17001_003E,C17001_003M,C17001_004E,C17001_004M,C17001_005E,C17001_005M,C17001_006E,C17001_006M,C17001_007E,C17001_007M,C17001_008E,C17001_008M,C17001_009E,C17001_009M,C17001_010E,C17001_010M,C17001_011E,C17001_011M,C17001_012E,C17001_012M,C17001_013E,C17001_013M,C17001_014E,C17001_014M,C17001_015E,C17001_015M,C17001_016E,C17001_016M,C17001_017E,C17001_017M,C17001_018E,C17001_018M,C17001_019E,C17001_019M,NAME,C17001_001MA,C17001_001EA,C17001_002MA,C17001_002EA,C17001_003MA,C17001_003EA,C17001_004MA,C17001_004EA,C17001_005EA,C17001_005MA,C17001_006EA,C17001_006MA,C17001_007MA,C17001_007EA,C17001_008MA,C17001_008EA,C17001_009MA,C17001_009EA,C17001_010EA,C17001_010MA,C17001_011EA,C17001_011MA,C17001_012MA,C17001_012EA,C17001_013MA,C17001_013EA,C17001_014MA,C17001_014EA,C17001_015EA,C17001_015MA,C17001_016EA,C17001_016MA,C17001_017EA,C17001_017MA,C17001_018MA,C17001_018EA,C17001_019MA,C17001_019EA,state
0400000US13,10154747,5504,1517702,49244,669833,22436,268693,12726,353019,12880,48121,2816,847869,30984,250406,15395,506764,17400,90699,4673,8637045,50110,4225591,24102,989378,15070,2687987,14489,548226,3912,4411454,31615,967002,16782,2759362,17525,685090,5471,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1388550,1566,132549,8537,59326,4492,18052,2736,31394,3061,9880,1342,73223,5386,16389,2561,43638,3256,13196,1520,1256001,8849,630600,4897,136048,3033,391426,3248,103126,1447,625401,5937,128611,3144,373565,3633,123225,1746,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1686491,1808,216309,12513,97165,6981,33643,3934,56630,4389,6892,1403,119144,7689,33504,4210,71633,4925,14007,1895,1470182,12450,745739,7987,191257,4537,439005,5582,115477,1872,724443,7778,179579,4478,422702,5408,122162,2134,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12503720,3612,1569753,35647,696068,19032,244755,9776,395809,12722,55504,3691,873685,21341,241441,11557,525504,12592,106740,4302,10933967,35966,5425213,20053,1215154,10344,3440476,12952,769583,4976,5508754,21616,1155329,11555,3403778,13232,949647,5017,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6463636,3761,871247,27337,388624,13604,146982,8667,215294,8536,26348,2240,482623,17574,135408,8185,297761,11526,49454,3148,5592389,27299,2784847,14025,645446,9066,1727633,8951,411768,2885,2807542,18085,610223,8915,1697226,11599,500093,3951,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3044685,1941,326636,11546,147345,6636,45991,3858,89618,4541,11736,1294,179291,6945,42079,3639,115945,4906,21267,1741,2718049,11516,1361389,5931,320109,3954,827854,5186,213426,1858,1356660,7906,308530,4556,794076,5639,254054,2459,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2827376,2621,336487,14398,150434,7626,52640,4784,87013,4269,10781,1648,186053,8794,51049,4900,114380,5666,20624,1910,2490889,14577,1252681,8433,306065,5821,763695,4993,182921,1891,1238208,9459,289482,5573,734860,6106,213866,2625,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4316917,3015,744239,20861,335410,10627,114829,6394,195645,7108,24936,2426,408829,12701,108077,6618,254830,8079,45922,2946,3572678,20783,1782351,10683,396982,6541,1104670,7401,280699,3049,1790327,13473,373017,7252,1083933,8391,333377,3210,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4553037,2611,899039,27219,390074,15777,156759,10153,205131,8182,28184,2891,508965,15103,149754,6464,306576,9929,52635,3399,3653998,27455,1812369,15958,405231,9790,1138725,8732,268413,3576,1841629,15878,382670,7584,1133094,10595,325865,3567,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1301216,1023,144012,7961,66177,4784,17846,2610,40501,3051,7830,1257,77835,4847,14721,1912,49959,3332,13155,1861,1157204,8039,570180,5221,109012,3219,349699,3144,111469,1443,587024,5045,106920,2009,352666,3607,127438,2073,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5915309,2385,549171,21371,239742,10544,82311,6155,132679,6815,24752,2237,309429,13578,77575,5845,186798,8562,45056,3252,5366138,21752,2613432,11177,599455,6985,1657373,7342,356604,2517,2752706,14696,573022,6937,1727642,8761,452042,3745,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6622444,3515,692201,22499,297373,12038,90153,6371,173759,8375,33461,2827,394828,13016,92317,6543,239779,9469,62732,3560,5930243,22390,2920163,12993,600575,7185,1886033,9212,433555,3253,3010080,12782,565782,6255,1902628,9742,541670,3765,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9730205,4206,1377766,28586,626548,16664,214586,8523,362358,11469,49604,2949,751218,15899,204863,8234,457953,10186,88402,3650,8352439,29207,4143230,17845,872922,9964,2589277,11579,681031,3312,4209209,15664,835518,8281,2566124,10322,807567,4308,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5450582,2783,517476,15252,233693,8463,74173,4386,139143,6116,20377,1654,283783,9908,75753,5243,170683,5688,37347,2301,4933106,15199,2480933,8940,576354,4944,1547167,6456,357412,1908,2452173,10116,546387,5641,1491776,6572,414010,2864,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2889851,1968,571219,15607,242722,8173,93353,5052,128688,6220,20681,2346,328497,10920,96188,5350,191080,6984,41229,2556,2318632,15544,1144861,9967,267477,6746,702521,6910,174863,2941,1173771,10174,246506,5817,712551,7203,214714,3069,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5928516,4473,795732,21880,349592,12236,126021,7303,193535,7990,30036,2626,446140,12912,126020,7634,265828,7798,54292,3169,5132784,22309,2546553,12873,568652,8010,1575755,8661,402146,3361,2586231,13884,533138,7959,1565532,9052,487561,3942,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1024513,1940,127777,8406,58070,4861,15673,2268,36349,3424,6048,1087,69707,4821,17184,2020,45290,3448,7233,970,896736,8847,453323,5302,97196,2554,272719,3603,83408,1598,443413,5296,93527,2745,261596,3593,88290,1462,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1865038,1585,200909,11487,88353,6063,32531,3455,48815,3614,7007,869,112556,6651,33060,3259,66312,4331,13184,1487,1664129,11938,842327,7011,205560,4333,514472,4185,122295,1192,821802,6885,194141,3768,487850,4525,139811,1839,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2954279,2075,384120,18511,182121,9792,69359,6393,94661,5978,18101,1747,201999,10698,55155,4914,126356,7542,20488,1910,2570159,18396,1294123,10044,275475,6619,821291,6106,197357,2120,1276036,10902,271560,5416,785938,7587,218538,2047,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1298898,1427,99966,7412,43596,4564,13410,2202,25076,3123,5110,803,56370,4633,12499,2456,35855,3218,8016,1395,1198932,7780,600421,5108,117183,2700,383417,3580,99821,1201,598511,5342,109460,3048,374619,3856,114432,1861,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8831200,2566,882673,28071,387129,14248,139627,7981,205799,8598,41703,3010,495544,16724,132624,8629,289137,10365,73783,4413,7948527,28274,3908071,15654,855407,8543,2499970,9703,552694,3329,4040456,16253,825091,8750,2506144,10065,709221,4952,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2044187,1832,401755,16280,186027,9484,66319,5690,104051,5161,15657,1907,215728,9000,64183,4774,125129,6169,26416,2263,1642432,16168,819819,10356,178019,6736,500317,5905,141483,2250,822613,9781,171851,5398,489477,5890,161285,2536,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19337685,4757,2722257,47366,1208091,25156,411949,12478,669825,16042,126317,5674,1514166,29021,391222,14473,899403,17790,223541,6489,16615428,47153,8147904,24549,1668212,12932,5287165,16880,1192527,6397,8467524,28142,1604739,14644,5338638,17979,1524147,7046,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10009042,3839,1471339,35219,643900,18115,242887,10463,349742,11216,51271,3125,827439,20741,238607,10532,495448,13210,93384,4624,8537703,35686,4199092,20019,920451,12021,2630430,12325,648211,4523,4338611,20578,869845,10939,2672371,14422,796395,5952,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,729355,1188,75279,5405,33158,2732,9397,1578,20027,2354,3734,807,42121,3666,9122,1529,26218,2415,6781,1348,654076,5419,340990,2957,77950,1839,217723,2593,45317,895,313086,4172,72846,2025,189476,2973,50764,1551,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11330762,4496,1582931,31003,708021,17908,263192,10737,392970,11825,51859,3089,874910,18804,250046,9378,532699,12729,92165,3979,9747831,31083,4816992,19451,1043119,11095,3000872,13203,773001,3851,4930839,19539,997365,9636,2980311,13104,953163,5271,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3814990,2186,603864,16323,272340,9146,104772,5226,149544,5624,18024,1532,331524,9505,97902,4974,198581,5952,35041,2475,3211126,16589,1605053,9483,380434,6034,981533,5681,243086,2420,1606073,10716,359967,5988,957976,6119,288130,2865,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4064467,2475,537974,19115,247360,10497,73686,6521,150155,6480,23519,2369,290614,11176,67465,5079,185761,7024,37388,3102,3526493,18810,1760990,11417,365120,6598,1098535,6774,297335,3456,1765503,11709,349569,6132,1076528,7543,339406,3873,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12398112,4585,1548720,31552,675818,20217,225844,11022,386605,11084,63369,3605,872902,17165,218642,8844,531774,12632,122486,4932,10849392,31028,5372358,19369,1114420,10404,3355301,11420,902637,4493,5477034,17393,1060868,9507,3307600,12537,1108566,4928,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1018556,943,118367,9887,50039,4924,16710,2898,28495,3363,4834,984,68328,6103,17148,2560,40733,4277,10447,1340,900189,10183,445241,5364,87184,3211,288796,3819,69261,1306,454948,6763,82681,2957,286751,4366,85516,1587,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4882720,2812,751907,19900,326969,10392,123044,6979,178099,8086,25826,2463,424938,13115,121979,6405,250938,8450,52021,3023,4130813,20049,2022917,12519,427167,8440,1242470,8628,353280,3083,2107896,12428,411948,6632,1278732,8125,417216,3387,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,838991,1814,109099,6423,50655,3378,16735,1844,29862,2613,4058,899,58444,4305,17707,2281,33941,2577,6796,1060,729892,6807,372033,4428,89548,2377,223430,2927,59055,1085,357859,4854,82876,3109,209144,2830,65839,1419,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6555389,3060,980284,25177,428432,13761,159077,8193,238127,8991,31228,2654,551852,15405,155704,7843,332069,10287,64079,3578,5575105,25910,2750808,15396,593462,8867,1726461,10012,430885,3177,2824297,16980,576484,8191,1732746,10785,515067,4405,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27676343,7676,4076905,62508,1821917,33410,792747,21961,890314,18457,138856,5509,2254988,37454,731965,20734,1298014,22310,225009,8273,23599438,63828,11828850,34142,2928425,22601,7531294,18999,1369131,6509,11770588,38090,2829336,21599,7304537,22982,1636715,9188,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3052633,2684,296557,16717,138333,8668,50288,4440,80268,5535,7777,1216,158224,10140,47544,4686,97167,6413,13513,1734,2756076,17415,1396286,9930,421310,5432,828505,5935,146471,1396,1359790,10456,394829,4675,802587,6944,162374,2129,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,599862,654,67841,5946,31257,3663,8264,1702,19759,2853,3234,627,36584,3246,7682,1508,24015,2215,4887,781,532021,5991,263898,4011,51595,2182,163322,3245,48981,766,268123,3510,48324,1835,163174,2442,56625,967,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8221024,3096,874483,27673,385003,15032,130772,7959,222673,9555,31558,2862,489480,16879,127361,7893,305450,10548,56669,3339,7346541,28006,3620375,15382,807617,8617,2289152,10579,523606,4302,3726166,19168,774703,9257,2319333,11536,632130,4258,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7273713,3235,802159,24114,370838,14918,119141,7915,218105,9450,33592,3184,431321,14254,113311,7835,263363,8880,54647,3393,6471554,24350,3248619,15159,706923,8676,2073707,9592,467989,3150,3222935,14886,682933,8453,1998245,8865,541757,3881,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1762467,2041,336301,14216,148846,7259,46383,4155,89435,5040,13028,1857,187455,8864,47375,3987,118316,5697,21764,2137,1426166,14254,716628,7734,139276,4252,435877,5380,141475,2061,709538,8652,129149,4447,414746,5380,165643,2395,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5645194,2570,639564,18029,281601,9543,89440,5314,166078,6693,26083,1966,357963,11231,92388,5772,219185,6804,46390,2754,5005630,17603,2515033,11053,550749,5631,1567695,7739,396589,2425,2490597,11314,522516,6000,1509046,7531,459035,3532,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,565242,890,64054,6154,30054,3262,10118,1926,16780,2087,3156,831,34000,3622,7895,1540,21830,2404,4275,901,501188,6108,257292,4271,59856,2521,157775,2604,39661,1011,243896,3815,57464,2271,145368,2646,41064,1039,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3306715,1129,1468798,31819,672927,17059,200854,7987,369801,11944,102272,5229,795871,19731,176465,8159,467303,13249,152103,6126,1837917,31679,897105,17077,143117,6850,573511,11987,180477,5214,940812,18852,132849,7564,589539,13219,218424,6130,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
