GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001MA,B25106_001EA,B25106_002EA,B25106_002MA,B25106_003EA,B25106_003MA,B25106_004EA,B25106_004MA,B25106_005MA,B25106_005EA,B25106_006MA,B25106_006EA,B25106_007MA,B25106_007EA,B25106_008EA,B25106_008MA,B25106_009MA,B25106_009EA,B25106_010EA,B25106_010MA,B25106_011EA,B25106_011MA,B25106_012MA,B25106_012EA,B25106_013EA,B25106_013MA,B25106_014EA,B25106_014MA,B25106_015MA,B25106_015EA,B25106_016EA,B25106_016MA,B25106_017MA,B25106_017EA,B25106_018MA,B25106_018EA,B25106_019EA,B25106_019MA,B25106_020MA,B25106_020EA,B25106_021EA,B25106_021MA,B25106_022MA,B25106_022EA,B25106_023MA,B25106_023EA,B25106_024EA,B25106_024MA,B25106_025EA,B25106_025MA,B25106_026MA,B25106_026EA,B25106_027EA,B25106_027MA,B25106_028MA,B25106_028EA,B25106_029MA,B25106_029EA,B25106_030EA,B25106_030MA,B25106_031MA,B25106_031EA,B25106_032EA,B25106_032MA,B25106_033EA,B25106_033MA,B25106_034MA,B25106_034EA,B25106_035EA,B25106_035MA,B25106_036EA,B25106_036MA,B25106_037EA,B25106_037MA,B25106_038EA,B25106_038MA,B25106_039MA,B25106_039EA,B25106_040MA,B25106_040EA,B25106_041EA,B25106_041MA,B25106_042EA,B25106_042MA,B25106_043EA,B25106_043MA,B25106_044EA,B25106_044MA,B25106_045MA,B25106_045EA,B25106_046EA,B25106_046MA,state
0400000US01,1841665,12421,1253199,12678,158450,5766,32320,2746,31222,2413,94908,4559,177833,6465,88377,4473,32929,2586,56527,4079,165380,6245,95794,4839,37303,2977,32283,3375,245908,7356,166189,5712,58337,3419,21382,2720,491609,9618,431791,9268,50811,3098,9007,1363,14019,2128,588466,10414,174877,6888,6146,1197,18263,1996,150468,6757,111657,5394,9297,1339,35270,2938,67090,4528,75817,5241,20951,2473,37407,3531,17459,2971,71576,4057,41941,3183,25427,2489,4208,1077,72744,4642,64455,4356,7248,1804,1041,603,18515,2214,63280,3905,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,10514,1355,1696,402,960,230,7858,1271,12903,1562,3399,581,2364,519,7140,1384,13940,1817,4809,756,3255,913,5876,1418,26798,2595,11839,1505,6064,1053,8895,1351,94267,3206,65222,2924,21474,1524,7571,1270,922,270,91397,3639,11827,1828,62,60,436,250,11329,1770,15355,2123,498,361,2368,772,12489,2085,11778,1630,1013,384,3995,1112,6770,1402,18275,2114,4316,1287,8064,1416,5895,1353,26552,2270,17523,1949,7114,1266,1915,705,609,295,7001,1039,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,154924,5977,25855,2367,22349,2044,106720,4736,196531,7110,68952,3295,33433,2763,94146,5084,204168,6571,86592,4616,47731,3193,69845,4017,309843,8908,160625,6015,93656,5197,55562,3840,764656,9965,603167,9669,126616,5221,34873,3225,22199,2563,900651,12842,176643,6165,3370,1125,8429,1263,164844,6173,171075,6415,5339,1084,23848,2548,141888,5735,148030,5919,18986,2229,61910,4311,67134,4360,162136,6862,55724,4583,80563,4919,25849,2895,178725,6547,135692,6553,38959,3467,4074,1206,22948,2639,41094,2754,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,96783,4734,20059,1919,21028,2146,55696,3666,112286,5160,59121,3614,21848,2167,31317,2862,109380,5270,66787,3549,26170,2741,16423,2477,150827,6145,107545,5262,34350,3092,8932,1477,276425,6874,249624,6907,22173,2193,4628,1383,6698,1255,400683,9039,110198,4651,3384,966,12141,1571,94673,4638,89745,4315,7378,1701,30487,3043,51880,3506,57253,4631,19428,2984,29592,3587,8233,1557,54318,4360,37058,3874,14618,2089,2642,995,44346,3886,40884,3597,2579,1017,883,536,9601,1719,35222,2653,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,473452,9244,36928,2562,42496,2907,394028,8902,593335,11118,128490,5642,96375,4378,368470,8605,613819,11860,186667,5576,97719,4513,329433,8687,1031796,15074,360732,7965,211159,7714,459905,10593,4353260,22805,2478722,18782,1181117,13830,693421,11545,59428,4052,5880007,28546,1001310,14540,13367,2211,66881,4398,921062,14660,909482,13956,25820,2855,58275,4125,825387,13284,776427,13244,37841,3405,159299,6055,579287,12187,1017432,13751,145052,6376,365361,8831,507019,11088,1883923,21227,961918,13312,668201,15152,253804,9756,108847,6423,182586,6281,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,92107,4051,7763,1209,10809,1658,73535,3803,115895,4910,36350,2847,20593,1864,58952,3805,141493,5742,54107,3426,26408,2363,60978,4274,235186,7162,100223,4393,67566,3675,67397,3618,798881,9132,566760,8163,180084,5512,52037,4119,11262,1716,744383,11664,128449,5999,2401,820,12058,1874,113990,5743,125052,5990,5302,1327,11363,1830,108387,5797,121819,5715,9912,1767,31742,3037,80165,4394,144188,6274,28200,3078,65266,4358,50722,4570,186791,6719,111867,4699,61591,4001,13333,1777,11690,1995,26394,2229,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,43724,3458,289,261,1427,549,42008,3320,64830,3765,3639,773,10123,1447,51068,3343,78407,4109,12214,1743,20020,2012,46173,3216,139866,5135,45488,3736,40138,3241,54240,3671,566242,7811,370229,7113,142602,5701,53411,3075,5165,1190,458528,7656,98677,5485,2537,958,11565,1848,84575,5108,84932,4436,4189,1159,10670,1620,70073,4126,68758,3803,6997,1435,22526,2245,39235,3261,75854,4523,20283,2822,33518,3164,22053,2466,102298,5243,70395,4512,26442,3090,5461,1430,8776,1532,19233,2493,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,21852,2883,1569,719,2766,924,17517,2330,25326,2225,8222,1290,4233,800,12871,1701,27541,2658,12361,1523,4048,890,11132,1904,46401,3055,21371,2242,14069,1663,10961,1377,128240,4681,98868,4221,24546,2430,4826,1142,4588,1309,103989,4386,18573,2064,129,151,2066,697,16378,1957,22146,2612,773,460,2813,1028,18560,2438,13416,2064,1027,466,4676,1302,7713,1476,17163,2731,5759,1613,8814,1824,2590,811,21866,2603,17103,2237,4658,1002,105,115,6822,1453,4003,1097,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,6279,1015,435,334,373,257,5471,998,6525,1218,778,354,940,502,4807,1154,5209,1058,1732,624,931,415,2546,670,13468,1719,5101,1162,2624,735,5743,1096,86533,3283,56585,2903,21597,2230,8351,1186,791,351,162670,3861,33088,2932,2121,879,3547,895,27420,2639,18954,2100,1402,661,2186,886,15366,1807,14208,1984,1585,639,3070,960,9553,1467,22509,2502,2522,862,8564,1687,11423,1515,63629,3454,33099,2771,21285,1879,9245,1512,6162,1401,4120,883,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,553557,11581,71178,4057,68545,3919,413834,10586,666412,13502,225595,7445,127677,5992,313140,9935,668011,13435,287729,8083,154398,6064,225884,8098,924490,12815,491817,9645,244467,8392,188206,7519,2130363,19913,1622612,20072,384641,9950,123110,5830,67354,4056,2679777,21534,544013,10878,9045,1982,31530,3076,503438,10373,532694,12292,14439,2334,54762,3487,463493,11872,438806,11699,28526,3421,138609,6064,271671,9652,476918,11560,115992,6008,224555,8784,136371,6840,500386,12935,325127,10080,144701,7313,30558,2870,72710,5504,114250,5768,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
