GEO_ID,B07003_001E,B07003_001M,B07003_002E,B07003_002M,B07003_003E,B07003_003M,B07003_004E,B07003_004M,B07003_005E,B07003_005M,B07003_006E,B07003_006M,B07003_007E,B07003_007M,B07003_008E,B07003_008M,B07003_009E,B07003_009M,B07003_010E,B07003_010M,B07003_011E,B07003_011M,B07003_012E,B07003_012M,B07003_013E,B07003_013M,B07003_014E,B07003_014M,B07003_015E,B07003_015M,B07003_016E,B07003_016M,B07003_017E,B07003_017M,B07003_018E,B07003_018M,NAME,B07003_001MA,B07003_001EA,B07003_002MA,B07003_002EA,B07003_003MA,B07003_003EA,B07003_004EA,B07003_004MA,B07003_005MA,B07003_005EA,B07003_006MA,B07003_006EA,B07003_007MA,B07003_007EA,B07003_008MA,B07003_008EA,B07003_009EA,B07003_009MA,B07003_010EA,B07003_010MA,B07003_011MA,B07003_011EA,B07003_012MA,B07003_012EA,B07003_013MA,B07003_013EA,B07003_014EA,B07003_014MA,B07003_015EA,B07003_015MA,B07003_016MA,B07003_016EA,B07003_017MA,B07003_017EA,B07003_018MA,B07003_018EA,state
0400000US01,4819343,3710,2333055,5805,2486288,6015,4158224,20321,2008437,13188,2149787,12814,387796,17237,182992,9398,204804,10227,147853,8260,75426,5357,72427,4920,111803,8786,57510,5397,54293,5082,13667,2273,8690,1828,4977,1049,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,730874,1438,381522,2453,349352,2209,595804,9147,309115,5011,286689,5631,81244,8051,42335,4567,38909,4106,16924,2747,10332,1824,6592,1311,30199,4584,16315,2660,13884,2421,6703,2197,3425,1379,3278,1221,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6935358,3888,3449278,4735,3486080,4315,5717189,24333,2833002,15736,2884187,14504,782513,20899,385762,12224,396751,12809,128607,9918,73900,6887,54707,5201,261727,11986,131298,6970,130429,7285,45322,5364,25316,3381,20006,2953,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2968395,3103,1460640,4863,1507755,4463,2509717,16654,1230656,10195,1279061,9626,253819,13710,123913,8051,129906,7208,116490,8062,59322,4609,57168,4668,79411,7492,42124,4776,37287,4124,8958,2034,4625,1383,4333,1133,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39085984,10045,19417482,8236,19668502,8733,34009331,68358,16848720,38893,17160611,36880,3153923,52596,1584556,30260,1569367,28038,1080847,29010,563683,16229,517164,16097,523131,20053,268890,11868,254241,11276,318752,16837,151633,9019,167119,9803,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5542282,3414,2786578,4098,2755704,3964,4546729,22932,2273978,14746,2272751,11837,456750,17287,233961,10942,222789,8505,277432,11203,140200,6796,137232,6542,226933,11475,119754,6872,107179,6199,34438,5150,18685,3321,15753,2632,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3556297,2701,1736334,2601,1819963,3151,3136666,16246,1526915,10562,1609751,8098,243216,12272,120192,7786,123024,6182,68510,6358,36774,3717,31736,3770,83325,6561,41398,3603,41927,4301,24580,4479,11055,2961,13525,2218,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,952449,1698,460852,1863,491597,2001,830905,8792,404108,4815,426797,5503,68559,6552,32133,3676,36426,4130,10439,3028,4517,1325,5922,2054,38532,4552,18070,2352,20462,3043,4014,1272,2024,833,1990,629,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,684810,1664,325437,1192,359373,1439,554225,7670,265627,5247,288598,4384,64013,6510,29765,3976,34248,3985,0,208,0,208,0,208,56231,4393,26074,2970,30157,2659,10341,2210,3971,874,6370,1712,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20772371,8045,10149244,8512,10623127,8291,17554348,46036,8546906,25805,9007442,27714,1746306,41479,848861,23823,897445,21761,656075,21858,349998,12337,306077,13441,566476,18973,282071,11358,284405,10391,249166,15822,121408,9083,127758,9501,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
