GEO_ID,C25095_001E,C25095_001M,C25095_002E,C25095_002M,C25095_003E,C25095_003M,C25095_004E,C25095_004M,C25095_005E,C25095_005M,C25095_006E,C25095_006M,C25095_007E,C25095_007M,C25095_008E,C25095_008M,C25095_009E,C25095_009M,C25095_010E,C25095_010M,C25095_011E,C25095_011M,C25095_012E,C25095_012M,C25095_013E,C25095_013M,C25095_014E,C25095_014M,C25095_015E,C25095_015M,C25095_016E,C25095_016M,C25095_017E,C25095_017M,C25095_018E,C25095_018M,C25095_019E,C25095_019M,C25095_020E,C25095_020M,C25095_021E,C25095_021M,C25095_022E,C25095_022M,C25095_023E,C25095_023M,C25095_024E,C25095_024M,C25095_025E,C25095_025M,C25095_026E,C25095_026M,C25095_027E,C25095_027M,C25095_028E,C25095_028M,C25095_029E,C25095_029M,NAME,C25095_001EA,C25095_001MA,C25095_002EA,C25095_002MA,C25095_003EA,C25095_003MA,C25095_004MA,C25095_004EA,C25095_005MA,C25095_005EA,C25095_006EA,C25095_006MA,C25095_007EA,C25095_007MA,C25095_008EA,C25095_008MA,C25095_009MA,C25095_009EA,C25095_010MA,C25095_010EA,C25095_011EA,C25095_011MA,C25095_012EA,C25095_012MA,C25095_013EA,C25095_013MA,C25095_014MA,C25095_014EA,C25095_015MA,C25095_015EA,C25095_016MA,C25095_016EA,C25095_017EA,C25095_017MA,C25095_018EA,C25095_018MA,C25095_019EA,C25095_019MA,C25095_020MA,C25095_020EA,C25095_021MA,C25095_021EA,C25095_022MA,C25095_022EA,C25095_023EA,C25095_023MA,C25095_024EA,C25095_024MA,C25095_025EA,C25095_025MA,C25095_026MA,C25095_026EA,C25095_027MA,C25095_027EA,C25095_028EA,C25095_028MA,C25095_029EA,C25095_029MA,state
0400000US01,1253199,12678,58708,3909,5204,1035,39485,3078,14019,2128,113761,5223,58338,3325,55423,3592,0,200,177833,6465,121306,5400,56527,4079,0,200,165380,6245,133097,5401,32283,3375,0,200,245908,7356,224526,6691,21382,2720,0,200,169405,6922,164485,6843,4920,1043,0,200,322204,7221,318117,7182,4087,886,0,200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,5059,932,371,191,3766,842,922,270,6377,941,2285,455,4092,854,0,153,12903,1562,5763,774,7140,1384,0,153,13940,1817,8064,1217,5876,1418,0,153,26798,2595,17903,1948,8895,1351,0,153,23090,1934,18130,1686,4960,983,0,153,71177,3208,68566,3243,2611,896,0,153,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,72282,4648,7297,1117,42786,3193,22199,2563,104841,4732,40907,2537,63934,3400,0,208,196531,7110,102385,4357,94146,5084,0,208,204168,6571,134323,5399,69845,4017,0,208,309843,8908,254281,8501,55562,3840,0,208,238403,6510,218219,6245,20184,2509,0,208,526253,9276,511564,9401,14689,1935,0,208,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,35966,2990,4074,1111,25194,2285,6698,1255,67515,3864,37013,2748,30502,2685,0,201,112286,5160,80969,4140,31317,2862,0,201,109380,5270,92957,4531,16423,2477,0,201,150827,6145,141895,6091,8932,1477,0,201,101457,4566,98815,4454,2642,1099,0,201,174968,5652,172982,5560,1986,761,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,211835,6736,5784,927,146623,5577,59428,4052,321045,8309,73640,3510,247405,7601,0,210,593335,11118,224865,7070,368470,8605,0,210,613819,11860,284386,8095,329433,8687,0,210,1031796,15074,571891,10238,459905,10593,0,210,931932,16211,635507,11834,296425,9139,0,210,3421328,21367,3024332,20454,396996,9388,0,210,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,44099,3345,1129,422,31708,2664,11262,1716,59270,3439,17443,1807,41827,2964,0,200,115895,4910,56943,3141,58952,3805,0,200,141493,5742,80515,3855,60978,4274,0,200,235186,7162,167789,5515,67397,3618,0,200,207171,6186,176666,5441,30505,3135,0,200,591710,7194,570178,7239,21532,2376,0,200,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,18440,1960,0,207,13275,1732,5165,1190,30449,2813,1716,652,28733,2779,0,207,64830,3765,13762,1536,51068,3343,0,207,78407,4109,32234,2661,46173,3216,0,207,139866,5135,85626,4554,54240,3671,0,207,125760,4748,98288,4847,27472,2434,0,207,440482,7240,414543,7160,25939,2399,0,207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,11827,1959,195,176,7044,1516,4588,1309,14613,2284,4140,1227,10473,1746,0,198,25326,2225,12455,1479,12871,1701,0,198,27541,2658,16409,1681,11132,1904,0,198,46401,3055,35440,2902,10961,1377,0,198,36171,3088,33146,3103,3025,875,0,198,92069,3929,90268,3865,1801,594,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,3166,830,68,88,2307,756,791,351,3904,813,740,374,3164,761,0,208,6525,1218,1718,633,4807,1154,0,208,5209,1058,2663,789,2546,670,0,208,13468,1719,7725,1295,5743,1096,0,208,12719,1636,9685,1602,3034,644,0,208,73814,3421,68497,3384,5317,929,0,208,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,229153,8217,12261,1799,149538,5956,67354,4056,391758,9962,127462,5356,264296,8595,0,226,666412,13502,353272,10063,313140,9935,0,226,668011,13435,442127,10007,225884,8098,0,226,924490,12815,736284,12257,188206,7519,0,226,679061,15088,610614,14227,68447,4998,0,226,1451302,16839,1396639,16180,54663,4037,0,226,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
