GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001MA,B05004_001EA,B05004_002MA,B05004_002EA,B05004_003MA,B05004_003EA,B05004_004MA,B05004_004EA,B05004_005EA,B05004_005MA,B05004_006MA,B05004_006EA,B05004_007MA,B05004_007EA,B05004_008MA,B05004_008EA,B05004_009MA,B05004_009EA,B05004_010EA,B05004_010MA,B05004_011EA,B05004_011MA,B05004_012MA,B05004_012EA,B05004_013MA,B05004_013EA,B05004_014MA,B05004_014EA,B05004_015MA,B05004_015EA,state
0400000US16,36.3,0.2,35.5,0.2,37.2,0.3,35.8,0.2,34.8,0.3,36.6,0.4,41.9,1.5,41.9,1.6,42.0,2.0,50.2,2.5,52.3,1.9,47.8,3.6,37.7,1.6,37.6,1.9,37.8,2.6,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,38.0,0.1,36.8,0.1,39.3,0.1,35.9,0.2,34.6,0.2,37.3,0.2,45.2,0.3,44.6,0.4,45.8,0.4,51.5,0.5,51.2,0.6,51.8,0.5,39.4,0.4,38.9,0.6,39.8,0.5,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.7,0.2,36.5,0.2,39.0,0.2,37.7,0.1,36.3,0.1,39.1,0.2,38.0,0.6,37.8,0.7,38.3,0.8,45.9,1.2,46.2,2.4,45.7,1.2,34.1,0.6,33.9,0.7,34.6,1.3,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.3,0.2,37.0,0.2,39.6,0.3,38.3,0.2,37.1,0.2,39.7,0.3,37.9,1.0,36.4,1.6,39.1,1.2,46.7,1.7,45.8,1.6,47.5,1.6,33.8,0.9,33.2,1.2,35.0,1.5,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.7,0.2,35.4,0.2,38.1,0.3,36.1,0.2,34.6,0.3,37.6,0.3,41.0,0.9,40.3,1.3,41.4,0.8,48.5,1.7,48.6,2.3,48.4,1.9,36.7,0.7,36.4,0.7,37.2,0.9,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.9,0.2,37.4,0.2,40.3,0.2,38.9,0.2,37.4,0.2,40.4,0.2,38.3,0.9,36.7,1.3,39.4,1.1,44.5,1.6,43.5,1.7,46.6,3.1,33.8,1.2,33.0,1.3,35.5,2.4,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.8,0.1,35.6,0.2,38.1,0.2,36.5,0.2,35.4,0.2,37.8,0.2,40.6,0.7,38.9,0.9,42.7,1.1,52.4,1.6,51.4,1.6,53.4,1.9,35.4,0.8,34.3,1.7,36.4,1.5,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.6,0.2,43.1,0.3,45.9,0.2,44.5,0.3,43.1,0.3,45.8,0.3,45.7,2.4,41.5,5.8,48.4,2.3,53.0,2.1,50.1,7.2,55.5,3.5,37.6,2.4,35.5,3.6,39.3,3.5,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.7,0.2,37.2,0.2,40.2,0.2,37.1,0.2,35.3,0.2,39.0,0.3,43.1,0.3,42.4,0.5,43.7,0.4,49.2,0.6,48.9,0.7,49.5,0.7,37.4,0.4,37.3,0.5,37.4,0.6,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.5,0.1,38.0,0.2,40.9,0.1,38.0,0.2,36.3,0.2,39.7,0.3,43.5,0.5,42.4,0.5,44.5,0.5,50.9,0.5,50.4,0.8,51.3,0.6,35.9,0.5,35.5,0.5,36.5,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39.8,0.1,38.4,0.1,41.3,0.2,39.5,0.1,38.0,0.1,41.0,0.1,42.6,0.5,41.7,0.6,43.3,0.5,49.8,0.6,50.2,0.7,49.4,0.8,35.5,0.4,34.6,0.6,36.6,0.8,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37.9,0.2,37.1,0.1,38.8,0.2,37.8,0.2,36.9,0.2,38.8,0.2,38.5,0.5,38.3,0.6,38.9,0.6,43.5,0.7,44.0,0.9,43.3,0.9,34.2,0.5,33.8,0.9,34.5,0.7,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37.5,0.2,35.9,0.4,38.7,0.3,37.3,0.2,35.7,0.3,38.6,0.3,41.8,2.4,40.9,2.9,42.7,3.4,50.7,3.1,48.6,3.7,53.1,4.9,36.2,1.5,37.2,2.3,35.3,1.3,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.5,0.2,37.1,0.1,40.1,0.2,38.4,0.2,36.9,0.2,40.1,0.2,40.1,1.0,39.3,1.3,40.8,1.1,48.2,1.6,47.9,2.1,48.7,2.3,34.3,0.9,34.0,1.1,34.5,1.1,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.0,0.4,39.3,0.4,40.6,0.4,39.8,0.4,39.1,0.4,40.5,0.4,46.0,3.9,48.3,5.6,45.0,4.8,53.7,6.2,51.9,6.6,56.6,8.6,39.7,4.0,43.7,13.2,38.7,4.2,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.5,0.2,35.6,0.2,37.5,0.3,36.2,0.3,35.2,0.2,37.4,0.3,37.7,0.7,37.2,0.8,38.3,1.0,42.6,1.9,41.9,2.1,43.5,2.7,35.6,1.4,35.9,1.2,35.0,2.3,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,38.0,0.2,37.3,0.2,38.8,0.2,34.6,0.2,34.3,0.3,35.1,0.3,45.4,0.4,44.5,0.7,46.1,0.5,51.4,0.8,50.4,1.0,52.2,0.9,39.8,0.5,39.1,0.7,40.7,0.8,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,43.2,0.3,41.5,0.4,44.6,0.2,42.8,0.3,41.3,0.4,44.3,0.3,45.6,1.3,44.2,2.0,46.7,1.5,51.8,1.6,51.4,1.9,53.0,3.0,36.6,1.7,36.3,1.3,37.0,5.0,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.8,0.2,38.1,0.2,41.3,0.1,36.5,0.2,34.6,0.2,38.7,0.3,45.1,0.3,44.5,0.3,45.8,0.3,51.9,0.3,51.9,0.4,52.0,0.4,37.5,0.4,37.2,0.5,37.7,0.5,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37.7,0.3,36.5,0.3,39.1,0.4,36.3,0.3,35.1,0.3,37.7,0.4,45.5,0.9,45.5,1.2,45.5,1.2,52.6,1.7,50.8,1.8,54.2,2.4,41.3,1.4,41.5,1.8,41.2,1.9,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.7,0.1,37.1,0.1,40.2,0.1,34.6,0.2,33.2,0.2,36.1,0.2,47.1,0.2,45.9,0.3,48.1,0.3,53.2,0.3,52.7,0.3,53.6,0.4,39.4,0.3,38.9,0.4,39.9,0.3,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38.8,0.1,37.3,0.1,40.2,0.2,38.4,0.2,36.7,0.2,40.1,0.2,40.6,0.4,40.2,0.6,41.0,0.5,48.6,0.6,49.0,0.9,48.3,0.7,36.8,0.5,36.8,0.6,36.9,0.6,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35.4,0.3,34.3,0.3,36.7,0.4,35.5,0.3,34.4,0.4,36.7,0.4,34.5,1.5,33.8,1.8,36.3,3.2,37.9,5.0,34.9,5.3,46.1,7.6,32.7,2.6,33.0,2.8,31.9,4.1,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.3,0.1,37.8,0.2,40.7,0.2,39.2,0.2,37.6,0.2,40.7,0.2,41.2,0.7,40.7,0.8,41.8,0.9,49.8,0.9,49.6,1.2,49.9,1.2,33.4,0.7,33.3,1.1,33.5,0.8,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.6,0.1,35.4,0.2,37.8,0.2,36.1,0.2,35.0,0.2,37.4,0.2,40.4,0.6,39.6,0.8,41.6,1.1,48.9,1.2,48.7,1.1,49.5,1.8,35.7,0.9,34.8,0.8,37.0,1.3,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39.3,0.2,38.4,0.2,40.4,0.2,38.6,0.2,37.6,0.2,39.6,0.3,43.3,0.5,42.3,1.1,44.0,0.6,50.1,0.8,49.2,1.2,50.9,1.3,37.9,0.7,37.8,1.1,38.0,0.8,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.8,0.1,39.2,0.1,42.5,0.1,40.6,0.2,38.8,0.2,42.3,0.2,42.8,0.6,41.7,0.6,43.6,0.5,49.7,0.7,49.7,0.9,49.7,0.9,35.5,0.4,34.7,0.7,36.2,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,39.5,0.4,37.8,0.4,41.5,0.6,38.0,0.5,36.3,0.6,39.8,0.7,45.1,1.0,43.3,2.5,45.8,1.7,53.0,1.4,53.2,2.2,52.8,1.6,35.4,1.9,35.4,2.4,35.3,2.8,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,39.4,0.2,37.9,0.3,40.8,0.2,39.2,0.2,37.6,0.2,40.7,0.2,41.0,0.7,40.3,0.7,42.0,1.1,50.6,2.3,50.2,3.3,51.0,2.7,36.6,0.5,36.5,0.5,36.9,0.8,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,36.9,0.3,36.0,0.4,37.8,0.5,37.1,0.3,36.2,0.4,38.0,0.6,34.5,2.2,33.8,2.4,35.5,3.2,41.6,5.8,38.6,5.3,44.2,7.1,32.3,1.4,32.7,1.3,31.6,2.6,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38.6,0.1,37.4,0.2,39.8,0.2,38.7,0.2,37.4,0.2,40.0,0.2,38.0,0.7,37.9,0.8,38.2,0.8,46.4,1.1,47.3,1.4,46.0,1.0,35.0,0.6,35.0,0.8,35.0,0.9,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,34.7,0.1,33.7,0.1,35.7,0.1,31.8,0.1,30.7,0.2,32.8,0.1,42.8,0.2,41.9,0.3,43.5,0.3,50.0,0.3,50.0,0.4,50.0,0.4,38.7,0.2,37.9,0.3,39.6,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31.0,0.2,30.2,0.2,31.7,0.2,29.4,0.2,28.9,0.2,29.9,0.1,41.0,0.8,39.9,1.0,41.8,0.9,48.5,1.1,49.1,1.8,48.1,1.6,36.8,1.0,35.7,1.1,37.8,1.6,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,42.6,0.3,40.8,0.6,44.1,0.3,42.5,0.4,40.7,0.5,44.1,0.4,44.2,4.6,43.3,5.5,45.2,5.0,51.7,3.6,52.2,4.7,51.5,4.7,33.8,3.2,33.4,6.8,34.2,2.9,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,38.2,0.2,37.0,0.2,39.4,0.2,37.1,0.2,35.7,0.2,38.4,0.2,42.3,0.4,41.7,0.5,42.9,0.4,48.1,0.6,47.8,0.6,48.5,0.7,36.8,0.5,36.4,1.0,37.1,0.5,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,37.7,0.2,36.8,0.2,38.8,0.1,36.4,0.2,35.5,0.2,37.3,0.2,42.3,0.4,40.9,0.5,43.5,0.5,50.0,0.5,49.4,0.6,50.6,0.6,36.6,0.5,36.2,0.5,37.2,0.7,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,42.4,0.2,40.9,0.4,43.7,0.3,42.3,0.2,40.9,0.3,43.6,0.3,44.7,2.4,42.3,4.4,45.9,1.9,53.2,1.7,53.8,2.5,52.7,4.2,36.6,1.8,32.7,6.4,39.1,4.9,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,39.5,0.2,38.4,0.2,40.5,0.2,39.3,0.1,38.2,0.2,40.4,0.2,40.9,0.6,40.2,0.9,41.5,0.8,48.8,1.0,48.3,1.8,49.0,0.9,36.1,0.8,36.1,1.0,36.1,0.9,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,37.5,0.3,36.9,0.6,38.1,0.5,37.5,0.4,36.8,0.6,38.2,0.5,37.7,2.7,37.4,6.8,37.8,2.3,44.9,6.3,43.3,6.9,52.3,4.4,33.1,2.1,34.4,5.3,32.2,3.3,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,41.4,0.3,39.4,0.3,43.4,0.2,40.9,0.2,38.9,0.4,42.9,0.3,54.3,1.2,53.5,2.4,54.7,1.5,61.5,1.6,61.6,3.4,61.5,1.9,46.3,1.3,45.9,2.4,46.5,1.8,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
