GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001EA,B01001A_001MA,B01001A_002EA,B01001A_002MA,B01001A_003MA,B01001A_003EA,B01001A_004MA,B01001A_004EA,B01001A_005MA,B01001A_005EA,B01001A_006EA,B01001A_006MA,B01001A_007EA,B01001A_007MA,B01001A_008MA,B01001A_008EA,B01001A_009MA,B01001A_009EA,B01001A_010MA,B01001A_010EA,B01001A_011EA,B01001A_011MA,B01001A_012EA,B01001A_012MA,B01001A_013MA,B01001A_013EA,B01001A_014MA,B01001A_014EA,B01001A_015MA,B01001A_015EA,B01001A_016EA,B01001A_016MA,B01001A_017EA,B01001A_017MA,B01001A_018EA,B01001A_018MA,B01001A_019EA,B01001A_019MA,B01001A_020MA,B01001A_020EA,B01001A_021EA,B01001A_021MA,B01001A_022EA,B01001A_022MA,B01001A_023EA,B01001A_023MA,B01001A_024EA,B01001A_024MA,B01001A_025EA,B01001A_025MA,B01001A_026EA,B01001A_026MA,B01001A_027EA,B01001A_027MA,B01001A_028EA,B01001A_028MA,B01001A_029EA,B01001A_029MA,B01001A_030EA,B01001A_030MA,B01001A_031EA,B01001A_031MA,state
0400000US13,6122956,19518,3027491,11511,173972,4006,183136,5357,198688,5828,121542,2595,84409,4209,198133,4401,205899,3405,192171,3563,386929,4440,427243,2572,400392,2371,289487,1777,128126,2866,37364,2809,3095465,11172,166659,4043,177070,7212,190739,6218,115074,2827,80540,3728,181236,4733,195701,3348,189495,2606,389260,3488,426884,3541,420936,2405,325887,1569,168084,3351,67900,3258,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,357113,4528,192370,2766,10118,721,7662,1237,7517,1004,2943,700,3632,545,16400,921,17678,1148,14192,688,26308,1130,22482,881,26977,717,24887,455,9300,504,2274,525,164743,2721,9631,1110,8646,1076,5621,948,2762,549,2869,562,9036,718,13928,960,12553,572,22270,1050,18398,694,24900,659,21232,258,9356,775,3541,807,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1546011,8292,774336,4514,53194,1736,52644,3293,58882,3230,33523,1131,22202,1675,50624,1983,49859,1361,49955,1288,97795,2205,89284,1480,97206,890,74988,840,33383,1367,10797,1377,771675,5211,48098,1543,50889,3030,56455,2709,32483,1147,20374,1740,44975,1730,50147,1193,48545,1226,95128,1530,89674,1231,101609,1115,78275,815,36425,1876,18598,1851,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9119912,26997,4507429,15080,255903,3721,256122,6233,284367,6262,172496,2423,115312,2900,289845,3811,308882,3387,304303,3726,576657,4011,614911,3592,634986,2595,421216,1793,198654,3690,73775,3491,4612483,14323,241141,3054,249035,6382,268815,7077,165292,2505,108787,2652,274408,3619,294586,3094,296073,2462,564452,3555,613140,3159,656231,2559,469138,1973,268685,4438,142700,4489,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5577897,9067,2756121,6300,168654,1661,169512,5169,184880,4994,113163,1827,77846,2365,192028,2564,180641,1902,171465,1680,338574,1752,368383,2031,377002,1389,256730,1133,118987,2241,38256,2215,2821776,5416,157320,2083,165446,4525,168491,4420,104575,1761,71426,2344,182439,3136,180992,2133,168622,1429,339621,2094,367990,1631,393037,1146,287761,1158,153129,3743,80927,3673,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2831066,5732,1403940,3430,86163,1500,85349,3205,93142,3383,55433,1443,42088,1771,98337,2131,86274,1260,87419,1386,169369,1400,176188,1286,197834,834,135239,480,66284,1786,24821,1690,1427126,3688,82007,1440,82941,3429,86238,3300,50185,1331,40056,1859,93194,1800,85427,1238,83741,701,163711,1231,174639,1475,201906,967,146017,557,86921,2381,50143,2317,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2462215,8017,1219535,4761,78904,1720,82956,3100,80825,3543,49975,1626,34832,1929,89147,2086,79460,1528,78788,1303,148570,1840,147267,1488,162886,1092,112720,921,51890,1732,21315,1587,1242680,4804,75605,1583,81845,2921,76062,2895,44955,1547,32313,1903,81619,2170,76880,1558,77004,1277,148878,1845,147525,1634,170860,1000,121722,897,67648,2267,39764,2223,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3872670,6224,1906588,4554,118791,1426,118925,3619,118012,3824,74862,1940,54339,2639,125851,3277,128700,1735,116337,1297,240348,1623,257571,1277,259679,1004,185276,493,83718,1863,24179,1864,1966082,3907,107739,1745,109094,4042,115592,4263,70120,1992,50156,2556,119071,2626,126949,1410,117320,1535,241912,1506,262986,896,277943,775,208697,521,111474,3086,47029,2995,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2890818,7827,1431488,5034,85774,2455,86013,4034,89636,4531,51938,1380,35502,2456,93413,2996,96839,2105,97314,2170,185780,2316,185355,2150,198200,1508,140099,812,65790,1931,19835,1833,1459330,5098,79172,1845,83984,3780,79450,3749,50287,1680,35850,2814,80829,2547,99057,1829,98341,1525,177285,1985,188076,1806,206992,1117,155009,769,86016,2677,38982,2594,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1261611,1419,618166,1091,29527,466,32979,2080,33225,2083,21996,486,16379,756,35379,1057,37611,595,36259,583,69935,835,86986,696,98698,101,74898,306,32066,1477,12228,1486,643445,1202,28364,445,30274,1920,31659,1958,20206,350,16281,1159,32736,1233,36141,429,36481,234,72109,488,91285,538,105659,460,80518,229,39396,1693,22336,1697,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3322483,13226,1632651,7964,87972,2251,85355,3622,96819,3624,59964,1491,40215,1486,101492,2259,107471,1699,110730,2074,194971,2539,231897,1793,243560,1196,165804,922,79340,1905,27061,1888,1689832,6920,83608,1940,83725,3275,90844,3518,55146,1333,37101,1685,96460,1829,104965,1651,107268,1599,196616,2238,237600,1514,255941,1412,185250,1153,101427,3042,53881,2952,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5387411,16190,2616088,9594,130568,2525,131202,4766,150400,4840,93405,1715,77296,2229,183192,2595,182015,2607,176603,2406,305604,2840,372228,2072,384284,1895,262186,963,118861,2899,48244,2809,2771323,8937,118661,2559,127671,4849,140750,4165,89503,1585,78667,1377,181413,2306,181497,2121,174672,2128,314795,2723,391350,2407,412525,1721,301462,1285,160697,3826,97660,3785,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7814775,9756,3870930,5757,209440,1439,216658,5051,236078,5177,149278,1613,101541,1420,262623,2091,252255,1441,231529,1560,448827,1967,533117,1888,578278,1163,402396,837,183428,2760,65482,2787,3943845,5643,198900,1703,203565,4733,222741,4542,141551,1457,97273,1242,249151,2013,241122,1475,224683,1313,442234,1622,533739,1799,599367,1213,435485,916,234215,3874,119819,3718,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4610465,7477,2291393,4524,132242,1022,135304,2976,139278,3164,83931,1144,55054,1191,142830,1899,147833,1307,152894,1115,286144,1501,308084,1389,339694,907,223058,667,105298,2102,39749,2020,2319072,4370,124819,1387,126215,3580,134363,3621,79890,1160,55617,1732,137027,1979,138420,1411,149509,1344,275310,1333,307856,1196,346155,868,238956,577,131843,3104,73092,3049,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1735887,4826,853296,3948,45896,2071,50900,3159,57359,3200,33525,1928,27594,2702,56813,3196,49319,2192,50185,2733,104158,2849,113704,1918,116994,727,90987,1005,43955,1516,11907,1418,882591,3649,44738,1458,49586,3315,52372,3617,30981,1874,23498,2213,51086,2567,52934,1814,47697,1730,109574,2053,111350,1660,122517,898,102688,977,58666,2349,24904,2236,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5013597,7917,2471315,5794,145781,1684,147049,4980,158042,4225,95803,2041,66295,2935,158357,3347,165894,2581,162671,1714,301183,2729,320530,2021,346873,1072,243568,1072,122553,2848,36716,2464,2542282,4684,136536,2010,138090,4179,150153,4592,89593,1843,62742,2511,153742,2470,163227,1473,159695,1468,296850,1860,324341,1631,366832,1299,272473,1019,151655,3984,76353,3756,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,930548,2488,469141,1920,26049,814,26180,2188,27354,2184,16336,924,10474,966,34498,1227,30127,865,28724,296,56203,707,56542,1021,69222,598,54997,400,24515,1240,7920,1189,461407,1852,24443,636,25929,2024,26012,1979,15495,839,11344,1340,28244,1575,27536,951,28118,701,53514,1020,55266,887,71997,548,53644,355,27566,1429,12299,1422,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1677092,5326,834261,3194,53704,1084,55881,2685,56883,2670,32667,1133,22751,1283,57176,1425,55187,1140,56025,1621,104219,1897,100804,1293,112070,829,77065,796,37033,1336,12796,1294,842831,3727,52474,1339,53404,2463,54655,2246,30318,1068,21205,961,54160,1531,53674,1270,54407,1235,99675,1325,99407,1136,114311,902,82394,566,45653,1660,27094,1661,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1936859,16580,987662,9521,53466,2374,59045,3042,55200,3185,34805,1833,19379,1263,55885,1991,69282,2282,67593,2169,125788,2711,137176,2038,137064,1597,109072,1185,50448,1547,13459,1518,949197,9205,51856,2052,50901,2999,57203,3375,32608,1597,18929,1264,51796,2224,63419,1830,61975,1954,117242,3038,126377,2683,133043,1863,110844,1264,52509,2232,20495,2144,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1249751,2780,617197,1851,29838,635,31700,2063,35067,2100,23095,728,16741,882,41518,1182,38500,425,36926,551,68227,794,91547,957,99040,728,66859,465,26893,1398,11246,1386,632554,1728,28238,704,27539,1932,35663,1857,21218,650,17188,1103,39551,1033,36228,319,36694,741,69217,662,93182,607,102778,486,71495,592,34830,1715,18733,1686,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6112238,22177,2991409,12531,163733,2986,162630,5124,196007,5923,116704,1802,70653,1810,184061,2620,189248,2627,184951,3099,361773,3860,432730,3252,444779,2229,288793,1669,140785,2878,54562,2742,3120829,12400,157767,2406,168747,5370,171662,5615,111749,1947,68456,1591,180061,2275,173134,2259,177332,2753,360734,3744,450521,2545,464761,2177,331704,2162,194883,4933,109318,5033,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1582020,11641,779489,6204,46240,2213,47123,3186,52357,2656,30239,1762,24429,2599,51548,2613,51953,2034,51238,2581,91632,3078,91583,2989,105638,1816,83892,1234,39434,1588,12183,1574,802531,7554,46078,2792,47630,3086,48676,3022,29033,1823,20664,1943,50886,2480,47939,2269,51543,2111,93695,2449,91445,2511,113995,1816,94272,1499,45940,2128,20735,2032,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12523357,35841,6146001,20137,330275,4371,322014,7050,350603,7303,214764,2814,157830,2650,402776,4406,440215,4461,427686,3454,742573,5450,847744,4111,877898,3478,612705,2768,292294,4602,126624,4676,6377356,19203,317259,4276,318108,8149,324664,7018,207263,2587,153094,2888,390620,4006,434662,3427,414617,3194,721677,5447,850263,4805,916500,4089,697607,3831,398530,6789,232492,6491,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7066745,16775,3469439,10005,186273,3463,197475,5549,214267,6221,131026,2812,92711,3327,236618,4362,230269,3059,216137,3498,433790,3923,486345,3500,468127,2016,360201,1347,165503,2496,50697,2635,3597306,10489,179089,3470,189093,5751,200630,5149,122706,2757,87283,3437,205298,3566,226437,2533,216831,2571,441388,3922,496630,3166,508925,2053,410766,1488,215913,3653,96317,3412,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,654116,2352,334371,1795,21226,478,18473,1458,20108,1491,10840,848,9802,970,29000,1203,26956,611,24862,800,40629,779,37444,311,45160,313,29675,154,13831,997,6365,992,319745,1634,20773,728,20186,1544,17537,1561,10210,683,8975,784,25054,858,22174,737,20025,422,37613,820,34110,562,44123,378,29225,122,19757,1055,9983,1052,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9480074,9073,4652826,6712,264045,2043,264613,6077,292362,5888,182162,1866,122264,2224,297664,2232,311042,1846,293342,1834,556044,2512,631519,1326,676834,993,465768,863,216539,3314,78628,3269,4827248,4893,250104,1935,254127,5999,277298,5720,173380,1789,117243,1895,288837,2273,304645,1654,287733,1583,556525,1838,642224,1532,712426,1350,522534,1088,293551,4169,146621,4176,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2837492,6995,1404118,4053,85301,1468,87188,3452,90474,3227,52986,1342,35808,1347,93930,1776,94128,1359,94614,1314,175292,1611,177472,1367,188813,1009,137052,630,68896,1962,22164,1883,1433374,4766,81124,1160,80389,3123,86131,3611,50365,1213,34385,1599,82856,1961,95100,1370,91824,1278,172815,1496,177503,1402,199842,831,153590,693,89038,2208,38412,2232,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
