GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001EA,B01001I_001MA,B01001I_002EA,B01001I_002MA,B01001I_003MA,B01001I_003EA,B01001I_004MA,B01001I_004EA,B01001I_005MA,B01001I_005EA,B01001I_006EA,B01001I_006MA,B01001I_007EA,B01001I_007MA,B01001I_008EA,B01001I_008MA,B01001I_009MA,B01001I_009EA,B01001I_010MA,B01001I_010EA,B01001I_011EA,B01001I_011MA,B01001I_012EA,B01001I_012MA,B01001I_013EA,B01001I_013MA,B01001I_014MA,B01001I_014EA,B01001I_015MA,B01001I_015EA,B01001I_016MA,B01001I_016EA,B01001I_017EA,B01001I_017MA,B01001I_018EA,B01001I_018MA,B01001I_019EA,B01001I_019MA,B01001I_020MA,B01001I_020EA,B01001I_021MA,B01001I_021EA,B01001I_022EA,B01001I_022MA,B01001I_023EA,B01001I_023MA,B01001I_024EA,B01001I_024MA,B01001I_025MA,B01001I_025EA,B01001I_026MA,B01001I_026EA,B01001I_027MA,B01001I_027EA,B01001I_028EA,B01001I_028MA,B01001I_029EA,B01001I_029MA,B01001I_030EA,B01001I_030MA,B01001I_031MA,B01001I_031EA,state
0400000US01,201970,2353,106619,3089,11450,1539,14563,2104,11892,2271,4535,1059,2966,899,8912,1703,6900,1328,10705,1797,17664,2201,8134,1610,4923,934,3177,1110,518,307,280,236,95351,3072,12105,1505,10423,1562,12038,1683,4604,917,4228,1552,8663,1708,6744,1366,8060,1445,12056,1804,7617,1708,4610,1035,2446,823,1398,649,359,258,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,51712,110,25365,1095,1874,544,1695,604,2545,710,1423,629,1144,576,3181,851,2942,596,1597,748,4133,945,2486,761,1251,499,1004,460,90,88,0,153,26347,1060,3751,577,2515,912,2193,715,1345,691,1102,459,2492,505,2105,385,2152,852,4046,819,1925,682,1196,359,1097,463,257,178,171,176,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2202173,-555555555,1107988,1361,100690,981,97517,4484,109698,4459,60520,772,41387,1130,100607,1167,97099,1161,82773,1555,151431,1607,118576,1106,81215,483,43521,637,17541,1309,5413,1111,1094185,1361,95516,966,95511,4437,103888,4478,59405,931,39076,1114,95358,992,87169,1070,75265,1041,148284,1283,123642,1137,88446,523,50564,799,22642,1595,9419,1703,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,223764,1357,115421,2268,11932,1170,13485,1415,12155,1468,7368,992,5141,1087,9825,1158,8891,1337,9413,1726,15926,1795,11762,1624,5487,916,3319,1113,516,269,201,234,108343,2120,12262,1397,12661,1606,11994,1534,6389,906,3408,777,10012,1133,7788,1239,7496,1235,14573,1642,11504,1680,5846,1018,3366,832,919,458,125,174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15477306,-555555555,7788547,1902,650063,1246,668074,9015,689628,8940,396490,1150,260610,2125,677761,2158,687036,1555,615710,1029,1101474,1590,941380,1557,624098,1274,303630,1269,126025,2850,46568,2845,7688759,1900,622263,1216,628198,10558,679037,10625,381941,1209,253761,1837,648035,2110,633635,927,563377,1482,1069446,1621,923292,1159,661086,914,364709,1068,177370,3763,82609,3816,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1206724,-555555555,612461,2001,51833,1211,56360,3006,60325,2657,32873,1048,23730,1676,50265,1692,51435,1603,50834,1490,89348,1597,66237,1947,43487,999,23333,841,9289,1019,3112,965,594263,2000,49283,1331,54969,3410,55700,3161,32906,1252,20768,1276,47598,1733,47296,1427,46882,1418,81836,1372,65365,1505,46931,843,27552,1125,12934,1198,4243,853,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,578833,-555555555,289432,1578,24771,893,24976,2170,26704,2266,15533,1025,10429,644,25460,901,25232,566,22666,858,43290,880,33932,894,21082,630,10375,525,3283,735,1699,463,289401,1577,22701,874,24565,2194,25779,2257,13922,717,9636,627,23724,908,22444,913,22600,853,43498,966,36386,996,23575,525,12687,574,5871,747,2013,804,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,89540,-555555555,46572,795,5045,627,4797,1047,4554,1047,2520,395,1624,668,3337,694,3557,715,3567,277,7713,1003,4967,963,2865,453,1665,526,131,212,230,272,42968,795,3948,626,4709,781,4409,781,2185,394,1385,375,3265,680,3222,461,4140,692,6436,680,4262,638,2696,298,1535,268,561,260,215,152,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,76526,-555555555,38947,460,3793,-555555555,2797,636,2672,636,1406,460,904,527,2714,527,4205,-555555555,4446,-555555555,7084,-555555555,4535,-555555555,2665,-555555555,1144,331,454,283,128,160,37579,460,3966,-555555555,4079,572,1087,572,956,460,1489,511,2208,511,4267,-555555555,4206,-555555555,6087,-555555555,3659,-555555555,2865,-555555555,1639,-555555555,321,229,750,228,District of Columbia,null,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,*****,null,*****,null,null,*****,null,*****,null,*****,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,*****,*****,null,*****,null,*****,null,null,*****,null,*****,null,null,null,null,11
0400000US12,5370860,461,2649103,3197,182619,1998,181351,7745,192863,7386,109320,1760,79009,2539,192739,3366,200337,2050,204600,2109,413092,3222,371581,2772,256975,1665,153633,1935,84606,2685,26378,2961,2721757,3201,177307,1843,178303,7019,179568,7154,106912,1813,71615,1865,173624,2463,190903,2587,193123,2235,404537,2810,379608,2510,291256,1594,198334,1942,120819,3887,55848,3462,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
