GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001MA,C17009_001EA,C17009_002MA,C17009_002EA,C17009_003MA,C17009_003EA,C17009_004EA,C17009_004MA,C17009_005EA,C17009_005MA,C17009_006MA,C17009_006EA,C17009_007MA,C17009_007EA,C17009_008MA,C17009_008EA,C17009_009EA,C17009_009MA,state
0400000US37,1932160,24351,499158,14512,32921,3435,158854,7193,307383,10403,1433002,19255,803116,15663,246229,9036,383657,9081,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,169994,6247,38548,3136,2528,1107,18377,2051,17643,1926,131446,5696,79604,4639,27143,2853,24699,1917,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2367255,21977,602280,14746,32121,2804,210995,6965,359164,11560,1764975,17409,948231,14197,302818,9730,513926,10688,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,718536,12549,200713,6229,14336,1704,69712,4159,116665,5055,517823,10600,285358,8006,88091,5659,144374,4566,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,949887,16558,245328,9736,11674,1895,95149,6962,138505,6373,704559,12049,364803,11394,154391,6751,185365,5714,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2550191,20542,652269,11387,29215,2724,189355,7560,433699,9293,1897922,17359,995915,14451,311735,8024,590272,9165,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,214097,8097,48694,3607,1243,512,14244,2326,33207,3371,165403,7074,85800,5473,31847,3051,47756,2869,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,911568,19690,245194,9504,20237,3007,74692,4937,150265,7426,666374,16693,372490,11653,103082,6172,190802,6740,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183622,6278,42074,3105,2732,819,20186,2509,19156,2121,141548,5866,82284,4895,25718,2141,33546,2460,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1232988,19381,326859,12435,17954,2216,98567,5024,210338,9625,906129,17244,518034,13496,142152,6166,245943,7996,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4319517,38717,1075753,21755,82847,6470,359693,12133,633213,18435,3243764,31826,2045193,27220,540588,14018,657983,13123,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,424742,13843,112227,7708,9114,1659,54796,5313,48317,4287,312515,10157,186486,8481,63666,4090,62363,3453,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,150211,4677,33411,2969,1772,674,13580,2301,18059,1635,116800,4300,59852,3724,25717,2542,31231,2054,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1533014,21857,348448,11361,21084,2635,124899,6787,202465,7281,1184566,17332,713714,12828,196509,6619,274343,7904,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1571110,22030,354105,10916,15086,1931,130976,5901,208043,8685,1217005,20407,670990,13868,254518,8397,291497,8726,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,352052,9130,118569,5895,4509,1216,32243,3432,81817,4803,233483,6879,108535,5141,34641,3297,90307,3814,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1245600,17046,288739,9721,16747,1927,117790,6334,154202,6691,956861,16250,528560,12288,173798,6415,254503,6346,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,116543,5041,26796,2659,2300,837,9835,1327,14661,2282,89747,4867,48274,3686,19678,2645,21795,2201,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,530769,12554,300234,10270,12396,2316,52332,4979,235506,8900,230535,7778,118993,7224,23584,2529,87958,4161,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
