GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001MA,C17009_001EA,C17009_002MA,C17009_002EA,C17009_003MA,C17009_003EA,C17009_004EA,C17009_004MA,C17009_005EA,C17009_005MA,C17009_006MA,C17009_006EA,C17009_007MA,C17009_007EA,C17009_008MA,C17009_008EA,C17009_009EA,C17009_009MA,state
0400000US01,858782,16436,249552,8992,12847,2290,71207,4783,165498,6311,609230,15220,323361,11827,83202,5682,202667,6844,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,149444,6420,31393,3481,2172,846,12445,1926,16776,2609,118051,5065,68059,4305,28722,2515,21270,2045,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1367499,21803,337048,11409,20766,2918,113246,5836,203036,8345,1030451,18068,570564,15177,176992,6965,282895,7763,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,545226,14481,167584,7758,11064,1878,46607,4361,109913,6049,377642,11054,199716,8957,60912,4148,117014,4484,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6982736,46493,1778507,25998,89662,5888,549572,14091,1139273,20610,5204229,38533,2934682,30172,1094097,18992,1175450,16871,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1188697,14688,249921,7267,18642,2550,109530,5065,121749,5889,938776,13423,572528,12117,189128,6678,177120,6520,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,689049,13517,138830,7113,4604,1331,41994,3384,92232,6086,550219,11715,297059,9652,102439,5379,150721,5356,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,179620,8340,47915,3564,2195,791,13661,2164,32059,2920,131705,6858,74887,5430,21254,2504,35564,2918,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255095,7167,49465,4389,2003,725,16331,2381,31131,3932,205630,6487,146336,5979,35219,3352,24075,2078,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4169903,40548,1037017,20873,59934,4035,299930,10503,677153,19569,3132886,32601,1652191,26224,532388,13869,948307,15320,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1783481,23068,463907,12186,34587,3945,144752,6821,284568,9466,1319574,22160,805104,19619,204809,8392,309661,7785,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,235336,7519,55119,3371,2361,687,16109,2006,36649,3043,180217,6827,107933,6122,30819,2793,41465,2783,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,304225,10961,84596,5728,5829,1461,33801,3658,44966,4026,219629,9636,116965,7298,38636,3512,64028,4631,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2417586,22715,565222,12417,32750,3395,177978,6900,354494,9925,1852364,21364,1059826,18245,312874,8722,479664,11055,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1275402,17156,337723,9893,19904,2360,120987,6164,196832,7942,937679,14982,529216,11584,155104,6195,253359,6320,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,654485,11354,154785,6221,9939,1898,69259,4213,75587,4287,499700,9897,283365,7322,88097,4500,128238,4453,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,551777,11329,138809,6563,11185,1896,57217,4248,70407,3933,412968,10261,232695,8610,69029,4699,111244,4322,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,835938,14361,258795,8899,14617,2129,70301,4914,173877,7124,577143,10807,309513,8076,91065,4264,176565,5614,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,871940,16548,277068,9443,19708,3031,75957,4908,181403,7855,594872,13903,334114,10677,94318,5631,166440,5917,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,313823,8585,78354,4482,3789,1064,25004,2262,49561,3559,235469,7467,117576,5902,51761,3935,66132,3921,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1084620,19794,218299,10423,13919,2360,65227,5813,139153,7679,866321,15113,526778,12196,139343,6709,200200,5970,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1428658,21409,302884,9614,11377,1518,91303,6504,200204,7814,1125774,17886,640015,12721,217881,8480,267878,8250,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2000759,19287,525129,12313,31079,2574,180044,7677,314006,9494,1475630,14712,755602,14092,264273,7741,455755,8239,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1138713,15754,236084,6511,11859,1532,100500,4383,123725,5405,902629,15065,506016,11660,189161,6290,207452,5001,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,516052,15041,176215,8507,8273,1920,42640,4555,125302,6662,339837,11110,178516,9203,52900,3620,108421,4474,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1214988,19409,306423,10542,20433,2986,106778,5683,179212,8243,908565,16312,516116,13703,143220,7011,249229,6672,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,229684,8627,56945,4093,5899,1418,26943,3419,24103,2502,172739,7631,88311,5866,41294,3436,43134,2902,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,376363,9232,82032,3638,7182,1255,34731,3044,40119,2768,294331,8058,176320,6603,53101,3447,64910,2941,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,613583,16792,141843,8708,10081,1776,49034,4671,82728,6003,471740,13835,271502,11106,90625,4941,109613,4858,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,270715,8770,47420,3550,2330,956,17126,2395,27964,2938,223295,7526,126945,6730,42714,3125,53636,3564,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1420533,21251,300968,9991,19862,2301,76234,5236,204872,8611,1119565,18332,626149,14336,192985,7706,300431,7716,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,409344,11076,118011,6156,6661,1502,36863,3201,74487,4315,291333,10184,153045,8894,48795,3954,89493,3905,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4003816,29299,981288,18991,41477,3456,266654,7928,673157,16476,3022528,28369,1727300,24698,537173,12345,758055,11890,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
