GEO_ID,B25074_001E,B25074_001M,B25074_002E,B25074_002M,B25074_003E,B25074_003M,B25074_004E,B25074_004M,B25074_005E,B25074_005M,B25074_006E,B25074_006M,B25074_007E,B25074_007M,B25074_008E,B25074_008M,B25074_009E,B25074_009M,B25074_010E,B25074_010M,B25074_011E,B25074_011M,B25074_012E,B25074_012M,B25074_013E,B25074_013M,B25074_014E,B25074_014M,B25074_015E,B25074_015M,B25074_016E,B25074_016M,B25074_017E,B25074_017M,B25074_018E,B25074_018M,B25074_019E,B25074_019M,B25074_020E,B25074_020M,B25074_021E,B25074_021M,B25074_022E,B25074_022M,B25074_023E,B25074_023M,B25074_024E,B25074_024M,B25074_025E,B25074_025M,B25074_026E,B25074_026M,B25074_027E,B25074_027M,B25074_028E,B25074_028M,B25074_029E,B25074_029M,B25074_030E,B25074_030M,B25074_031E,B25074_031M,B25074_032E,B25074_032M,B25074_033E,B25074_033M,B25074_034E,B25074_034M,B25074_035E,B25074_035M,B25074_036E,B25074_036M,B25074_037E,B25074_037M,B25074_038E,B25074_038M,B25074_039E,B25074_039M,B25074_040E,B25074_040M,B25074_041E,B25074_041M,B25074_042E,B25074_042M,B25074_043E,B25074_043M,B25074_044E,B25074_044M,B25074_045E,B25074_045M,B25074_046E,B25074_046M,B25074_047E,B25074_047M,B25074_048E,B25074_048M,B25074_049E,B25074_049M,B25074_050E,B25074_050M,B25074_051E,B25074_051M,B25074_052E,B25074_052M,B25074_053E,B25074_053M,B25074_054E,B25074_054M,B25074_055E,B25074_055M,B25074_056E,B25074_056M,B25074_057E,B25074_057M,B25074_058E,B25074_058M,B25074_059E,B25074_059M,B25074_060E,B25074_060M,B25074_061E,B25074_061M,B25074_062E,B25074_062M,B25074_063E,B25074_063M,B25074_064E,B25074_064M,NAME,B25074_001MA,B25074_001EA,B25074_002EA,B25074_002MA,B25074_003MA,B25074_003EA,B25074_004MA,B25074_004EA,B25074_005EA,B25074_005MA,B25074_006MA,B25074_006EA,B25074_007EA,B25074_007MA,B25074_008EA,B25074_008MA,B25074_009MA,B25074_009EA,B25074_010MA,B25074_010EA,B25074_011EA,B25074_011MA,B25074_012MA,B25074_012EA,B25074_013EA,B25074_013MA,B25074_014MA,B25074_014EA,B25074_015MA,B25074_015EA,B25074_016EA,B25074_016MA,B25074_017MA,B25074_017EA,B25074_018EA,B25074_018MA,B25074_019EA,B25074_019MA,B25074_020MA,B25074_020EA,B25074_021EA,B25074_021MA,B25074_022EA,B25074_022MA,B25074_023EA,B25074_023MA,B25074_024EA,B25074_024MA,B25074_025MA,B25074_025EA,B25074_026MA,B25074_026EA,B25074_027EA,B25074_027MA,B25074_028EA,B25074_028MA,B25074_029EA,B25074_029MA,B25074_030EA,B25074_030MA,B25074_031MA,B25074_031EA,B25074_032EA,B25074_032MA,B25074_033EA,B25074_033MA,B25074_034EA,B25074_034MA,B25074_035EA,B25074_035MA,B25074_036MA,B25074_036EA,B25074_037MA,B25074_037EA,B25074_038EA,B25074_038MA,B25074_039MA,B25074_039EA,B25074_040EA,B25074_040MA,B25074_041EA,B25074_041MA,B25074_042MA,B25074_042EA,B25074_043EA,B25074_043MA,B25074_044EA,B25074_044MA,B25074_045MA,B25074_045EA,B25074_046EA,B25074_046MA,B25074_047MA,B25074_047EA,B25074_048MA,B25074_048EA,B25074_049EA,B25074_049MA,B25074_050MA,B25074_050EA,B25074_051EA,B25074_051MA,B25074_052EA,B25074_052MA,B25074_053MA,B25074_053EA,B25074_054EA,B25074_054MA,B25074_055EA,B25074_055MA,B25074_056MA,B25074_056EA,B25074_057EA,B25074_057MA,B25074_058MA,B25074_058EA,B25074_059MA,B25074_059EA,B25074_060EA,B25074_060MA,B25074_061MA,B25074_061EA,B25074_062EA,B25074_062MA,B25074_063MA,B25074_063EA,B25074_064MA,B25074_064EA,state
0400000US01,588466,10414,100278,5241,1468,608,1355,606,4565,1087,3215,1011,2277,889,3184,1082,53090,4406,31124,2746,119705,5465,4678,1107,4441,1287,7902,1391,8389,1417,8329,1727,19287,2611,52697,3887,13982,1924,125867,5868,9297,1339,13737,1672,21533,2559,17990,2271,15092,2340,18744,2665,15264,2445,14210,2116,84611,5652,20951,2473,19313,2830,18094,2563,8740,1902,4419,1533,3318,965,982,600,8794,1567,79275,4233,41941,3183,17710,1915,7717,1509,2936,1086,871,345,117,129,284,295,7699,1583,37753,3401,28224,3204,4111,1338,893,439,511,431,126,160,48,57,275,374,3565,999,40977,3458,36231,3284,1805,916,439,304,0,200,56,95,25,42,0,200,2421,756,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91397,3639,5956,1352,0,153,0,153,6,11,33,36,232,291,58,66,3952,1181,1675,577,8225,1396,62,60,68,53,362,241,939,476,506,331,779,481,4830,960,679,255,16342,2067,498,361,1462,704,906,475,1582,878,1870,831,2872,887,6165,1623,987,432,12642,1710,1013,384,2521,915,1474,681,2039,814,1259,486,1739,690,1733,717,864,405,19786,2132,4316,1287,3480,897,4584,1142,2357,907,1652,610,1449,512,437,370,1511,629,10768,1543,4886,1099,2490,873,1146,375,1039,528,441,364,13,25,51,85,702,245,17678,1646,12637,1597,2530,879,948,466,334,329,37,61,0,153,0,153,1192,363,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,900651,12842,99582,5566,1082,589,456,346,1766,553,1992,686,796,456,927,476,57771,4123,34792,3233,119178,5587,2288,915,1943,711,4264,933,3714,1024,4412,869,15218,2229,80014,4787,7325,1308,178270,6507,5339,1084,7625,1494,16223,2286,23255,2753,26419,2706,40201,3235,52013,4609,7195,1101,153996,5946,18986,2229,27731,2511,34179,2948,25761,3094,18796,2721,16484,2236,6093,1414,5966,1433,167126,6808,55724,4583,50119,3984,30444,3222,13098,1755,6405,1490,3846,1189,2500,888,4990,1190,84942,4558,52393,3861,22409,2726,5431,1149,1304,622,732,466,283,193,244,203,2146,760,97557,4831,83299,4585,7931,1707,3188,973,785,625,351,322,375,434,0,208,1628,500,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,400683,9039,58268,3460,202,176,323,286,2384,793,2419,798,1261,482,2851,959,32622,2599,16206,2198,75719,4526,3182,943,3498,971,5936,1155,6029,1193,5847,1393,11193,2143,32451,3340,7583,1230,98243,4394,7378,1701,14453,2258,16034,2283,19802,2949,13420,2387,12922,2131,5736,1458,8498,1471,61603,4910,19428,2984,17495,2639,12097,2260,4068,1166,2533,769,1254,833,378,249,4350,1017,59118,4415,37058,3874,11166,1854,3452,1011,1705,869,210,209,121,111,606,416,4800,1025,24739,3190,20283,2830,1634,910,241,278,100,178,38,71,210,206,535,465,1698,691,22993,2732,20601,2598,663,451,41,66,0,201,0,201,0,201,0,201,1688,704,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5880007,28546,447352,12837,2265,950,2383,813,6750,1647,8349,1635,5651,1212,7411,1553,275341,8563,139202,7342,721784,12785,11102,1806,11649,1760,46099,3414,42984,3507,23914,2351,47365,4768,510047,12503,28624,2792,941234,14062,25820,2855,21714,2685,36561,3055,66783,4233,76912,4178,168454,6767,513238,10183,31752,2829,802126,13612,37841,3405,58218,4150,101081,5088,120646,5690,110117,5519,170565,6546,177959,6842,25699,2556,1043714,14644,145052,6376,168662,6557,196699,6827,173275,6175,125935,5561,129784,6575,78025,5490,26282,2493,670720,14345,186661,7726,158751,6709,138554,7287,80798,5098,42876,3424,35558,3353,12425,1881,15097,1649,1253077,17956,775257,13253,249531,8607,121365,6809,53216,4472,19122,2705,9476,1851,333,257,24777,2132,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,744383,11664,66035,4491,580,451,525,371,3953,1016,2030,540,971,447,1150,545,39987,3261,16839,2213,82939,5054,1821,673,1869,638,5711,1322,3737,1070,2909,797,6978,1356,56228,4474,3686,750,129911,6111,5302,1327,4375,1162,6988,1306,12400,2124,14241,1946,26905,2926,54841,4219,4859,1053,126377,5630,9912,1767,11794,1618,19948,2508,23136,2351,17725,2571,24060,2944,15244,2348,4558,1122,148168,6363,28200,3078,33188,2757,32078,3216,24622,2952,11720,1860,10520,2014,3860,1196,3980,1042,83359,5182,33594,2863,23130,2498,14057,2394,6122,1309,1965,989,1712,678,517,409,2262,825,107594,4961,78273,4371,19542,2659,4862,1035,1764,689,625,340,601,552,27,48,1900,674,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,458528,7656,48161,4198,397,358,668,456,3064,795,3206,1049,952,486,871,499,27770,2774,11233,1592,63952,4671,2140,918,2043,710,5790,1237,4285,1145,2616,791,4598,1286,40277,3613,2203,743,87558,4369,4189,1159,2970,1017,7700,1463,8205,1574,9919,1665,18242,2251,33707,3519,2626,616,72697,3826,6997,1435,7498,1446,15028,2262,12116,2020,8947,1559,9865,1628,8307,1772,3939,1279,79575,4584,20283,2822,19339,2198,14179,2025,10187,1806,5346,1360,4327,1184,2193,790,3721,1182,45123,3613,23731,2812,10727,1789,5009,1133,2037,867,562,340,895,519,157,162,2005,726,61462,4030,46664,3647,7910,1528,2796,880,937,529,208,207,665,316,0,207,2282,630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,103989,4386,13861,1852,0,198,184,240,452,308,764,659,120,120,89,116,4714,1236,7538,1486,12919,1766,129,151,544,377,886,518,1152,644,434,259,924,507,8181,1377,669,367,23068,2781,773,460,786,445,2027,899,1696,684,3507,1091,5073,1308,8284,1894,922,723,13914,2076,1027,466,1739,705,2937,962,3131,1105,1923,892,1164,527,1495,689,498,231,17629,2764,5759,1613,4160,1070,4654,1608,1661,676,595,336,307,264,27,44,466,273,12053,1917,7629,1429,3033,878,807,456,65,95,0,198,0,198,40,66,479,475,10545,1654,9474,1691,710,404,108,134,0,198,0,198,0,198,0,198,253,160,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162670,3861,22788,2885,646,732,269,192,1183,522,1390,774,440,356,482,389,11232,1892,7146,1562,18322,2049,1475,614,275,271,1820,674,564,348,483,275,463,307,12366,1832,876,453,19461,2105,1402,661,412,338,1774,850,1223,562,1242,575,3388,987,9513,1588,507,346,14677,1979,1585,639,677,330,2393,880,2567,901,1705,713,2823,860,2458,781,469,217,22853,2484,2522,862,4040,1220,4524,1126,4266,1160,2513,792,2709,772,1935,621,344,258,18560,2164,4702,1160,5490,1064,3436,903,2216,910,1066,664,962,555,412,327,276,255,46009,2936,28397,2474,8729,1188,3630,885,2839,909,1353,624,397,276,0,208,664,272,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2679777,21534,301575,9736,1472,731,2605,876,9596,1691,8947,1798,2833,938,5993,1357,171917,6767,98212,6294,361049,9782,7573,1723,6254,1330,13075,1948,10583,1819,10500,1633,29556,3614,263109,8747,20399,2396,555173,12626,14439,2334,18607,2553,36155,3171,49733,3720,64602,4889,126539,7130,222619,8412,22479,2715,453783,12129,28526,3421,55412,4683,83197,4553,85255,5120,69817,4773,71885,4792,44714,4206,14977,2218,491630,11831,115992,6008,120504,6177,104051,6116,65761,5337,30924,3270,26380,3106,13306,2725,14712,2017,245910,10649,118164,6087,65301,4999,32427,4026,12947,1970,4219,1084,3713,1005,1466,601,7673,1916,270657,9241,206963,8679,33616,3456,13357,2321,5062,1440,1866,768,1214,748,71,116,8508,1459,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
