GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,NAME,B18135_001EA,B18135_001MA,B18135_002MA,B18135_002EA,B18135_003MA,B18135_003EA,B18135_004EA,B18135_004MA,B18135_005MA,B18135_005EA,B18135_006EA,B18135_006MA,B18135_007MA,B18135_007EA,B18135_008MA,B18135_008EA,B18135_009EA,B18135_009MA,B18135_010EA,B18135_010MA,B18135_011EA,B18135_011MA,B18135_012EA,B18135_012MA,B18135_013MA,B18135_013EA,B18135_014MA,B18135_014EA,B18135_015EA,B18135_015MA,B18135_016EA,B18135_016MA,B18135_017EA,B18135_017MA,B18135_018MA,B18135_018EA,B18135_019MA,B18135_019EA,B18135_020EA,B18135_020MA,B18135_021EA,B18135_021MA,B18135_022EA,B18135_022MA,B18135_023EA,B18135_023MA,B18135_024MA,B18135_024EA,B18135_025MA,B18135_025EA,B18135_026MA,B18135_026EA,B18135_027EA,B18135_027MA,B18135_028EA,B18135_028MA,B18135_029MA,B18135_029EA,B18135_030MA,B18135_030EA,B18135_031MA,B18135_031EA,B18135_032MA,B18135_032EA,B18135_033EA,B18135_033MA,B18135_034EA,B18135_034MA,state
0400000US01,4793512,2005,1169489,4837,54145,4994,53257,4969,20603,2479,36960,4054,888,427,1115344,6929,1080183,8191,622269,11951,498753,13247,35161,4190,2841107,6352,413144,13090,361946,12517,188155,8352,235906,9489,51198,3807,2427963,14563,2069369,17115,1878814,20129,275598,10429,358594,14529,782916,3004,322026,7191,321533,7172,194428,5863,318830,7118,493,311,460890,6791,458298,6786,300844,6548,446068,7099,2592,825,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,194383,1506,7176,1573,6930,1539,3019,957,5272,1516,246,202,187207,1740,168731,3510,106540,4659,71426,4764,18476,3266,440283,2719,51666,3942,43821,3753,23930,2914,26627,3006,7845,1406,388617,4149,318370,5860,268693,5970,68294,4284,70247,4855,81512,1039,31556,2078,31381,2095,16151,1665,30355,1956,175,171,49956,1901,49149,1922,34576,2230,46293,2011,807,407,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,1729440,4779,70530,5841,66487,5723,32404,3344,39568,4112,4043,1166,1658910,6264,1529809,11397,952982,17696,638632,15251,129101,8734,3989659,5587,422399,10576,383822,9304,179126,6896,247480,8792,38577,3504,3567260,12516,3053762,18504,2524456,21132,631674,17009,513498,13507,1189022,1729,406888,7792,404698,7636,215736,6388,399099,7643,2190,701,782134,7790,774753,7892,447038,7843,748918,8278,7381,1473,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,751794,3640,48003,4352,46728,4397,15931,1988,35022,4245,1275,717,703791,5429,671666,6504,338929,10856,362798,11634,32125,4116,1717192,4011,280970,10878,260279,10145,113793,5909,181196,8839,20691,2554,1436222,11543,1259758,13639,1059611,15459,260070,9524,176464,8728,480319,2445,201667,4844,201563,4814,108073,4887,200316,4775,104,159,278652,5168,277509,5016,170690,5796,269747,4852,1143,537,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,9567473,11581,321244,10807,311521,10531,148530,6173,193756,8741,9723,1875,9246229,17335,8955320,20082,5299229,35647,4000911,35219,290909,12075,24069284,13917,1954936,27675,1826003,25556,863659,18516,1150653,19457,128933,7417,22114348,30614,19804898,40956,15796067,52376,4535339,40559,2309450,28733,5410078,4040,1874864,17981,1862720,17952,827260,11880,1828097,17448,12144,1873,3535214,17847,3489784,18317,1889554,21749,3282995,17486,45430,3601,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,1334235,4186,51421,4088,48755,4090,23573,2844,29243,3326,2666,801,1282814,5634,1227997,7597,823781,13879,450378,15209,54817,5301,3421064,4580,306976,10617,284183,10248,149917,7140,169782,7535,22793,2815,3114088,10750,2785978,14371,2420870,15229,456836,11081,328110,10514,758771,2088,245207,6073,243954,6093,141206,4984,239992,6070,1253,671,513564,6439,509126,6236,302986,6143,486054,6325,4438,1466,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,792881,3386,34238,2946,32993,2930,16317,2117,19277,2212,1245,573,758643,4079,735532,5914,510020,9528,255338,10700,23111,3720,2164155,3906,185858,8488,177191,8226,86251,4413,108187,6929,8667,1706,1978297,9647,1821567,12649,1556370,14772,308160,12177,156730,9596,579486,1389,171766,5418,170449,5328,97049,4095,168476,5188,1317,726,407720,5123,404994,5060,257961,5847,384041,5192,2726,1390,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,218473,1832,6837,1268,6622,1200,3864,860,3818,1062,215,214,211636,2389,204206,2555,141575,5700,73569,5857,7430,2117,559655,2350,52297,3951,49596,3750,27536,2661,29737,2937,2701,828,507358,4591,468063,5598,411234,7588,74138,5820,39295,3976,169131,788,48629,2727,48387,2714,30564,2456,48219,2740,242,265,120502,2701,119142,2763,82233,3141,115807,2792,1360,771,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,133635,1598,6281,1746,6281,1746,2505,890,4700,1556,0,208,127354,2281,125779,2574,71266,3908,59781,3756,1575,972,468689,1815,52973,4394,50251,4285,25797,3167,28979,3010,2722,1069,415716,4444,394492,5634,326445,6178,77681,5135,21224,3543,81484,478,32133,1985,31984,1997,18575,1834,30363,1968,149,157,49351,1975,49010,1982,34553,2094,45588,2186,341,350,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,4450443,8185,201248,8904,187745,8325,72584,5389,129388,7646,13503,2793,4249195,12037,3937838,17329,2261674,26305,1805448,26608,311357,15367,12081518,9969,1245065,22603,1048378,19162,551417,14643,632796,14338,196687,9632,10836453,24097,8731181,37425,7844918,41701,1170162,24483,2105272,32572,4146743,5008,1365165,16150,1354799,16053,664138,12018,1338154,16220,10366,2209,2781578,16442,2742616,17101,1440079,19229,2634088,16741,38962,4089,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
