GEO_ID,B27020_001E,B27020_001M,B27020_002E,B27020_002M,B27020_003E,B27020_003M,B27020_004E,B27020_004M,B27020_005E,B27020_005M,B27020_006E,B27020_006M,B27020_007E,B27020_007M,B27020_008E,B27020_008M,B27020_009E,B27020_009M,B27020_010E,B27020_010M,B27020_011E,B27020_011M,B27020_012E,B27020_012M,B27020_013E,B27020_013M,B27020_014E,B27020_014M,B27020_015E,B27020_015M,B27020_016E,B27020_016M,B27020_017E,B27020_017M,NAME,B27020_001EA,B27020_001MA,B27020_002MA,B27020_002EA,B27020_003EA,B27020_003MA,B27020_004MA,B27020_004EA,B27020_005MA,B27020_005EA,B27020_006MA,B27020_006EA,B27020_007EA,B27020_007MA,B27020_008MA,B27020_008EA,B27020_009MA,B27020_009EA,B27020_010MA,B27020_010EA,B27020_011MA,B27020_011EA,B27020_012MA,B27020_012EA,B27020_013EA,B27020_013MA,B27020_014EA,B27020_014MA,B27020_015EA,B27020_015MA,B27020_016MA,B27020_016EA,B27020_017MA,B27020_017EA,state
0400000US01,4793512,2005,4626488,7090,4233296,14333,3108091,25416,1786445,20192,393192,15359,167024,6954,66313,4892,58202,4652,49907,4102,15938,2649,8111,1570,100711,6326,53088,5025,47115,4861,9732,1951,47623,5146,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,658783,5025,571002,7998,418204,9279,229546,7753,87781,5992,57395,4371,30496,2685,26476,2450,20882,2241,9988,1749,4020,1225,26899,3847,20904,3787,13823,2703,8733,2834,5995,1402,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,5995228,18542,5506619,26520,3878804,34046,2405003,29142,488609,16669,912893,18075,398451,12047,361635,11706,248334,8909,159789,8117,36816,3873,514442,15645,345077,11960,224604,10379,140579,7944,169365,9509,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,2810310,5118,2622176,10016,1724746,21391,1288590,20146,188134,8667,138995,5146,44603,4284,38708,3550,31908,2927,12213,2002,5895,1869,94392,5023,56619,4744,50373,4478,8346,1936,37773,4740,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,28459402,47188,27089665,49929,19060926,70878,10903617,60001,1369737,25908,10587433,47007,5467573,38068,5200711,37137,3504562,32541,2251122,23505,266862,9560,5119860,43186,3959870,38478,2258811,27923,1837012,27358,1159990,22406,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,4967911,13740,4682222,15461,3546780,24904,1694819,23602,285689,10126,546159,12768,231849,8517,214341,8109,164913,7661,76664,4479,17508,2814,314310,10906,203430,10561,150640,7872,60802,6324,110880,8986,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,3009676,12315,2907773,13704,2199730,20828,1085552,18031,101903,7011,526846,12226,270441,10006,255757,9614,188955,8617,104803,5584,14684,3008,256405,11150,179196,8899,135283,7206,53124,5270,77209,8049,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,849040,6358,816124,7955,634247,12371,320171,9345,32916,4268,98219,6238,45829,4122,42853,4114,33491,3092,15938,3073,2976,1341,52390,4599,37039,4317,29268,3729,9179,2701,15351,3286,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,582519,5811,567292,5858,409499,8461,219584,7177,15227,2588,101289,5848,38666,3037,37743,2978,28507,2588,13966,1964,923,565,62623,5578,52762,4722,41135,4149,13542,2408,9861,2808,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,16330052,36759,14663884,44178,10469168,56536,6458044,41992,1666168,33109,4348652,36295,2401936,28023,2109208,28353,1446096,26262,882807,16509,292728,12742,1946716,34174,1229465,29114,919546,25745,369185,13056,717251,24190,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
